id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,play_sound,set_filter_01,set_filter_02,fade,characters/0/hide_char_id,set_camera_shake
snowfall_episode_ludmilla_05_46,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_51,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_47,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_52,False,,3,idle,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_48,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_53,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_49,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_54,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_50,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_55,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_51,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_56,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_52,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_57,False,,3,think,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_53,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_58,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_54,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_59,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_55,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_60,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_56,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_61,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_57,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_62,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_58,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_63,True,,3,smile,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_59,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_64,False,,3,smile,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_60,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_65,False,,3,surprise,,30,30,1.0,,,,,Grey,Vignetting,black,,
snowfall_episode_ludmilla_05_61,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_66,True,,3,surprise,,30,30,1.0,,,ludmilla_w,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_62,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_67,False,,3,think,,30,30,1.0,,,ludmilla_w,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_63,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_68,False,,3,smile,,3,3,1.0,,,,,,,black,,
snowfall_episode_ludmilla_05_64,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_69,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_65,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_70,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_66,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_71,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_67,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_72,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_68,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_73,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_69,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_74,True,,3,sad,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_70,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_75,False,,3,sad,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_71,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_76,False,,3,sad,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_72,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_77,False,,3,sad,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_73,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_78,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_74,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_79,True,,3,think,,3,3,1.0,,none,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_75,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_80,True,,3,think,Trail_n,3,15,1.0,amb_so_trail_3,,ludmilla_w,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_76,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_81,True,,3,angry,,15,15,1.0,,,ludmilla_w,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_77,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_82,True,,3,angry,,15,15,1.0,,,ludmilla_w,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_78,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_83,False,,3,angry,,15,15,1.0,,bgm_story_fairytalesend_if,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_79,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_84,True,,3,angry,BigHotSpring_s,15,3,1.0,amb_so_hotspring_3,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_80,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_85,False,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_81,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_86,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_82,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_87,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_83,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_88,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_84,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_89,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_85,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_90,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_86,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_91,False,,3,think,,3,3,1.0,,,,sfx_scn_splash,,,,,
snowfall_episode_ludmilla_05_87,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_92,False,,3,think,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_88,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_93,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_89,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_94,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,ludmilla_w,
snowfall_episode_ludmilla_05_90,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_95,False,,,,HotSpringInnIn_s,3,15,1.0,amb_so_inn_in_3,,,,,,black,,
snowfall_episode_ludmilla_05_91,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_96,False,,,,,15,15,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_92,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_97,False,,,,,15,15,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_93,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_98,False,,,,,15,15,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_94,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_99,False,,,,,15,150,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_95,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_100,False,,,,,150,150,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_96,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_101,False,,,,,black,black,1.0,,,,sfx_scn_paperopen,,,,,
snowfall_episode_ludmilla_05_97,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_102,False,,,,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_98,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_103,False,,,,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_99,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_104,False,,,,,3,3,1.0,,,,sfx_scn_paperopen,,,,,
snowfall_episode_ludmilla_05_100,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_105,False,oldestsister,15,idle,HotSpringInnOut_d,3,15,1.0,amb_so_inn_out_1,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_101,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_106,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_102,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_107,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_103,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_108,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_104,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_109,False,,15,idle,,15,15,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_105,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_110,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_106,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_111,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_107,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_112,False,,15,idle,HotSpringInnIn_n,black,black,1.0,amb_so_inn_in_3,,,sfx_scn_paperopen,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_108,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_113,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_109,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_114,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_110,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_115,False,,15,idle,,15,15,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_111,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_116,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_112,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_117,False,,15,idle,,15,15,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_113,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_118,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_114,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_119,False,,15,idle,BambooForest_d,black,black,1.0,amb_so_bambooforest_1,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_115,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_120,False,,15,idle,,black,black,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_116,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_121,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_117,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_122,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_118,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_123,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_119,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_124,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_120,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_125,False,,15,idle,,15,15,1.0,,,,,Red,Vignetting,,,
snowfall_episode_ludmilla_05_121,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_126,False,,15,idle,Trail_d,15,3,1.0,amb_so_trail_1,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_122,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_127,False,,15,idle,,3,3,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_123,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_128,False,,15,idle,,3,3,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_124,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_129,False,,15,idle,,3,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_125,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_130,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_126,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_131,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
snowfall_episode_ludmilla_05_127,80903,snowfall_episode_ludmilla_05,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_05_132,False,,15,idle,,15,15,1.0,,,,,Grey,Vignetting,,,
