id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id
event_romanticvalentine_intermission_01_11,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_11,True,,4,4,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,idle,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_12,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_12,True,,4,4,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,idle,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_13,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_13,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_14,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_14,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_15,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_15,False,,S_10,S_10,1.0,,mast_m,,,1,delight,,3,smile,,13,idle,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_16,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_16,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_17,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_17,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_18,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_18,True,,50,50,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_19,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_19,False,,50,50,1.0,,trony_m,,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_20,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_20,True,,50,50,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_21,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_21,True,,50,50,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_22,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_22,False,,50,50,1.0,,trony_m,,,1,delight,,3,smile,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_23,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_23,True,,12,12,1.0,,anchor_m,anchor_m,,1,delight,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_24,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_24,True,,12,12,1.0,,mast_m,mast_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_25,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_25,True,,12,12,1.0,,mast_m,mast_m,,1,idle2,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_26,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_26,True,,12,12,1.0,,mast_m,mast_m,,1,delight,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_27,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_27,True,,12,2,1.0,,sin_m,sin_m,,1,delight,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_28,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_28,True,,2,2,1.0,,mast_m,mast_m,,1,idle2,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_29,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_29,True,,2,2,1.0,,sin_m,sin_m,,1,idle2,,3,shy,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_30,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_30,False,,2,2,1.0,,sin_m,,,1,idle2,,3,shy,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_31,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_31,True,,2,2,1.0,,sin_m,sin_m,,1,idle2,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_32,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_32,True,,2,2,1.0,,mast_m,mast_m,,1,surprise,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_33,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_33,True,,2,2,1.0,,mast_m,mast_m,,1,surprise,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_34,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_34,False,,2,S_10,1.0,,mast_m,mast_m,,1,idle2,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_35,40069,event_romanticvalentine_intermission_01,Narration,Locale_SubScenario:event_romanticvalentine_intermission_01_35,False,,S_10,S_10,1.0,,mast_m,,,1,idle2,,3,idle,,13,delight,sfx_scn_drinkwater,,5,no,,,,,,,
event_romanticvalentine_intermission_01_36,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_36,False,,S_10,S_10,1.0,,mast_m,,,1,idle2,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_37,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_37,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,angry,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_38,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_38,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_39,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_39,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_40,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_40,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,idle,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_41,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_41,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_42,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_42,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_43,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_43,False,,S_10,S_10,1.0,,mast_m,,,1,idle,,3,delight,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_44,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_44,True,,S_10,12,1.0,,anchor_m,anchor_m,,1,idle,,3,delight,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_45,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_45,True,,12,12,1.0,,mast_m,mast_m,,1,idle2,,3,delight,,13,idle,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_46,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_46,True,,12,12,1.0,,anchor_m,anchor_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_47,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_47,True,,12,S_100,0.5,,mast_m,mast_m,,1,angry,,3,smile,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_48,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_48,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,angry,,3,smile,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_49,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_49,True,,50,50,1.0,,trony_m,trony_m,,1,angry,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_50,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_50,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_51,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_51,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_52,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_52,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_53,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_53,True,,4,4,1.0,,trony_m,trony_m,,1,idle2,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_54,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_54,True,,4,4,1.0,,sin_m,sin_m,,1,idle2,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_55,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_55,True,,4,2,1.5,,mast_m,mast_m,,1,idle,,3,smile,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_56,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_56,True,,2,2,1.0,,sin_m,sin_m,,1,idle,,3,shy,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_57,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_57,True,,2,2,1.0,,sin_m,sin_m,,1,idle,,3,shy,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_58,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_58,True,,2,2,1.0,,sin_m,sin_m,,1,idle,,3,shy,,13,delight,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_59,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_59,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,1,idle,,3,shy,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_60,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_60,True,,30,30,1.0,,sin_m,sin_m,,1,idle,,3,smile,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_61,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_61,True,,30,30,1.0,,sin_m,sin_m,,1,idle,,3,delight,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_62,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_62,False,,30,30,1.0,,,,,1,idle,,3,delight,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_63,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_63,False,,black,black,1.0,,,,,1,idle,,3,delight,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_64,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_64,False,,black,black,1.0,,,,,1,idle,,3,delight,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_65,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_65,False,,S_10,S_10,1.0,,,,,1,idle,,3,delight,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_66,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_66,False,,S_10,S_10,1.0,,,,,1,idle,,3,delight,,13,think,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_67,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_67,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,shy3,,3,surprise,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_68,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_68,False,,S_10,S_10,1.0,,mast_m,,,1,shy3,,3,surprise,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_69,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_69,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,shy3,,3,surprise,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_70,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_70,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,shy3,,3,surprise,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_71,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_71,True,,S_10,S_100,1.5,,mast_m,mast_m,,1,shy3,,3,delight,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_72,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_72,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,shy3,,3,delight,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_73,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_73,True,,S_100,S_10,1.0,,mast_m,mast_m,,1,surprise2,,3,delight,,13,surprise,,,5,delight,,,,,,,
event_romanticvalentine_intermission_01_74,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_74,False,,S_10,S_10,1.0,,mast_m,trony_m,,1,surprise2,,3,delight,,13,surprise,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_75,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_75,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,1,surprise2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_76,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_76,False,,XS_130,XS_130,1.0,,,,,1,surprise2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_77,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_77,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_78,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_78,True,,XS_130,XS_130,1.0,,anchor_m,anchor_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_79,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_79,False,,XS_130,XS_130,1.0,,anchor_m,trony_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_80,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_80,True,,2,2,1.0,,sin_m,sin_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_81,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_81,True,,2,2,1.0,,mast_m,mast_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_82,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_82,True,,2,2,1.0,,sin_m,sin_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_83,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_83,True,,2,2,1.0,,sin_m,sin_m,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_84,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_84,False,,2,2,1.0,,sin_m,,,1,idle2,,3,delight,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_85,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_85,True,,5,500,1.0,none,trony_m,trony_m,,1,surprise,,3,surprise,,13,surprise,,,5,special,Low_2,,,,,,
event_romanticvalentine_intermission_01_86,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_86,False,,500,500,1.0,,trony_m,,,1,surprise,,3,surprise,,13,surprise,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_87,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_87,True,,2,2,1.0,,mast_m,mast_m,,1,surprise,,3,surprise,,13,surprise,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_88,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_88,True,,2,2,1.0,,sin_m,sin_m,,1,surprise,,3,smile,,13,surprise,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_89,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_89,False,,2,2,1.0,,sin_m,,,1,surprise,,3,smile,,13,surprise,,,5,special,,,,,,,
event_romanticvalentine_intermission_01_90,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_90,True,,50,50,1.0,,trony_m,trony_m,,1,surprise,,3,smile,,13,surprise,,,5,no,,,,,,,
event_romanticvalentine_intermission_01_91,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_91,False,,black,black,1.0,,trony_m,,,13,surprise,,3,smile,,15,surprise,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_92,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_92,False,,black,black,1.0,,trony_m,,,13,surprise,,3,smile,,15,surprise,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_93,40069,event_romanticvalentine_intermission_01,Monologue,Locale_SubScenario:event_romanticvalentine_intermission_01_93,False,,black,black,1.0,,trony_m,,,13,surprise,,3,smile,,15,surprise,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_94,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_94,True,,S_130,S_130,1.0,bgm_story_flipflop,mast_m,mast_m,,13,shy2,,3,smile,,15,surprise,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_95,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_95,True,,S_130,2,1.0,,sin_m,sin_m,,13,shy2,,3,delight,,15,surprise,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_96,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_96,True,,2,2,1.0,,trony_m,trony_m,,13,shy2,,3,delight,,15,surprise,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_97,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_97,True,,XS_150,XS_150,1.0,,anchor_m,anchor_m,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_98,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_98,True,,2,2,1.0,,trony_m,trony_m,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_99,40069,event_romanticvalentine_intermission_01,Self,Locale_SubScenario:event_romanticvalentine_intermission_01_99,False,,2,2,1.0,,trony_m,,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_100,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_100,False,,2,2,1.0,,trony_m,trony_m,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_101,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_101,True,,2,2,1.0,,trony_m,trony_m,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_102,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_102,True,,2,2,1.0,,trony_m,trony_m,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_103,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_103,False,,2,2,1.0,,sin_m,sin_m,,13,idle2,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_104,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_104,True,,2,12,1.0,,mast_m,mast_m,,13,shy1,,3,delight,,15,idle,,,1,no,,,,,,,
event_romanticvalentine_intermission_01_105,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_105,True,,12,12,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,shy,,,,,,,
event_romanticvalentine_intermission_01_106,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_106,True,,12,12,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,shy,,,,,,,
event_romanticvalentine_intermission_01_107,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_107,True,,12,12,1.0,,mast_m,mast_m,,13,shy1,,3,delight,,15,idle,,,1,shy,,,,,,,
event_romanticvalentine_intermission_01_108,40069,event_romanticvalentine_intermission_01,Speech,Locale_SubScenario:event_romanticvalentine_intermission_01_108,True,,12,12,1.0,,trony_m,trony_m,,13,shy1,,3,delight,,15,idle,,,1,shy,,,,,,,
