id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,play_sound,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,characters/9/hide_char_id
event_ce006_1_06_e_11,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_11,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_12,40079,event_ce006_1_06_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_e_12,True,,3,idle,,1,idle,,13,no,,12,12,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_13,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_13,True,,3,idle,,1,idle,,13,no,,12,12,1.0,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_14,40079,event_ce006_1_06_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_e_14,True,,3,idle,,1,idle,,13,no,,12,12,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_15,40079,event_ce006_1_06_e,Self,ce006_03,Locale_MainScenario:event_ce006_1_06_e_15,False,,3,idle,,1,idle,,13,no,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_16,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_16,True,,3,idle,,1,delight,,13,no,,12,12,1.0,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_17,40079,event_ce006_1_06_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_e_17,True,,3,idle,,1,delight,,13,think,,12,12,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_18,40079,event_ce006_1_06_e,Speech,elegg,Locale_MainScenario:event_ce006_1_06_e_18,True,,3,delight,,1,delight,,13,think,,12,2,1.3,,elegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_19,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_19,True,,3,delight,,1,delight,,13,think,,2,2,1.0,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_20,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_20,True,,3,delight,,1,delight,,13,think,,2,10,1.3,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_21,40079,event_ce006_1_06_e,Speech,rapi_op,Locale_MainScenario:event_ce006_1_06_e_21,True,,3,delight,,1,idle,,13,think,,10,10,1.0,none,rapi_op,rapi_op,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_22,40079,event_ce006_1_06_e,Speech,rapi_op,Locale_MainScenario:event_ce006_1_06_e_22,True,,3,delight,,1,idle,,13,think,,10,10,1.0,,rapi_op,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_23,40079,event_ce006_1_06_e,Self,rapi_op,Locale_MainScenario:event_ce006_1_06_e_23,False,,3,delight,,1,idle,,13,think,,10,10,1.0,,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_24,40079,event_ce006_1_06_e,Speech,rapi_op,Locale_MainScenario:event_ce006_1_06_e_24,True,,3,delight,,1,idle,,13,think,,10,10,1.0,,rapi_op,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_25,40079,event_ce006_1_06_e,Self,rapi_op,Locale_MainScenario:event_ce006_1_06_e_25,False,,3,delight,,1,idle,,13,think,,10,10,1.0,,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_26,40079,event_ce006_1_06_e,Monologue,rapi_op,Locale_MainScenario:event_ce006_1_06_e_26,False,,3,delight,,1,idle,,13,think,,10,10,1.0,,,,OP_leftup,idle,rapi_op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_27,40079,event_ce006_1_06_e,Self,rapi_op,Locale_MainScenario:event_ce006_1_06_e_27,False,,3,delight,,1,idle,,13,think,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_28,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_28,True,,3,delight,,1,think,,13,think,,10,10,1.0,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_29,40079,event_ce006_1_06_e,Self,rapi,Locale_MainScenario:event_ce006_1_06_e_29,False,,3,delight,,1,think,,13,think,Desert_03,14,140,1.5,,,rapi,14,idle,,elegg,ce006_npc_01,ce006_03,roam,6,idle,neon,16,idle,black,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_30,40079,event_ce006_1_06_e,Monologue,rapi,Locale_MainScenario:event_ce006_1_06_e_30,False,,,,,,,,,,,black,black,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_31,40079,event_ce006_1_06_e,Self,rapi,Locale_MainScenario:event_ce006_1_06_e_31,False,,,,,,,,,,,black,black,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_32,40079,event_ce006_1_06_e,Monologue,roam,Locale_MainScenario:event_ce006_1_06_e_32,False,,,,,,,,,,,black,black,1.0,bgm_mystery,,,14,idle,,,,,,6,idle,,16,idle,,rapunzel,12,idle,snowwhite,4,idle,hongryeon,2,idle,,,,,,,,,,
event_ce006_1_06_e_33,40079,event_ce006_1_06_e,Monologue,roam,Locale_MainScenario:event_ce006_1_06_e_33,False,,,,,,,,,,,black,black,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_34,40079,event_ce006_1_06_e,Monologue,snowwhite,Locale_MainScenario:event_ce006_1_06_e_34,False,,,,,,,,,,,2,2,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_35,40079,event_ce006_1_06_e,Speech,snowwhite,Locale_MainScenario:event_ce006_1_06_e_35,True,,,,,,,,,,,2,3,1.3,,snowwhite,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_36,40079,event_ce006_1_06_e,Speech,snowwhite,Locale_MainScenario:event_ce006_1_06_e_36,True,,,,,,,,,,,3,3,1.0,,snowwhite,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_37,40079,event_ce006_1_06_e,Speech,hongryeon,Locale_MainScenario:event_ce006_1_06_e_37,True,,,,,,,,,,,3,3,1.0,,hongryeon,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_38,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_38,True,,,,,,,,,,,3,1,1.3,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_39,40079,event_ce006_1_06_e,Self,rapunzel,Locale_MainScenario:event_ce006_1_06_e_39,False,,,,,,,,,,,1,1,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_40,40079,event_ce006_1_06_e,Speech,snowwhite,Locale_MainScenario:event_ce006_1_06_e_40,True,,,,,,,,,,,L_40,L_40,1.0,,snowwhite,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_41,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_41,True,,,,,,,,,,,1,1,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_42,40079,event_ce006_1_06_e,Speech,hongryeon,Locale_MainScenario:event_ce006_1_06_e_42,True,,,,,,,,,,,1,1,1.0,,hongryeon,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_43,40079,event_ce006_1_06_e,Self,hongryeon,Locale_MainScenario:event_ce006_1_06_e_43,False,,,,,,,,,,,1,1,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_44,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_44,True,,,,,,,,,,,120,120,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,black,,12,no,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_45,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_45,True,,,,,,,,,,,120,120,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_46,40079,event_ce006_1_06_e,Speech,rapi,Locale_MainScenario:event_ce006_1_06_e_46,True,,,,,,,,,,,120,13,1.3,,rapi,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_47,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_47,True,,,,,,,,,,,13,13,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_48,40079,event_ce006_1_06_e,Speech,neon,Locale_MainScenario:event_ce006_1_06_e_48,True,,,,,,,,,,,13,15,1.3,,neon,,14,idle,,,,,,6,idle,,16,worry,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_49,40079,event_ce006_1_06_e,Self,neon,Locale_MainScenario:event_ce006_1_06_e_49,False,,,,,,,,,,,15,15,1.0,,,,14,idle,,,,,,6,idle,,16,worry,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_50,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_50,True,,,,,,,,,,,15,13,1.3,,rapunzel,,14,idle,,,,,,6,idle,,16,worry,,,12,idle,,4,idle,,2,idle,,,,,,,,,,
event_ce006_1_06_e_51,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_51,True,,,,,,,,,,,13,13,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,worry,,,12,idle,,4,idle,,2,idle,anis,8,void,,,,,,,
event_ce006_1_06_e_52,40079,event_ce006_1_06_e,Narration,rapunzel,Locale_MainScenario:event_ce006_1_06_e_52,False,,,,,,,,,,,black,black,1.0,,,,14,idle,,,,,,6,idle,,16,worry,,,12,idle,,4,idle,,2,idle,,8,void,sfx_scn_touchprocess,,,,,,
event_ce006_1_06_e_53,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_53,False,,,,,,,,,,,600,60,1.3,,roam,,14,idle,,,,,,6,idle,,16,worry,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_54,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_54,True,,,,,,,,,,,60,60,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_55,40079,event_ce006_1_06_e,Self,roam,Locale_MainScenario:event_ce006_1_06_e_55,False,,,,,,,,,,,60,60,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_56,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_56,True,,,,,,,,,,,60,60,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_57,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_57,True,,,,,,,,,,,60,60,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_58,40079,event_ce006_1_06_e,Speech,anis,Locale_MainScenario:event_ce006_1_06_e_58,True,,,,,,,,,,,60,7,1.3,,anis,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_59,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_59,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_60,40079,event_ce006_1_06_e,Self,roam,Locale_MainScenario:event_ce006_1_06_e_60,False,,,,,,,,,,,7,7,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_61,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_61,False,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_62,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_62,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_63,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_63,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_64,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_64,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_65,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_65,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_66,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_66,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_67,40079,event_ce006_1_06_e,Speech,anis,Locale_MainScenario:event_ce006_1_06_e_67,True,,,,,,,,,,,7,7,1.0,,anis,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_68,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_68,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_69,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_69,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_70,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_70,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_71,40079,event_ce006_1_06_e,Speech,roam,Locale_MainScenario:event_ce006_1_06_e_71,True,,,,,,,,,,,7,7,1.0,,roam,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_72,40079,event_ce006_1_06_e,Speech,snowwhite,Locale_MainScenario:event_ce006_1_06_e_72,True,,,,,,,,,,,7,5,1.3,,snowwhite,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_73,40079,event_ce006_1_06_e,Speech,snowwhite,Locale_MainScenario:event_ce006_1_06_e_73,True,,,,,,,,,,,5,5,1.0,,snowwhite,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_74,40079,event_ce006_1_06_e,Self,snowwhite,Locale_MainScenario:event_ce006_1_06_e_74,False,,,,,,,,,,,5,5,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,angry,,,,,,,
event_ce006_1_06_e_75,40079,event_ce006_1_06_e,Speech,hongryeon,Locale_MainScenario:event_ce006_1_06_e_75,True,,,,,,,,,,,1,1,1.0,,hongryeon,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_76,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_76,True,,,,,,,,,,,1,1,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_77,40079,event_ce006_1_06_e,Self,rapunzel,Locale_MainScenario:event_ce006_1_06_e_77,False,,,,,,,,,,,1,1,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_78,40079,event_ce006_1_06_e,Speech,elegg_op_l,Locale_MainScenario:event_ce006_1_06_e_78,True,elegg_op_l,OP_leftup,special,,,,,,,,1,1,1.0,,elegg_op_l,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_79,40079,event_ce006_1_06_e,Speech,elegg_op_l,Locale_MainScenario:event_ce006_1_06_e_79,True,,OP_leftup,special,,,,,,,,1,1,1.0,,elegg_op_l,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_80,40079,event_ce006_1_06_e,Speech,elegg_op_l,Locale_MainScenario:event_ce006_1_06_e_80,True,,OP_leftup,special,,,,,,,,1,1,1.0,,elegg_op_l,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_81,40079,event_ce006_1_06_e,Self,hongryeon,Locale_MainScenario:event_ce006_1_06_e_81,False,,OP_leftup,special,,,,,,,,1,1,1.0,,,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_82,40079,event_ce006_1_06_e,Self,hongryeon,Locale_MainScenario:event_ce006_1_06_e_82,False,,OP_leftup,special,,,,,,,,1,1,1.0,,,,14,idle,,elegg_op_l,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_83,40079,event_ce006_1_06_e,Speech,hongryeon,Locale_MainScenario:event_ce006_1_06_e_83,True,,,,,,,,,,,1,1,1.0,,hongryeon,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,idle,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_84,40079,event_ce006_1_06_e,Speech,snowwhite,Locale_MainScenario:event_ce006_1_06_e_84,True,,,,,,,,,,,1,3,1.3,,snowwhite,,14,idle,,,,,,6,idle,,16,idle,,,12,idle,,4,special,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_85,40079,event_ce006_1_06_e,Speech,rapunzel,Locale_MainScenario:event_ce006_1_06_e_85,True,,,,,,,,,,,120,120,1.0,,rapunzel,,14,idle,,,,,,6,idle,,16,idle,,,12,sad,,4,special,,2,idle,,8,void,,,,,,,
event_ce006_1_06_e_86,40079,event_ce006_1_06_e,Self,elegg,Locale_MainScenario:event_ce006_1_06_e_86,False,elegg,3,special,ce006_npc_01,1,surprise,ce006_03,13,no,artcity_d,S_30,S_30,1.0,none,,,14,idle,rapi,,,,,6,idle,,16,idle,black,,12,sad,,4,special,,2,idle,,8,void,,roam,rapunzel,snowwhite,hongryeon,neon,anis
event_ce006_1_06_e_87,40079,event_ce006_1_06_e,Speech,elegg,Locale_MainScenario:event_ce006_1_06_e_87,True,,3,special,,1,surprise,,13,no,,S_30,S_30,1.0,,elegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_88,40079,event_ce006_1_06_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_e_88,False,,3,special,,1,surprise,,13,no,,12,12,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_89,40079,event_ce006_1_06_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_89,False,,3,special,,1,surprise,,13,no,,12,12,1.0,,ce006_npc_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_90,40079,event_ce006_1_06_e,Self,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_e_90,False,,3,special,,1,surprise,,13,no,EventScene_memoriesteller_03,black,black,1.0,,,,,,,elegg,ce006_npc_01,ce006_03,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_91,40079,event_ce006_1_06_e,Monologue,hermin,Locale_MainScenario:event_ce006_1_06_e_91,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_92,40079,event_ce006_1_06_e,Monologue,hermin,Locale_MainScenario:event_ce006_1_06_e_92,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_1_06_e_93,40079,event_ce006_1_06_e,Monologue,hermin,Locale_MainScenario:event_ce006_1_06_e_93,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
