id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_phantomthiefvsdetective_03_s_12,40059,event_phantomthiefvsdetective_03_s,Self,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_12,False,,L_20,L_20,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_13,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_13,True,,S_140,S_140,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_14,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_14,True,,S_140,S_140,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_15,40059,event_phantomthiefvsdetective_03_s,Self,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_15,False,,S_140,S_140,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_16,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_16,True,,S_140,S_140,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_17,40059,event_phantomthiefvsdetective_03_s,Self,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_17,False,,S_140,S_140,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_18,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_18,True,,S_140,S_120,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_19,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_19,True,,S_120,S_120,1.0,,,,2,surprise,,12,idle,,14,delight
event_phantomthiefvsdetective_03_s_20,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_20,True,,S_120,S_120,1.0,,,,2,surprise,,12,delight,,14,delight
event_phantomthiefvsdetective_03_s_21,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_21,True,,S_120,13,1.0,,,,2,surprise,,12,delight,,14,idle
event_phantomthiefvsdetective_03_s_22,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_22,True,,13,13,1.0,none,,,2,surprise,,12,idle,,14,idle
event_phantomthiefvsdetective_03_s_23,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_23,True,,13,13,1.0,,,,2,surprise,,12,idle,,14,idle
event_phantomthiefvsdetective_03_s_24,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_24,True,,13,13,1.0,bgm_story_whosdumber,,,2,surprise,,12,idle,,14,idle
event_phantomthiefvsdetective_03_s_25,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_25,False,,13,13,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_26,40059,event_phantomthiefvsdetective_03_s,Self,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_26,False,,13,13,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_27,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_27,True,,13,13,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_28,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_28,True,,13,13,1.0,,,,2,surprise,,12,think,,14,think
event_phantomthiefvsdetective_03_s_29,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_29,True,,13,S_120,1.0,,,,2,surprise,,12,think,,14,think
event_phantomthiefvsdetective_03_s_30,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_30,True,,S_120,S_120,1.0,,,,2,surprise,,12,think,,14,think
event_phantomthiefvsdetective_03_s_31,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_31,True,,S_120,S_140,0.5,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_32,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_32,True,,S_140,S_140,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_33,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_33,True,,L_20,L_20,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_34,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_34,True,,S_140,S_140,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_35,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_35,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_36,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_36,True,,L_20,L_20,1.0,none,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_37,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_37,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_38,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_38,True,,S_140,S_140,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_39,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_39,True,,S_140,S_140,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_40,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_40,True,,L_20,L_20,1.0,bgm_story_marrybad,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_41,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_41,True,,S_140,S_1400,1.0,,,,2,no,,12,think,,14,shy
event_phantomthiefvsdetective_03_s_42,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_42,True,,S_1400,S_1400,1.0,,,,2,no,,12,think,,14,shy
event_phantomthiefvsdetective_03_s_43,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_43,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,shy
event_phantomthiefvsdetective_03_s_44,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_44,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,shy
event_phantomthiefvsdetective_03_s_45,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_45,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,shy
event_phantomthiefvsdetective_03_s_46,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_46,True,,S_1400,S_1400,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_47,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_47,True,,S_1400,S_140,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_48,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_48,True,,S_140,S_120,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_49,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_49,True,,S_120,S_120,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_50,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_50,True,,S_120,S_120,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_51,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_51,True,,S_120,S_120,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_52,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_52,True,,S_120,S_120,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_53,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_53,True,,S_120,S_120,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_54,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_54,True,,S_120,13,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_55,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_55,True,,13,13,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_56,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_56,True,,13,13,1.0,,,,2,no,,12,angry,,14,idle
event_phantomthiefvsdetective_03_s_57,40059,event_phantomthiefvsdetective_03_s,Self,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_57,False,,13,13,1.0,,,,2,no,,12,angry,,14,idle
event_phantomthiefvsdetective_03_s_58,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_58,True,,13,13,1.0,,,,2,no,,12,angry,,14,idle
event_phantomthiefvsdetective_03_s_59,40059,event_phantomthiefvsdetective_03_s,Self,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_59,False,,13,13,1.0,,,,2,no,,12,angry,,14,idle
event_phantomthiefvsdetective_03_s_60,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_60,True,,13,S_140,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_61,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_61,False,,L_20,L_20,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_62,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_62,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_63,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_63,True,,L_20,L_20,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_64,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_64,True,,L_20,L_200,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_65,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_65,True,,L_200,L_200,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_66,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_66,True,,L_200,L_200,1.0,,,,2,no,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_67,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_67,True,,L_200,L_20,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_68,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_68,True,,S_140,S_140,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_69,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_69,True,,L_20,L_20,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_70,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_70,True,,L_20,S_120,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_71,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_71,True,,S_120,S_120,1.0,,,,2,surprise,,12,think,,14,idle
event_phantomthiefvsdetective_03_s_72,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_72,True,,S_120,S_120,1.0,,,,2,surprise,,12,delight,,14,idle
event_phantomthiefvsdetective_03_s_73,40059,event_phantomthiefvsdetective_03_s,Self,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_73,False,,S_120,S_120,1.0,,,,2,surprise,,12,delight,,14,idle
event_phantomthiefvsdetective_03_s_74,40059,event_phantomthiefvsdetective_03_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_s_74,True,,S_120,S_140,0.5,,,,2,surprise,,12,delight,,14,delight
event_phantomthiefvsdetective_03_s_75,40059,event_phantomthiefvsdetective_03_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_s_75,True,,S_140,S_120,1.0,,,,2,surprise,,12,delight,,14,delight
event_phantomthiefvsdetective_03_s_76,40059,event_phantomthiefvsdetective_03_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_s_76,True,,S_120,L_20,1.0,,,,2,delight,,12,delight,,14,delight
event_phantomthiefvsdetective_03_s_77,40059,event_phantomthiefvsdetective_03_s,Self,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_03_s_77,False,,L_20,L_20,1.0,,,,2,delight,,12,delight,,14,delight
