id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id
event_nyanyaparadise_01_e_36,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_36,False,,1,idle,,113,113,1.0,,,,,13,surprise,,ruru
event_nyanyaparadise_01_e_37,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_37,False,,1,idle,,113,L_10,2.0,,,,,,,,
event_nyanyaparadise_01_e_38,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_38,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_39,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_39,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_40,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_40,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_41,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_41,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_42,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_42,True,,1,idle,,L_10,L_100,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_43,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_43,True,,1,idle,,L_100,L_100,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_44,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_44,False,,1,idle,,L_100,L_100,1.0,,,,,,,,
event_nyanyaparadise_01_e_45,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_45,True,,1,idle,,L_100,L_100,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_46,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_46,False,,1,idle,,L_100,L_100,1.0,,,,,,,,
event_nyanyaparadise_01_e_47,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_47,True,,1,idle,,L_100,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_48,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_48,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_49,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_49,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_50,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_50,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_51,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_51,False,,1,idle,,L_10,L_10,1.0,,,,,,,,
event_nyanyaparadise_01_e_52,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_52,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_53,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_53,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,,,,
