id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_coinsinrush1_prologue_11,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_11,True,,2,2,1.0,,ade,ade,,,1,angry,,3,idle
event_coinsinrush1_prologue_12,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_12,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_13,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_13,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_14,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_14,True,,2,2,1.0,,ade,ade,,,1,idle,,3,delight
event_coinsinrush1_prologue_15,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_15,True,,2,2,1.0,,mustang,mustang,,,1,think,,3,delight
event_coinsinrush1_prologue_16,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_16,True,,2,2,1.0,,ade,ade,,,1,think,,3,delight
event_coinsinrush1_prologue_17,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_17,True,,2,2,1.0,,ade,ade,,,1,think,,3,delight
event_coinsinrush1_prologue_18,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_18,True,,2,2,1.0,,ade,ade,,,1,think,,3,delight
event_coinsinrush1_prologue_19,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_19,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,delight
event_coinsinrush1_prologue_20,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_20,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,delight
event_coinsinrush1_prologue_21,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_21,True,,2,2,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_22,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_22,True,,2,2,1.0,,ade,ade,,,1,good,,3,idle
event_coinsinrush1_prologue_23,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_23,True,,2,2,1.0,,ade,ade,,,1,good,,3,idle
event_coinsinrush1_prologue_24,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_24,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,idle
event_coinsinrush1_prologue_25,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_25,True,,2,2,1.0,,ade,ade,,,1,good,,3,idle
event_coinsinrush1_prologue_26,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_26,True,,2,2,1.0,,ade,ade,,,1,good,,3,idle
event_coinsinrush1_prologue_27,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_27,True,,2,L_10,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_28,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_28,True,,L_10,L_10,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_29,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_29,True,,L_10,L_10,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_30,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_30,True,,L_10,2,1.0,,ade,ade,,,1,idle,,3,idle
event_coinsinrush1_prologue_31,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_31,True,,2,2,1.0,,ade,ade,,,1,idle,,3,idle
event_coinsinrush1_prologue_32,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_32,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,idle
event_coinsinrush1_prologue_33,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_33,True,,2,2,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_34,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_34,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,worried
event_coinsinrush1_prologue_35,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_35,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,worried
event_coinsinrush1_prologue_36,40088,event_coinsinrush1_prologue,Narration,Locale_MainScenario:event_coinsinrush1_prologue_36,False,,2,2,1.0,,mustang,,,,1,good,,3,worried
event_coinsinrush1_prologue_37,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_37,False,,2,2,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_38,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_38,True,,2,2,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_39,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_39,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,worried
event_coinsinrush1_prologue_40,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_40,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,worried
event_coinsinrush1_prologue_41,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_41,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,worried
event_coinsinrush1_prologue_42,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_42,True,,2,2,1.0,,ade,ade,,,1,idle,,3,worried
event_coinsinrush1_prologue_43,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_43,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,worried
event_coinsinrush1_prologue_44,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_44,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,worried
event_coinsinrush1_prologue_45,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_45,True,,2,2,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_46,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_46,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,worried
event_coinsinrush1_prologue_47,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_47,True,,2,2,1.0,,mustang,mustang,,,1,good,,3,worried
event_coinsinrush1_prologue_48,40088,event_coinsinrush1_prologue,Narration,Locale_MainScenario:event_coinsinrush1_prologue_48,False,,2,30,1.0,,ade,,,,1,good,,3,worried
event_coinsinrush1_prologue_49,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_49,False,,30,30,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_50,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_50,True,,30,30,1.0,,ade,ade,,,1,good,,3,worried
event_coinsinrush1_prologue_51,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_51,True,,30,2,1.0,,mustang,mustang,,,1,angry,,3,worried
event_coinsinrush1_prologue_52,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_52,True,,2,2,1.0,,mustang,mustang,,,1,angry,,3,worried
event_coinsinrush1_prologue_53,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_53,True,,2,2,1.0,,mustang,mustang,,,1,angry,,3,worried
event_coinsinrush1_prologue_54,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_54,True,,2,2,1.0,,ade,ade,,,1,angry,,3,idle
event_coinsinrush1_prologue_55,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_55,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_56,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_56,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,idle
event_coinsinrush1_prologue_57,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_57,True,,2,2,1.0,,ade,ade,,,1,idle,,3,worried
event_coinsinrush1_prologue_58,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_58,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,worried
event_coinsinrush1_prologue_59,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_59,True,,2,2,1.0,,mustang,mustang,,,1,idle,,3,worried
event_coinsinrush1_prologue_60,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_60,False,,2,30,1.0,,ade,ade,,,1,idle,,3,worried
event_coinsinrush1_prologue_61,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_61,True,,30,30,1.0,,ade,ade,,,1,idle,,3,shy
event_coinsinrush1_prologue_62,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_62,True,,30,L_10,1.0,,mustang,mustang,,,1,idle,,3,shy
event_coinsinrush1_prologue_63,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_63,True,,L_10,L_100,1.0,,mustang,mustang,,,1,idle,,3,shy
event_coinsinrush1_prologue_64,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_64,True,,L_100,L_100,1.0,,mustang,mustang,,,1,angry,,3,shy
event_coinsinrush1_prologue_65,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_65,False,,300,300,1.0,,ade,ade,,,1,angry,,3,shy
event_coinsinrush1_prologue_66,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_66,True,,L_100,L_100,1.0,,mustang,mustang,,,1,angry,,3,shy
event_coinsinrush1_prologue_67,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_67,True,,L_100,L_100,1.0,,mustang,mustang,,,1,angry,,3,shy
event_coinsinrush1_prologue_68,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_68,True,,L_100,L_100,1.0,,mustang,mustang,,,1,angry,,3,shy
event_coinsinrush1_prologue_69,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_69,True,,L_100,L_100,1.0,,mustang,mustang,,,1,good,,3,shy
event_coinsinrush1_prologue_70,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_70,False,,L_100,2,1.0,,ade,ade,,,1,good,,3,shy
event_coinsinrush1_prologue_71,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_71,True,,2,2,1.0,,ade,ade,,,1,good,,3,shy
event_coinsinrush1_prologue_72,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_72,True,,2,2,1.0,,ade,ade,,,1,good,,3,shy
event_coinsinrush1_prologue_73,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_73,True,,2,2,1.0,,ade,ade,,,1,good,,3,shy
event_coinsinrush1_prologue_74,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_74,True,,2,L_100,0.5,,mustang,mustang,,,1,good,,3,shy
event_coinsinrush1_prologue_75,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_75,False,,300,300,1.0,,ade,ade,,,1,good,,3,shy
event_coinsinrush1_prologue_76,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_76,True,,300,300,1.0,,ade,ade,,,1,good,,3,shy
event_coinsinrush1_prologue_77,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_77,True,,300,2,1.0,,mustang,mustang,,,1,think,,3,shy
event_coinsinrush1_prologue_78,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_78,True,,2,2,1.0,,ade,ade,,,1,think,,3,shy
event_coinsinrush1_prologue_79,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_79,False,,2,2,1.0,none,mustang,mustang,,,1,think,,3,shy
event_coinsinrush1_prologue_80,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_80,True,,2,2,1.0,,mustang,mustang,,,1,surprise,,3,shy
event_coinsinrush1_prologue_81,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_81,True,,2,30,1.0,,ade,ade,,,1,surprise,,3,shy
event_coinsinrush1_prologue_82,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_82,True,,30,30,1.0,,ade,ade,,,1,surprise,,3,shy
event_coinsinrush1_prologue_83,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_83,True,,30,2,1.0,,mustang,mustang,,,1,think,,3,shy
event_coinsinrush1_prologue_84,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_84,True,,2,2,1.0,,mustang,mustang,,,1,think,,3,shy
event_coinsinrush1_prologue_85,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_85,True,,2,2,1.0,,mustang,mustang,,,1,angry,,3,shy
event_coinsinrush1_prologue_86,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_86,True,,2,2,1.0,,ade,ade,,,1,angry,,3,shy
event_coinsinrush1_prologue_87,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_87,True,,2,L_100,0.5,bgm_story_mustang,mustang,mustang,,,1,delight,,3,shy
event_coinsinrush1_prologue_88,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_88,True,,300,300,1.0,,ade,ade,,,1,delight,,3,shy
event_coinsinrush1_prologue_89,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_89,True,,300,2,0.5,,mustang,mustang,,,1,delight,,3,shy
event_coinsinrush1_prologue_90,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_90,True,,2,2,1.0,,mustang,mustang,,,1,delight,,3,shy
event_coinsinrush1_prologue_91,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_91,True,,2,2,1.0,,ade,ade,,,1,delight,,3,shy
event_coinsinrush1_prologue_92,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_92,True,,2,L_10,1.0,,mustang,mustang,,,1,delight,,3,shy
event_coinsinrush1_prologue_93,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_93,True,,L_10,L_100,1.0,,mustang,mustang,,,1,delight,,3,shy
event_coinsinrush1_prologue_94,40088,event_coinsinrush1_prologue,Speech,Locale_MainScenario:event_coinsinrush1_prologue_94,True,,300,300,1.0,,ade,ade,,,1,delight,,3,shy
