id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_mica_17_13,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_13,True,,S_10,S_10,1.0,,,,,,mica_w,,1,idle
snowfall_speech_mica_17_14,80903,snowfall_speech_mica_17,Self,mica_w,Locale_SubScenario:snowfall_speech_mica_17_14,False,,S_10,S_10,1.0,,,,,,,,1,idle
snowfall_speech_mica_17_15,80903,snowfall_speech_mica_17,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_17_15,False,,S_10,S_10,1.0,,,snowfall_speech_mica_17_17,,,,,1,idle
snowfall_speech_mica_17_16,80903,snowfall_speech_mica_17,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_17_16,False,,S_10,S_10,1.0,,,snowfall_speech_mica_17_21,,,,,1,idle
snowfall_speech_mica_17_17,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_17,True,,S_10,S_10,1.0,,,,,,mica_w,,1,surprise
snowfall_speech_mica_17_18,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_18,True,,S_10,S_10,1.0,,,,,,mica_w,,1,surprise
snowfall_speech_mica_17_19,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_19,True,,S_10,S_10,1.0,,,,,,mica_w,,1,cry
snowfall_speech_mica_17_20,80903,snowfall_speech_mica_17,Self,mica_w,Locale_SubScenario:snowfall_speech_mica_17_20,False,,S_10,S_10,1.0,,,snowfall_speech_mica_17_25,,,,,1,cry
snowfall_speech_mica_17_21,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_21,True,,S_10,S_10,1.0,,,,,,mica_w,,1,surprise
snowfall_speech_mica_17_22,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_22,True,,S_10,S_10,1.0,,,,,,mica_w,,1,delight
snowfall_speech_mica_17_23,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_23,True,,S_10,S_10,1.0,,,,,,mica_w,,1,idle
snowfall_speech_mica_17_24,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_24,True,,S_10,S_10,1.0,,,snowfall_speech_mica_17_25,,,mica_w,,1,idle
snowfall_speech_mica_17_25,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_25,True,,S_10,S_10,1.0,,,,,,mica_w,,1,idle
snowfall_speech_mica_17_26,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_26,True,,S_10,S_10,1.0,,,,,,mica_w,,1,delight
snowfall_speech_mica_17_27,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_27,True,,S_10,S_10,1.0,,,,,,mica_w,,1,idle
snowfall_speech_mica_17_28,80903,snowfall_speech_mica_17,Narration,mica_w,Locale_SubScenario:snowfall_speech_mica_17_28,False,,black,black,1.0,,,,,,,,1,idle
