id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake
event_bluewaterisland1_04_s_26,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_26,True,,10,10,1.0,,,rapi_s,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_27,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_27,False,,10,10,1.0,,,,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_28,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_28,False,,10,10,1.0,,,,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_29,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_29,True,,10,10,1.0,,,rapi_s,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_30,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_30,True,,10,10,1.0,,,rapi_s,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_31,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_31,True,,10,10,1.0,,,rapi_s,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_32,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_32,True,,10,10,1.0,,,rapi_s,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_33,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_33,False,,10,10,1.0,,,,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_34,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_34,False,,10,10,1.0,,,,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_35,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_35,True,,10,10,1.0,,,rapi_s,,,,,,1,worry,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_36,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_36,False,,10,10,1.0,,,rapi_s,,,,,,1,think,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_37,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_37,True,,10,12,1.0,,,rapi_s,,,,,,1,think,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_38,40020,event_bluewaterisland1_04_s,Speech,frima_s,Locale_SubScenario:event_bluewaterisland1_04_s_38,True,,12,12,1.0,,,frima_s,,,,,,1,think,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_39,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_39,True,,12,12,1.0,,,rapi_s,,,,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_40,40020,event_bluewaterisland1_04_s,Speech,volt,Locale_SubScenario:event_bluewaterisland1_04_s_40,True,,12,2,0.7,,sfx_scn_dogbark,volt,volt,3,idle,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_41,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_41,False,,2,2,1.0,,,rapi_s,,3,idle,,,1,no,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_42,40020,event_bluewaterisland1_04_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland1_04_s_42,False,,2,2,1.0,,,,,3,idle,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_43,40020,event_bluewaterisland1_04_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland1_04_s_43,False,,2,2,1.0,,,,,3,idle,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_44,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_44,False,,2,2,1.0,,,,,3,idle,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_45,40020,event_bluewaterisland1_04_s,Speech,volt,Locale_SubScenario:event_bluewaterisland1_04_s_45,True,,2,2,1.0,,sfx_scn_dogbark,volt,,3,idle,,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_46,40020,event_bluewaterisland1_04_s,Narration,Narration,Locale_SubScenario:event_bluewaterisland1_04_s_46,False,,2,2,1.0,,sfx_scn_dogrun,,,9,idle,volt,,1,idle,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_47,40020,event_bluewaterisland1_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_s_47,True,,2,1,1.0,,,rapi_s,,,,,,1,delight,,13,sleep_02,,,,,,,
event_bluewaterisland1_04_s_48,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_48,True,Grassland,XS_120,XS_120,1.0,,,neon_s,yan_s,2,idle,,,1,delight,,13,sleep_02,black,rapi_s,frima_s,neon_s,12,surprise,
event_bluewaterisland1_04_s_49,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_49,True,,XS_120,XS_120,1.0,,,neon_s,,2,idle,,,,,,,,,,,,12,surprise,
event_bluewaterisland1_04_s_50,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_50,False,,XS_120,XS_120,1.0,,,,,2,idle,,,,,,,,,,,,12,surprise,
event_bluewaterisland1_04_s_51,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_51,True,,XS_120,XS_1200,1.0,,,neon_s,,2,idle,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_52,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_52,False,,XS_1200,XS_1200,1.0,,,,,2,idle,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_53,40020,event_bluewaterisland1_04_s,Speech,yan_s,Locale_SubScenario:event_bluewaterisland1_04_s_53,True,,XS_1200,1,1.0,,,yan_s,,2,no,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_54,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_54,True,,1,1,1.0,,,neon_s,,2,no,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_55,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_55,True,,1,1,1.0,,,neon_s,,2,no,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_56,40020,event_bluewaterisland1_04_s,Speech,yan_s,Locale_SubScenario:event_bluewaterisland1_04_s_56,True,,1,1,1.0,,,yan_s,,2,sad,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_57,40020,event_bluewaterisland1_04_s,Speech,yan_s,Locale_SubScenario:event_bluewaterisland1_04_s_57,True,,1,1,1.0,,,yan_s,,2,sad,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_58,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_58,True,,1,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_59,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_59,True,,XS_120,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_60,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_60,True,,XS_120,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_61,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_61,True,,XS_120,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_62,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_62,True,,XS_120,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_63,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_63,True,,XS_120,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_64,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_64,True,,XS_120,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_65,40020,event_bluewaterisland1_04_s,Speech,yan_s,Locale_SubScenario:event_bluewaterisland1_04_s_65,True,,S_20,S_20,1.0,,,yan_s,,2,surprise,,,,,,,,,,,,12,delight,
event_bluewaterisland1_04_s_66,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_66,True,,S_20,XS_120,1.0,,,neon_s,,2,surprise,,,,,,,,,,,,12,angry,
event_bluewaterisland1_04_s_67,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_67,True,,XS_120,XS_120,1.0,,,neon_s,,2,idle,,,,,,,,,,,,12,angry,
event_bluewaterisland1_04_s_68,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_68,False,,XS_120,XS_120,1.0,,,,,2,idle,,,,,,,,,,,,12,angry,
event_bluewaterisland1_04_s_69,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_69,True,,XS_120,XS_1200,1.0,,,neon_s,,2,idle,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_70,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_70,False,,XS_1200,XS_1200,1.0,,,,,2,idle,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_71,40020,event_bluewaterisland1_04_s,Speech,yan_s,Locale_SubScenario:event_bluewaterisland1_04_s_71,False,,1,1,1.0,,,yan_s,,2,idle,,,,,,,,,,,,12,idle,
event_bluewaterisland1_04_s_72,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_72,False,,1,1,1.0,,,neon_s,,2,idle,,,,,,,,,,,,12,no,
event_bluewaterisland1_04_s_73,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_73,False,,1,1,1.0,,,,,2,idle,,,,,,,,,,,,12,no,
event_bluewaterisland1_04_s_74,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_74,True,,1,XS_120,1.0,,,neon_s,,2,sad,,,,,,,,,,,,12,worry,Low_2
event_bluewaterisland1_04_s_75,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_75,False,,XS_120,XS_120,1.0,,,,,2,sad,,,,,,,,,,,,12,worry,
event_bluewaterisland1_04_s_76,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_76,True,Beach_s,1,1,1.0,,,mary_s,,2,sad,yan_s,mary_s,2,idle,,,,black,,,,12,worry,
event_bluewaterisland1_04_s_77,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_77,True,,1,1,1.0,,,mary_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_78,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_78,False,,1,1,1.0,,,,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_79,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_79,False,,1,1,1.0,,,mary_s,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_80,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_80,True,,1,XS_120,1.0,,,neon_s,,,,,,2,sad,,,,,,,,12,worry,Low_2
event_bluewaterisland1_04_s_81,40020,event_bluewaterisland1_04_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland1_04_s_81,False,,black,black,1.0,,,,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_82,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_82,False,,1,2,1.0,,,,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_83,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_83,True,,2,2,1.0,,,mary_s,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_84,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_84,True,,2,2,1.0,,,mary_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_85,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_85,False,,2,20,1.0,,,mary_s,,,,,,2,think,,,,,,,,12,worry,
event_bluewaterisland1_04_s_86,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_86,True,,20,20,1.0,,,mary_s,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_87,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_87,True,,20,20,1.0,,,mary_s,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_88,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_88,True,,20,20,1.0,,,mary_s,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_89,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_89,False,,20,20,1.0,,,,,,,,,2,sad,,,,,,,,12,worry,
event_bluewaterisland1_04_s_90,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_90,True,,20,20,1.0,,,mary_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_91,40020,event_bluewaterisland1_04_s,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_s_91,True,,20,20,1.0,,,mary_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_92,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_92,True,,20,XS_120,0.5,,,neon_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_93,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_93,True,,XS_120,XS_120,1.0,,,neon_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_94,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_94,True,,XS_120,12,1.0,,,neon_s,,,,,,2,idle,,,,,,,,12,worry,Low_2
event_bluewaterisland1_04_s_95,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_95,False,,12,12,1.0,,,,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_96,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_96,True,,12,12,1.0,,,neon_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_97,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_97,True,,12,12,1.0,,,neon_s,,,,,,2,idle,,,,,,,,12,angry,
event_bluewaterisland1_04_s_98,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_98,True,,12,12,1.0,,,neon_s,,,,,,2,idle,,,,,,,,12,angry,
event_bluewaterisland1_04_s_99,40020,event_bluewaterisland1_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_s_99,True,,12,12,1.0,,,neon_s,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_100,40020,event_bluewaterisland1_04_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland1_04_s_100,False,,12,12,1.0,,,,,,,,,2,idle,,,,,,,,12,worry,
event_bluewaterisland1_04_s_101,40020,event_bluewaterisland1_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_s_101,False,,black,black,1.0,,,,,,,,,2,idle,,,,,,,,12,worry,
