id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_ce004_3_06_s_34,40057,event_ce004_3_06_s,Self,Locale_SubScenario:event_ce004_3_06_s_34,False,,100,100,1.0,,,ce004_04_op,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,idle,,,,,,,,,
event_ce004_3_06_s_35,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_35,True,,100,10,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,idle,ce004_04_op,,,,,,,,
event_ce004_3_06_s_36,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_36,True,,70,70,1.0,,,zwei,zwei,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_37,40057,event_ce004_3_06_s,Self,Locale_SubScenario:event_ce004_3_06_s_37,False,,70,70,1.0,,,zwei,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_38,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_38,True,,10,10,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_39,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_39,True,,70,70,1.0,,,zwei,zwei,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_40,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_40,True,,30,30,1.0,,,ce004_02,ce004_02,,1,idle,,,3,angry,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_41,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_41,True,,50,50,1.0,,,ein,ein,,1,idle,,,3,angry,,,5,delight,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_42,40057,event_ce004_3_06_s,Self,Locale_SubScenario:event_ce004_3_06_s_42,False,,50,50,1.0,,,ein,,,1,idle,,,3,angry,,,5,delight,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_43,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_43,True,,10,10,1.0,,,ce004_01,ce004_01,,1,go,,,3,angry,,,5,delight,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_44,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_44,True,,10,100,0.7,,,ce004_01,ce004_01,,1,go,,,3,angry,,,5,delight,,,7,idle,,,,,,,,,,,,,
