id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_dirtybackyard_06_e_69,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_69,False,,10,10,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_70,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_70,True,,10,2,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_71,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_71,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_72,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_72,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_73,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_73,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_74,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_74,False,,2,2,1.0,,,,,,1,idle,,3,angry,
event_dirtybackyard_06_e_75,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_75,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,good,
event_dirtybackyard_06_e_76,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_76,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,good,
event_dirtybackyard_06_e_77,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_77,True,,10,10,1.0,,sakura,sakura,,,1,angry,,3,good,
event_dirtybackyard_06_e_78,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_78,True,,10,10,1.0,,sakura,sakura,,,1,angry,,3,good,
