id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound,set_camera_shake
event_goldencoinrush2_b01_s_30,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_30,True,,,,,5,idle,,7,surprise,,S_100,S_100,1.0,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_31,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_31,True,,,,,5,idle,,7,surprise,,S_100,12,1.0,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_32,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_32,True,,,,,5,idle,,7,surprise,,12,12,1.0,,,,13,pain,,1,pain,,3,idle,,,,,
event_goldencoinrush2_b01_s_33,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_33,True,,,,,5,idle,,7,surprise,,12,12,1.0,,,,13,pain,,1,pain,,3,idle,,,,,
event_goldencoinrush2_b01_s_34,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_34,True,,,,,5,idle,,7,surprise,,12,12,1.0,,,,13,pain,,1,pain,,3,idle,,,,,
event_goldencoinrush2_b01_s_35,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_35,True,,,,,5,idle,,7,surprise,,12,12,1.0,,,,13,pain,,1,pain,,3,idle,,,,,
event_goldencoinrush2_b01_s_36,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_36,True,,,,,5,idle,,7,surprise,,12,S_10,0.7,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_37,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_37,True,,,,,5,idle,,7,surprise,,S_10,S_100,0.7,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_38,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_38,True,,,,,5,idle,,7,surprise,,S_100,12,1.0,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_39,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_39,True,,,,,5,idle,,7,surprise,,12,12,1.0,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_40,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_40,True,,,,,5,idle,,7,surprise,,12,12,1.0,,,,13,pain,,1,think,,3,idle,,,,,
event_goldencoinrush2_b01_s_41,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_41,True,,,,,5,idle,,7,surprise,,12,S_10,0.7,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_42,40049,event_goldencoinrush2_b01_s,Speech,novel,novel,Locale_MainScenario:event_goldencoinrush2_b01_s_42,True,,,,,5,idle,,7,surprise,,S_10,S_100,0.7,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_43,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_43,True,,,,,5,idle,,7,surprise,,S_100,S_30,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_44,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_44,True,,,,,5,idle,,7,surprise,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_45,40049,event_goldencoinrush2_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b01_s_45,True,,,,,5,idle,,7,idle,,6,6,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_46,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_46,True,,,,,5,idle,,7,idle,,6,6,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_47,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_47,True,,,,,5,idle,,7,idle,,6,4,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_48,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_48,True,,,,,5,idle,,7,idle,,4,4,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_49,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_49,True,,,,,5,idle,,7,idle,,4,4,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_50,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_50,True,,,,,5,idle,,7,idle,,4,4,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_51,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_51,True,,,,,5,idle,,7,idle,,4,4,1.0,none,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_52,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_52,True,,,,,5,surprise,,7,idle,,4,4,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_53,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_53,True,,,,,5,surprise,,7,idle,,4,S_30,1.0,bgm_story_fairytalesend_if,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_54,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_54,True,,,,,5,surprise,,7,idle,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_55,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_55,True,,,,,5,surprise,,7,idle,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_56,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_56,True,,,,,5,surprise,,7,idle,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_57,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_57,False,,,,,5,worry,,7,worry,,S_50,S_50,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_58,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_58,True,,,,,5,worry,,7,worry,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,idle,,,,,
event_goldencoinrush2_b01_s_59,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_59,True,,,,,5,worry,,7,worry,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_60,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_60,True,,,,,5,worry,,7,worry,,S_30,S_30,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_61,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_61,False,,,,,5,worry,,7,worry,,S_30,S_500,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_62,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_62,True,,,,,5,sad,,7,worry,,S_500,S_500,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_63,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_63,True,,,,,5,sad,,7,worry,,S_500,S_500,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_64,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_64,True,,,,,5,sad,,7,worry,,S_500,S_500,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_65,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_65,True,,,,,5,sad,,7,worry,,S_500,S_500,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_66,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_66,True,,,,,5,sad,,7,worry,,S_500,5,1.0,,,,13,pain,,1,idle,,3,delight,,,,,
event_goldencoinrush2_b01_s_67,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_67,False,,,,,5,sad,,7,worry,,5,4,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_68,40049,event_goldencoinrush2_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_b01_s_68,False,,,,,5,sad,,7,worry,,4,4,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_69,40049,event_goldencoinrush2_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_b01_s_69,False,mustang,17,idle,,5,sad,,7,worry,,4,S_500,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_70,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_70,True,,17,idle,,5,sad,,7,worry,,L_170,L_170,1.0,none,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_71,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_71,True,,17,idle,,5,sad,,7,worry,,L_170,L_170,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_72,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_72,True,,17,idle,,5,sad,,7,worry,,S_500,S_50,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_73,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_73,True,,17,idle,,5,sad,,7,worry,,S_50,6,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_74,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_74,True,,17,idle,,5,sad,,7,worry,,6,6,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_75,40049,event_goldencoinrush2_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b01_s_75,True,,17,idle,,5,sad,,7,worry,,6,6,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_76,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_76,True,,17,idle,,5,sad,,7,worry,,6,S_300,1.0,,,,13,pain,,1,idle,,3,surprise,soda_b,alice_b,,,
event_goldencoinrush2_b01_s_77,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_77,True,,17,idle,,,,,,,,S_300,S_300,1.0,,,,13,pain,,1,idle,,3,sad,,,,,
event_goldencoinrush2_b01_s_78,40049,event_goldencoinrush2_b01_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b01_s_78,False,,17,idle,,,,,,,,S_300,S_300,1.0,,,,13,pain,,1,idle,,3,sad,,,,,
event_goldencoinrush2_b01_s_79,40049,event_goldencoinrush2_b01_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b01_s_79,False,,17,idle,,,,,,,,S_300,S_300,1.0,,,,13,pain,,1,idle,,3,sad,,,,,
event_goldencoinrush2_b01_s_80,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_80,True,,17,idle,,,,,,,,S_300,S_300,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_81,40049,event_goldencoinrush2_b01_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_b01_s_81,True,,17,idle,,,,,,,,S_300,S_300,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_82,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_82,True,,17,idle,soda_b,5,sad,alice_b,7,idle,,17,17,1.0,event_bgm_goldcoinrush_inst,,,13,pain,,1,idle,,3,surprise,,,black,,
event_goldencoinrush2_b01_s_83,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_83,True,,17,idle,,5,sad,,7,idle,,17,17,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_84,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_84,True,,17,idle,,5,sad,,7,idle,,17,L_170,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_85,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_85,True,,17,delight,,5,sad,,7,idle,,L_170,L_1700,1.0,,,,13,pain,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_86,40049,event_goldencoinrush2_b01_s,Speech,audience01,audience01,Locale_MainScenario:event_goldencoinrush2_b01_s_86,True,,17,delight,,5,sad,,7,idle,,L_1700,L_1700,1.0,,,,13,pain,,1,idle,,3,surprise,,,,sfx_scn_crowdcheer,Low_2
event_goldencoinrush2_b01_s_87,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_87,True,,17,delight,,5,sad,,7,idle,,130,130,1.0,,,,13,idle,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_88,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_88,True,,17,delight,,5,sad,,7,idle,,130,130,1.0,,,,13,idle,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_89,40049,event_goldencoinrush2_b01_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b01_s_89,False,,17,delight,,5,sad,,7,idle,,130,130,1.0,,,,13,idle,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_90,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_90,True,,17,idle,,5,sad,,7,idle,,17,17,1.0,,,,13,idle,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_91,40049,event_goldencoinrush2_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b01_s_91,True,,17,idle,,5,sad,,7,idle,,17,17,1.0,,,,13,idle,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_92,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_92,True,,17,idle,,5,sad,,7,idle,,130,130,1.0,,,,13,delight,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_93,40049,event_goldencoinrush2_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_b01_s_93,True,,17,idle,,5,sad,,7,idle,,130,130,1.0,,,,13,delight,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_94,40049,event_goldencoinrush2_b01_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b01_s_94,False,,17,idle,,5,sad,,7,idle,,130,130,1.0,,,,13,delight,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_95,40049,event_goldencoinrush2_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b01_s_95,True,,17,idle,,5,sad,,7,delight,,XS_700,XS_700,1.0,,,,13,delight,,1,idle,,3,surprise,,,,,
event_goldencoinrush2_b01_s_96,40049,event_goldencoinrush2_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b01_s_96,False,,17,idle,,5,sad,,7,delight,,XS_700,S_500,1.0,,,,13,delight,,1,idle,,3,surprise,,,,,
