id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_dazzlingcupid_05_e_16,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_16,True,,30,30,1.0,,,naga,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_17,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_17,False,,black,black,1.0,,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_18,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_18,False,,black,black,1.0,,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_19,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_19,False,,black,black,1.0,,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_20,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_20,True,,5,50,0.5,,,tia,,,,3,worry,,5,delight
event_dazzlingcupid_05_e_21,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_21,True,,50,50,1.0,,,tia,,,,3,worry,,5,delight
event_dazzlingcupid_05_e_22,40029,event_dazzlingcupid_05_e,Choice,,Locale_SubScenario:event_dazzlingcupid_05_e_22,False,,50,50,1.0,,,,event_dazzlingcupid_05_e_24,,,3,worry,,5,delight
event_dazzlingcupid_05_e_23,40029,event_dazzlingcupid_05_e,Choice,,Locale_SubScenario:event_dazzlingcupid_05_e_23,False,,50,50,1.0,,,,event_dazzlingcupid_05_e_27,,,3,worry,,5,delight
event_dazzlingcupid_05_e_24,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_24,True,,50,50,1.0,,,tia,,,,3,worry,,5,delight
event_dazzlingcupid_05_e_25,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_25,True,,50,30,0.7,,,naga,,,,3,worry,,5,delight
event_dazzlingcupid_05_e_26,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_26,True,,30,50,0.7,,,tia,event_dazzlingcupid_05_e_32,,,3,worry,,5,sad
event_dazzlingcupid_05_e_27,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_27,True,,50,50,1.0,,,tia,,,,3,idle,,5,sad
event_dazzlingcupid_05_e_28,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_28,True,,50,50,1.0,,,tia,,,,3,idle,,5,sad
event_dazzlingcupid_05_e_29,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_29,True,,50,50,1.0,,,tia,,,,3,idle,,5,worry
event_dazzlingcupid_05_e_30,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_30,True,,50,50,1.0,,,tia,,,,3,idle,,5,sad
event_dazzlingcupid_05_e_31,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_31,True,,50,50,1.0,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_32,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_32,False,,9,900,0.7,,,,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_33,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_33,False,,900,900,1.0,,,,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_34,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_34,False,,900,900,1.0,,,,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_35,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_35,True,,900,50,1.0,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_36,40029,event_dazzlingcupid_05_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_05_e_36,False,,50,50,1.0,,,,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_37,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_37,True,,50,50,1.0,,,tia,,,,3,idle,,5,shy
event_dazzlingcupid_05_e_38,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_38,True,,50,50,1.0,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_39,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_39,True,,50,30,1.0,,,naga,,,,3,surprise,,5,delight
event_dazzlingcupid_05_e_40,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_40,True,,30,30,1.0,,,naga,,,,3,delight,,5,delight
event_dazzlingcupid_05_e_41,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_41,False,,4,4,1.0,,,,,,,3,delight,,5,delight
event_dazzlingcupid_05_e_42,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_42,True,,30,300,1.0,,,naga,,,,3,worry,,5,delight
event_dazzlingcupid_05_e_43,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_43,True,,300,300,1.0,,,naga,,,,3,delight,,5,delight
event_dazzlingcupid_05_e_44,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_44,True,,300,30,1.0,,,naga,,,,3,delight,,5,delight
event_dazzlingcupid_05_e_45,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_45,True,,30,50,1.0,,,tia,,,,3,delight,,5,worry
event_dazzlingcupid_05_e_46,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_46,True,,50,50,1.0,,,tia,,,,3,delight,,5,sad
event_dazzlingcupid_05_e_47,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_47,False,,50,4,1.0,,,,,,,3,delight,,5,sad
event_dazzlingcupid_05_e_48,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_48,False,,4,4,1.0,,,,,,,3,delight,,5,sad
event_dazzlingcupid_05_e_49,40029,event_dazzlingcupid_05_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_05_e_49,False,,4,4,1.0,,,,,,,3,delight,,5,sad
event_dazzlingcupid_05_e_50,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_50,True,,4,4,1.0,,,tia,,,,3,idle,,5,surprise
event_dazzlingcupid_05_e_51,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_51,True,,4,4,1.0,,,tia,,,,3,idle,,5,surprise
event_dazzlingcupid_05_e_52,40029,event_dazzlingcupid_05_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_05_e_52,False,,4,4,1.0,,,,,,,3,idle,,5,surprise
event_dazzlingcupid_05_e_53,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_53,True,,4,4,1.0,,,naga,,,,3,idle,,5,surprise
event_dazzlingcupid_05_e_54,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_54,True,,4,4,1.0,,,naga,,,,3,delight,,5,surprise
event_dazzlingcupid_05_e_55,40029,event_dazzlingcupid_05_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_05_e_55,False,,4,4,1.0,,,,,,,3,delight,,5,surprise
event_dazzlingcupid_05_e_56,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_56,True,,4,4,1.0,,,naga,,,,3,void,,5,surprise
event_dazzlingcupid_05_e_57,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_57,True,,4,4,1.0,,,tia,,,,3,void,,5,delight
event_dazzlingcupid_05_e_58,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_58,True,,4,4,1.0,,,tia,,,,3,void,,5,delight
event_dazzlingcupid_05_e_59,40029,event_dazzlingcupid_05_e,Choice,,Locale_SubScenario:event_dazzlingcupid_05_e_59,False,,4,4,1.0,,,,event_dazzlingcupid_05_e_61,,,3,idle,,5,delight
event_dazzlingcupid_05_e_60,40029,event_dazzlingcupid_05_e,Choice,,Locale_SubScenario:event_dazzlingcupid_05_e_60,False,,4,4,1.0,,,,event_dazzlingcupid_05_e_68,,,3,idle,,5,delight
event_dazzlingcupid_05_e_61,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_61,True,,3,30,0.7,,,naga,,,,3,worry,,5,delight
event_dazzlingcupid_05_e_62,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_62,True,,30,30,1.0,,,naga,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_63,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_63,True,,30,30,1.0,,,naga,,,,3,delight,,5,delight
event_dazzlingcupid_05_e_64,40029,event_dazzlingcupid_05_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_05_e_64,False,,30,30,1.0,,,,,,,3,surprise,,5,delight
event_dazzlingcupid_05_e_65,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_65,True,,30,30,1.0,,,naga,,,,3,surprise,,5,delight
event_dazzlingcupid_05_e_66,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_66,True,,30,30,1.0,,,naga,,,,3,delight,,5,delight
event_dazzlingcupid_05_e_67,40029,event_dazzlingcupid_05_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_05_e_67,True,,30,30,1.0,,,naga,event_dazzlingcupid_05_e_76,,,3,delight,,5,delight
event_dazzlingcupid_05_e_68,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_68,True,,5,50,0.7,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_69,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_69,True,,50,50,1.0,,,tia,,,,3,idle,,5,shy
event_dazzlingcupid_05_e_70,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_70,True,,50,50,1.0,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_71,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_71,True,,50,50,1.0,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_72,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_72,True,,50,50,1.0,,,tia,,,,3,idle,,5,delight
event_dazzlingcupid_05_e_73,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_73,True,,50,500,0.7,,,tia,,,,3,idle,,5,shy
event_dazzlingcupid_05_e_74,40029,event_dazzlingcupid_05_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_05_e_74,False,,500,500,1.0,,,,,,,3,idle,,5,shy
event_dazzlingcupid_05_e_75,40029,event_dazzlingcupid_05_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_05_e_75,True,,500,50,0.7,,,tia,,,,3,idle,,5,shy
event_dazzlingcupid_05_e_76,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_76,False,,black,black,1.0,none,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_77,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_77,False,Sky_n,17,17,1.0,bgm_story_sunshinesorrow,,,,black,,3,idle,,5,idle
event_dazzlingcupid_05_e_78,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_78,False,,17,17,1.0,,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_79,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_79,False,,17,17,1.0,,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_80,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_80,False,,17,17,1.0,,,,,,,3,idle,,5,idle
event_dazzlingcupid_05_e_81,40029,event_dazzlingcupid_05_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_05_e_81,False,,17,17,1.0,,,,,,,3,idle,,5,idle
