id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/0/hide_char_id,play_sound
event_exnii2_01_e_11,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_11,True,,event_exnii_talk_07,5,1.0,,centi,centi,,1,idle,,5,delight,,7,delight,,9,idle,,,,,,
event_exnii2_01_e_12,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_12,False,,1,1,1.0,,ce004_03,,,1,idle,,5,delight,,7,delight,,9,idle,centi,pepper,ce005_03,black,,
event_exnii2_01_e_13,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_13,True,,1,1,1.0,,ce004_03,ce004_03,,1,delight,,,,,,,,,,,,,,,
event_exnii2_01_e_14,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_14,True,,1,1,1.0,,ce004_03,ce004_03,,1,delight,,,,,,,,,,,,,,,
event_exnii2_01_e_15,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_15,True,,1,1,1.0,,ce004_03,,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_16,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_16,True,,1,1,1.0,,ce004_03,ce004_03,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_17,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_17,True,,1,1,1.0,,ce004_03,ce004_03,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_18,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_18,True,,1,1,1.0,,ce004_03,ce004_03,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_19,40071,event_exnii2_01_e,Narration,Locale_SubScenario:event_exnii2_01_e_19,False,EventScene_ACPUFreeze_01_bg,1,1,1.0,,,,,1,idle,,,,,,,,,,,,,black,ce004_03,
event_exnii2_01_e_20,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_20,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii2_01_e_21,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_21,True,,1,1,1.0,,,ce004_01,,,,,,,,,,,,,,,,,,
event_exnii2_01_e_22,40071,event_exnii2_01_e,Narration,Locale_SubScenario:event_exnii2_01_e_22,False,ArkRuinIndoor,1,1,1.0,,ce005_02,,ce005_02,1,idle,,,,,,,,,,,,,black,,sfx_scn_gunhandling
event_exnii2_01_e_23,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_23,False,,1,1,1.0,,ce005_02,,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_24,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_24,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_25,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_25,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_26,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_26,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_27,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_27,False,,1,1,1.0,,ce005_02,,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_28,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_28,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_29,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_29,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_30,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_30,True,,1,1,1.0,,ce005_02,ce004_01,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_31,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_31,False,,1,1,1.0,,ce005_02,,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_32,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_32,False,,1,1,1.0,,ce005_02,ce004_01,,1,"expression_0,think",,,,,,,,,,,,,,,
event_exnii2_01_e_33,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_33,False,,1,1,1.0,,ce005_02,,,1,think,,,,,,,,,,,,,,,
event_exnii2_01_e_34,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_34,False,,1,1,1.0,,ce005_02,,,1,think,,,,,,,,,,,,,,,
event_exnii2_01_e_35,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_35,True,,1,1,1.0,,ce005_02,ce004_01,,1,no,,,,,,,,,,,,,,,
event_exnii2_01_e_36,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_36,True,,1,1,1.0,,ce005_02,ce004_01,,1,no,,,,,,,,,,,,,,,
event_exnii2_01_e_37,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_37,True,,1,1,1.0,,ce005_02,ce004_01,,1,no,,,,,,,,,,,,,,,
event_exnii2_01_e_38,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_38,True,,1,1,1.0,,ce005_02,ce004_01,,1,no,,,,,,,,,,,,,,,
event_exnii2_01_e_39,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_39,True,RedBeach_2,13,13,1.0,,mast,mast,,1,no,mast,13,idle,ce005_01,15,idle,,,,,,,black,ce005_02,
event_exnii2_01_e_40,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_40,False,,13,13,1.0,,mast,,,,,,13,idle,,15,idle,,,,,,,,,
event_exnii2_01_e_41,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_41,True,,13,event_exnii_talk_10,1.0,,mast,mast,,,,,13,idle,,15,idle,,,,,,,,,
event_exnii2_01_e_42,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_42,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,idle,,15,idle,,,,,,,,,
event_exnii2_01_e_43,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_43,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,idle,,15,idle,,,,,,,,,
event_exnii2_01_e_44,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_44,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,idle,,15,surprise,,,,,,,,,
event_exnii2_01_e_45,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_45,False,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,,,,,,13,idle,,15,surprise,,,,,,,,,
event_exnii2_01_e_46,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_46,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,idle,,15,idle,,,,,,,,,
event_exnii2_01_e_47,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_47,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,delight2,,15,idle,,,,,,,,,
event_exnii2_01_e_48,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_48,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,delight2,,15,idle,,,,,,,,,
event_exnii2_01_e_49,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_49,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,delight2,,15,idle,,,,,,,,,
event_exnii2_01_e_50,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_50,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,delight2,,15,surprise,,,,,,,,,
event_exnii2_01_e_51,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_51,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,delight,,15,surprise,,,,,,,,,
event_exnii2_01_e_52,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_52,False,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,delight,,15,idle,,,,,,,,,
event_exnii2_01_e_53,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_53,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,delight,,15,idle,,,,,,,,,
event_exnii2_01_e_54,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_54,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,delight,,15,idle,,,,,,,,,
event_exnii2_01_e_55,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_55,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,idle2,,15,idle,,,,,,,,,
event_exnii2_01_e_56,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_56,False,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,,,,,,13,idle2,,15,idle,,,,,,,,,
event_exnii2_01_e_57,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_57,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,idle2,,15,idle,,,,,,,,,
event_exnii2_01_e_58,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_58,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,ce005_01,ce005_01,,,,,13,idle2,,15,delight,,,,,,,,,
event_exnii2_01_e_59,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_59,True,,event_exnii_talk_10,event_exnii_talk_10,1.0,,mast,mast,,,,,13,idle2,,15,delight,,,,,,,,,
event_exnii2_01_e_60,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_60,True,TemporaryCamp_r,1,1,1.0,,ce004_03,ce004_03,ce004_03,1,idle,,13,idle2,,15,delight,,,,mast,ce005_01,,black,,
event_exnii2_01_e_61,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_61,True,,1,1,1.0,,ce004_03,ce004_03,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_62,40071,event_exnii2_01_e,Self,Locale_SubScenario:event_exnii2_01_e_62,False,,1,1,1.0,,ce004_03,,,1,idle,,,,,,,,,,,,,,,
event_exnii2_01_e_63,40071,event_exnii2_01_e,Narration,Locale_SubScenario:event_exnii2_01_e_63,False,,1,1,,,ce004_03,,,1,idle,,,,,,,,,,,,,,,sfx_scn_wavebreak
event_exnii2_01_e_64,40071,event_exnii2_01_e,Speech,Locale_SubScenario:event_exnii2_01_e_64,True,,1,10,1.0,,ce004_03,ce004_03,,1,go,,,,,,,,,,,,,,,
