id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_newflavor_03_e_28,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_28,True,,2,2,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_29,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_29,True,,2,2,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_30,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_30,True,,2,2,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_31,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_31,True,,2,2,1.0,,,,,,3,worried,,,1,sad,,13,sad
event_newflavor_03_e_32,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_32,True,,2,30,1.3,,,,,,3,worried,,,1,sad,,13,sad
event_newflavor_03_e_33,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_33,True,,30,30,1.0,,,,,,3,worried,,,1,sad,,13,sad
event_newflavor_03_e_34,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_34,True,,30,30,1.0,none,,,,,3,angry,,,1,sad,,13,sad
event_newflavor_03_e_35,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_35,True,,30,30,1.0,,,,,,3,worried,,,1,sad,,13,sad
event_newflavor_03_e_36,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_36,True,,30,2,1.3,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_37,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_37,True,,2,2,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_38,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_38,True,,2,2,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_39,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_39,True,,2,2,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_40,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_40,False,,2,S_10,1.3,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_41,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_41,True,,S_10,S_10,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_42,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_42,True,,S_10,S_10,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_43,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_43,True,,S_10,S_10,1.0,,,,,,3,worried,,,1,no,,13,sad
event_newflavor_03_e_44,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_44,True,,S_10,S_10,1.0,bgm_story_inwonderland,,,,,3,worried,,,1,delight,,13,sad
event_newflavor_03_e_45,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_45,True,,S_10,S_10,1.0,,,,,,3,worried,,,1,delight,,13,sad
event_newflavor_03_e_46,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_46,True,,S_10,S_10,1.0,,,,,,3,worried,,,1,delight,,13,sad
event_newflavor_03_e_47,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_47,False,,S_10,2,1.3,,,,,,3,shy,,,1,delight,,13,sad
event_newflavor_03_e_48,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_48,True,,2,2,1.0,,,,,,3,delight,,,1,delight,,13,sad
event_newflavor_03_e_49,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_49,True,,2,2,1.0,,,,,,3,delight,,,1,delight,,13,sad
event_newflavor_03_e_50,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_50,True,,2,2,1.0,,,,,,3,delight,,,1,delight,,13,sad
event_newflavor_03_e_51,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_51,True,,2,12,1.3,,,,,,3,delight,,,1,delight,,13,think
event_newflavor_03_e_52,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_52,True,,12,12,1.0,,,,,,3,delight,,,1,delight,,13,think
event_newflavor_03_e_53,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_53,True,,30,30,1.0,,,,,,3,idle,,,1,delight,,13,think
event_newflavor_03_e_54,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_54,True,,30,30,1.0,,,,,,3,idle,,,1,delight,,13,think
event_newflavor_03_e_55,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_55,True,,12,12,1.0,,,,,,3,idle,,,1,delight,,13,surprise
event_newflavor_03_e_56,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_56,True,,12,12,1.0,,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_e_57,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_57,True,,12,12,1.0,,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_e_58,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_58,True,,12,2,1.3,,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_e_59,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_59,True,,2,2,1.0,,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_e_60,40073,event_newflavor_03_e,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_e_60,True,,2,2,1.0,,,,,,3,delight,,,1,delight,,13,idle
event_newflavor_03_e_61,40073,event_newflavor_03_e,Narration,ade,,Locale_SubScenario:event_newflavor_03_e_61,False,Park_n,black,black,1.0,none,sfx_scn_toyshopbell,black,,,3,delight,ade,,1,idle,,13,idle
event_newflavor_03_e_62,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_62,True,,12,12,1.0,bgm_story_leisuretime,,,,,,,,,1,idle,,13,idle
event_newflavor_03_e_63,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_63,True,,12,12,1.0,,,,,,,,,,1,idle,,13,idle
event_newflavor_03_e_64,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_64,True,,12,12,1.0,,,,,,,,,,1,idle,,13,delight
event_newflavor_03_e_65,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_65,True,,12,12,1.0,,,,,,,,,,1,idle,,13,delight
event_newflavor_03_e_66,40073,event_newflavor_03_e,Self,bready,,Locale_SubScenario:event_newflavor_03_e_66,False,,12,12,1.0,,,,,,,,,,1,idle,,13,delight
event_newflavor_03_e_67,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_67,True,,12,XS_130,1.3,,,,,,,,,,1,idle,,13,delight
event_newflavor_03_e_68,40073,event_newflavor_03_e,Self,crust,,Locale_SubScenario:event_newflavor_03_e_68,False,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,delight
event_newflavor_03_e_69,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_69,True,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_70,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_70,True,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_71,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_71,True,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_72,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_72,True,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_73,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_73,True,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,delight
event_newflavor_03_e_74,40073,event_newflavor_03_e,Speech,crust,bready,Locale_SubScenario:event_newflavor_03_e_74,False,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,delight
event_newflavor_03_e_75,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_75,False,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_76,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_76,True,,XS_130,XS_130,1.0,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_77,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_77,False,,XS_130,12,1.3,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_78,40073,event_newflavor_03_e,Self,bready,,Locale_SubScenario:event_newflavor_03_e_78,False,,12,12,1.0,none,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_79,40073,event_newflavor_03_e,Monologue,bready,,Locale_SubScenario:event_newflavor_03_e_79,False,,12,S_10,1.3,,,,,,,,,,1,pain,,13,idle
event_newflavor_03_e_80,40073,event_newflavor_03_e,Speech,bready,crust,Locale_SubScenario:event_newflavor_03_e_80,True,,S_10,S_100,1.0,,,,Low_2,,,,,,1,pain,,13,no
event_newflavor_03_e_81,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_81,False,,S_100,S_10,1.0,,,,,,,,,,1,surprise,,13,no
event_newflavor_03_e_82,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_82,True,,S_10,S_10,1.0,,,,,,,,,,1,idle,,13,no
event_newflavor_03_e_83,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_83,True,,S_10,12,1.3,,,,,,,,,,1,idle,,13,sad
event_newflavor_03_e_84,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_84,True,,12,12,1.0,,,,,,,,,,1,idle,,13,sad
event_newflavor_03_e_85,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_85,True,,12,12,1.0,,,,,,,,,,1,idle,,13,sad
event_newflavor_03_e_86,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_86,False,,12,12,1.0,,,,,,,,,,1,no,,13,sad
event_newflavor_03_e_87,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_87,True,,12,12,1.0,,,,,,,,,,1,no,,13,sad
event_newflavor_03_e_88,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_88,True,,12,12,1.0,,,,,,,,,,1,no,,13,sad
event_newflavor_03_e_89,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_89,True,,12,12,1.0,,,,,,,,,,1,no,,13,think
event_newflavor_03_e_90,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_90,True,,12,12,1.0,bgm_story_marrybad,,,,,,,,,1,no,,13,think
event_newflavor_03_e_91,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_91,True,,12,12,1.0,,,,,,,,,,1,no,,13,think
event_newflavor_03_e_92,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_92,True,,12,12,1.0,,,,,,,,,,1,no,,13,think
event_newflavor_03_e_93,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_93,True,,12,12,1.0,,,,,,,,,,1,no,,13,sad
event_newflavor_03_e_94,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_94,True,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_95,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_95,True,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_96,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_96,False,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_97,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_97,True,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_98,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_98,True,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_99,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_99,False,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_100,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_100,True,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_101,40073,event_newflavor_03_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_e_101,True,,12,12,1.0,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_102,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_102,True,,12,XS_130,1.3,,,,,,,,,,1,sad,,13,sad
event_newflavor_03_e_103,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_103,True,,XS_130,XS_130,1.0,,,,,,,,,,1,sad,,13,think
event_newflavor_03_e_104,40073,event_newflavor_03_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_e_104,True,,black,black,1.0,,,,,,,,,,1,sad,,13,think
