id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_brandnewyear_02_e_12,40005,event_brandnewyear_02_e,Choice,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_12,False,,1,1,1.0,,event_brandnewyear_02_e_17,,1,idle
event_brandnewyear_02_e_13,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_13,True,,1,S_10,1.0,,,,1,angry
event_brandnewyear_02_e_14,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_14,True,,S_10,S_10,1.0,,,,1,angry
event_brandnewyear_02_e_15,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_15,False,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_16,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_16,True,,S_10,S_10,1.0,,event_brandnewyear_02_e_19,,1,delight
event_brandnewyear_02_e_17,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_17,True,,1,S_10,1.0,,,,1,delight
event_brandnewyear_02_e_18,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_18,True,,S_10,S_10,1.0,,event_brandnewyear_02_e_19,,1,delight
event_brandnewyear_02_e_19,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_19,True,,S_10,S_10,1.0,,,,1,delight
event_brandnewyear_02_e_20,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_20,True,,S_10,S_100,1.0,,,,1,idle
event_brandnewyear_02_e_21,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_21,True,,S_100,S_100,1.0,,,,1,idle
event_brandnewyear_02_e_22,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_22,True,,S_100,S_100,1.0,,,,1,idle
event_brandnewyear_02_e_23,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_23,False,,S_100,S_100,1.0,,,,1,idle
event_brandnewyear_02_e_24,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_24,True,,S_100,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_25,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_25,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_26,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_26,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_27,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_27,False,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_28,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_28,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_29,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_29,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_30,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_30,False,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_31,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_31,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_32,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_32,True,,S_10,S_100,1.0,none,,,1,"expression_0,idle"
event_brandnewyear_02_e_33,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_33,False,,S_100,S_100,1.0,,,,1,idle
