id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_absolute2_01_e_39,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_39,True,,XS_100,XS_100,1.0,,,,1,sad,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_40,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_40,True,,XS_100,XS_100,1.0,,,,1,sad,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_41,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_41,True,,XS_100,XS_10,1.0,,,,1,sad,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_42,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_42,True,,XS_10,31,1.0,,,,1,sad,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_43,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_43,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_44,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_44,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_45,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_45,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_46,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_46,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_47,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_47,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_48,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_48,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_49,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_49,True,,31,31,1.0,,,,1,idle,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_50,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_50,True,,31,31,1.0,,,,1,idle,,3,surprise,,13,idle,,15,idle
event_absolute2_01_e_51,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_51,True,,31,31,1.0,,,,1,idle,,3,surprise,,13,idle,,15,idle
event_absolute2_01_e_52,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_52,True,,31,31,1.0,,,,1,shy,,3,surprise,,13,idle,,15,idle
event_absolute2_01_e_53,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_53,True,,31,31,1.0,,,,1,shy,,3,surprise,,13,idle,,15,idle
event_absolute2_01_e_54,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_54,False,,31,31,1.0,,,,1,shy,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_55,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_55,True,,31,31,1.0,,,,1,shy,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_56,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_56,True,,31,31,1.0,,,,1,shy,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_57,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_57,True,,31,31,1.0,,,,1,shy,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_58,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_58,True,,31,31,1.0,,,,1,shy,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_59,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_59,True,,31,31,1.0,,,,1,shy,,3,worry,,13,idle,,15,idle
event_absolute2_01_e_60,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_60,True,,31,31,1.0,,,,1,shy,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_61,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_61,True,,31,31,1.0,,,,1,shy,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_62,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_62,True,,31,31,1.0,,,,1,shy,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_63,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_63,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_64,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_64,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_65,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_65,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_66,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_66,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_67,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_67,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_68,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_68,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_69,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_69,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_70,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_70,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_71,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_71,True,,31,31,1.0,none,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_72,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_72,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_73,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_73,True,,31,30,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_74,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_74,True,,30,300,1.0,bgm_story_tactical,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_75,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_75,True,,300,300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_76,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_76,True,,300,300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_77,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_77,False,,300,XS_100,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_78,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_78,True,,XS_100,XS_100,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_79,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_79,True,,XS_100,XS_10,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_80,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_80,True,,XS_10,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_81,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_81,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_82,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_82,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_83,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_83,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_84,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_84,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_85,40086,event_absolute2_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_01_e_85,True,,1300,1300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_86,40086,event_absolute2_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_01_e_86,True,,1300,1300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_87,40086,event_absolute2_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_01_e_87,True,,1300,1300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_88,40086,event_absolute2_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_01_e_88,True,,1300,130,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_89,40086,event_absolute2_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_01_e_89,True,,130,130,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_90,40086,event_absolute2_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_01_e_90,False,,130,S_150,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_91,40086,event_absolute2_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_01_e_91,True,,S_150,S_150,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_92,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_92,True,,300,300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_93,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_93,True,,300,300,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_94,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_94,True,,300,30,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_95,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_95,True,,30,30,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_96,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_96,True,,30,30,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_97,40086,event_absolute2_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_01_e_97,True,,S_150,S_150,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_98,40086,event_absolute2_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_01_e_98,True,,S_150,130,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_99,40086,event_absolute2_01_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_01_e_99,True,,130,XS_10,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_100,40086,event_absolute2_01_e,Narration,signal,,Locale_MainScenario:event_absolute2_01_e_100,False,,XS_10,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_101,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_101,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
event_absolute2_01_e_102,40086,event_absolute2_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_01_e_102,True,,31,31,1.0,,,,1,idle,,3,idle,,13,idle,,15,idle
