id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/0/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
event_lastkingdom1_06_e_45,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_45,True,,1300,1300,1.0,,marian_q,marian_q,,,,,,3,no,,,,,1,idle,,5,idle,,13,sad2,,,,
event_lastkingdom1_06_e_46,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_46,True,,S_300,S_300,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,sad2,,,,
event_lastkingdom1_06_e_47,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_47,True,,S_300,S_30,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,sad2,,,,
event_lastkingdom1_06_e_48,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_48,False,,S_30,10,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,sad2,,,,
event_lastkingdom1_06_e_49,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_49,True,,10,10,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,sad2,,,,
event_lastkingdom1_06_e_50,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_50,True,,10,113,1.0,,marian_q,marian_q,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_51,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_51,True,,113,113,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_52,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_52,True,,113,113,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_53,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_53,True,,113,113,1.0,,marian_q,marian_q,,,,,,3,sad,,,,,1,idle,,5,idle,,13,angry,,,,
event_lastkingdom1_06_e_54,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_54,True,,113,113,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,angry,,,,
event_lastkingdom1_06_e_55,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_55,True,,113,31,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,angry,,,,
event_lastkingdom1_06_e_56,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_56,False,,31,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_57,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_57,True,,10,100,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_58,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_58,True,,S_30,S_300,1.0,,kilo,kilo,,,,,,3,surprise,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_59,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_59,True,,S_300,100,1.0,,crown,crown,,,,,,3,surprise,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_60,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_60,True,,100,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_61,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_61,True,,31,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_62,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_62,True,,31,31,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_63,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_63,True,,31,31,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_64,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_64,True,,31,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_65,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_65,True,,31,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_66,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_66,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_67,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_67,True,,53,53,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_68,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_68,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_69,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_69,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_70,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_70,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_71,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_71,True,,53,53,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_72,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_72,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_73,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_73,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_74,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_74,True,,53,53,1.0,,kilo,kilo,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_75,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_75,True,,53,53,1.0,,talos,talos,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_76,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_76,True,,53,1,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_77,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_77,True,,1,100,1.0,,crown,crown,,,,,,3,sad,,,,,1,idle,,5,idle,,13,pain,,,,
event_lastkingdom1_06_e_78,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_78,False,,black,black,1.0,,crown,,,,,,,3,sad,,,,,1,idle,,5,idle,,1,pain,,crown,,
event_lastkingdom1_06_e_79,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_79,False,,100,10,1.0,,marian_q,marian_q,,,,,,3,sad,,,,,,,,5,idle,,1,pain,,,,
event_lastkingdom1_06_e_80,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_80,True,,10,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,,,,5,idle,,1,pain,,,,
event_lastkingdom1_06_e_81,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_81,True,,31,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,,,,5,idle,,1,pain,,,,
event_lastkingdom1_06_e_82,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_82,True,,31,31,1.0,,kilo,kilo,,,,,,3,sad,,,,,,,,5,idle,,1,pain,,,,
event_lastkingdom1_06_e_83,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_83,True,,31,31,1.0,,marian_q,marian_q,,,,,,3,sad,,,,,,,,5,idle,,1,pain,,,,
event_lastkingdom1_06_e_84,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_84,True,,31,31,1.0,,marian_q,marian_q,,,,,,3,sad,,,,,,,,5,idle,,1,pain,,,,
event_lastkingdom1_06_e_85,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_85,True,land_n,L_300,L_300,1.0,,indivilia,indivilia,,indivilia,3,angry,,3,sad,kilo,,,crown,1,idle,,5,idle,,1,pain,black,,talos,marian_q
event_lastkingdom1_06_e_86,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_86,True,,L_300,L_300,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_87,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_87,True,,100,100,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_88,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_88,True,,100,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_89,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_89,True,,31,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_90,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_90,True,,31,31,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_91,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_91,True,,31,31,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_92,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_92,False,,black,black,1.0,,crown,,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_93,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_93,False,,31,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_94,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_94,True,,31,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_95,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_95,True,,31,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_96,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_96,True,,31,31,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_97,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_97,True,,31,31,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_98,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_98,False,,31,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_99,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_99,False,,31,31,1.0,,indivilia,,sfx_scn_crownspearsmash,,3,angry,,,,,,Low_2,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_100,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_100,False,,L_30,L_300,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_101,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_101,False,,black,black,1.0,,indivilia,,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_102,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_102,True,,100,100,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_103,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_103,False,,black,black,1.0,,crown,,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_104,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_104,False,,black,black,1.0,,crown,,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_105,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_105,False,,black,black,1.0,,crown,,sfx_scn_horseheavystomping,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_106,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_106,False,,31,31,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_107,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_107,True,,31,31,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_108,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_108,True,,31,31,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_109,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_109,False,,31,L_30,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_110,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_110,True,,L_30,L_30,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_111,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_111,True,,L_30,L_300,1.0,,indivilia,indivilia,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_112,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_112,True,,L_300,100,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_113,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_113,True,,100,10,1.0,,crown,crown,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_114,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_114,False,,black,black,1.0,,crown,,,,3,angry,,,,,,,,1,idle,,,,,,,,,,
