id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_ce006_2_02_s_11,40080,event_ce006_2_02_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_02_s_11,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,
event_ce006_2_02_s_12,40080,event_ce006_2_02_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_02_s_12,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,
event_ce006_2_02_s_13,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_13,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_1500,1.3,,
event_ce006_2_02_s_14,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_14,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,
event_ce006_2_02_s_15,40080,event_ce006_2_02_s,Self,hermin,,Locale_MainScenario:event_ce006_2_02_s_15,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,
event_ce006_2_02_s_16,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_16,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_150,1.3,,
event_ce006_2_02_s_17,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_17,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_18,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_18,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_19,40080,event_ce006_2_02_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_s_19,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,14,1.3,,
event_ce006_2_02_s_20,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_20,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_21,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_21,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_22,40080,event_ce006_2_02_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_02_s_22,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_23,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_23,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_24,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_24,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_25,40080,event_ce006_2_02_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_s_25,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_26,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_26,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_27,40080,event_ce006_2_02_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_02_s_27,True,,5,surprise,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_28,40080,event_ce006_2_02_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_s_28,True,,5,surprise,,3,no,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_29,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_29,True,,5,idle,,3,no,,1,idle,,13,idle,,15,delight,,14,14,1.0,,
event_ce006_2_02_s_30,40080,event_ce006_2_02_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_s_30,True,,5,idle,,3,no,,1,idle,,13,idle,,15,delight,,14,14,1.0,,
event_ce006_2_02_s_31,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_31,True,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_32,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_32,True,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_33,40080,event_ce006_2_02_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_s_33,True,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_34,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_34,True,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_35,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_35,True,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_36,40080,event_ce006_2_02_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_s_36,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_37,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_37,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_38,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_38,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_39,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_39,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_40,40080,event_ce006_2_02_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_02_s_40,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_41,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_41,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_42,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_42,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_43,40080,event_ce006_2_02_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_s_43,True,,5,idle,,3,angry,,1,idle,,13,think,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_44,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_44,True,,5,idle,,3,angry,,1,idle,,13,think,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_45,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_45,True,,5,idle,,3,angry,,1,idle,,13,think,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_46,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_46,True,,5,idle,,3,void,,1,idle,,13,think,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_47,40080,event_ce006_2_02_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_02_s_47,True,,5,idle,,3,void,,1,idle,,13,think,,15,idle,,4,4,1.0,,
event_ce006_2_02_s_48,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_48,True,,5,idle,,3,void,,1,idle,,13,think,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_49,40080,event_ce006_2_02_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_s_49,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_50,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_50,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_51,40080,event_ce006_2_02_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_s_51,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,
event_ce006_2_02_s_52,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_52,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,XS_150,1.3,,
event_ce006_2_02_s_53,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_53,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_54,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_54,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_55,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_55,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_56,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_56,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_57,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_57,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_58,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_58,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_59,40080,event_ce006_2_02_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_02_s_59,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,130,130,1.0,,
event_ce006_2_02_s_60,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_60,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_61,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_61,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_1500,1.3,,
event_ce006_2_02_s_62,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_62,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,
event_ce006_2_02_s_63,40080,event_ce006_2_02_s,Self,hermin,,Locale_MainScenario:event_ce006_2_02_s_63,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,
event_ce006_2_02_s_64,40080,event_ce006_2_02_s,Self,hermin,,Locale_MainScenario:event_ce006_2_02_s_64,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,
event_ce006_2_02_s_65,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_65,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,none,
event_ce006_2_02_s_66,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_66,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_1500,XS_150,1.3,,
event_ce006_2_02_s_67,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_67,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_68,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_68,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_69,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_69,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,bgm_risk,
event_ce006_2_02_s_70,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_70,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_71,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_71,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_72,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_72,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_73,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_73,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_74,40080,event_ce006_2_02_s,Self,hermin,,Locale_MainScenario:event_ce006_2_02_s_74,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_75,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_75,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_76,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_76,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,
event_ce006_2_02_s_77,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_77,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XS_150,15,1.0,,
event_ce006_2_02_s_78,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_78,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,black,black,1.0,,
event_ce006_2_02_s_79,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_79,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,black,black,1.0,,
event_ce006_2_02_s_80,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_80,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,black,black,1.0,,
event_ce006_2_02_s_81,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_81,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,black,black,1.0,,
event_ce006_2_02_s_82,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_82,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,17,XS_170,1.0,,
event_ce006_2_02_s_83,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_83,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,XS_170,XS_170,1.0,,
event_ce006_2_02_s_84,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_84,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,black,black,1.0,,
event_ce006_2_02_s_85,40080,event_ce006_2_02_s,Narration,hermin,,Locale_MainScenario:event_ce006_2_02_s_85,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,black,black,1.0,,sfx_scn_heavytrip
event_ce006_2_02_s_86,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_86,False,,5,idle,,3,void,,1,idle,,13,idle,,17,idle,,black,black,1.0,,
event_ce006_2_02_s_87,40080,event_ce006_2_02_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_02_s_87,False,,5,idle,,3,angry,,1,surprise,,13,angry,,17,idle,,XS_170,17,1.3,,
event_ce006_2_02_s_88,40080,event_ce006_2_02_s,Speech,hermin,machinesound,Locale_MainScenario:event_ce006_2_02_s_88,False,,5,idle,,3,angry,,1,surprise,,13,angry,,17,idle,,17,17,1.0,,
event_ce006_2_02_s_89,40080,event_ce006_2_02_s,Speech,hermin,machinesound,Locale_MainScenario:event_ce006_2_02_s_89,False,,5,idle,,3,angry,,1,surprise,,13,angry,,17,idle,,17,17,1.0,,
event_ce006_2_02_s_90,40080,event_ce006_2_02_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_02_s_90,False,,5,idle,,3,angry,,1,surprise,,13,angry,,17,idle,,black,black,1.0,,
