id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/0/hide_char_id
event_juveniledays_01_e_18,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_18,True,,10,10,1.0,,,ein,,1,delight,,,,,,,,,,
event_juveniledays_01_e_19,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_19,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,
event_juveniledays_01_e_20,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_20,True,,10,10,1.0,,,ein,,1,delight,,,,,,,,,,
event_juveniledays_01_e_21,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_21,True,,10,10,1.0,,,ein,,1,delight,,,,,,,,,,
event_juveniledays_01_e_22,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_22,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,
event_juveniledays_01_e_23,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_23,True,,10,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_24,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_24,True,,100,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_25,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_25,True,,100,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_26,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_26,True,,100,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_27,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_27,True,,100,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_28,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_28,False,,100,100,1.0,,,,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_29,40053,event_juveniledays_01_e,Narration,ein,Locale_SubScenario:event_juveniledays_01_e_29,False,MaidCafe,black,black,1.0,sfx_scn_toyshopbell,,,,1,idle,,,,,,,,,,
event_juveniledays_01_e_30,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_30,False,,10,10,1.0,,,femaleemployee,,1,idle,,,,,,,,,,
event_juveniledays_01_e_31,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_31,False,,10,10,1.0,,,femaleemployee,,1,idle,,,,,,,,,,
event_juveniledays_01_e_32,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_32,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,
event_juveniledays_01_e_33,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_33,False,,10,10,1.0,,,femaleemployee,,1,idle,,,,,,,,,,
event_juveniledays_01_e_34,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_34,True,,10,10,1.0,,,ein,,1,idle,,,,,,,,,,
event_juveniledays_01_e_35,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_35,True,,10,10,1.0,,,ein,,1,idle,,,,,,,,,,
event_juveniledays_01_e_36,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_36,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,
event_juveniledays_01_e_37,40053,event_juveniledays_01_e,Monologue,naga_c,Locale_SubScenario:event_juveniledays_01_e_37,False,,10,16,1.5,,,,,1,idle,naga_c,17,idle,tia_c,15,idle,,,,
event_juveniledays_01_e_38,40053,event_juveniledays_01_e,Monologue,naga_c,Locale_SubScenario:event_juveniledays_01_e_38,False,,16,16,1.0,,,,,1,idle,,17,idle,,15,idle,,,,
event_juveniledays_01_e_39,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_39,True,,10,10,1.0,,,ein,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_40,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_40,True,,10,10,1.0,,,ein,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_41,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_41,False,,10,10,1.0,,,,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_42,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_42,False,,10,10,1.0,,,,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_43,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_43,True,,10,10,1.0,,,ein,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_44,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_44,True,,10,10,1.0,,,ein,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_45,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_45,True,,10,100,1.0,,,ein,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_46,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_46,False,,100,100,1.0,,,,,1,surprise,,17,idle,,15,idle,,,,
event_juveniledays_01_e_47,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_47,True,,100,100,1.0,,,ein,,1,delight,,17,idle,,15,idle,,,,
event_juveniledays_01_e_48,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_48,True,,100,16,1.5,,,tia,,1,delight,,17,idle,,15,idle,,,,
event_juveniledays_01_e_49,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_49,True,,16,16,1.0,,,naga,,1,delight,,17,idle,,15,idle,,,,
event_juveniledays_01_e_50,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_50,True,,16,16,1.0,,,tia,,1,delight,,17,idle,,15,think,,,,
event_juveniledays_01_e_51,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_51,True,,16,16,1.0,,,naga,,1,delight,,17,delight,,15,think,,,,
event_juveniledays_01_e_52,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_52,True,,16,16,1.0,,,naga,,1,delight,,17,delight,,15,think,,,,
event_juveniledays_01_e_53,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_53,True,,16,16,1.0,,,tia,,1,delight,,17,delight,,15,idle,,,,
event_juveniledays_01_e_54,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_54,False,,10,10,1.5,,,,,1,idle,,17,delight,,15,idle,,,,
event_juveniledays_01_e_55,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_55,False,,10,10,1.0,,,,,1,idle,,17,delight,,15,idle,,,,
event_juveniledays_01_e_56,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_56,True,,10,10,1.0,,,ein,,1,idle,,17,idle,,15,idle,,,,
event_juveniledays_01_e_57,40053,event_juveniledays_01_e,Monologue,ein,Locale_SubScenario:event_juveniledays_01_e_57,True,,black,black,1.0,,,,,1,idle,,15,idle,,15,idle,,,,
event_juveniledays_01_e_58,40053,event_juveniledays_01_e,Monologue,ein,Locale_SubScenario:event_juveniledays_01_e_58,True,,black,black,1.0,,,,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_59,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_59,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_60,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_60,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_61,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_61,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_62,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_62,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_63,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_63,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_64,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_64,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_65,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_65,True,,12,14,1.0,,,naga,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_66,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_66,True,,1,1,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_67,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_67,True,,14,14,1.0,,,naga,,1,idle,,15,delight,,13,idle,,,,
event_juveniledays_01_e_68,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_68,True,,14,14,1.0,,,tia,,1,idle,,15,delight,,13,delight,,,,
event_juveniledays_01_e_69,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_69,True,,14,14,1.0,,,tia,,1,idle,,15,delight,,13,delight,,,,
event_juveniledays_01_e_70,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_70,True,,14,10,1.0,,,ein,,1,idle,,15,delight,,13,delight,,,,
event_juveniledays_01_e_71,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_71,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_72,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_72,False,,10,10,1.0,,,,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_73,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_73,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_74,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_74,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_75,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_75,True,,10,12,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_76,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_76,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_77,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_77,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_78,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_78,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_79,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_79,True,,12,130,1.0,,,tia,,1,idle,,15,idle,,13,surprise,,,,
event_juveniledays_01_e_80,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_80,True,,130,150,1.0,,,naga,,1,idle,,15,pain_01,,13,surprise,,,,
event_juveniledays_01_e_81,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_81,True,,150,12,1.0,,,ein,,1,idle,,15,pain_01,,13,surprise,,,,
event_juveniledays_01_e_82,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_82,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_83,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_83,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_84,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_84,True,,12,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_85,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_85,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_86,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_86,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_87,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_87,True,,10,10,1.0,,,ein,,1,no,,15,idle,,13,idle,,,,
event_juveniledays_01_e_88,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_88,True,,10,12,1.0,,,tia,,1,no,,15,idle,,13,think,,,,
event_juveniledays_01_e_89,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_89,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,think,,,,
event_juveniledays_01_e_90,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_90,True,,12,130,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_91,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_91,True,,130,130,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_92,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_92,True,,130,130,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_93,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_93,True,,130,130,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_94,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_94,True,,130,130,1.0,,,tia,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_95,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_95,True,,130,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_96,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_96,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_97,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_97,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_98,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_98,True,,12,12,1.0,,,tia,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_99,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_99,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_100,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_100,True,,12,12,1.0,,,ein,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_101,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_101,True,,12,150,1.0,,,naga,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_102,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_102,True,,150,150,1.0,,,naga,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_103,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_103,True,,150,150,1.0,,,naga,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_104,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_104,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_105,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_105,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_106,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_106,True,,150,150,1.0,,,naga,,1,idle,,15,delight,,13,idle,,,,
event_juveniledays_01_e_107,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_107,True,,150,150,1.0,,,naga,,1,idle,,15,delight,,13,idle,,,,
event_juveniledays_01_e_108,40053,event_juveniledays_01_e,Narration,tia_c,Locale_SubScenario:event_juveniledays_01_e_108,False,,black,black,1.0,sfx_scn_forkdrop,,,,1,idle,,15,idle,,13,idle,,,,
event_juveniledays_01_e_109,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_109,True,,14,14,1.0,,,tia,,1,idle,,15,idle,,13,worry,,,,
event_juveniledays_01_e_110,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_110,True,,14,14,1.0,,,naga,,1,idle,,15,delight,,13,worry,,,,
event_juveniledays_01_e_111,40053,event_juveniledays_01_e,Speech,naga_c,Locale_SubScenario:event_juveniledays_01_e_111,True,,14,14,1.0,,,naga,,1,idle,,15,delight,,13,worry,,,,
event_juveniledays_01_e_112,40053,event_juveniledays_01_e,Speech,tia_c,Locale_SubScenario:event_juveniledays_01_e_112,True,,14,14,1.0,,,tia,,1,idle,,15,delight,,13,delight,,,,
event_juveniledays_01_e_113,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_113,False,,14,10,1.0,,,ein,,1,idle,,15,delight,,13,delight,,,,
event_juveniledays_01_e_114,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_114,True,,10,,1.0,,,ein,,1,idle,,15,delight,,13,delight,,,,
event_juveniledays_01_e_115,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_115,False,,10,10,1.0,,,,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_116,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_116,True,,10,10,1.0,,,ein,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_117,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_117,False,,10,10,1.0,,,,,1,idle,,15,idle,,13,delight,,,,
event_juveniledays_01_e_118,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_118,True,,10,100,1.0,,,ein,,1,delight,,15,idle,,13,delight,,,,
event_juveniledays_01_e_119,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_119,True,,100,100,1.0,,,ein,,1,delight,,15,idle,,13,delight,,,,
event_juveniledays_01_e_120,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_120,False,,100,100,1.0,,,,,1,delight,,15,idle,,13,delight,,,,
event_juveniledays_01_e_121,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_121,True,City,10,10,1.0,,bgm_inark,ein,,1,delight,,15,idle,,13,delight,naga_c,tia_c,black,
event_juveniledays_01_e_122,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_122,True,,10,10,1.0,,,ein,,1,delight,,,,,,,,,,
event_juveniledays_01_e_123,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_123,True,,10,10,1.0,,,ein,,1,delight,,,,,,,,,,
event_juveniledays_01_e_124,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_124,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,
event_juveniledays_01_e_125,40053,event_juveniledays_01_e,Self,ein,Locale_SubScenario:event_juveniledays_01_e_125,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,
event_juveniledays_01_e_126,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_126,True,,10,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_127,40053,event_juveniledays_01_e,Speech,ein,Locale_SubScenario:event_juveniledays_01_e_127,True,,100,100,1.0,,,ein,,1,surprise,,,,,,,,,,
event_juveniledays_01_e_128,40053,event_juveniledays_01_e,Monologue,ein,Locale_SubScenario:event_juveniledays_01_e_128,False,,100,100,1.0,,,,,1,surprise,,,,,,,,,,ein
