id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,jump_target,play_sound
event_dazzlingcupid_04_s_11,40029,event_dazzlingcupid_04_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_s_11,False,,black,black,1.0,,Grey,,,,3,idle,naga,,,,,,
event_dazzlingcupid_04_s_12,40029,event_dazzlingcupid_04_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_s_12,False,,1,1,1.0,,Grey,,,,,,,,,,,,
event_dazzlingcupid_04_s_13,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_13,True,,1,5,1.0,,Grey,,tia,,,,,tia,5,idle,,,
event_dazzlingcupid_04_s_14,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_14,True,,5,5,1.0,,Grey,,tia,,,,,,5,idle,,,
event_dazzlingcupid_04_s_15,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_15,True,,5,5,1.0,,Grey,,tia,,,,,,5,delight,,,
event_dazzlingcupid_04_s_16,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_16,True,,5,50,0.7,,Grey,,tia,,,,,,5,idle,,,
event_dazzlingcupid_04_s_17,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_17,True,,50,50,1.0,,Grey,,tia,,,,,,5,worry,,,
event_dazzlingcupid_04_s_18,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_18,True,,50,50,1.0,,Grey,,tia,,,,,,5,surprise,,,
event_dazzlingcupid_04_s_19,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_19,True,,50,50,1.0,,Grey,,tia,,,,,,5,delight,,,
event_dazzlingcupid_04_s_20,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_20,True,,50,50,1.0,,Grey,,tia,,,,,,5,delight,,,
event_dazzlingcupid_04_s_21,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_21,False,,black,black,1.0,,,,,,,,,,5,delight,tia,,
event_dazzlingcupid_04_s_22,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_22,False,,1,1,1.0,,,,,,,,,,,,,,
event_dazzlingcupid_04_s_23,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_23,False,,1,1,1.0,,,,,,,,,,,,,,
event_dazzlingcupid_04_s_24,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_24,False,,1,100,0.7,,,,,,,,,,,,,,
event_dazzlingcupid_04_s_25,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_25,False,,100,100,1.0,,,,,,,,,,,,,,
event_dazzlingcupid_04_s_26,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_26,False,,100,100,1.0,,,,,,,,,,,,,,
event_dazzlingcupid_04_s_27,40029,event_dazzlingcupid_04_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_s_27,False,Park,black,black,1.0,none,,black,,naga,3,surprise,,tia,5,surprise,,,
event_dazzlingcupid_04_s_28,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_28,True,,5,50,0.7,bgm_story_sunnycarnival,,,tia,,3,surprise,,,5,surprise,,,
event_dazzlingcupid_04_s_29,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_29,True,,3,30,0.7,,,,naga,,3,surprise,,,5,surprise,,,
event_dazzlingcupid_04_s_30,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_30,False,,4,4,1.0,,,,,,3,surprise,,,5,surprise,,,
event_dazzlingcupid_04_s_31,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_31,True,,30,30,1.0,,,,naga,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_32,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_32,True,,30,30,1.0,,,,naga,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_33,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_33,True,,30,50,1.0,,,,tia,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_34,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_34,True,,50,50,1.0,,,,tia,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_35,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_35,False,,4,4,1.0,,,,,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_36,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_36,True,,4,4,1.0,,,,naga,,3,delight,,,5,delight,,,
event_dazzlingcupid_04_s_37,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_37,True,,4,4,1.0,,,,tia,,3,delight,,,5,delight,,,
event_dazzlingcupid_04_s_38,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_38,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_39,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_39,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_40,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_40,False,,black,black,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_41,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_41,True,,3,30,0.7,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_42,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_42,True,,30,30,1.0,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_43,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_43,True,,5,50,0.7,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_44,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_44,True,,50,50,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_45,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_45,False,,4,4,1.0,,,,,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_46,40029,event_dazzlingcupid_04_s,Choice,,Locale_SubScenario:event_dazzlingcupid_04_s_46,False,,4,4,1.0,,,,,,3,idle,,,5,delight,,event_dazzlingcupid_04_s_48,
event_dazzlingcupid_04_s_47,40029,event_dazzlingcupid_04_s,Choice,,Locale_SubScenario:event_dazzlingcupid_04_s_47,False,,4,4,1.0,,,,,,3,idle,,,5,delight,,event_dazzlingcupid_04_s_65,
event_dazzlingcupid_04_s_48,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_48,True,,4,4,1.0,,,,naga,,3,delight,,,5,worry,,,
event_dazzlingcupid_04_s_49,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_49,False,,4,4,1.0,,,,tia,,3,delight,,,5,worry,,,
event_dazzlingcupid_04_s_50,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_50,False,,13,13,1.0,,,,,,3,delight,,,5,worry,,,
event_dazzlingcupid_04_s_51,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_51,True,,30,30,1.0,,,,naga,,3,surprise,,,5,idle,,,
event_dazzlingcupid_04_s_52,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_52,True,,30,30,1.0,,,,naga,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_53,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_53,True,,30,4,1.0,,,,tia,,3,idle,,,5,sad,,,
event_dazzlingcupid_04_s_54,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_54,False,,4,4,1.0,,,,,,3,idle,,,5,sad,,,
event_dazzlingcupid_04_s_55,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_55,True,,3,30,0.7,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_56,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_56,True,,30,30,1.0,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_57,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_57,True,,30,30,1.0,,,,naga,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_58,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_58,True,,50,5,0.7,,,,tia,,3,delight,,,5,worry,,,
event_dazzlingcupid_04_s_59,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_59,True,,5,5,1.0,,,,tia,,3,idle,,,5,worry,,,
event_dazzlingcupid_04_s_60,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_60,True,,5,30,0.7,,,,naga,,3,idle,,,5,worry,,,
event_dazzlingcupid_04_s_61,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_61,True,,30,30,1.0,,,,naga,,3,delight,,,5,worry,,,
event_dazzlingcupid_04_s_62,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_62,False,,30,30,1.0,,,,,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_63,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_63,False,,30,30,1.0,,,,,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_64,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_64,False,,black,black,1.0,,,,,,3,delight,,,5,idle,,event_dazzlingcupid_04_s_88,
event_dazzlingcupid_04_s_65,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_65,True,,4,4,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_66,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_66,True,,4,4,1.0,,,,naga,,3,void,,,5,delight,,,
event_dazzlingcupid_04_s_67,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_67,False,,13,13,1.0,,,,,,3,void,,,5,delight,,,
event_dazzlingcupid_04_s_68,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_68,True,,50,50,1.0,,,,tia,,3,void,,,5,delight,,,
event_dazzlingcupid_04_s_69,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_69,True,,50,50,1.0,,,,tia,,17,void,,,5,delight,,,
event_dazzlingcupid_04_s_70,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_70,True,,50,500,0.7,,,,tia,,17,idle,,,5,shy,,,
event_dazzlingcupid_04_s_71,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_71,True,,500,500,1.0,,,,tia,,17,idle,,,5,delight,,,
event_dazzlingcupid_04_s_72,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_72,True,,500,500,1.0,,,,tia,,17,idle,,,5,delight,,,
event_dazzlingcupid_04_s_73,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_73,True,,500,500,1.0,,,,tia,,17,idle,,,5,delight,,,
event_dazzlingcupid_04_s_74,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_74,False,,black,black,1.0,,,,,,17,idle,,,5,delight,,,
event_dazzlingcupid_04_s_75,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_75,False,,500,500,1.0,,,,,,17,idle,,,5,delight,,,
event_dazzlingcupid_04_s_76,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_76,True,,500,500,1.0,,,,tia,,17,idle,,,5,sad,,,
event_dazzlingcupid_04_s_77,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_77,True,,500,500,1.0,,,,tia,,17,idle,,,5,sad,,,
event_dazzlingcupid_04_s_78,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_78,True,,500,500,1.0,,,,tia,,17,idle,,,5,worry,,,
event_dazzlingcupid_04_s_79,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_79,True,,500,50,0.7,,,,tia,,17,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_80,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_80,True,,50,50,1.0,,,,tia,,17,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_81,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_81,False,,50,50,1.0,,,,,,17,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_82,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_82,False,,9,9,1.0,,,,,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_83,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_83,True,,9,3,1.0,,,,naga,,3,void,,,5,surprise,,,
event_dazzlingcupid_04_s_84,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_84,False,,3,3,1.0,,,,,,3,void,,,5,surprise,,,
event_dazzlingcupid_04_s_85,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_85,True,,3,30,0.7,,,,naga,,3,delight,,,5,surprise,,,
event_dazzlingcupid_04_s_86,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_86,True,,30,30,1.0,,,,naga,,3,void,,,5,surprise,,,
event_dazzlingcupid_04_s_87,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_87,False,,black,black,1.0,,,,,,3,void,,,5,surprise,,,
event_dazzlingcupid_04_s_88,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_88,True,,3,3,1.0,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_89,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_89,True,,3,3,1.0,,,,naga,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_90,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_90,True,,3,3,1.0,,,,naga,,15,delight,,,5,idle,,,
event_dazzlingcupid_04_s_91,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_91,True,,5,5,1.0,,,,tia,,15,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_92,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_92,True,,5,5,1.0,,,,tia,,15,idle,,,13,delight,,,
event_dazzlingcupid_04_s_93,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_93,False,,9,9,1.0,,,,,,15,idle,,,13,delight,,,
event_dazzlingcupid_04_s_94,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_94,False,,9,9,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_95,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_95,True,,3,30,0.7,,,,naga,,3,delight,,,5,delight,,,
event_dazzlingcupid_04_s_96,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_96,True,,5,50,0.7,,,,tia,,3,delight,,,5,delight,,,
event_dazzlingcupid_04_s_97,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_97,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_98,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_98,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_99,40029,event_dazzlingcupid_04_s,Choice,,Locale_SubScenario:event_dazzlingcupid_04_s_99,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,event_dazzlingcupid_04_s_101,
event_dazzlingcupid_04_s_100,40029,event_dazzlingcupid_04_s,Choice,,Locale_SubScenario:event_dazzlingcupid_04_s_100,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,event_dazzlingcupid_04_s_116,
event_dazzlingcupid_04_s_101,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_101,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_102,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_102,False,,30,30,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_103,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_103,False,,30,30,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_104,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_104,True,,30,30,1.0,,,,naga,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_105,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_105,True,,30,30,1.0,,,,naga,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_106,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_106,False,,30,5,0.7,,,,,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_107,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_107,False,,5,5,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_108,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_108,True,,5,5,1.0,,,,tia,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_109,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_109,True,,5,5,1.0,,,,tia,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_110,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_110,True,,5,5,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_111,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_111,True,,5,5,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_112,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_112,True,,5,5,1.0,,,,tia,,3,idle,,,5,sad,,,
event_dazzlingcupid_04_s_113,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_113,False,,5,5,1.0,,,,,,3,idle,,,5,sad,,,
event_dazzlingcupid_04_s_114,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_114,True,,5,50,0.7,,,,tia,,3,idle,,,5,sad,,,
event_dazzlingcupid_04_s_115,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_115,True,,50,50,1.0,,,,tia,,3,idle,,,5,sad,,event_dazzlingcupid_04_s_131,
event_dazzlingcupid_04_s_116,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_116,False,,4,4,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_117,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_117,False,,50,50,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_118,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_118,False,,50,50,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_119,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_119,True,,50,50,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_120,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_120,True,,50,50,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_121,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_121,True,,50,50,1.0,,,,tia,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_122,40029,event_dazzlingcupid_04_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_s_122,False,,50,3,0.7,,,,,,3,idle,,,5,delight,,,
event_dazzlingcupid_04_s_123,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_123,False,,3,3,1.0,,,,,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_124,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_124,True,,3,3,1.0,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_125,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_125,True,,3,3,1.0,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_126,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_126,True,,3,3,1.0,,,,naga,,3,idle,,,5,idle,,,
event_dazzlingcupid_04_s_127,40029,event_dazzlingcupid_04_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_s_127,True,,3,3,1.0,,,,naga,,3,delight,,,5,idle,,,
event_dazzlingcupid_04_s_128,40029,event_dazzlingcupid_04_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_s_128,False,,3,3,1.0,,,,,,3,delight,,,5,idle,,,sfx_scn_strawstart
event_dazzlingcupid_04_s_129,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_129,True,,5,50,0.7,,,,tia,,3,idle,,,5,surprise,,,
event_dazzlingcupid_04_s_130,40029,event_dazzlingcupid_04_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_s_130,True,,50,50,1.0,,,,tia,,3,idle,,,5,shy,,,
event_dazzlingcupid_04_s_131,40029,event_dazzlingcupid_04_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_s_131,False,,black,black,1.0,,,,,,3,delight,,,5,shy,,,
