id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_contents_bbqmaster_02_11,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_11,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_12,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_12,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_13,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_13,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_14,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_14,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_15,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_15,True,,12,12,1.0,,,,3,idle,,1,surprise,,13,idle
d_contents_bbqmaster_02_16,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_16,True,,12,12,1.0,,,,3,idle,,1,surprise,,13,idle
d_contents_bbqmaster_02_17,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_17,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_18,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_18,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_19,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_19,True,,12,XS_10,1.0,,,,3,idle,,1,idle,,13,idle
d_contents_bbqmaster_02_20,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_20,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,13,idle
d_contents_bbqmaster_02_21,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_21,True,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,13,idle
d_contents_bbqmaster_02_22,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_22,True,,XS_10,12,1.0,,,,3,idle,,1,idle,,13,shy
d_contents_bbqmaster_02_23,80603,d_contents_bbqmaster_02,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_02_23,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,,13,shy
d_contents_bbqmaster_02_24,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_24,True,,130,130,1.0,,,,3,idle,,1,idle,,13,idle
d_contents_bbqmaster_02_25,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_25,True,,130,12,1.0,,,,3,idle,,1,idle,,13,idle
d_contents_bbqmaster_02_26,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_26,False,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_27,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_27,True,,12,XS_10,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_28,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_28,False,,XS_10,XS_10,1.0,,Low_2,,3,idle,,1,surprise,,13,idle
d_contents_bbqmaster_02_29,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_29,True,,XS_10,12,1.0,,,,3,idle,,1,surprise,,13,idle
d_contents_bbqmaster_02_30,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_30,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_31,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_31,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_32,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_32,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_33,80603,d_contents_bbqmaster_02,Speech,mary_s,mary_s,Locale_SubScenario:d_contents_bbqmaster_02_33,True,,12,12,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_34,80603,d_contents_bbqmaster_02,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_02_34,True,,12,3,1.0,,,,3,idle,,1,shy,,13,idle
d_contents_bbqmaster_02_35,80603,d_contents_bbqmaster_02,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_02_35,True,,3,XS_30,1.0,,,,3,delight,,1,shy,,13,idle
d_contents_bbqmaster_02_36,80603,d_contents_bbqmaster_02,Self,,,Locale_SubScenario:d_contents_bbqmaster_02_36,False,,XS_30,XS_30,1.0,,,,3,delight,,1,shy,,13,idle
d_contents_bbqmaster_02_37,80603,d_contents_bbqmaster_02,Speech,pepper_s,pepper_s,Locale_SubScenario:d_contents_bbqmaster_02_37,True,,XS_10,XS_10,1.0,,,,3,delight,,1,shy,,13,idle
