id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_oldtales1_05_e_11,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_11,False,,4,4,1.0,,,,,5,surprise,,,3,idle,,,1,angry,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_12,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_12,True,,4,2,1.0,,,,,5,surprise,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_13,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_13,True,,2,2,1.0,,,,,5,surprise,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_14,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_14,True,,2,2,1.0,,,,,5,surprise,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_15,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_15,True,,2,2,1.0,,,,,5,surprise,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_16,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_16,True,,2,2,1.0,,,,,5,surprise,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_17,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_17,True,,2,2,1.0,,,,,5,surprise,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_18,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_18,True,,2,4,1.0,,,,,5,worry,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_19,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_19,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_20,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_20,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_21,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_21,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_22,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_22,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_23,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_23,True,,4,L_30,1.0,,,,,5,worry,,,3,angry,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_24,40061,event_oldtales1_05_e,Narration,oswald_o,,Locale_MainScenario:event_oldtales1_05_e_24,False,,black,black,1.0,,sfx_scn_scifimachinegun,,,5,worry,,,3,angry,,,1,idle,,,13,rage,,,15,no,,,17,no,
event_oldtales1_05_e_25,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_25,True,,50,50,1.0,,,Low_2,,5,angry,,,3,angry,,,1,idle,,,13,rage,,,15,angry,,,17,angry,
event_oldtales1_05_e_26,40061,event_oldtales1_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_05_e_26,True,,L_130,L_130,1.0,,,Low_2,,5,angry,,,3,angry,,,1,idle,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_27,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_27,True,,50,5,1.5,,,Low_2,,5,angry,,,3,angry,,,1,idle,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_28,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_28,True,,2,2,1.0,,,,,5,angry,,,3,angry,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_29,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_29,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_30,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_30,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_31,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_31,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_32,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_32,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_33,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_33,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_34,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_34,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,surprise,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_35,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_35,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_36,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_36,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_37,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_37,True,,2,2,1.0,,,,,5,angry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_38,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_38,True,,2,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_39,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_39,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_40,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_40,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_41,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_41,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_42,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_42,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_43,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_43,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_44,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_44,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_45,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_45,True,,4,L_30,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_46,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_46,True,,L_30,L_30,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_47,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_47,True,,L_30,L_30,1.0,,,,,5,worry,,,3,idle,,,1,rage,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_48,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_48,True,,L_30,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_49,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_49,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_50,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_50,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_51,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_51,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_52,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_52,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_53,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_53,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_54,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_54,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_55,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_55,True,,2,2,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_56,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_56,True,,2,4,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_57,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_57,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_58,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_58,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_59,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_59,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_60,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_60,True,,4,4,1.0,,,,,5,worry,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_61,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_61,True,,4,4,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_62,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_62,True,,4,4,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_63,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_63,True,,4,4,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_64,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_64,True,,4,4,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_65,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_65,True,,4,4,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_66,40061,event_oldtales1_05_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_05_e_66,True,,4,4,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_67,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_67,True,,4,4,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_68,40061,event_oldtales1_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_05_e_68,True,,16,16,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_69,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_69,False,,2,2,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_70,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_70,True,,2,2,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_71,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_71,True,,2,2,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_72,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_72,False,,2,2,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_73,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_73,True,,2,2,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,angry,,,17,angry,
event_oldtales1_05_e_74,40061,event_oldtales1_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_05_e_74,True,,16,16,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_75,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_75,True,,10,10,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_76,40061,event_oldtales1_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_05_e_76,True,,16,16,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,surprise,,,17,worry,
event_oldtales1_05_e_77,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_77,True,,10,10,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,surprise,,,17,worry,
event_oldtales1_05_e_78,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_78,False,,10,L_30,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_79,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_79,True,,L_30,L_30,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_80,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_80,True,,L_30,L_30,1.0,,,,,5,think,,,3,angry,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_81,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_81,True,,L_30,L_30,1.0,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_82,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_82,True,,L_30,10,0.7,,,,,5,think,,,3,idle,,,1,angry,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_83,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_83,False,,10,1,1.0,,sfx_scn_helmeton,,,5,think,,,3,idle,,,1,special,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_84,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_84,False,,1,1,1.0,,,,,5,think,,,3,idle,,,1,special,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_85,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_85,False,,1,1,1.0,,,,,5,think,,,3,idle,,,1,special,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_86,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_86,True,,1,1,1.0,,,,,5,think,,,3,idle,,,1,special,,,13,surprise,,,15,void,,,17,worry,
event_oldtales1_05_e_87,40061,event_oldtales1_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_05_e_87,True,EventScene_oldtales_21,1,ce_003_03_01,1.0,,sfx_scn_talkspellon,,,5,think,redshoes,,3,idle,oswald_o,,1,special,abe,,13,special,littlemermaid,,15,void,hansel,,17,worry,gretel
event_oldtales1_05_e_88,40061,event_oldtales1_05_e,Narration,littlemermaid,,Locale_MainScenario:event_oldtales1_05_e_88,False,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_05_e_89,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_89,False,RuinTechIndoor,1,1,1.0,,,,redshoes,5,think,,oswald_o,3,idle,,abe,1,special,,littlemermaid,13,rage,,hansel,15,worry,,gretel,17,worry,
event_oldtales1_05_e_90,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_90,True,,1,1,1.0,,,,,5,think,,,3,idle,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_91,40061,event_oldtales1_05_e,Narration,oswald_o,,Locale_MainScenario:event_oldtales1_05_e_91,False,,1,3,1.0,,sfx_scn_heavyspark,Low_2,,5,think,,,3,idle,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_92,40061,event_oldtales1_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales1_05_e_92,False,,3,L_30,1.0,,,,,5,think,,,3,angry,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_93,40061,event_oldtales1_05_e,Narration,oswald_o,,Locale_MainScenario:event_oldtales1_05_e_93,False,,L_30,L_30,1.0,,sfx_scn_down,,,5,think,,,3,pain,oswald_o,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_94,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_94,False,,L_30,L_30,1.0,,,,,5,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_95,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_95,False,,L_30,10,1.0,,,,,5,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_96,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_96,False,,black,black,1.0,,sfx_scn_spark,,,5,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_97,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_97,False,,black,black,1.0,,sfx_scn_heavyspark,,,5,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_98,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_98,False,,black,black,1.0,,sfx_scn_spark,,,3,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_99,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_99,True,,10,1,1.0,,,,,3,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_100,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_100,False,,1,1,1.0,,sfx_scn_heavyspark,Low_2,,3,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_101,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_101,False,,1,1,1.0,,sfx_scn_down,,,3,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_102,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_102,True,,1,1,1.0,,,,,3,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_103,40061,event_oldtales1_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_05_e_103,True,,1,1,1.0,,,,,3,think,,,,,,,1,special,,,13,rage,,,15,worry,,,17,worry,
event_oldtales1_05_e_104,40061,event_oldtales1_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_05_e_104,True,EventScene_oldtales_21,1,ce_003_03_01,1.0,,,,,3,think,redshoes,,,,,,1,special,abe,,13,rage,littlemermaid,,15,worry,hansel,,17,worry,gretel
event_oldtales1_05_e_105,40061,event_oldtales1_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_05_e_105,True,,ce_003_03_01,ce_003_03_01,1.0,,sfx_scn_talkspelloff,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_05_e_106,40061,event_oldtales1_05_e,Narration,abe,,Locale_MainScenario:event_oldtales1_05_e_106,False,RuinTechIndoor,1,1,1.0,,,,redshoes,3,worry,,,,,,abe,1,special,,littlemermaid,13,surprise,,hansel,15,void,,gretel,17,no,
