id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id
snowfall_global_solo_13_29,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_29,True,,12,12,1.0,,,,,,,blanc_c,blanc_c,,13,idle,,1,idle,,
snowfall_global_solo_13_30,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_30,True,,12,12,1.0,,,,,,,blanc_c,blanc_c,,13,idle,,1,idle,,
snowfall_global_solo_13_31,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_31,False,,12,12,1.0,,,,,,,,,,13,idle,,1,idle,,
snowfall_global_solo_13_32,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_32,True,,12,L_130,1.0,,,,,,,blanc_c,blanc_c,,13,idle,,1,idle,,
snowfall_global_solo_13_33,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_33,True,,L_130,L_130,1.0,,,,,,,blanc_c,blanc_c,,13,delight,,1,idle,,
snowfall_global_solo_13_34,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_34,True,,L_130,L_10,1.0,,,,,,,noir_c,noir_c,,13,delight,,1,surprise,,
snowfall_global_solo_13_35,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_35,False,,L_10,L_10,1.0,,,,,,,,,,13,delight,,1,surprise,,
snowfall_global_solo_13_36,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_36,True,,L_10,12,1.0,,,,,,,blanc_c,blanc_c,,13,idle,,1,idle,,
snowfall_global_solo_13_37,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_37,True,,12,12,1.0,,,,,,,blanc_c,blanc_c,,13,idle,,1,idle,,
snowfall_global_solo_13_38,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_38,True,,12,12,1.0,,,,,,,noir_c,noir_c,,13,idle,,1,idle,,
snowfall_global_solo_13_39,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_39,True,,12,L_130,1.0,,,,,,,blanc_c,blanc_c,,13,idle,,1,idle,,
snowfall_global_solo_13_40,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_40,True,,L_130,13,0.6,,,,,,,blanc_c,blanc_c,,13,delight,,1,idle,,
snowfall_global_solo_13_41,80903,snowfall_global_solo_13,Narration,Locale_SubScenario:snowfall_global_solo_13_41,False,,13,13,1.0,,,,,,sfx_scn_hitsnow,,,,13,delight,,1,idle,,
snowfall_global_solo_13_42,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_42,False,,13,13,1.0,,,,,,,,,,13,delight,,1,idle,,
snowfall_global_solo_13_43,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_43,True,,13,13,1.0,,,,,,,blanc_c,blanc_c,,13,delight,,1,idle,,
snowfall_global_solo_13_44,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_44,True,,13,12,1.0,,,,,,,blanc_c,blanc_c,,13,delight,,1,idle,,
snowfall_global_solo_13_45,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_45,True,,12,12,1.0,,,,,,,noir_c,noir_c,,13,delight,,1,surprise,,
snowfall_global_solo_13_46,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_46,False,,black,black,1.0,,,,,,,,,,13,delight,,1,surprise,,
snowfall_global_solo_13_47,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_47,False,,black,black,1.0,,,,,,,,,,13,delight,,1,surprise,,
snowfall_global_solo_13_48,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_48,False,,black,black,1.0,,,,,,,,,,13,delight,,1,surprise,,
snowfall_global_solo_13_49,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_49,False,,black,black,1.0,,,snowfall_global_solo_13_128,,,,,,,13,delight,,1,surprise,blanc_c,noir_c
snowfall_global_solo_13_50,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_50,False,BambooForest_n,6,6,1.0,amb_so_bambooforest_3,none,,,black,,,,,,,,,,,
snowfall_global_solo_13_51,80903,snowfall_global_solo_13,Narration,Locale_SubScenario:snowfall_global_solo_13_51,False,,6,6,1.0,,,,,,sfx_scn_footstepleaves,,,,,,,,,,
snowfall_global_solo_13_52,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_52,False,,6,1,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_53,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_53,False,,1,1,1.0,,event_bgm_neverland_hugme_night,,,,,,,ludmilla_w,1,think,,,,,
snowfall_global_solo_13_54,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_54,False,,1,10,1.0,,,,,,,,,,1,think,,,,,
snowfall_global_solo_13_55,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_55,True,,10,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_56,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_56,True,,10,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_57,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_57,True,,10,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_58,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_58,True,,10,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_59,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_59,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_60,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_60,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_61,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_61,True,,10,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_62,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_62,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_63,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_63,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_64,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_64,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_65,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_65,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_66,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_66,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_67,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_67,False,,10,1,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_68,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_68,False,,1,1,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_69,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_69,True,,1,1,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_70,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_70,True,,1,1,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_71,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_71,True,,1,1,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_72,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_72,True,,1,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_73,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_73,True,,10,10,1.0,,,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,
snowfall_global_solo_13_74,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_74,False,,black,black,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_75,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_75,False,,black,black,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_76,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_76,False,,black,black,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_77,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_77,False,,black,black,1.0,,,snowfall_global_solo_13_128,,,,,,,1,idle,,,,ludmilla_w,
snowfall_global_solo_13_78,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_78,False,WaterFall_n,6,6,1.0,amb_so_waterfall_3,none,,,black,,,,,,,,,,,
snowfall_global_solo_13_79,80903,snowfall_global_solo_13,Narration,Locale_SubScenario:snowfall_global_solo_13_79,False,,6,6,1.0,,,,,,sfx_scn_footstepleaves,,,,,,,,,,
snowfall_global_solo_13_80,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_80,False,,6,1,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_81,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_81,False,,1,1,1.0,,event_bgm_neverland_snowflakes_night,,,,,,,mica_w,1,idle,,,,,
snowfall_global_solo_13_82,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_82,True,,1,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_83,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_83,False,,S_10,S_10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_84,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_84,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_85,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_85,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_86,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_86,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_87,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_87,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_88,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_88,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_89,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_89,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,1,idle,,,,,
snowfall_global_solo_13_90,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_90,False,,S_10,S_10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_91,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_91,False,,S_10,S_10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_92,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_92,False,Sky_n,S_10,L_10,1.0,,,,,,,,,,1,idle,,,,mica_w,
snowfall_global_solo_13_93,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_93,False,,L_10,L_10,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_94,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_94,True,WaterFall_n,L_10,S_10,1.0,,,,,,,mica_w,mica_w,,,,,,,,
snowfall_global_solo_13_95,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_95,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_96,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_96,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_97,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_97,False,,black,black,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_98,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_98,False,,black,black,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_99,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_99,False,,black,black,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_100,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_100,False,,black,black,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_101,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_101,False,,black,black,1.0,,,snowfall_global_solo_13_128,,,,,,,,,,,,,
snowfall_global_solo_13_102,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_102,False,BigHotSpring_n,6,6,1.0,amb_so_hotspring_3,none,,,black,,,,,,,,,,,
snowfall_global_solo_13_103,80903,snowfall_global_solo_13,Narration,Locale_SubScenario:snowfall_global_solo_13_103,False,,6,6,1.0,,,,,,sfx_scn_footstepleaves,,,,,,,,,,
snowfall_global_solo_13_104,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_104,False,,6,6,1.0,,,,,,,,,,,,,,,,
snowfall_global_solo_13_105,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_105,False,,6,1,1.0,,event_bgm_neverland_hugme_night,,,,,,,emma,1,idle,,,,,
snowfall_global_solo_13_106,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_106,True,,1,10,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_107,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_107,True,,10,10,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_108,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_108,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_109,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_109,True,,10,10,1.0,,,,,,,emma,emma,,1,delight,,,,,
snowfall_global_solo_13_110,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_110,True,,10,10,1.0,,,,,,,emma,emma,,1,delight,,,,,
snowfall_global_solo_13_111,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_111,False,,10,10,1.0,,,,,,,,,,1,delight,,,,,
snowfall_global_solo_13_112,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_112,False,,10,10,1.0,,,,,,,,,,1,delight,,,,,
snowfall_global_solo_13_113,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_113,True,,10,10,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_114,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_114,True,,10,10,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_115,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_115,True,,10,1,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_116,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_116,True,,1,1,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_117,80903,snowfall_global_solo_13,Self,Locale_SubScenario:snowfall_global_solo_13_117,False,,1,1,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_118,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_118,True,,1,1,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_119,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_119,True,,1,1,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_120,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_120,True,,1,1,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_121,80903,snowfall_global_solo_13,Speech,Locale_SubScenario:snowfall_global_solo_13_121,True,,1,1,1.0,,,,,,,emma,emma,,1,idle,,,,,
snowfall_global_solo_13_122,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_122,False,,1,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_123,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_123,False,,10,10,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_124,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_124,False,,black,black,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_125,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_125,False,,black,black,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_126,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_126,False,,black,black,1.0,,,,,,,,,,1,idle,,,,,
snowfall_global_solo_13_127,80903,snowfall_global_solo_13,Monologue,Locale_SubScenario:snowfall_global_solo_13_127,False,,black,black,1.0,,,snowfall_global_solo_13_128,,,,,,,1,idle,,,,emma,
snowfall_global_solo_13_128,80903,snowfall_global_solo_13,Narration,Locale_SubScenario:snowfall_global_solo_13_128,False,,black,black,1.0,,,,,,,,,,,,,,,,
