id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,fade
event_nocallerid_05_e_13,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_13,False,,3,idle,,1,void,,13,idle,,3,1,2.0,,,,,,,
event_nocallerid_05_e_14,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_14,False,,3,idle,,1,void,,13,idle,,1,100,1.5,,,neon,anis,rapi,,
event_nocallerid_05_e_15,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_15,False,,3,idle,,1,void,,13,idle,,100,100,1.0,,sfx_scn_scream,,,,Low_2,
event_nocallerid_05_e_16,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_16,False,,3,idle,,1,void,,13,idle,,100,40,1.0,,,,,,,
event_nocallerid_05_e_17,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_17,False,,3,idle,,1,void,,13,idle,,40,40,1.0,,,,,,Low_2,
event_nocallerid_05_e_18,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_18,False,,3,idle,,1,void,,13,idle,,40,9,1.0,,,,,,,
event_nocallerid_05_e_19,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_19,False,,3,idle,,1,void,,13,idle,,9,9,1.0,,,,,,Low_2,
event_nocallerid_05_e_20,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_20,False,,3,idle,,1,void,,13,idle,,9,1,3.0,,,,,,,
event_nocallerid_05_e_21,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_21,False,neon,3,idle,anis,1,void,rapi,13,idle,,1,1,1.0,,,,,,,
event_nocallerid_05_e_22,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_22,False,,3,idle,,1,void,,13,idle,,1,3,1.0,,,,,,,
event_nocallerid_05_e_23,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_23,False,,3,idle,,1,void,,13,worry,,13,13,1.0,,,,,,,
event_nocallerid_05_e_24,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_24,True,,3,idle,,1,worry,,13,worry,,13,10,2.0,,,,,,,
event_nocallerid_05_e_25,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_25,True,,3,idle,,1,worry,,13,idle,,10,10,1.0,,,,,,,
event_nocallerid_05_e_26,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_26,True,,3,idle,,1,worry,,13,idle,,10,10,1.0,,,,,,,
event_nocallerid_05_e_27,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_27,True,,3,idle,,1,worry,,13,think,,130,130,1.0,,,,,,,
event_nocallerid_05_e_28,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_28,False,,3,idle,,1,void,,13,think,,130,10,1.5,,,,,,,
event_nocallerid_05_e_29,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_29,True,,3,idle,,1,idle,,13,idle,,10,1,1.0,,,,,,,
event_nocallerid_05_e_30,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_30,True,,3,idle,,1,idle,,13,idle,,1,2,1.0,,,,,,,
event_nocallerid_05_e_31,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_31,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,,,,,,
event_nocallerid_05_e_32,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_32,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,,,,,,
event_nocallerid_05_e_33,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_33,True,,3,idle,,1,no,,13,idle,,2,12,1.0,,,,,,,
event_nocallerid_05_e_34,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_34,True,,3,no,,1,void,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_35,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_35,True,,3,no,,1,void,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_36,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_36,True,,3,idle,,1,void,,13,idle,,190,190,1.0,bgm_story_impression,,,,,,black
event_nocallerid_05_e_37,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_37,True,,3,idle,,1,void,,13,idle,,190,190,1.0,,,,,,,
event_nocallerid_05_e_38,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_38,True,,3,idle,,1,void,,13,think,,190,L_190,1.0,,,,,,,
event_nocallerid_05_e_39,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_39,True,,3,delight,,1,void,,13,think,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_40,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_40,True,,3,delight,,1,void,,13,think,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_41,40001,event_nocallerid_05_e,Self,neon,Self,Locale_SubScenario:event_nocallerid_05_e_41,False,,3,delight,,1,void,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_42,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_42,True,,3,surprise,,1,void,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_43,40001,event_nocallerid_05_e,Self,neon,Self,Locale_SubScenario:event_nocallerid_05_e_43,False,,3,surprise,,1,void,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_44,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_44,True,,3,worry,,1,void,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_45,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_45,True,,3,shy,,1,void,,13,idle,,S_30,S_300,0.5,,,,,,,
event_nocallerid_05_e_46,40001,event_nocallerid_05_e,Self,neon,Self,Locale_SubScenario:event_nocallerid_05_e_46,False,,3,shy,,1,void,,13,idle,,S_300,S_300,1.0,,,,,,,
event_nocallerid_05_e_47,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_47,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,,,,,
event_nocallerid_05_e_48,40001,event_nocallerid_05_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_05_e_48,True,,3,idle,,1,void,,13,idle,,130,130,1.0,,,,,,,
event_nocallerid_05_e_49,40001,event_nocallerid_05_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_05_e_49,True,,3,idle,,1,delight,,13,idle,,130,10,1.0,,,,,,,
event_nocallerid_05_e_50,40001,event_nocallerid_05_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_05_e_50,True,,3,angry,,1,delight,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_51,40001,event_nocallerid_05_e,Self,neon,Self,Locale_SubScenario:event_nocallerid_05_e_51,False,,3,angry,,1,delight,,13,idle,,S_30,S_30,1.0,,,,,,,
event_nocallerid_05_e_52,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_52,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_rattle,neon,anis,rapi,,black
event_nocallerid_05_e_53,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_53,False,,,,,,,,,,,black,black,1.0,,sfx_scn_creak,,,,,
event_nocallerid_05_e_54,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_54,False,,,,,,,,,,AirView,black,black,1.0,,,,,,,
event_nocallerid_05_e_55,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_55,False,,,,,,,,,,,black,black,1.0,,,,,,,
event_nocallerid_05_e_56,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_56,False,,,,,,,,,,,1300,1300,1.0,,,,,,,
event_nocallerid_05_e_57,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_57,False,,,,,,,,,,,1300,1300,1.0,,,,,,,
event_nocallerid_05_e_58,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_58,False,,,,,,,,,,,1300,1,3.0,,,,,,,
event_nocallerid_05_e_59,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_59,False,,,,,,,,,,,1,1,1.0,,,,,,,
event_nocallerid_05_e_60,40001,event_nocallerid_05_e,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_05_e_60,False,,,,,,,,,,,1,1,1.0,,,,,,,
event_nocallerid_05_e_61,40001,event_nocallerid_05_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_05_e_61,False,,,,,,,,,,,black,black,1.0,,,,,,,
