id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
event_absolute1_01_e_35,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_35,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_36,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_36,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_37,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_37,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_38,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_38,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_39,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_39,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_40,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_40,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_41,40086,event_absolute1_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute1_01_e_41,False,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_42,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_42,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_43,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_43,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_44,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_44,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_45,40086,event_absolute1_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute1_01_e_45,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_46,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_46,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_47,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_47,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
event_absolute1_01_e_48,40086,event_absolute1_01_e,Narration,emma_t,,Locale_MainScenario:event_absolute1_01_e_48,False,,,,,,,,1,idle,,2,idle,,12,idle,,black,black,1.0,,,,emma_t,,,,
event_absolute1_01_e_49,40086,event_absolute1_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute1_01_e_49,True,,,,,,,,,,,2,idle,,12,idle,,1,1,1.0,none,,,,black,,,
event_absolute1_01_e_50,40086,event_absolute1_01_e,Speech,soldierfa,soldierfa,Locale_MainScenario:event_absolute1_01_e_50,True,,,,,,,,,,,2,idle,,12,idle,,1,1,1.0,,,,,,,,
event_absolute1_01_e_51,40086,event_absolute1_01_e,Narration,soldierfa,,Locale_MainScenario:event_absolute1_01_e_51,False,,,,,,,,,,,2,idle,,12,idle,,black,black,1.0,,,,,,,,
event_absolute1_01_e_52,40086,event_absolute1_01_e,Narration,soldierfa,,Locale_MainScenario:event_absolute1_01_e_52,False,,,,,,,,,,,2,idle,,12,idle,,black,black,1.0,,,,,,soldiereg,soldierfa,
event_absolute1_01_e_53,40086,event_absolute1_01_e,Narration,soldierfa,,Locale_MainScenario:event_absolute1_01_e_53,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,
event_absolute1_01_e_54,40086,event_absolute1_01_e,Narration,soldierfa,,Locale_MainScenario:event_absolute1_01_e_54,False,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,sfx_scn_predatorgrowl
event_absolute1_01_e_55,40086,event_absolute1_01_e,Narration,soldierfa,,Locale_MainScenario:event_absolute1_01_e_55,False,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,
