id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,set_camera_shake,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_dazzlingcupid_03_s_22,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_22,True,,30,30,1.0,,naga,,3,idle,,,,,,,,
event_dazzlingcupid_03_s_23,40029,event_dazzlingcupid_03_s,Choice,,Locale_SubScenario:event_dazzlingcupid_03_s_23,False,,30,30,1.0,,,,3,idle,,,event_dazzlingcupid_03_s_25,,,,,
event_dazzlingcupid_03_s_24,40029,event_dazzlingcupid_03_s,Choice,,Locale_SubScenario:event_dazzlingcupid_03_s_24,False,,30,30,0.7,,,,3,idle,,,event_dazzlingcupid_03_s_30,,,,,
event_dazzlingcupid_03_s_25,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_25,True,,30,300,1.0,,naga,,3,surprise,,,,,,,,
event_dazzlingcupid_03_s_26,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_26,True,,300,300,1.0,,naga,,3,idle,,,,,,,,
event_dazzlingcupid_03_s_27,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_27,True,,300,300,1.0,,naga,,3,delight,,,,,,,,
event_dazzlingcupid_03_s_28,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_28,True,,300,300,1.0,,naga,,3,worry,,,,,,,,
event_dazzlingcupid_03_s_29,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_29,True,,300,300,1.0,,naga,,3,idle,,,event_dazzlingcupid_03_s_36,,,,,
event_dazzlingcupid_03_s_30,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_30,True,,30,300,0.7,,naga,,3,delight,,,,,,,,
event_dazzlingcupid_03_s_31,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_31,True,,300,300,1.0,,naga,,3,worry,,,,,,,,
event_dazzlingcupid_03_s_32,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_32,True,,300,300,1.0,,naga,,3,worry,,,,,,,,
event_dazzlingcupid_03_s_33,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_33,True,,300,300,1.0,,naga,,3,worry,,,,,,,,
event_dazzlingcupid_03_s_34,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_34,True,,300,300,1.0,,naga,,3,delight,,,,,,,,
event_dazzlingcupid_03_s_35,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_35,True,,300,300,1.0,,naga,,3,delight,,,,,,,,
event_dazzlingcupid_03_s_36,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_36,True,,300,30,0.7,,naga,,3,surprise,,,,,,,,
event_dazzlingcupid_03_s_37,40029,event_dazzlingcupid_03_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_03_s_37,True,,30,30,1.0,,naga,,3,delight,,,,,,,,
event_dazzlingcupid_03_s_38,40029,event_dazzlingcupid_03_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_03_s_38,False,,black,black,1.0,,,,3,delight,,,,naga,,,,
event_dazzlingcupid_03_s_39,40029,event_dazzlingcupid_03_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_03_s_39,False,,1,1,1.0,,,,,,,,,,,,,
event_dazzlingcupid_03_s_40,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_40,True,,1,5,0.7,,tia,,,,,,,,tia,5,idle,
event_dazzlingcupid_03_s_41,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_41,True,,5,5,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_42,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_42,True,,5,5,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_43,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_43,False,,5,5,1.0,,,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_44,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_44,False,,5,5,1.0,,,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_45,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_45,True,,5,50,0.7,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_46,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_46,True,,50,50,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_47,40029,event_dazzlingcupid_03_s,Choice,,Locale_SubScenario:event_dazzlingcupid_03_s_47,False,,50,50,1.0,,,,,,,,event_dazzlingcupid_03_s_49,,,5,delight,
event_dazzlingcupid_03_s_48,40029,event_dazzlingcupid_03_s,Choice,,Locale_SubScenario:event_dazzlingcupid_03_s_48,False,,50,50,1.0,,,,,,,,event_dazzlingcupid_03_s_53,,,5,delight,
event_dazzlingcupid_03_s_49,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_49,True,,50,500,0.7,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_50,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_50,True,,500,500,1.0,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_51,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_51,True,,500,500,1.0,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_52,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_52,True,,500,500,1.0,,tia,,,,,,event_dazzlingcupid_03_s_59,,,5,delight,
event_dazzlingcupid_03_s_53,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_53,True,,50,500,0.7,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_54,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_54,True,,500,500,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_55,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_55,True,,500,500,1.0,,tia,,,,,,,,,5,surprise,
event_dazzlingcupid_03_s_56,40029,event_dazzlingcupid_03_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_03_s_56,False,,500,500,1.0,,,,,,,Low_2,event_dazzlingcupid_03_s_57,,,5,surprise,
event_dazzlingcupid_03_s_57,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_57,True,,500,500,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_58,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_58,True,,500,500,1.0,,tia,,,,,,event_dazzlingcupid_03_s_59,,,5,idle,
event_dazzlingcupid_03_s_59,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_59,True,,500,500,1.0,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_60,40029,event_dazzlingcupid_03_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_03_s_60,False,,500,500,1.0,,,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_61,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_61,True,,500,500,1.0,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_62,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_62,True,,500,500,1.0,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_63,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_63,True,,500,500,1.0,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_64,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_64,True,,500,50,0.7,,tia,,,,,,,,,5,idle,
event_dazzlingcupid_03_s_65,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_65,True,,50,50,1.0,,tia,,,,,,,,,5,worry,
event_dazzlingcupid_03_s_66,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_66,True,,50,50,1.0,,tia,,,,,,,,,5,sad,
event_dazzlingcupid_03_s_67,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_67,True,,50,50,1.0,,tia,,,,,,,,,5,sad,
event_dazzlingcupid_03_s_68,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_68,True,,50,500,0.7,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_69,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_69,True,,500,500,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_70,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_70,True,,500,50,0.7,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_71,40029,event_dazzlingcupid_03_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_03_s_71,True,,50,50,1.0,,tia,,,,,,,,,5,delight,
event_dazzlingcupid_03_s_72,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_72,False,,5,1,1.0,,,,,,,,,,,5,delight,tia
event_dazzlingcupid_03_s_73,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_73,False,,1,1,1.0,,,,,,,,,,,,,
event_dazzlingcupid_03_s_74,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_74,False,,1,1,1.0,,,,,,,,,,,,,
event_dazzlingcupid_03_s_75,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_75,False,,1,1,1.0,,,,,,,,,,,,,
event_dazzlingcupid_03_s_76,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_76,False,,1,1,1.0,,,,,,,,,,,,,
event_dazzlingcupid_03_s_77,40029,event_dazzlingcupid_03_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_03_s_77,False,,1,1,1.0,,,,,,,,,,,,,
