id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_forrest_02_s_16,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_16,False,,160,160,1.0,,,,,,,,,,,
event_forrest_02_s_17,40072,event_forrest_02_s,Narration,Locale_SubScenario:event_forrest_02_s_17,False,,160,3,1.0,,sfx_scn_autodooropen,,,,,,,,,
event_forrest_02_s_18,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_18,True,,3,30,1.0,,,flora,flora,flora,3,delight,,,,
event_forrest_02_s_19,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_19,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_20,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_20,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_21,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_21,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_22,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_22,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_23,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_23,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_24,40072,event_forrest_02_s,Narration,Locale_SubScenario:event_forrest_02_s_24,False,,30,300,1.0,,sfx_scn_photopass,flora,,,3,delight,,,,
event_forrest_02_s_25,40072,event_forrest_02_s,Monologue,Locale_SubScenario:event_forrest_02_s_25,False,,300,300,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_26,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_26,True,,300,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_27,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_27,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_28,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_28,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_29,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_29,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_30,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_30,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_31,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_31,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_32,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_32,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_33,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_33,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_34,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_34,True,,30,30,1.0,,,flora,flora,,3,idle,,,,
event_forrest_02_s_35,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_35,True,,30,30,1.0,,,flora,flora,,3,idle,,,,
event_forrest_02_s_36,40072,event_forrest_02_s,Monologue,Locale_SubScenario:event_forrest_02_s_36,False,,black,black,1.0,,,flora,,,3,idle,,,,
event_forrest_02_s_37,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_37,False,,30,30,1.0,,,flora,,,3,idle,,,,
event_forrest_02_s_38,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_38,False,,30,30,1.0,,,flora,,,3,idle,,,,
event_forrest_02_s_39,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_39,True,,30,30,1.0,,,flora,flora,,3,idle,,,,
event_forrest_02_s_40,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_40,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_41,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_41,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_42,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_42,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_43,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_43,False,,30,30,1.0,,,flora,,,3,delight,,,,
event_forrest_02_s_44,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_44,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_45,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_45,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_46,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_46,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_47,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_47,True,,30,30,1.0,,,flora,flora,,3,delight,,,,
event_forrest_02_s_48,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_48,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_49,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_49,False,,30,30,1.0,,,flora,,,3,sad,,,,
event_forrest_02_s_50,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_50,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_51,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_51,True,,30,30,1.0,,,flora,flora,,3,idle,trina,15,idle,
event_forrest_02_s_52,40072,event_forrest_02_s,Monologue,Locale_SubScenario:event_forrest_02_s_52,False,Arboretum,30,L_150,1.0,,,trina,,,3,idle,,15,idle,
event_forrest_02_s_53,40072,event_forrest_02_s,Monologue,Locale_SubScenario:event_forrest_02_s_53,False,,L_150,L_150,1.0,,,trina,,,3,idle,,15,idle,
event_forrest_02_s_54,40072,event_forrest_02_s,Monologue,Locale_SubScenario:event_forrest_02_s_54,False,,L_150,L_150,1.0,,,trina,,,3,idle,,15,delight,
event_forrest_02_s_55,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_55,False,,L_150,L_150,1.0,,,trina,,,3,idle,,15,delight,
event_forrest_02_s_56,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_56,False,CommanderRoom,L_150,30,1.0,,,flora,,,3,idle,,15,delight,trina
event_forrest_02_s_57,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_57,True,,30,30,1.0,,,flora,flora,,3,idle,,,,
event_forrest_02_s_58,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_58,True,,30,30,1.0,,,flora,flora,,3,idle,,,,
event_forrest_02_s_59,40072,event_forrest_02_s,Self,Locale_SubScenario:event_forrest_02_s_59,False,,30,30,1.0,,,flora,,,3,idle,,,,
event_forrest_02_s_60,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_60,True,,30,30,1.0,,,flora,flora,,3,idle,,,,
event_forrest_02_s_61,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_61,False,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_62,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_62,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_63,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_63,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_64,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_64,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_65,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_65,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_66,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_66,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
event_forrest_02_s_67,40072,event_forrest_02_s,Speech,Locale_SubScenario:event_forrest_02_s_67,True,,30,30,1.0,,,flora,flora,,3,sad,,,,
