id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,fade,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/7/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,characters/0/hide_char_id,characters/4/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_exnii1_05_e_13,40070,event_exnii1_05_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_05_e_13,True,,3,idle,,13,idle,,1,idle,,5,idle,,7,idle,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_14,40070,event_exnii1_05_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_05_e_14,True,,3,idle,,13,idle,,1,idle,,5,idle,,7,idle,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_15,40070,event_exnii1_05_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_05_e_15,True,,3,idle,,13,delight,ce005_01_01,1,shy,,5,idle,,7,idle,,event_exnii_talk_05,event_exnii_talk_05,1.0,,ce005_01,black,,,,,,,,,,,,,,,
event_exnii1_05_e_16,40070,event_exnii1_05_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_05_e_16,True,,3,idle,,13,delight,,1,shy,,5,idle,,7,idle,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_17,40070,event_exnii1_05_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_05_e_17,True,,3,idle,,13,delight,,1,idle,,5,idle,,7,idle,,event_exnii_talk_05,13,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_18,40070,event_exnii1_05_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_05_e_18,True,,3,idle,,13,delight,,1,idle,,5,idle,,7,idle,,13,13,1.0,,,,anis,,,,,,,,,,,,,,
event_exnii1_05_e_19,40070,event_exnii1_05_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_05_e_19,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,13,10,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_20,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_20,True,,,,,13,idle,,1,idle,,5,sad,,7,idle,,5,5,1.0,,,white,,,,,,,,,,,,,,,
event_exnii1_05_e_21,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_21,True,,,,,13,idle,,1,idle,,5,sad,,7,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_22,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_22,True,,,,,13,idle,,1,idle,,5,sad,,7,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_23,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_23,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_24,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_24,True,,,,,13,idle,,1,idle,,5,idle,,7,delight,,5,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_25,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_25,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_26,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_26,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_27,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_27,True,,,,,13,idle,,1,idle,,5,idle,,7,good,,6,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_28,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_28,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_29,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_29,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_30,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_30,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_31,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_31,True,,,,,13,idle,,1,idle,,5,idle,,7,special,,6,7,1.0,,,,,,,,,,,,,,,,,,
event_exnii1_05_e_32,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_32,True,,,,,13,idle,,1,idle,,5,idle,,7,special,,7,5,1.0,,,,,rapi,15,idle,ce005_02,17,no,,,,,,,,
event_exnii1_05_e_33,40070,event_exnii1_05_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_05_e_33,True,,,,,13,idle,,1,idle,,5,idle,,7,idle,,5,16,1.0,,,,,,15,idle,,17,no,pepper,,,,,,,
event_exnii1_05_e_34,40070,event_exnii1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_05_e_34,True,,,,,13,idle,,1,idle,,5,idle,pepper,3,idle,,16,16,1.0,,ce005_01_01,,,,15,worry,,17,no,,mast,ce005_03,,,,,
event_exnii1_05_e_35,40070,event_exnii1_05_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_05_e_35,True,,,,,,,,,,,,,,3,idle,,16,16,1.0,,,,,,15,worry,,17,no,pepper,,,,,,,
event_exnii1_05_e_36,40070,event_exnii1_05_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_05_e_36,True,,,,,,,,,,,,,,,,,16,16,1.0,,,,,,15,idle,,17,no,,,,,,,,
event_exnii1_05_e_37,40070,event_exnii1_05_e,Self,helm,,Locale_SubScenario:event_exnii1_05_e_37,False,,,,,,,,,,,,,,,,NikkeRoom,1,1,1.0,,,black,,,15,idle,,17,no,,,,rapi,ce005_02,helm,1,idle
event_exnii1_05_e_38,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_38,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_39,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_39,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_40,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_40,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_41,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_41,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_42,40070,event_exnii1_05_e,Self,helm,,Locale_SubScenario:event_exnii1_05_e_42,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_43,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_43,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,delight
event_exnii1_05_e_44,40070,event_exnii1_05_e,Self,helm,,Locale_SubScenario:event_exnii1_05_e_44,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_45,40070,event_exnii1_05_e,Self,helm,,Locale_SubScenario:event_exnii1_05_e_45,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_46,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_46,True,,,,,,,,,,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,,,1,shy
event_exnii1_05_e_47,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_47,True,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,1,delight
event_exnii1_05_e_48,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_48,True,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,1,delight
event_exnii1_05_e_49,40070,event_exnii1_05_e,Self,helm,,Locale_SubScenario:event_exnii1_05_e_49,False,,,,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_50,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_50,True,,,,,,,,,,,,,,,,,10,1,1.0,none,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_51,40070,event_exnii1_05_e,Self,helm,,Locale_SubScenario:event_exnii1_05_e_51,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_52,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_52,False,,,,,,,,,,,,,,,,,1,1,1.2,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_53,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_53,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_54,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_54,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_55,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_55,True,,,,,,,,,,ce005_03,5,idle,pepper,3,delight,,1,2,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_56,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_56,False,,,,,,,,,,,5,idle,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,1,surprise
event_exnii1_05_e_57,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_57,True,,,,,,,,,,,5,idle,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_58,40070,event_exnii1_05_e,Self,pepper,,Locale_SubScenario:event_exnii1_05_e_58,False,,,,,,,,,,,5,idle,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_59,40070,event_exnii1_05_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_05_e_59,True,,,,,,,,,,,5,idle,,3,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_60,40070,event_exnii1_05_e,Narration,pepper,,Locale_SubScenario:event_exnii1_05_e_60,False,,,,,,,,,,,5,idle,,3,idle,,event_exnii_talk_04,event_exnii_talk_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_61,40070,event_exnii1_05_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_05_e_61,True,,,,,,,,,,,5,idle,,3,shy,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_62,40070,event_exnii1_05_e,Self,ce005_03,,Locale_SubScenario:event_exnii1_05_e_62,False,,,,,,,,,,,5,idle,,3,idle,,event_exnii_talk_01,5,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_63,40070,event_exnii1_05_e,Self,ce005_03,,Locale_SubScenario:event_exnii1_05_e_63,False,,,,,,,,,,,5,idle,,3,idle,,5,5,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_64,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_64,True,,,,,,,,,,,5,think,,3,idle,,5,5,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_65,40070,event_exnii1_05_e,Self,ce005_03,,Locale_SubScenario:event_exnii1_05_e_65,False,,,,,,,,,,,5,think,,3,idle,,5,5,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_66,40070,event_exnii1_05_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_05_e_66,True,,,,,,,,,,,5,idle,,3,idle,,5,5,1.0,,,,,,,,,,,,,,,,,1,idle
event_exnii1_05_e_67,40070,event_exnii1_05_e,Self,ce005_03,,Locale_SubScenario:event_exnii1_05_e_67,False,,,,,,,,,,,5,idle,,3,idle,,5,5,1.0,,,,,,,,,,,,,,,,,1,idle
