id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_secretgarden_04_e_11,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_11,True,,1,sad,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_12,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_12,True,,1,delight,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_13,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_13,True,,1,delight,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_14,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_14,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_15,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_15,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_16,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_16,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,31,113,1.5,,,,,,,,,,,,,,
event_secretgarden_04_e_17,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_17,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_18,40063,event_secretgarden_04_e,Self,leona_no,,Locale_SubScenario:event_secretgarden_04_e_18,False,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_19,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_19,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_20,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_20,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_21,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_21,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,10,10,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_22,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_22,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,10,10,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_23,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_23,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,10,10,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_24,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_24,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,10,10,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_25,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_25,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,10,113,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_26,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_26,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_27,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_27,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_28,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_28,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,113,1315,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_29,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_29,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,1315,1315,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_30,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_30,True,,1,delight,,13,special,,15,surprise,,3,delight,,5,idle,,1315,1315,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_31,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_31,True,,1,delight,,13,special,,15,surprise,,3,delight,,5,idle,,1315,1315,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_32,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_32,True,,1,delight,,13,special,,15,surprise,,3,angry,,5,idle,,XS_30,XS_30,1.0,none,,,,,,,,,,,,,
event_secretgarden_04_e_33,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_33,True,,1,delight,,13,special,,15,surprise,,3,angry,,5,idle,,XS_30,XS_30,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_34,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_34,True,,1,delight,,13,special,,15,surprise,,3,angry,,5,idle,,XS_30,XS_30,1.0,bgm_story_tepidappleade,,,,,,,,,,,,,
event_secretgarden_04_e_35,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_35,True,,1,delight,,13,special,,15,surprise,,3,angry,,5,idle,,XS_30,XS_300,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_36,40063,event_secretgarden_04_e,Monologue,biscuit,,Locale_SubScenario:event_secretgarden_04_e_36,False,,1,delight,,13,special,,15,surprise,,3,angry,,5,idle,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_37,40063,event_secretgarden_04_e,Choice,biscuit,,Locale_SubScenario:event_secretgarden_04_e_37,False,,1,delight,,13,idle,,15,surprise,,3,angry,,5,idle,,XS_300,XS_300,1.0,,event_secretgarden_04_e_39,,,,,,,,,,,,
event_secretgarden_04_e_38,40063,event_secretgarden_04_e,Choice,biscuit,,Locale_SubScenario:event_secretgarden_04_e_38,False,,1,delight,,13,idle,,15,surprise,,3,angry,,5,idle,,XS_300,XS_300,1.0,,event_secretgarden_04_e_42,,,,,,,,,,,,
event_secretgarden_04_e_39,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_39,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,XS_300,XS_30,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_40,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_40,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,XS_30,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_41,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_41,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,53,53,1.0,,event_secretgarden_04_e_48,,,,,,,,,,,,
event_secretgarden_04_e_42,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_42,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,XS_300,XS_30,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_43,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_43,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,XS_30,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_44,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_44,True,,1,delight,,13,idle,,15,surprise,,3,delight,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_45,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_45,True,,1,delight,,13,idle,,15,surprise,,3,shy,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_46,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_46,True,,1,delight,,13,idle,,15,surprise,,3,shy,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_47,40063,event_secretgarden_04_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_04_e_47,False,,1,delight,,13,idle,,15,surprise,,3,shy,,5,idle,,53,53,1.0,,event_secretgarden_04_e_48,,,,,,,,,,,,
event_secretgarden_04_e_48,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_48,True,,1,delight,,13,idle,,15,surprise,,3,idle,,5,idle,,Leo_130,Leo_130,1.0,,,max,17,idle,,,,,,,,,
event_secretgarden_04_e_49,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_49,True,,1,delight,,13,idle,,15,surprise,,3,idle,,5,idle,,Leo_130,Leo_130,1.0,,,,17,idle,,,,,,,,,
event_secretgarden_04_e_50,40063,event_secretgarden_04_e,Speech,timi,timi,Locale_SubScenario:event_secretgarden_04_e_50,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,Leo_130,1315,1.0,,,,17,idle,sfx_scn_lionroar,,,,,,,,
event_secretgarden_04_e_51,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_51,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,1315,1315,1.0,,,,17,idle,,,,,,,,,
event_secretgarden_04_e_52,40063,event_secretgarden_04_e,Speech,max,max,Locale_SubScenario:event_secretgarden_04_e_52,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,XXS_170,XXS_170,1.0,,,,17,idle,sfx_scn_bowwow,,,,,,,,
event_secretgarden_04_e_53,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_53,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,XS_30,XS_30,1.0,,,,17,idle,,,,,,,,,
event_secretgarden_04_e_54,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_54,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,L_50,L_50,1.0,,,,17,idle,,,,,,,,,
event_secretgarden_04_e_55,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_55,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,10,10,1.0,,,,17,idle,,,,,,,,,
event_secretgarden_04_e_56,40063,event_secretgarden_04_e,Self,flora,,Locale_SubScenario:event_secretgarden_04_e_56,False,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,10,10,1.0,,,,17,idle,,,,,,,,,
event_secretgarden_04_e_57,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_57,True,,1,delight,,13,idle,,15,angry,,3,idle,,5,idle,,53,53,1.0,,,,17,idle,,flora,leona_no,timi,max,black,,,
event_secretgarden_04_e_58,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_58,True,,,,,,,,,,,3,idle,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_59,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_59,True,,,,,,,,,,,3,delight,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_60,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_60,True,,,,,,,,,,,3,delight,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_61,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_61,True,,,,,,,,,,,3,delight,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_62,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_62,True,flora,1,delight,,,,,,,,3,delight,,5,idle,,53,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_63,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_63,True,,1,delight,,,,,,,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_64,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_64,True,,1,delight,,,,,,,,3,delight,,5,idle,,31,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_65,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_65,True,,1,delight,,,,,,,,3,delight,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_66,40063,event_secretgarden_04_e,Self,nero,,Locale_SubScenario:event_secretgarden_04_e_66,False,,1,delight,,,,,,,,3,delight,,5,idle,,53,53,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_67,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_67,True,,1,delight,,,,,,,,3,delight,,5,idle,,53,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_68,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_68,True,,1,delight,,,,,,,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_69,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_69,True,,1,delight,,,,,,,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_70,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_70,True,,1,delight,,,,,,,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_71,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_71,True,,1,delight,,,,,,,,3,delight,,5,idle,,31,31,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_72,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_72,True,,1,delight,leona_no,13,idle,timi,15,idle,,3,delight,,5,idle,,Leo_130,Leo_130,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_73,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_73,True,,1,delight,,13,idle,,15,idle,,3,delight,,5,idle,,Leo_130,Leo_130,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_74,40063,event_secretgarden_04_e,Monologue,leona_no,,Locale_SubScenario:event_secretgarden_04_e_74,False,,1,delight,,13,idle,,15,idle,,3,delight,,5,angry,,Leo_130,Leo_130,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_75,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_75,False,,1,delight,,13,idle,,15,idle,,3,sad,,5,angry,,L_50,L_500,0.7,,,,,,,,,,,,,,
event_secretgarden_04_e_76,40063,event_secretgarden_04_e,Monologue,nero,,Locale_SubScenario:event_secretgarden_04_e_76,False,,1,delight,,13,idle,,15,idle,,3,sad,,5,angry,,black,black,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_77,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_77,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,Leo_1300,Leo_130,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_78,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_78,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,Leo_130,Leo_130,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_79,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_79,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,L_50,L_50,1.0,,,,,,,,,,,,,,
event_secretgarden_04_e_80,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_80,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,L_50,XS_30,1.0,,,max,17,idle,,,,,,,puppies,19,special
event_secretgarden_04_e_81,40063,event_secretgarden_04_e,Narration,puppies,,Locale_SubScenario:event_secretgarden_04_e_81,False,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,black,black,1.0,none,,,17,idle,sfx_scn_dogpee,,,,,,,19,special
event_secretgarden_04_e_82,40063,event_secretgarden_04_e,Self,puppies,,Locale_SubScenario:event_secretgarden_04_e_82,False,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XXS_190,XXS_190,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_83,40063,event_secretgarden_04_e,Narration,puppies,,Locale_SubScenario:event_secretgarden_04_e_83,False,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XXS_190,XXS_1900,1.0,bgm_story_herecomestrouble,,,17,idle,sfx_scn_dogpee,,,,,,,19,special
event_secretgarden_04_e_84,40063,event_secretgarden_04_e,Self,puppies,,Locale_SubScenario:event_secretgarden_04_e_84,False,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XXS_1900,XXS_1900,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_85,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_85,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_300,XS_300,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_86,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_86,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_300,XS_30,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_87,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_87,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_30,XS_30,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_88,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_88,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_30,XS_30,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_89,40063,event_secretgarden_04_e,Speech,max,max,Locale_SubScenario:event_secretgarden_04_e_89,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XXS_170,XXS_1700,0.7,,,,17,idle,sfx_scn_bowwow,,,,,,,19,special
event_secretgarden_04_e_90,40063,event_secretgarden_04_e,Speech,timi,timi,Locale_SubScenario:event_secretgarden_04_e_90,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_150,XS_1500,0.7,,,,17,idle,sfx_scn_lionroar,,,,,,,19,special
event_secretgarden_04_e_91,40063,event_secretgarden_04_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_04_e_91,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,Leo_130,Leo_1300,0.7,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_92,40063,event_secretgarden_04_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_e_92,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,L_50,L_500,0.7,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_93,40063,event_secretgarden_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_e_93,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_30,XS_300,0.7,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_94,40063,event_secretgarden_04_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_04_e_94,False,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_300,XS_300,0.7,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_95,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_95,True,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,XS_300,100,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_96,40063,event_secretgarden_04_e,Self,flora,,Locale_SubScenario:event_secretgarden_04_e_96,False,,1,delight,,13,special,,15,surprise,,3,sad,,5,angry,,100,100,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_97,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_97,True,,1,shy,,13,special,,15,surprise,,3,sad,,5,angry,,100,100,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_98,40063,event_secretgarden_04_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_e_98,True,,1,shy,,13,special,,15,surprise,,3,sad,,5,angry,,100,10,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_99,40063,event_secretgarden_04_e,Self,flora,,Locale_SubScenario:event_secretgarden_04_e_99,False,,1,shy,,13,special,,15,surprise,,3,sad,,5,angry,,10,10,1.0,,,,17,idle,,,,,,,,19,special
event_secretgarden_04_e_100,40063,event_secretgarden_04_e,Monologue,flora,,Locale_SubScenario:event_secretgarden_04_e_100,False,,1,shy,,13,special,,15,surprise,,3,sad,,5,angry,,black,black,1.0,,,,17,idle,,,,,,,,19,special
