id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target
event_ce02_2_04_s_11,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_11,True,,9,worry,,7,worry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_12,40027,event_ce02_2_04_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_s_12,True,,9,worry,,7,worry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_13,40027,event_ce02_2_04_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_s_13,False,,9,worry,,7,worry,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,
event_ce02_2_04_s_14,40027,event_ce02_2_04_s,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_s_14,False,,9,worry,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,
event_ce02_2_04_s_15,40027,event_ce02_2_04_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_04_s_15,False,,9,worry,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,16,1.0,,
event_ce02_2_04_s_16,40027,event_ce02_2_04_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_04_s_16,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
event_ce02_2_04_s_17,40027,event_ce02_2_04_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_04_s_17,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
event_ce02_2_04_s_18,40027,event_ce02_2_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_s_18,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
event_ce02_2_04_s_19,40027,event_ce02_2_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_s_19,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
event_ce02_2_04_s_20,40027,event_ce02_2_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_s_20,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
event_ce02_2_04_s_21,40027,event_ce02_2_04_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_04_s_21,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,
event_ce02_2_04_s_22,40027,event_ce02_2_04_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_s_22,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,1.0,,
event_ce02_2_04_s_23,40027,event_ce02_2_04_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_s_23,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,
event_ce02_2_04_s_24,40027,event_ce02_2_04_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_s_24,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,
event_ce02_2_04_s_25,40027,event_ce02_2_04_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_s_25,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,
event_ce02_2_04_s_26,40027,event_ce02_2_04_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_04_s_26,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,14,1.0,,
event_ce02_2_04_s_27,40027,event_ce02_2_04_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_04_s_27,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,
event_ce02_2_04_s_28,40027,event_ce02_2_04_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_04_s_28,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,
event_ce02_2_04_s_29,40027,event_ce02_2_04_s,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_04_s_29,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,16,1.0,,
event_ce02_2_04_s_30,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_30,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_31,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_31,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_32,40027,event_ce02_2_04_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_s_32,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_33,40027,event_ce02_2_04_s,Self,,,Locale_SubScenario:event_ce02_2_04_s_33,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_34,40027,event_ce02_2_04_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_s_34,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce02_2_04_s_35,40027,event_ce02_2_04_s,Self,,,Locale_SubScenario:event_ce02_2_04_s_35,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce02_2_04_s_36,40027,event_ce02_2_04_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_s_36,False,,9,idle,,7,idle,,5,idle,,3,surprise,,1,surprise,,13,idle,,15,idle,,17,idle,,2,10,0.6,,
event_ce02_2_04_s_37,40027,event_ce02_2_04_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_04_s_37,False,,9,idle,,7,idle,,5,idle,,3,surprise,,1,surprise,,13,idle,,15,idle,,17,idle,,3,30,0.6,,
event_ce02_2_04_s_38,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_38,True,,9,idle,,7,void,,5,idle,,3,surprise,,1,surprise,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
event_ce02_2_04_s_39,40027,event_ce02_2_04_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_s_39,True,,9,idle,,7,void,,5,idle,,3,surprise,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce02_2_04_s_40,40027,event_ce02_2_04_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_s_40,True,,9,idle,,7,void,,5,idle,,3,surprise,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce02_2_04_s_41,40027,event_ce02_2_04_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_04_s_41,True,,9,idle,,7,void,,5,idle,,3,surprise,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce02_2_04_s_42,40027,event_ce02_2_04_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_04_s_42,False,,9,idle,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce02_2_04_s_43,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_43,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,7,70,1.0,,
event_ce02_2_04_s_44,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_44,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
event_ce02_2_04_s_45,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_45,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
event_ce02_2_04_s_46,40027,event_ce02_2_04_s,Choice,,,Locale_SubScenario:event_ce02_2_04_s_46,False,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,70,1.0,,event_ce02_2_04_s_48
event_ce02_2_04_s_47,40027,event_ce02_2_04_s,Choice,,,Locale_SubScenario:event_ce02_2_04_s_47,False,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,70,1.0,,event_ce02_2_04_s_50
event_ce02_2_04_s_48,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_48,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,8,1.0,,
event_ce02_2_04_s_49,40027,event_ce02_2_04_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_s_49,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,8,8,1.0,,event_ce02_2_04_s_52
event_ce02_2_04_s_50,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_50,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,8,1.0,,
event_ce02_2_04_s_51,40027,event_ce02_2_04_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_04_s_51,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,8,8,1.0,,event_ce02_2_04_s_52
event_ce02_2_04_s_52,40027,event_ce02_2_04_s,Self,,,Locale_SubScenario:event_ce02_2_04_s_52,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,8,8,1.0,,
event_ce02_2_04_s_53,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_53,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,8,70,1.0,,
event_ce02_2_04_s_54,40027,event_ce02_2_04_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_04_s_54,True,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
event_ce02_2_04_s_55,40027,event_ce02_2_04_s,Self,,,Locale_SubScenario:event_ce02_2_04_s_55,False,,9,idle,,7,delight,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,70,70,1.0,,
