id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_overzone1_06_s_11,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_11,True,,10,10,1.0,,,dorothy,dorothy,,,1,idle,,3,idle,,,5,surprise,,,7,sad,,,13,worry
event_overzone1_06_s_12,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_12,True,,50,50,1.0,,,hongryeon,hongryeon,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_13,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_13,True,,70,70,1.0,,,rapunzel,rapunzel,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_14,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_14,True,,L_30,L_30,1.0,,,snowwhite,snowwhite,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_15,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_15,True,,70,70,1.0,,,rapunzel,rapunzel,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_16,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_16,True,,70,L_30,2.0,,,snowwhite,snowwhite,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_17,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_17,True,,L_30,L_30,1.0,,,snowwhite,snowwhite,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_18,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_18,True,,50,50,1.0,,,hongryeon,hongryeon,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_19,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_19,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_20,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_20,True,,10,113,1.0,,,pinne,pinne,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_21,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_21,True,,113,113,1.0,,,dorothy,dorothy,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_22,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_22,True,,113,113,1.0,,,pinne,pinne,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_23,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_23,True,,113,113,1.0,,,pinne,pinne,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_24,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_24,True,,50,50,1.0,,,hongryeon,hongryeon,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_25,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_25,True,,70,70,1.0,,,rapunzel,rapunzel,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_26,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_26,True,,L_30,L_30,1.0,,,snowwhite,snowwhite,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_27,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_27,True,,70,70,1.0,,,rapunzel,rapunzel,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_28,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_28,True,,70,31,1.0,,,snowwhite,snowwhite,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_29,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_29,True,,31,31,2.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_30,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_30,True,,31,1,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_31,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_31,True,,1,1,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_32,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_32,True,,1,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_33,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_33,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_34,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_34,True,,50,50,1.0,,,hongryeon,hongryeon,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_35,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_35,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_36,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_36,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_37,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_37,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_38,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_38,True,,S_130,S_130,1.0,,,pinne,pinne,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_39,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_39,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_40,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_40,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_41,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_41,True,,70,70,1.0,,,rapunzel,rapunzel,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_42,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_42,True,,50,50,1.0,,,hongryeon,hongryeon,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_43,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_43,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,idle
event_overzone1_06_s_44,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_44,True,,S_130,S_130,1.0,,,pinne,pinne,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_45,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_45,True,,S_130,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_46,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_46,True,,10,10,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_47,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_47,True,,10,113,1.0,,,pinne,pinne,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_48,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_48,True,,113,113,1.0,,,pinne,pinne,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_49,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_49,True,,113,113,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_50,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_50,True,,113,113,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_51,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_51,False,,75,75,1.0,,,rapunzel,rapunzel,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_52,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_52,False,,75,75,1.0,,,hongryeon,hongryeon,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_53,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_53,True,,L_30,L_30,1.0,,,snowwhite,snowwhite,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_54,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_54,True,,L_30,L_30,1.0,,,snowwhite,snowwhite,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_55,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_55,True,,L_30,113,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_56,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_56,True,,113,113,1.0,,,pinne,pinne,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_57,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_57,True,,113,113,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_58,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_58,True,,113,31,1.0,,,dorothy,dorothy,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_59,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_59,True,,31,31,1.0,,,snowwhite,snowwhite,,,1,think,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_60,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_60,True,,31,31,1.0,,,dorothy,dorothy,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_61,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_61,True,,31,113,1.0,,,pinne,pinne,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_62,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_62,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_63,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_63,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_64,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_64,False,,113,113,1.0,,,pinne,pinne,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_65,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_65,True,,113,113,1.0,,,dorothy,dorothy,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_66,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_66,True,,113,113,1.0,,,pinne,pinne,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_67,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_67,True,,113,5,2.0,,,hongryeon,hongryeon,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_68,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_68,True,,5,50,1.0,,,hongryeon,hongryeon,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_69,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_69,True,,50,L_30,1.0,,,snowwhite,snowwhite,,,1,worry,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_70,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_70,True,,10,10,1.0,,,dorothy,dorothy,,,1,idle,,3,idle,,,5,idle,,,7,sad,,,13,worry
event_overzone1_06_s_71,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_71,True,,75,75,1.0,,,rapunzel,rapunzel,,,1,worry,,3,idle,,,5,idle,,,7,idle,,,13,worry
event_overzone1_06_s_72,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_72,True,,75,75,1.0,,,hongryeon,hongryeon,,,1,worry,,3,idle,,,5,idle,,,7,idle,,,13,worry
event_overzone1_06_s_73,80303,event_overzone1_06_s,Narration,Locale_MainScenario:event_overzone1_06_s_73,False,,75,75,1.0,,,,,,,1,worry,,3,idle,snowwhite,,5,idle,hongryeon,,7,idle,rapunzel,,13,worry
event_overzone1_06_s_74,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_74,False,,75,113,2.0,,,pinne,pinne,,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_75,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_75,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_76,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_76,True,,113,113,1.0,,,pinne,pinne,,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_77,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_77,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_78,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_78,True,,113,113,1.0,,,pinne,pinne,,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_79,80303,event_overzone1_06_s,Narration,Locale_MainScenario:event_overzone1_06_s_79,False,RuinIndoor,black,black,1.0,,,,,black,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_80,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_80,True,,113,113,1.0,,,pinne,pinne,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_81,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_81,True,,113,113,1.0,,,dorothy,dorothy,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_82,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_82,True,,113,113,1.0,,,dorothy,dorothy,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_83,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_83,True,,113,113,1.0,,,pinne,pinne,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_84,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_84,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_85,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_85,False,,113,1,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_86,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_86,True,,1,1,1.0,,,dorothy,dorothy,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_87,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_87,True,,1,10,1.0,,,dorothy,dorothy,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_88,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_88,False,,10,10,1.0,,,pinne,pinne,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_89,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_89,True,,10,10,1.0,,,dorothy,dorothy,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_90,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_90,True,,10,10,1.0,,,dorothy,dorothy,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_91,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_91,True,,10,113,2.0,,,pinne,pinne,,,1,worry,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_92,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_92,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_93,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_93,True,,113,1,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_94,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_94,True,,1,10,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_95,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_95,True,,10,10,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_96,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_96,True,,10,10,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_97,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_97,True,,10,10,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_98,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_98,True,,10,100,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_99,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_99,True,,100,100,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_100,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_100,True,,100,113,2.0,,,pinne,pinne,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_101,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_101,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_102,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_102,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_103,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_103,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_104,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_104,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_105,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_105,True,,113,113,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,idle
event_overzone1_06_s_106,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_106,True,,113,113,1.0,,,pinne,pinne,,,1,idle,,,,,,,,,,,,,,13,delight
event_overzone1_06_s_107,80303,event_overzone1_06_s,Narration,Locale_MainScenario:event_overzone1_06_s_107,False,,black,black,1.0,sfx_scn_2rapturestep,none,,,,,1,idle,,,,,,,,,,,,,,13,delight
event_overzone1_06_s_108,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_108,True,,10,10,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_109,80303,event_overzone1_06_s,Narration,Locale_MainScenario:event_overzone1_06_s_109,False,,black,black,1.0,sfx_scn_2rapturestep,,,,,,1,idle,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_110,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_110,True,,10,100,0.5,,,dorothy,dorothy,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_111,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_111,True,,S_1300,S_1300,1.0,,,pinne,pinne,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_112,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_112,True,,100,100,1.0,,,dorothy,dorothy,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_113,80303,event_overzone1_06_s,Narration,Locale_MainScenario:event_overzone1_06_s_113,False,Desert_05,black,black,1.0,,bgm_story_callingsignal,,,black,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_114,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_114,False,,13,S_130,1.0,,,pinne,pinne,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_115,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_115,True,,S_130,S_130,1.0,,,pinne,pinne,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_116,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_116,True,,S_130,113,1.0,,,dorothy,dorothy,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_117,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_117,True,,113,113,1.0,,,pinne,pinne,,,1,angry,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_118,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_118,True,,113,113,1.0,,,dorothy,dorothy,,,1,think,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_119,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_119,True,,113,113,1.0,,,dorothy,dorothy,,,1,think,,,,,,,,,,,,,,13,surprise
event_overzone1_06_s_120,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_120,True,,113,113,1.0,,,pinne,pinne,,,1,think,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_121,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_121,True,,113,113,1.0,,,dorothy,dorothy,,,1,think,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_122,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_122,True,,113,113,1.0,,,pinne,pinne,,,1,think,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_123,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_123,True,,113,1,2.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,worry
event_overzone1_06_s_124,80303,event_overzone1_06_s,Speech,Locale_MainScenario:event_overzone1_06_s_124,True,,1,10,1.0,,,dorothy,dorothy,,,1,idle,,,,,,,,,,,,,,13,worry
