id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake,highlight,speaker,characters/0/hide_char_id
event_ce02_2_05_e_28,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_28,False,,17,idle,,170,170,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_29,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_29,False,,17,idle,,170,170,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_30,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_30,False,,17,idle,,170,170,1.0,,Vignetting,,,,,notmassproduction,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_31,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_31,False,,17,idle,,170,170,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_32,40027,event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_32,False,,17,idle,,black,black,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_finishshot,Low_2,,,
event_ce02_2_05_e_33,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_33,False,,17,idle,,13,13,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_34,40027,event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_34,False,,17,idle,,black,black,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_gunfire,Low_2,,,
event_ce02_2_05_e_35,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_35,False,,17,idle,,130,130,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_36,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_36,False,,17,idle,,130,130,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_37,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_37,False,,17,idle,,130,130,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_38,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_38,True,,17,idle,,170,170,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_39,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_39,False,,17,idle,,170,17,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_40,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_40,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_41,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_41,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_42,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_42,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_43,40027,event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_43,False,,17,idle,,black,black,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_finishshot,Low_2,,,
event_ce02_2_05_e_44,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_44,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_45,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_45,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_46,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_46,True,,17,idle,,13,13,1.0,,Vignetting,,,,,,13,idle,,,,,,,,,,,notmassproduction,,,,,,,,,,,,,,notmassproduction,notmassproduction,
event_ce02_2_05_e_47,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_47,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_48,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_48,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_49,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_49,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_50,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_50,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_51,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_51,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_52,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_52,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_53,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_53,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_54,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_54,False,,17,idle,,17,17,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_55,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_55,True,,17,idle,,13,130,1.5,,Vignetting,,,,,notmassproduction,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,notmassproduction,notmassproduction,
event_ce02_2_05_e_56,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_56,True,,17,idle,,17,170,1.5,,Vignetting,,,,,,13,idle,,,,,,,,,,,notmassproduction,,,,,,,,,,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_57,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_57,False,,17,idle,,170,170,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_58,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_58,False,,17,idle,,170,170,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_59,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_59,False,,17,idle,,170,170,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_60,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_60,False,,17,idle,,black,black,1.0,,Vignetting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_61,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_61,False,,17,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce02_2_05_e_62,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_62,True,,17,idle,,17,1700,0.6,,,,6000d_02,15,idle,c1002_02,13,idle,rapi,5,angry,anis,7,angry,neon,9,idle,,,,,,ce_02_01,1,idle,ce_02_npc_01,3,think,,,,Low_2,b0006_02,b0006_02,
event_ce02_2_05_e_63,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_63,True,,17,idle,,1700,1700,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_64,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_64,True,,17,idle,,1700,1700,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_65,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_65,False,,17,idle,,1700,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,,,
event_ce02_2_05_e_66,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_66,True,,17,idle,,10,10,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,surprise,,3,think,,,,,ce_02_01,ce_02_01,
event_ce02_2_05_e_67,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_67,True,,17,idle,,50,50,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,surprise,,3,think,,,,,rapi,rapi,
event_ce02_2_05_e_68,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_68,True,,17,idle,,10,1,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,ce_02_01,ce_02_01,
event_ce02_2_05_e_69,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_69,True,,17,idle,,170,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_70,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_70,True,,17,idle,,170,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_71,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_71,True,,17,idle,,170,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_72,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_72,True,,17,idle,,170,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_73,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_73,True,,17,idle,,170,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_74,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_74,True,,17,idle,,170,170,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_75,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_75,True,,17,idle,,130,130,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,c1002_02,c1002_02,
event_ce02_2_05_e_76,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_76,True,,17,idle,,170,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_77,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_77,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_78,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_78,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_79,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_79,True,,17,idle,,1500,1500,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,6000d_02,6000d_02,
event_ce02_2_05_e_80,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_80,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_81,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_81,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_82,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_82,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_83,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_83,True,,17,idle,,1500,1500,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,6000d_02,6000d_02,
event_ce02_2_05_e_84,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_84,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_85,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_85,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_86,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_86,True,,17,idle,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,b0006_02,b0006_02,
event_ce02_2_05_e_87,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_87,True,,17,idle,,1500,15,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,6000d_02,6000d_02,
event_ce02_2_05_e_88,40027,event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_88,False,,17,idle,,15,16,1.0,none,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,sfx_scn_aim,,,,
event_ce02_2_05_e_89,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_89,True,,17,idle,,black,black,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,6000d_02,6000d_02,
event_ce02_2_05_e_90,40027,event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_90,False,,17,idle,,black,black,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,sfx_scn_finishshot,,,,
event_ce02_2_05_e_91,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_91,False,,17,idle,,170,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,,,b0006_02
event_ce02_2_05_e_92,40027,event_ce02_2_05_e,Narration,Locale_SubScenario:event_ce02_2_05_e_92,False,,,,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,,,
event_ce02_2_05_e_93,40027,event_ce02_2_05_e,Monologue,Locale_SubScenario:event_ce02_2_05_e_93,False,,,,,17,17,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,idle,,3,think,,,,,,,
event_ce02_2_05_e_94,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_94,True,,,,,1,10,0.6,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,think,,,,,ce_02_01,ce_02_01,
event_ce02_2_05_e_95,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_95,True,,,,,3,30,0.6,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,angry,,,,,ce_02_npc_01,ce_02_npc_01,
event_ce02_2_05_e_96,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_96,True,,,,,5,50,0.6,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,angry,,,,,rapi,rapi,
event_ce02_2_05_e_97,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_97,True,,,,,8,8,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,angry,,,,,neon,neon,
event_ce02_2_05_e_98,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_98,True,,,,,8,8,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,angry,,,,,anis,anis,
event_ce02_2_05_e_99,40027,event_ce02_2_05_e,Self,Locale_SubScenario:event_ce02_2_05_e_99,False,,,,,8,8,1.0,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,angry,,,,,,,
event_ce02_2_05_e_100,40027,event_ce02_2_05_e,Speech,Locale_SubScenario:event_ce02_2_05_e_100,True,,,,,13,1300,1.5,,,,,15,idle,,13,idle,,5,angry,,7,angry,,9,idle,,,,,,,1,angry,,3,angry,,,,Low_2,c1002_02,c1002_02,
