id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_1yearalready_05_14,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_14,True,,,,,,,,12,12,1.0,,,,,1,idle,,13,angry2,,,,,,,,
event_1yearalready_05_15,130003,event_1yearalready_05,Speech,dolla,dolla,Locale_SubScenario:event_1yearalready_05_15,True,,,,,,,,12,12,1.0,,,,,1,no,,13,angry2,,,,,,,,
event_1yearalready_05_16,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_16,True,,,,,,,,16,16,1.0,,,,,1,no,,13,angry2,dolla,mast,helm,15,idle,rupee,17,surprise
event_1yearalready_05_17,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_17,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_18,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_18,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_19,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_19,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_20,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_20,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_21,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_21,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_22,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_22,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_23,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_23,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,surprise
event_1yearalready_05_24,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_24,True,,,,,,,,16,16,1.0,,,,,,,,,,,,,15,idle,,17,angry
event_1yearalready_05_25,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_25,True,,,,,,,,16,L_170,1.0,,,,,,,,,,,,,15,idle,,17,idle
event_1yearalready_05_26,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_26,True,,,,,,,,L_170,L_170,1.0,,,,,,,,,,,,,15,idle,,17,idle
event_1yearalready_05_27,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_27,True,,,,,,,,L_170,L_170,1.0,,,,,,,,,,,,,15,idle,,17,idle
event_1yearalready_05_28,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_28,True,,,,,,,,150,150,1.0,,,,,,,,,,,,,15,angry,,17,idle
event_1yearalready_05_29,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_29,True,,,,,,,,L_170,L_1700,0.6,,,,,,,,,,,,,15,angry,,17,sad
event_1yearalready_05_30,130003,event_1yearalready_05,Self,,,Locale_SubScenario:event_1yearalready_05_30,False,,,,,,,,L_1700,L_1700,1.0,,,,,,,,,,,,,15,angry,,17,sad
event_1yearalready_05_31,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_31,True,yan,5,surprise,anchor,3,idle,,L_1700,17,0.6,,,,dolla,1,idle,mast,13,idle2,,,,15,idle,,17,surprise
event_1yearalready_05_32,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_32,True,,5,surprise,,3,idle,,17,17,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,surprise
event_1yearalready_05_33,130003,event_1yearalready_05,Speech,yan,yan,Locale_SubScenario:event_1yearalready_05_33,True,,5,surprise,,3,idle,,S_50,S_50,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,surprise
event_1yearalready_05_34,130003,event_1yearalready_05,Speech,yan,yan,Locale_SubScenario:event_1yearalready_05_34,True,,5,sad,,3,idle,,S_50,S_50,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,surprise
event_1yearalready_05_35,130003,event_1yearalready_05,Speech,dolla,dolla,Locale_SubScenario:event_1yearalready_05_35,True,,5,sad,,3,idle,,S_50,2,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,surprise
event_1yearalready_05_36,130003,event_1yearalready_05,Speech,dolla,dolla,Locale_SubScenario:event_1yearalready_05_36,True,,5,idle,,3,idle,,2,2,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,surprise
event_1yearalready_05_37,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_37,True,,5,idle,,3,idle,,2,2,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_38,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_38,True,,5,idle,,3,idle,,2,2,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_39,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_39,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_40,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_40,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_41,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_41,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,no,,17,idle
event_1yearalready_05_42,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_42,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,no,,17,idle
event_1yearalready_05_43,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_43,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,no,,17,idle
event_1yearalready_05_44,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_44,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,no,,17,idle
event_1yearalready_05_45,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_45,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_46,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_46,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_47,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_47,True,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_48,130003,event_1yearalready_05,Monologue,mast,,Locale_SubScenario:event_1yearalready_05_48,False,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_49,130003,event_1yearalready_05,Self,mast,,Locale_SubScenario:event_1yearalready_05_49,False,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_50,130003,event_1yearalready_05,Self,mast,,Locale_SubScenario:event_1yearalready_05_50,False,,5,idle,,3,idle,,14,14,1.0,,,,,1,idle,,13,idle2,,,,15,idle,,17,idle
event_1yearalready_05_51,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_51,True,,5,idle,,3,idle,,14,150,1.0,,,,,1,idle,,13,idle2,,,,15,surprise,,17,idle
event_1yearalready_05_52,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_52,True,,5,idle,,3,idle,,150,130,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_53,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_53,True,,5,idle,,3,idle,,130,130,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_54,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_54,True,,5,idle,,3,idle,,130,13,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_55,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_55,True,,5,idle,,3,idle,,13,13,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_56,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_56,True,,5,idle,,3,idle,,13,13,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_57,130003,event_1yearalready_05,Speech,mast,mast,Locale_SubScenario:event_1yearalready_05_57,True,,5,idle,,3,idle,,13,13,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_58,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_58,True,,5,idle,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_59,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_59,True,,5,idle,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_60,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_60,True,,5,idle,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_61,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_61,True,,5,idle,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,idle
event_1yearalready_05_62,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_62,True,,5,idle,,3,idle,,150,150,1.0,,,,,1,idle,,13,idle,,,,15,delight,,17,idle
event_1yearalready_05_63,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_63,True,,5,idle,,3,idle,,150,150,1.0,,,,,1,idle,,13,idle,,,,15,delight,,17,idle
event_1yearalready_05_64,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_64,True,,5,idle,,3,idle,,150,150,1.0,,,,,1,idle,,13,idle,,,,15,delight,,17,idle
event_1yearalready_05_65,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_65,True,,5,idle,,3,idle,,150,150,1.0,,,,,1,idle,,13,idle,,,,15,delight,,17,idle
event_1yearalready_05_66,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_66,True,,5,idle,,3,idle,,150,150,1.0,,,,,1,idle,,13,idle,,,,15,delight,,17,idle
event_1yearalready_05_67,130003,event_1yearalready_05,Speech,dolla,dolla,Locale_SubScenario:event_1yearalready_05_67,False,,5,sad,,3,idle,,S_10,S_10,1.0,,,,,1,surprise,,13,idle,,,,15,delight,,17,idle
event_1yearalready_05_68,130003,event_1yearalready_05,Speech,yan,yan,Locale_SubScenario:event_1yearalready_05_68,True,,5,sad,,3,idle,,S_50,S_50,1.0,,,,,1,surprise,,13,idle,,,,15,delight,,17,sad
event_1yearalready_05_69,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_69,True,,5,sad,,3,idle,,16,16,1.0,,,,,1,surprise,,13,idle,,,,15,delight,,17,sad
event_1yearalready_05_70,130003,event_1yearalready_05,Speech,rupee,rupee,Locale_SubScenario:event_1yearalready_05_70,True,,5,sad,,3,idle,,16,16,1.0,,,,,1,surprise,,13,idle,,,,15,delight,,17,sad
event_1yearalready_05_71,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_71,False,,5,sad,,3,idle,,16,16,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_72,130003,event_1yearalready_05,Speech,helm,helm,Locale_SubScenario:event_1yearalready_05_72,True,,5,sad,,3,idle,,16,16,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_73,130003,event_1yearalready_05,Self,,,Locale_SubScenario:event_1yearalready_05_73,False,,5,sad,,3,idle,,16,16,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_74,130003,event_1yearalready_05,Self,,,Locale_SubScenario:event_1yearalready_05_74,False,,5,sad,,3,idle,,16,16,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_75,130003,event_1yearalready_05,Speech,anchor,anchor,Locale_SubScenario:event_1yearalready_05_75,True,,5,etc,,3,surprise,,16,4,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_76,130003,event_1yearalready_05,Self,,,Locale_SubScenario:event_1yearalready_05_76,False,,5,etc,,3,surprise,,4,4,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_77,130003,event_1yearalready_05,Speech,yan,yan,Locale_SubScenario:event_1yearalready_05_77,True,,5,etc,,3,surprise,,4,4,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_78,130003,event_1yearalready_05,Self,,,Locale_SubScenario:event_1yearalready_05_78,False,,5,etc,,3,surprise,,4,4,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
event_1yearalready_05_79,130003,event_1yearalready_05,Narration,,,Locale_SubScenario:event_1yearalready_05_79,False,,5,etc,,3,surprise,,black,black,1.0,,,,,1,idle,,13,idle,,,,15,surprise,,17,sad
