id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,set_camera_shake,play_sound,fade,characters/1/hide_char_id,set_filter_02,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_boomsday_04_s_46,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_46,True,,2,2,1.0,,,3,think,,1,surprise,elegg,elegg,,,,,,,,,
event_boomsday_04_s_47,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_47,True,,2,10,1.0,,,3,idle,,1,special,trony,trony,,,,,,,,,
event_boomsday_04_s_48,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_48,True,,10,10,1.0,,,3,idle,,1,special,trony,trony,,,,,,,,,
event_boomsday_04_s_49,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_49,True,,10,10,1.0,,,3,idle,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_50,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_50,True,,10,10,1.0,,,3,idle,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_51,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_51,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_52,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_52,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_53,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_53,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_54,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_54,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_55,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_55,True,,2,2,1.0,,,3,pain,,1,idle,elegg,elegg,,,black,,,,,,
event_boomsday_04_s_56,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_56,True,,2,2,1.0,,,3,pain,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_57,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_57,True,,2,2,1.0,,,3,pain,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_58,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_58,True,,2,2,1.0,,,3,pain,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_59,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_59,True,,2,2,1.0,,,3,pain,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_60,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_60,True,,2,2,1.0,,,3,idle,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_61,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_61,False,,2,2,1.0,none,,3,idle,,1,surprise,trony,trony,,,,,,,,,
event_boomsday_04_s_62,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_62,True,,2,2,1.0,,,3,idle,,1,surprise,elegg,elegg,,,,,,,,,
event_boomsday_04_s_63,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_63,True,,2,10,1.0,bgm_story_languor,,3,idle,,1,special,trony,trony,,,,,,,,,
event_boomsday_04_s_64,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_64,True,,10,10,1.0,,,3,idle,,1,special,trony,trony,,,,,,,,,
event_boomsday_04_s_65,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_65,True,,10,10,1.0,,,3,idle,,1,special,trony,trony,,,,,,,,,
event_boomsday_04_s_66,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_66,True,,10,10,1.0,,,3,idle,,1,special,trony,trony,,,,,,,,,
event_boomsday_04_s_67,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_67,True,,10,10,1.0,,,3,idle,,1,smile,trony,trony,,,,,,,,,
event_boomsday_04_s_68,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_68,True,,10,10,1.0,,,3,idle,,1,smile,trony,trony,,,,,,,,,
event_boomsday_04_s_69,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_69,True,,S_30,S_30,1.0,,,3,special,,1,smile,elegg,elegg,Low_2,,,,,,,,
event_boomsday_04_s_70,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_70,True,,S_30,S_30,1.0,,,3,pain,,1,smile,elegg,elegg,,,,,,,,,
event_boomsday_04_s_71,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_71,True,,10,10,1.0,,,3,pain,,1,think,trony,trony,,,,,,,,,
event_boomsday_04_s_72,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_72,True,,10,2,1.0,,,3,idle,,1,think,elegg,elegg,,,,,,,,,
event_boomsday_04_s_73,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_73,True,,2,2,1.0,,,3,idle,,1,think,elegg,elegg,,,,,,,,,
event_boomsday_04_s_74,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_74,True,,2,2,1.0,,,3,idle,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_75,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_75,True,,2,2,1.0,,,3,idle,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_76,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_76,True,,2,2,1.0,,,3,idle,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_77,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_77,True,,2,2,1.0,,,3,worry,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_78,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_78,True,,2,2,1.0,,,3,think,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_79,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_79,True,,2,2,1.0,,,3,think,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_80,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_80,True,,2,2,1.0,,,3,worry,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_81,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_81,True,,2,2,1.0,none,,3,worry,,1,idle,trony,trony,,,,,,,,,
event_boomsday_04_s_82,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_82,True,,2,S_30,1.0,bgm_story_backtonormal,,3,pain,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_83,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_83,True,,S_30,S_30,1.0,,,3,surprise,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_84,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_84,True,,S_30,S_30,1.0,,,3,surprise,,1,idle,elegg,elegg,Low_2,,,,,,,,
event_boomsday_04_s_85,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_85,True,,10,10,1.0,,,3,surprise,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_86,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_86,True,,10,10,1.0,,,3,surprise,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_87,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_87,True,,10,10,1.0,,,3,surprise,,1,think,trony,trony,,,,,,,,,
event_boomsday_04_s_88,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_88,True,,S_30,S_300,0.5,,,3,special,,1,think,elegg,elegg,Low_2,,,,,,,,
event_boomsday_04_s_89,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_89,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping2,,,,,,,
event_boomsday_04_s_90,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_90,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_91,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_91,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_92,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_92,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping2,,,,,,,
event_boomsday_04_s_93,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_93,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_94,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_94,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_95,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_95,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,black,,,,,,
event_boomsday_04_s_96,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_96,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_97,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_97,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_98,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_98,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_99,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_99,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_100,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_100,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_101,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_101,True,,S_30,S_30,1.0,,,3,idle,,1,idle,elegg,elegg,,,,,,,,,
event_boomsday_04_s_102,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_102,False,,S_30,2,1.0,,,3,idle,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_103,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_103,True,,2,2,1.0,,,3,idle,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_104,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_104,True,,2,2,1.0,,,3,idle,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_105,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_105,False,,2,2,1.0,,,3,idle,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_106,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_106,True,,2,2,1.0,,,3,idle,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_107,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_107,True,,2,2,1.0,,,3,surprise,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_108,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_108,True,,2,2,1.0,,,3,delight,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_109,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_109,True,,2,2,1.0,,,3,delight,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_110,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_110,True,,2,2,1.0,,,3,delight,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_111,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_111,True,,2,2,1.0,,,3,delight,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_112,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_112,True,,2,2,1.0,,,3,delight,,1,sad,trony,trony,,,,,,,,,
event_boomsday_04_s_113,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_113,True,,2,S_30,1.0,,,3,delight,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_114,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_114,True,,S_30,S_30,1.0,,,3,delight,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_115,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_115,True,,S_30,S_30,1.0,,,3,idle,,1,sad,elegg,elegg,,,,,,,,,
event_boomsday_04_s_116,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_116,False,,black,black,1.0,,,3,idle,,1,sad,,,,sfx_scn_tablettapping,,trony,,,,,
event_boomsday_04_s_117,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_117,False,,black,black,1.0,,,3,idle,,,,,,,sfx_scn_tablettapping2,,,,,,,
event_boomsday_04_s_118,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_118,False,,black,black,1.0,,,3,idle,,,,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_119,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_119,False,,black,black,1.0,,,3,idle,,,,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_120,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_120,True,,S_300,S_300,1.0,none,,3,think,,,,elegg,elegg,,,black,,Vignetting,,,,
event_boomsday_04_s_121,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_121,False,,black,black,1.0,,,3,idle,,,,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_122,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_122,False,,black,black,1.0,,,3,idle,,,,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_123,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_123,False,,black,black,1.0,,,3,idle,trony,1,idle,,,,sfx_scn_tablettapping,,,,,,,
event_boomsday_04_s_124,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_124,False,,black,black,1.0,,,3,idle,,1,idle,,,,sfx_scn_tablettapping2,,,,elegg,,,
event_boomsday_04_s_125,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_125,False,ArkRuinIndoor,13,1,1.0,bgm_story_trauma,,,,,1,surprise,,,,,black,,,,,,
event_boomsday_04_s_126,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_126,False,,1,1,1.0,,,,,,1,surprise,,,,,,,,,,,
event_boomsday_04_s_127,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_127,False,,1,1,1.0,,,,,,1,surprise,,,,,,,,,,,
event_boomsday_04_s_128,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_128,False,,1,1,1.0,,,,,,1,surprise,,,,,,,,,,,
event_boomsday_04_s_129,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_129,False,,1,10,1.0,,,,,,1,sad,,,,,,,,,,,
event_boomsday_04_s_130,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_130,False,,black,black,1.0,,,,,,1,sad,,,,,,,,,,,
event_boomsday_04_s_131,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_131,False,,black,black,1.0,,,,,,1,sad,,,,,,trony,,,booms_event,1,idle
event_boomsday_04_s_132,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_132,False,,booms_01,booms_01,1.0,,,,,,,,trony,trony,,,,,,,,1,idle
event_boomsday_04_s_133,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_133,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_134,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_134,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_135,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_135,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_136,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_136,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_137,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_137,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_138,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_138,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_139,40040,event_boomsday_04_s,Narration,Locale_SubScenario:event_boomsday_04_s_139,False,,booms_01,booms_01,1.0,,,,,,,,,,,,,,,,,1,idle
event_boomsday_04_s_140,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_140,True,,booms_01,booms_01,1.0,none,,,,,,,elegg,elegg,,,,,,,,1,idle
event_boomsday_04_s_141,40040,event_boomsday_04_s,Speech,Locale_SubScenario:event_boomsday_04_s_141,True,,black,black,1.0,,,,,,,,trony,trony,,,,,,,,1,idle
