id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/hide_char_id,characters/7/hide_char_id
event_beautyfullshot2_05_s_11,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_11,True,,5,idle,,3,idle,,7,worry,,75,75,1.0,,anis_s,anis_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_12,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_12,False,,5,surprise,,3,idle,,7,worry,,75,75,1.0,,neon_s,neon_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_13,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_13,True,,5,surprise,,3,idle,,7,worry,,75,75,1.0,,neon_s,neon_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_14,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_14,True,,5,no,,3,idle,,7,worry,,75,75,1.0,,neon_s,neon_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_15,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_15,True,,5,no,,3,idle,,7,worry,,75,75,1.0,,anis_s,anis_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_16,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_16,True,,5,worry,,3,idle,,7,worry,,75,53,1.0,,neon_s,neon_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_17,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_17,True,,5,worry,,3,worry,,7,worry,,53,53,1.0,,rapi_s,rapi_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_18,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_18,True,,5,worry,,3,worry,,7,worry,,53,53,1.0,,neon_s,neon_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_19,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_19,True,,5,worry,,3,worry,,7,worry,,53,53,1.0,,rapi_s,rapi_s,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_20,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_20,True,,5,worry,,3,worry,,7,worry,,113,113,1.0,,rosanna_s,rosanna_s,neon_s,rapi_s,anis_s,sakura_s,1,smile,rosanna_s,13,idle,mary_s,3,idle,black,,,,,,,,,,,
event_beautyfullshot2_05_s_21,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_21,True,,,,,,,,,,,113,113,1.0,,sakura_s,sakura_s,,,,,1,smile,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_22,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_22,True,,,,,,,,,,,113,113,1.0,,rosanna_s,rosanna_s,,,,,1,smile,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_23,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_23,True,,,,,,,,,,,113,113,1.0,,sakura_s,sakura_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_24,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_24,True,,,,,,,,,,,113,31,1.0,,mary_s,mary_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_25,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_25,True,,,,,,,,,,,31,31,1.0,,mary_s,mary_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_26,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_26,True,,,,,,,,,,,31,31,1.0,,mary_s,mary_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_27,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_27,True,,,,,,,,,,,31,31,1.0,,sakura_s,sakura_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_28,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_28,True,,,,,,,,,,,31,113,1.0,,rosanna_s,rosanna_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_29,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_29,True,,,,,,,,,,,113,113,1.0,,rosanna_s,rosanna_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_30,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_30,False,,,,,,,,,,,113,113,1.0,,sakura_s,sakura_s,,,,,1,idle,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_31,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_31,True,,,,,,,,,,,113,10,1.0,,sakura_s,sakura_s,,,,,1,smile,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_32,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_32,True,,,,,,,,,,,10,10,1.0,,sakura_s,sakura_s,,,,,1,smile,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_33,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_33,True,,,,,,,,,,,10,10,1.0,,sakura_s,sakura_s,,,,,1,smile,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_34,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_34,True,,,,,,,,,,,10,113,1.0,,rosanna_s,rosanna_s,,,,,1,smile,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_35,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_35,False,,,,,,,,,,,113,113,1.0,,sakura_s,sakura_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_36,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_36,True,,,,,,,,,,,113,113,1.0,,rosanna_s,rosanna_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_37,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_37,True,,,,,,,,,,,113,113,1.0,,sakura_s,sakura_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_38,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_38,True,,,,,,,,,,,113,113,1.0,,rosanna_s,rosanna_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_39,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_39,True,,,,,,,,,,,113,31,1.0,,mary_s,mary_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_40,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_40,True,,,,,,,,,,,31,31,1.0,,mary_s,mary_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_41,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_41,False,,,,,,,,,,,31,31,1.0,,sakura_s,sakura_s,,,,,1,special,,13,idle,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_05_s_42,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_42,True,,,,,,,,,,,S_170,S_1700,0.5,,jackal,jackal,,,,,1,special,,13,idle,,3,idle,black,sakura_s,rosanna_s,mary_s,viper_s,15,idle,jackal,17,shy_02,,
event_beautyfullshot2_05_s_43,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_43,True,,,,,,,,,,,S_1700,S_1700,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_44,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_44,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_45,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_45,True,,,,,,,,,,,S_1700,S_1700,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_46,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_46,True,,,,,,,,,,,S_1700,S_170,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_47,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_47,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_48,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_48,True,,,,,,,,,,,S_150,1517,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_49,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_49,True,,,,,,,,,,,1517,1517,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_50,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_50,True,,,,,,,,,,,1517,1517,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,shy_02,,
event_beautyfullshot2_05_s_51,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_51,True,,,,,,,,,,,1517,1517,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_52,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_52,True,,,,,,,,,,,1517,1517,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_53,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_53,True,,,,,,,,,,,1517,1517,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_54,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_54,True,,,,,,,,,,,1517,1517,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_55,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_55,True,,,,,,,,,,,1517,1517,1.0,,jackal,jackal,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_56,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_56,True,,,,,,,,,,,1517,1517,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_57,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_57,False,,,,,,,,,,,1517,1517,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_58,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_58,True,,,,,,,,,,,1517,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_59,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_59,False,,,,,,,,,,,S_150,S_150,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_60,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_60,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_61,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_61,False,,,,,,,,,,,S_150,S_150,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_62,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_62,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_63,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_63,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_64,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_64,False,,,,,,,,,,,S_150,S_150,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_65,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_65,False,,,,,,,,,,,S_150,S_150,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_66,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_66,True,,,,,,,,,,,S_150,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_67,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_67,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_68,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_68,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_69,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_69,False,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_70,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_70,True,,,,,,,,,,,S_1500,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_71,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_71,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_72,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_72,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_73,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_73,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_74,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_74,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_75,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_75,False,,,,,,,,,,,S_150,S_150,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_76,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_76,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_77,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_77,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_78,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_78,True,,,,,,,,,,,S_150,S_150,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_79,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_79,True,,,,,,,,,,,S_150,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_80,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_80,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,good,,17,crazy,,
event_beautyfullshot2_05_s_81,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_81,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,shy,,17,crazy,,
event_beautyfullshot2_05_s_82,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_82,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,shy,,17,crazy,,
event_beautyfullshot2_05_s_83,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_83,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,shy,,17,crazy,,
event_beautyfullshot2_05_s_84,40052,event_beautyfullshot2_05_s,Self,Locale_MainScenario:event_beautyfullshot2_05_s_84,False,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,,,,,,,,,,,,,,,,,,,15,shy,,17,crazy,,
event_beautyfullshot2_05_s_85,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_85,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_86,40052,event_beautyfullshot2_05_s,Speech,Locale_MainScenario:event_beautyfullshot2_05_s_86,True,,,,,,,,,,,S_1500,S_1500,1.0,,viper_s,viper_s,,,,,,,,,,,,,,,,,,15,idle,,17,crazy,,
event_beautyfullshot2_05_s_87,40052,event_beautyfullshot2_05_s,Monologue,Locale_MainScenario:event_beautyfullshot2_05_s_87,False,maiden_s,1,idle,guilty_s,3,idle,,,,CoralIsland_n,black,black,1.0,none,maiden_s,,,,,,,,,,,,,,black,,,,,15,idle,,17,crazy,viper_s,jackal
event_beautyfullshot2_05_s_88,40052,event_beautyfullshot2_05_s,Monologue,Locale_MainScenario:event_beautyfullshot2_05_s_88,False,,1,idle,,3,idle,,,,,31,31,1.0,,maiden_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_89,40052,event_beautyfullshot2_05_s,Monologue,Locale_MainScenario:event_beautyfullshot2_05_s_89,False,,1,idle,,3,idle,,,,,31,31,1.0,,maiden_s,,,,,,,,,,,,,,,,,,,,,,,,,
event_beautyfullshot2_05_s_90,40052,event_beautyfullshot2_05_s,Monologue,Locale_MainScenario:event_beautyfullshot2_05_s_90,False,,1,idle,,3,idle,,,,,31,31,1.0,,maiden_s,,,,,,,,,,,,,,,,,,,,,,,,,
