id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade
event_footstepwalkrun1_04_s_11,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_11,True,,1,idle,,1315,1315,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_12,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_12,True,,1,idle,,1315,1315,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_13,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_13,True,,1,idle,,1315,1315,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_14,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_14,True,,1,idle,,1315,1315,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_15,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_15,True,,1,idle,,1315,1315,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_16,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_16,True,,1,idle,,1315,1315,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_17,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_17,False,,1,idle,,black,black,1.0,none,,rapi_m,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_18,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_18,False,,1,idle,,black,black,1.0,,,rapi_m,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_19,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_19,True,,1,idle,,L_1500,L_1500,1.0,bgm_theruinedcity,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_20,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_20,True,,1,idle,,100,100,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_21,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_21,True,,1,idle,,S_1300,S_1300,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_22,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_22,True,,1,idle,,100,100,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_23,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_23,True,,1,idle,,L_1500,L_1500,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_24,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_24,True,,1,idle,,L_1500,L_1500,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_25,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_25,True,,1,idle,,L_1500,S_1300,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_26,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_26,True,,1,idle,,S_1300,S_1300,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_27,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_27,True,,1,idle,,100,100,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_28,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_28,True,,1,idle,,L_1500,L_1500,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_29,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_29,True,,1,idle,,L_1500,L_1500,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_30,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_30,True,,1,idle,,100,10,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_31,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_31,True,,1,idle,,10,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_32,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_32,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_33,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_33,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_34,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_34,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_35,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_35,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_36,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_36,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_37,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_37,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_38,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_38,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_39,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_39,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_40,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_40,True,,1,idle,,L_150,L_150,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_41,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_41,True,,1,idle,,10,10,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_42,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_42,True,,1,idle,,L_150,L_150,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_43,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_43,True,,1,idle,,10,10,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_44,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_44,True,,1,idle,,L_150,L_150,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_45,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_45,True,,1,idle,,L_150,L_150,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_46,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_46,True,,1,idle,,10,100,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_47,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_47,False,,1,idle,,L_1500,L_1500,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_48,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_48,False,,1,idle,,S_1300,S_1300,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_49,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_49,True,,1,idle,,L_1500,L_150,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_50,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_50,True,,1,idle,,L_150,S_130,0.7,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_51,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_51,True,,1,idle,,S_130,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_52,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_52,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_53,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_53,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_54,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_54,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_55,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_55,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_56,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_56,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_57,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_57,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_58,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_58,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_59,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_59,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_60,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_60,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_61,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_61,False,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_62,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_62,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_63,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_63,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_64,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_64,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_65,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_65,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_66,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_66,True,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_67,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_67,True,,1,idle,,113,S_130,0.5,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_68,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_68,True,,1,idle,,S_130,S_130,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_69,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_69,True,,1,idle,,S_130,S_130,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_70,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_70,True,,1,idle,,S_130,S_1300,0.5,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_71,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_71,True,,1,idle,,L_1500,L_1500,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_72,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_72,True,,1,idle,,S_1300,S_1300,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_73,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_73,True,,1,idle,,S_1300,S_130,0.7,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_74,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_74,True,,1,idle,,S_130,S_130,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_75,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_75,True,,1,idle,,S_130,1315,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_76,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_76,True,,1,idle,,1315,1315,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_77,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_77,False,,1,idle,,1315,1315,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_78,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_78,True,,1,idle,,1315,1315,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_79,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_79,True,,1,idle,,1315,1315,1.0,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_80,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_80,True,,1,idle,,1315,1315,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_81,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_81,True,,1,idle,,1315,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_82,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_82,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_83,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_83,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_84,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_84,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_85,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_85,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_86,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_86,True,,1,idle,,113,113,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_87,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_87,False,,1,idle,,113,113,1.0,,,rapi_m,rapi_m,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_88,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_88,False,,1,idle,,113,1,1.0,,,rapi_m,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_89,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_89,False,,1,idle,,1,10,1.0,,,rapi_m,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_90,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_90,False,,1,idle,,10,100,1.0,,,rapi_m,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_91,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_91,False,,1,idle,,black,black,1.0,none,sfx_scn_bodyhit,rapi_m,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_92,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_92,True,,1,idle,,S_130,S_1300,0.5,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_93,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_93,True,,1,idle,,S_1300,S_1300,1.0,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_94,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_94,True,,1,idle,,L_150,L_1500,0.5,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_95,40066,event_footstepwalkrun1_04_s,Narration,Locale_MainScenario:event_footstepwalkrun1_04_s_95,False,,1,idle,,black,black,1.0,,sfx_scn_bodyhit2,loudnikke,,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_96,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_96,True,,1,idle,,S_130,S_1300,0.5,,,behavenikke,behavenikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_97,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_97,True,,1,idle,,L_150,L_1500,0.5,,,loudnikke,loudnikke,,13,idle,,15,idle,,,,,,,,,,,,,
event_footstepwalkrun1_04_s_98,40066,event_footstepwalkrun1_04_s,Self,Locale_MainScenario:event_footstepwalkrun1_04_s_98,False,,1,idle,CommanderRoom,100,100,1.0,,,rapi_red,,,13,idle,,15,idle,rapi_m,behavenikke,loudnikke,rapi_red,1,idle,anis,13,worry,neon,15,idle,black
event_footstepwalkrun1_04_s_99,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_99,False,,,,,100,1300,1.0,,,anis,anis,,,,,,,,,,,1,idle,,13,worry,,15,idle,
event_footstepwalkrun1_04_s_100,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_100,False,,,,,1300,S_1500,1.0,,,neon,neon,,,,,,,,,,,1,idle,,13,worry,,15,idle,
event_footstepwalkrun1_04_s_101,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_101,True,,,,,100,10,1.0,,,rapi_red,rapi_red,,,,,,,,,,,1,idle,,13,worry,,15,idle,
event_footstepwalkrun1_04_s_102,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_102,True,,,,,S_150,S_150,1.0,,,neon,neon,,,,,,,,,,,1,idle,,13,worry,,15,idle,
event_footstepwalkrun1_04_s_103,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_103,True,,,,,S_150,130,1.0,,,anis,anis,,,,,,,,,,,1,idle,,13,worry,,15,idle,
event_footstepwalkrun1_04_s_104,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_104,True,,,,,130,10,1.0,,,rapi_red,rapi_red,,,,,,,,,,,1,idle,,13,worry,,15,idle,
event_footstepwalkrun1_04_s_105,40066,event_footstepwalkrun1_04_s,Speech,Locale_MainScenario:event_footstepwalkrun1_04_s_105,True,,,,,10,10,1.0,,,rapi_red,rapi_red,,,,,,,,,,,1,idle,,13,worry,,15,idle,
