id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_juveniledays_06_e_14,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_14,True,,130,130,1.0,,,,1,idle,,,13,pain,,,3,no,,,,,
event_juveniledays_06_e_15,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_15,True,,130,130,1.0,,,,1,idle,,,13,pain,,,3,no,,,,,
event_juveniledays_06_e_16,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_16,True,,XS_30,XS_30,1.0,,,,1,idle,,,13,pain,,,3,no,,,,,
event_juveniledays_06_e_17,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_17,True,,XS_30,XS_30,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_18,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_18,False,,XS_30,12,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_19,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_19,True,,12,12,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_20,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_20,True,,12,12,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_21,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_21,True,,12,12,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_22,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_22,True,,12,12,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_23,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_23,True,,12,12,1.0,,,,1,idle,,,13,pain,,,3,cry,,,,,
event_juveniledays_06_e_24,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_24,True,,12,12,1.0,,,,1,idle,,,13,angry,,,3,cry,,,,,
event_juveniledays_06_e_25,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_25,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,cry,,,,,
event_juveniledays_06_e_26,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_26,True,,XS_30,XS_30,1.0,,,,1,idle,,,13,idle,,,3,angry,,,,,
event_juveniledays_06_e_27,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_27,True,,XS_30,XS_30,1.0,,,,1,idle,,,13,idle,,,3,angry,,,,,
event_juveniledays_06_e_28,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_28,True,,XS_30,10,1.0,,,,1,delight,,,13,idle,,,3,angry,,,,,
event_juveniledays_06_e_29,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_29,False,,10,10,1.0,,,,1,delight,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_30,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_30,True,,10,130,1.0,,,,1,delight,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_31,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_31,True,,130,130,1.0,,,,1,delight,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_32,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_32,True,,130,130,1.0,,,,1,delight,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_33,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_33,True,,130,130,1.0,,,,1,delight,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_34,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_34,True,,130,XS_30,1.0,,,,1,delight,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_35,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_35,True,,XS_30,XS_30,1.0,,,,1,delight,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_36,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_36,True,,XS_30,10,1.0,,,,1,angry,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_37,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_37,True,,10,10,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_38,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_38,True,,10,10,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_39,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_39,True,,10,10,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_40,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_40,True,,130,130,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_41,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_41,True,,10,10,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_42,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_42,True,,10,10,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_43,40053,event_juveniledays_06_e,Monologue,ein,,Locale_SubScenario:event_juveniledays_06_e_43,False,,10,10,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_44,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_44,True,,10,10,1.0,none,,,1,idle,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_45,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_45,True,,10,10,1.0,,,,1,delight,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_46,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_46,True,,10,10,1.0,,,,1,surprise,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_47,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_47,True,,10,100,1.0,,,,1,delight,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_48,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_48,True,,100,100,1.0,,,,1,delight,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_49,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_49,True,,100,100,1.0,,,,1,delight,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_50,40053,event_juveniledays_06_e,Monologue,ein,,Locale_SubScenario:event_juveniledays_06_e_50,True,,100,100,1.0,,,,1,delight,,,13,good,,,3,idle,,,,,
event_juveniledays_06_e_51,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_51,False,,1300,1300,1.0,,,,1,delight,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_52,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_52,True,,XS_300,XS_300,1.0,,,,1,delight,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_53,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_53,False,,10,10,1.0,,,,1,delight,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_54,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_54,True,,10,10,1.0,,,,1,delight,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_55,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_55,True,,10,10,1.0,,,,1,delight,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_56,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_56,True,,10,100,1.0,,,,1,idle,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_57,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_57,True,,100,100,1.0,,,,1,idle,,,13,surprise,,,3,surprise,,,,,
event_juveniledays_06_e_58,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_58,True,,1300,1300,1.0,bgm_story_impression,,,1,idle,,,13,shy,,,3,surprise,,,,,
event_juveniledays_06_e_59,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_59,True,,1300,1300,1.0,,,,1,idle,,,13,shy,,,3,surprise,,,,,
event_juveniledays_06_e_60,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_60,True,,XS_300,XS_300,1.0,,,,1,idle,,,13,shy,,,3,surprise,,,,,
event_juveniledays_06_e_61,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_61,True,,XS_300,XS_300,1.0,,,,1,idle,,,13,shy,,,3,surprise,,,,,
event_juveniledays_06_e_62,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_62,True,,XS_300,12,1.0,,,,1,idle,,,13,shy,,,3,surprise,,,,,
event_juveniledays_06_e_63,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_63,True,,12,12,1.0,,,,1,idle,,,13,good,,,3,surprise,,,,,
event_juveniledays_06_e_64,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_64,True,,12,2,1.0,,,,1,idle,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_65,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_65,True,,2,2,1.0,,,,1,idle,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_66,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_66,True,,2,2,1.0,,,,1,idle,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_67,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_67,False,,2,10,1.0,,,,1,idle,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_68,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_68,True,,10,10,1.0,,,,1,surprise,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_69,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_69,True,,10,100,1.0,,,,1,shy,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_70,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_70,True,,100,100,1.0,,,,1,shy,,,13,good,,,3,angry,,,,,
event_juveniledays_06_e_71,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_71,True,,black,black,1.0,,,,1,shy,ein,,13,good,zwei,,3,angry,rei,juveniledays_event,1,idle,
event_juveniledays_06_e_72,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_72,False,,juveniledays_01,juveniledays_01,1.0,,black,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_73,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_73,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_74,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_74,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_75,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_75,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_76,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_76,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_77,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_77,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_78,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_78,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_79,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_79,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_80,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_80,False,,juveniledays_01,juveniledays_04,1.2,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_81,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_81,False,,juveniledays_04,juveniledays_04,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_82,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_82,False,,juveniledays_04,juveniledays_04,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_83,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_83,False,,juveniledays_04,juveniledays_04,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_84,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_84,False,,juveniledays_04,juveniledays_04,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_85,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_85,False,,juveniledays_04,juveniledays_04,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_86,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_86,False,,juveniledays_04,juveniledays_03,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_87,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_87,False,,juveniledays_03,juveniledays_03,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_88,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_88,False,,juveniledays_03,juveniledays_02,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_89,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_89,False,,juveniledays_02,juveniledays_02,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_90,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_90,False,,juveniledays_02,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_91,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_91,False,,juveniledays_01,juveniledays_01,1.0,,,,,,,,,,,,,,,,1,idle,
event_juveniledays_06_e_92,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_92,True,,10,10,1.0,,black,ein,1,surprise,,zwei,13,good,,rei,3,delight,,,1,idle,juveniledays_event
event_juveniledays_06_e_93,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_93,True,,10,10,1.0,,,,1,surprise,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_94,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_94,True,,10,10,1.0,,,,1,surprise,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_95,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_95,True,,10,10,1.0,,,,1,surprise,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_96,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_96,True,,10,100,1.0,,,,1,surprise,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_97,40053,event_juveniledays_06_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_06_e_97,True,,100,100,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_98,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_98,True,,100,12,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_99,40053,event_juveniledays_06_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_06_e_99,True,,12,12,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_100,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_100,True,,12,2,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_101,40053,event_juveniledays_06_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_06_e_101,True,,2,2,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_102,40053,event_juveniledays_06_e,Monologue,rei,,Locale_SubScenario:event_juveniledays_06_e_102,False,,black,black,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_103,40053,event_juveniledays_06_e,Monologue,rei,,Locale_SubScenario:event_juveniledays_06_e_103,False,,black,black,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_104,40053,event_juveniledays_06_e,Monologue,rei,,Locale_SubScenario:event_juveniledays_06_e_104,False,,black,black,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
event_juveniledays_06_e_105,40053,event_juveniledays_06_e,Narration,rei,,Locale_SubScenario:event_juveniledays_06_e_105,False,,black,black,1.0,,,,1,shy,,,13,good,,,3,delight,,,,,
