id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/5/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake,set_filter_01,set_filter_02,jump_target
event_freezeacpu_02_s_16,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_16,True,,7,idle,,5,idle,,9,sad,,,,,,,,9,9,1.0,,,,,,,,,,
event_freezeacpu_02_s_17,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_17,True,,7,idle,,5,idle,,9,sad,,,,,,,,9,9,1.0,,,,,,,,,,
event_freezeacpu_02_s_18,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_18,True,,7,idle,,5,idle,,9,sad,,,,,,,,9,9,1.0,,,,,,,,,,
event_freezeacpu_02_s_19,40030,event_freezeacpu_02_s,Self,,,Locale_SubScenario:event_freezeacpu_02_s_19,False,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,,,,,,
event_freezeacpu_02_s_20,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_20,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,S_90,1.0,,,,,,,,,,
event_freezeacpu_02_s_21,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_21,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_90,S_90,1.0,,,,,,,,,,
event_freezeacpu_02_s_22,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_22,True,,7,idle,,5,idle,,9,delight,,,,,,,,S_90,S_90,1.0,,,,,,,,,,
event_freezeacpu_02_s_23,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_23,True,,7,idle,,5,idle,,9,delight,,,,,,,,S_90,S_90,1.0,,,,,,,,,,
event_freezeacpu_02_s_24,40030,event_freezeacpu_02_s,Self,,,Locale_SubScenario:event_freezeacpu_02_s_24,False,,7,idle,,5,idle,,9,delight,,,,,,,,S_90,S_90,1.0,,,,,,,,,,
event_freezeacpu_02_s_25,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_25,True,,7,idle,,5,idle,,9,delight,,,,,,,,S_90,9,1.0,,,,,,,,,,
event_freezeacpu_02_s_26,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_26,True,,7,delight,,5,delight,,9,idle,,,,,,,,9,6,1.0,,,,,,,,,,
event_freezeacpu_02_s_27,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_27,True,,7,delight,,5,delight,,9,idle,,,,,,,,6,6,1.0,,,,,,,,,,
event_freezeacpu_02_s_28,40030,event_freezeacpu_02_s,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_s_28,True,,7,delight,,5,delight,,9,idle,,,,,,,,6,6,1.0,,,,,,,,,,
event_freezeacpu_02_s_29,40030,event_freezeacpu_02_s,Monologue,,,Locale_SubScenario:event_freezeacpu_02_s_29,False,,7,delight,,5,delight,,9,idle,,,,,,,,black,black,1.0,,,,,,,,,,
event_freezeacpu_02_s_30,40030,event_freezeacpu_02_s,Monologue,,,Locale_SubScenario:event_freezeacpu_02_s_30,False,,7,delight,,5,delight,,9,idle,staff,1,idle,,,,,black,black,1.0,,,,novel,3,think,,,,
event_freezeacpu_02_s_31,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_31,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,0.6,none,,,,3,think,,,,
event_freezeacpu_02_s_32,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_32,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_33,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_33,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_34,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_34,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_35,40030,event_freezeacpu_02_s,Self,,,Locale_SubScenario:event_freezeacpu_02_s_35,False,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,3,1.0,bgm_story_languor,,,,3,think,,,,
event_freezeacpu_02_s_36,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_36,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,3,S_30,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_37,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_37,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_38,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_38,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,50,50,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_39,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_39,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,50,50,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_40,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_40,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_41,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_41,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,5,5,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_42,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_42,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,13,13,1.0,,,,,3,think,Low_2,Vignetting,Red,
event_freezeacpu_02_s_43,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_43,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,13,130,0.5,,,,,3,think,Low_2,Vignetting,Red,
event_freezeacpu_02_s_44,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_44,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,3,S_30,0.5,,,,,3,think,,Red,,
event_freezeacpu_02_s_45,40030,event_freezeacpu_02_s,Self,,,Locale_SubScenario:event_freezeacpu_02_s_45,False,,7,idle,,5,void,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_46,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_46,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_47,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_47,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_48,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_48,True,,7,surprise,,5,void,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_49,40030,event_freezeacpu_02_s,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_s_49,True,,7,surprise,,5,void,,9,idle,,1,idle,,,,,6,6,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_50,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_50,True,,7,surprise,,5,worry,,9,idle,,1,idle,,,,,6,6,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_51,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_51,True,,7,surprise,,5,worry,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_52,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_52,True,,7,surprise,,5,worry,,9,idle,,1,idle,,,,,S_30,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_53,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_53,True,,7,surprise,,5,worry,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_54,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_54,True,,7,surprise,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_55,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_55,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_56,40030,event_freezeacpu_02_s,Narration,,,Locale_SubScenario:event_freezeacpu_02_s_56,False,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_57,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_57,False,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_30,S_30,1.0,,,,,3,think,Low_2,,,
event_freezeacpu_02_s_58,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_58,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_30,S_300,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_59,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_59,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_300,S_30,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_60,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_60,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_30,31,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_61,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_61,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_62,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_62,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_63,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_63,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,31,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_64,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_64,False,,7,idle,,5,idle,,9,idle,,1,idle,,,,,31,3,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_65,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_65,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,3,3,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_66,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_66,True,,7,idle,,5,void,,9,idle,,1,idle,,,,,3,4,0.7,,,,,3,pain,,,,
event_freezeacpu_02_s_67,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_67,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,4,4,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_68,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_68,True,,7,idle,,5,delight,,9,idle,,1,idle,,,,,4,4,1.0,,,,,3,pain,,,,
event_freezeacpu_02_s_69,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_69,True,,7,idle,,5,delight,,9,idle,,1,idle,,,,,4,4,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_70,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_70,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,4,4,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_71,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_71,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,4,4,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_72,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_72,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_90,S_90,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_73,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_73,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_90,S_90,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_74,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_74,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,S_90,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_75,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_75,True,,7,idle,,5,idle,,9,special_02,,1,idle,,,,,9,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_76,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_76,True,,7,idle,,5,idle,,9,special_02,,1,idle,,,,,9,S_90,0.5,,,,,3,idle,,,,
event_freezeacpu_02_s_77,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_77,False,,7,idle,,5,idle,,9,special_02,,1,idle,,,,,10,10,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_78,40030,event_freezeacpu_02_s,Speech,staff,staff,Locale_SubScenario:event_freezeacpu_02_s_78,True,,7,idle,,5,idle,,9,special_02,,1,idle,,,,,10,10,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_79,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_79,True,,7,idle,,5,idle,,9,sad,,1,idle,,,,,9,9,0.5,,,,,3,idle,,,,
event_freezeacpu_02_s_80,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_80,True,,7,idle,,5,idle,,9,sad,,1,idle,,,,,9,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_81,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_81,False,,7,no,,5,no,,9,sad,,1,idle,,,,,6,6,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_82,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_82,True,,7,no,,5,no,,9,sad,,1,idle,,,,,6,6,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_83,40030,event_freezeacpu_02_s,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_s_83,True,,7,no,,5,no,,9,sad,,1,idle,,,,,6,6,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_84,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_84,True,,7,idle,,5,idle,,9,sad,,1,idle,,,,,9,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_85,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_85,True,,7,idle,,5,idle,,9,idle,,1,idle,,,,,9,9,1.0,,staff,,,3,idle,,,,
event_freezeacpu_02_s_86,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_86,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_87,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_87,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_88,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_88,True,,7,idle,,5,idle,,9,delight,,,,,,,,9,S_90,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_89,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_89,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_90,S_90,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_90,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_90,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_90,S_90,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_91,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_91,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_92,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_92,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_93,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_93,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_94,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_94,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_90,S_90,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_95,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_95,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_90,S_90,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_96,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_96,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,S_30,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_97,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_97,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,S_30,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_98,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_98,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,3,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_99,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_99,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_100,40030,event_freezeacpu_02_s,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_s_100,True,,7,idle,,5,idle,,9,idle,,,,,,,,9,9,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_101,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_101,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_30,S_300,0.6,,,,,3,delight,,,,
event_freezeacpu_02_s_102,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_102,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_103,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_103,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_104,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_104,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_105,40030,event_freezeacpu_02_s,Choice,,,Locale_SubScenario:event_freezeacpu_02_s_105,False,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,idle,,,,event_freezeacpu_02_s_107
event_freezeacpu_02_s_106,40030,event_freezeacpu_02_s,Choice,,,Locale_SubScenario:event_freezeacpu_02_s_106,False,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,idle,,,,event_freezeacpu_02_s_109
event_freezeacpu_02_s_107,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_107,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,think,,,,
event_freezeacpu_02_s_108,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_108,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,think,,,,event_freezeacpu_02_s_110
event_freezeacpu_02_s_109,40030,event_freezeacpu_02_s,Speech,novel,novel,Locale_SubScenario:event_freezeacpu_02_s_109,True,,7,idle,,5,idle,,9,idle,,,,,,,,S_300,S_300,1.0,,,,,3,delight,,,,
event_freezeacpu_02_s_110,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_110,True,,7,idle,,5,idle,,9,idle,,,,,,,,6,6,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_111,40030,event_freezeacpu_02_s,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_s_111,True,,7,idle,,5,idle,,9,idle,,,,,,,,6,6,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_112,40030,event_freezeacpu_02_s,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_s_112,True,,7,idle,,5,idle,,9,idle,,,,,,,,6,6,1.0,,,,,3,idle,,,,
event_freezeacpu_02_s_113,40030,event_freezeacpu_02_s,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_s_113,True,,7,idle,,5,delight,,9,idle,,,,,,,,6,6,1.0,,,,,3,idle,,,,
