id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_madeinrush_03_18,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_18,True,,L_100,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_19,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_19,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_20,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_20,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_21,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_21,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_22,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_22,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_23,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_23,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_24,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_24,True,,12,12,1.0,,,1,special,,13,shy2
d_contents_madeinrush_03_25,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_25,True,,12,12,1.0,,,1,special,,13,shy2
d_contents_madeinrush_03_26,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_26,True,,12,12,1.0,,,1,special,,13,shy2
d_contents_madeinrush_03_27,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_27,True,,12,12,1.0,,,1,special,,13,shy2
d_contents_madeinrush_03_28,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_28,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_29,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_29,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_30,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_30,False,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_31,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_31,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_32,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_32,True,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_33,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_33,False,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_34,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_34,True,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_35,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_35,False,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_36,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_36,True,,12,12,1.0,,,1,delight,,13,shy2
