id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_filter_01,play_ambient,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_oldtales1_03_s_32,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_32,True,,1,12,1.0,,,,,,,1,idle,,,13,delight,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_33,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_33,True,,12,12,1.0,,,,,,,1,delight,,,13,delight,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_34,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_34,True,,12,12,1.0,,,,,,,1,delight,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_35,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_35,False,,S_30,S_30,1.0,,,,,,,1,delight,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_36,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_36,False,,black,black,1.0,none,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_37,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_37,False,,6,2,1.0,event_bgm_oldtales_dutycall,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_38,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_38,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_39,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_39,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_40,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_40,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_41,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_41,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_42,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_42,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_43,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_43,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_44,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_44,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_45,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_45,True,,2,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_46,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_46,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_47,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_47,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,smile_blue,,,,,,,,,,,,,
event_oldtales1_03_s_48,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_48,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,smile_blue,,,,,,,,,,,,,
event_oldtales1_03_s_49,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_49,True,,S_30,2,1.0,,,,,,,1,delight,,,13,idle,,,3,smile_blue,,,,,,,,,,,,,
event_oldtales1_03_s_50,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_50,True,,2,2,1.0,,,,,,,1,delight,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_51,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_51,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_52,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_52,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_53,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_53,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_54,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_54,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_55,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_55,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_56,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_56,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_57,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_57,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_58,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_58,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_59,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_59,True,,S_30,2,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_60,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_60,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_61,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_61,True,,2,2,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_62,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_62,True,,2,10,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_63,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_63,True,,10,10,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_64,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_64,True,,10,130,1.0,,,,,,,1,worry,,,13,delight,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_65,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_65,True,,130,130,1.0,,,,,,,1,worry,,,13,delight,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_66,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_66,False,,S_30,3,1.0,,,sfx_scn_rustle_2,,,,1,worry,,,13,delight,,,3,idle_blue,,,,,,,,,,,,,
event_oldtales1_03_s_67,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_67,True,,3,3,1.0,,,,,,,1,worry,,,13,delight,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_68,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_68,True,,3,3,1.0,,,,,,,1,worry,,,13,delight,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_69,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_69,False,,3,3,1.0,,,sfx_scn_heelfootstep,,,,1,worry,,,13,delight,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_70,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_70,False,TechIndoor,3,3,1.0,,,,,,,1,worry,,,13,delight,,,3,delight_blue,,,,,,,,,,,,,
event_oldtales1_03_s_71,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_71,False,,3,8,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,littlemermaid,9,idle,,hansel,7,void,,gretel,5,idle,
event_oldtales1_03_s_72,40061,event_oldtales1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_03_s_72,False,,8,8,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,idle,,,7,void,,,5,idle,
event_oldtales1_03_s_73,40061,event_oldtales1_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_03_s_73,False,,8,6,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,idle,,,7,void,,,5,idle,
event_oldtales1_03_s_74,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_74,False,,3,3,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,idle,,,7,void,,,5,idle,
event_oldtales1_03_s_75,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_75,True,,3,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,idle,,,7,void,,,5,idle,
event_oldtales1_03_s_76,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_76,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,idle,,,7,void,,,5,idle,
event_oldtales1_03_s_77,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_77,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,idle,,,7,void,,,5,idle,
event_oldtales1_03_s_78,40061,event_oldtales1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_03_s_78,True,,L_90,L_90,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_79,40061,event_oldtales1_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_03_s_79,True,,L_90,6,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_80,40061,event_oldtales1_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_03_s_80,True,,6,6,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_81,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_81,True,,S_30,S_30,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_82,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_82,True,,130,130,1.0,,,,,,,1,worry,,,13,idle,,,3,delight_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_83,40061,event_oldtales1_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_03_s_83,True,,6,6,1.0,,,,,,,1,worry,,,13,idle,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_84,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_84,True,,130,130,1.0,,,,,,,1,worry,,,13,delight,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_85,40061,event_oldtales1_03_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_03_s_85,True,,130,130,1.0,,,,,,,1,worry,,,13,delight,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_86,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_86,True,,130,10,1.0,,,,,,,1,idle,,,13,delight,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_87,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_87,True,,10,10,1.0,,,,,,,1,idle,,,13,delight,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_88,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_88,True,,10,10,1.0,,,,,,,1,idle,,,13,delight,,,3,idle_blue,,,9,delight,,,7,void,,,5,idle,
event_oldtales1_03_s_89,40061,event_oldtales1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_03_s_89,True,,L_90,L_90,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_90,40061,event_oldtales1_03_s,Narration,littlemermaid,,Locale_MainScenario:event_oldtales1_03_s_90,False,,L_90,L_90,1.0,,,sfx_scn_rustle,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_91,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_91,True,,10,10,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_92,40061,event_oldtales1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_03_s_92,True,,L_90,L_90,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_93,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_93,True,,2,2,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_94,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_94,True,,2,2,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_95,40061,event_oldtales1_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_03_s_95,True,,6,6,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,void,,,5,idle,
event_oldtales1_03_s_96,40061,event_oldtales1_03_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_03_s_96,True,,6,6,1.0,,,,,,,1,idle,,,13,idle,,,3,idle_blue,,,9,rage,,,7,idle,,,5,idle,
event_oldtales1_03_s_97,40061,event_oldtales1_03_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_03_s_97,True,,2,2,1.0,,,,,,,1,think,,,13,idle,,,3,idle_blue,,,9,rage,,,7,idle,,,5,idle,
event_oldtales1_03_s_98,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_98,True,,2,2,1.0,,,,,,,1,think,,,13,idle,,,3,smile_blue,,,9,rage,,,7,idle,,,5,idle,
event_oldtales1_03_s_99,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_99,False,,2,3,1.0,,,,,,,1,idle,,,13,idle,,,3,smile_blue,,,9,idle,,,7,idle,,,5,idle,
event_oldtales1_03_s_100,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_100,False,,3,3,1.0,,,,,,,1,idle,,,13,idle,,,3,smile_blue,,,9,idle,,,7,idle,,,5,idle,
event_oldtales1_03_s_101,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_101,False,,3,3,1.0,,,,,,,1,idle,,,13,idle,,,3,smile_blue,,,9,idle,,,7,idle,,,5,idle,
event_oldtales1_03_s_102,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_102,False,,3,S_30,1.0,,,,,,,1,idle,,,13,idle,,,3,delight_blue,,,9,idle,,,7,idle,,,5,idle,
event_oldtales1_03_s_103,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_103,False,,black,black,1.0,event_bgm_oldtales_mirror,,sfx_scn_mirrorwallhit,,,,1,worry,abe,,13,idle,redshoes,,3,idle_blue,cinderella,,9,delight,littlemermaid,,7,smile,hansel,,5,smile,gretel
event_oldtales1_03_s_104,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_104,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_105,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_105,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_106,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_106,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_107,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_107,False,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_108,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_108,False,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_109,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_109,False,,1,1,1.0,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,
