id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_movie,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_lastkingdom2_06_e_13,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_13,True,,1,delight,,13,shy,,1,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_14,40046,event_lastkingdom2_06_e,Narration,crown,,Locale_MainScenario:event_lastkingdom2_06_e_14,False,,1,delight,,13,shy,,black,black,1.0,,sfx_scn_evlaparticle,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_15,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_15,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_16,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_16,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_17,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_17,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_18,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_18,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_19,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_19,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_20,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_20,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_21,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_21,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_22,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_22,False,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_23,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_23,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_24,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_24,False,,1,delight,,13,shy,,black,black,1.0,,sfx_scn_evlaparticle,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_25,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_25,False,,1,delight,,13,shy,,13,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_26,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_26,True,,1,delight,,13,shy,,130,L_10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_27,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_27,True,,1,delight,,13,shy,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_28,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_28,True,,1,delight,,13,shy,,L_10,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_29,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_29,True,,1,delight,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_30,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_30,True,,1,delight,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_31,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_31,True,,1,delight,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_32,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_32,True,,1,delight,,13,shy,,130,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_33,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_33,True,,1,delight,,13,shy,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_34,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_34,True,,1,delight,,13,shy,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_35,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_35,True,,1,delight,,13,shy,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_36,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_36,True,,1,delight,,13,shy,,1300,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_37,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_37,False,,1,idle,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_38,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_38,True,,1,idle,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_39,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_39,True,,1,idle,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_40,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_40,True,,1,idle,,13,shy,,130,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_41,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_41,False,,1,idle,,13,shy,,1300,L_100,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_42,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_42,False,,1,idle,,13,shy,,L_100,L_100,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_43,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_43,True,,1,idle,,13,shy,,L_100,L_10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_44,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_44,True,,1,idle,,13,shy,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_45,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_45,True,,1,idle,,13,shy,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_46,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_46,True,,1,idle,,13,shy,,L_10,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_47,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_47,True,,1,idle,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_48,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_48,True,,1,idle,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_49,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_49,True,,1,idle,,13,shy,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_50,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_50,True,,1,idle,,13,shy,,130,13,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_51,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_51,True,,1,special,,13,shy,,13,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_52,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_52,True,,1,special,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_53,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_53,True,,1,special,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_54,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_54,True,,1,special,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_55,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_55,True,,1,special,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_56,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_56,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_57,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_57,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_58,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_58,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_59,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_59,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_60,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_60,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_61,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_61,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_62,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_62,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_63,40046,event_lastkingdom2_06_e,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_e_63,False,,1,idle,,13,shy,,black,black,1.0,,sfx_scn_evlaparticle,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_64,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_64,True,,1,idle,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_65,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_65,True,,1,delight,,13,shy,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_66,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_66,True,,1,delight,,13,shy,,113,L_10,1.0,,,marian_q,19,angry,chime,17,void,,,,,,,,,,
event_lastkingdom2_06_e_67,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_67,True,,1,delight,,13,shy,,L_10,L_100,0.5,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_68,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_68,True,,1,delight,,13,shy,,1900,1900,1.0,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_69,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_69,True,,1,delight,,13,shy,,1900,190,1.0,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_70,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_70,True,,1,delight,,13,shy,,190,1719,1.0,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_71,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_71,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_72,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_72,False,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_73,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_73,True,,1,delight,,13,shy,,130,130,1.0,,,,19,angry,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_74,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_74,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_75,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_75,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_76,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_76,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_77,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_77,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_78,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_78,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_79,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_79,True,,1,delight,,13,shy,,130,130,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_80,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_80,True,,1,delight,,13,shy,,XXS_170,XXS_170,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_81,40046,event_lastkingdom2_06_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_e_81,False,,1,delight,,13,shy,,130,130,1.0,,,,19,angry,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_82,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_82,True,,1,delight,,13,shy,,130,1719,2.0,,,,19,void,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_83,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_83,False,,1,delight,,13,shy,,1719,1719,1.0,,,,19,void,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_84,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_84,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,void,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_85,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_85,True,,1,delight,,13,shy,,1719,1719,1.0,,,,19,void,,17,smile,,,,,,,,,,
event_lastkingdom2_06_e_86,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_86,True,,1,delight,,13,shy,,black,black,1.0,none,,,17,void,,15,smile,indivilia,crown,marian_q,chime,,,,,,
lastkingdom,40046,event_lastkingdom2_06_e,,,,Locale_SubScenario:none,,,,,,,,,1,1,1.0,,,,,,,,,,,,,lastkingdom,,,,,
event_lastkingdom2_06_e_106,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_106,True,indivilia,1,angry,crown_n,13,idle,,1,L_10,1.0,event_bgm_lastkingdom_theclarioncall_inst,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_107,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_107,True,,1,angry,,13,idle,,black,black,1.0,,,,,,,,,indivilia,,,,,,,,,
event_lastkingdom2_06_e_108,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_108,True,,,,,13,idle,,130,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_109,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_109,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_110,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_110,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_111,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_111,True,,,,,13,idle,,1300,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_112,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_112,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_113,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_113,False,,,,,13,idle,,130,130,1.0,,sfx_scn_crownspellatk,,,,,,,,,,,,Low_2,,,,
event_lastkingdom2_06_e_114,40046,event_lastkingdom2_06_e,Narration,chime,,Locale_MainScenario:event_lastkingdom2_06_e_114,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_115,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_115,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_116,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_116,True,,,,,13,idle,,130,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_117,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_117,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_118,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_118,True,,,,,13,idle,,1300,13,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom2_06_e_119,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_119,True,,,,,13,idle,,13,1517,1.0,,,chime,15,smile,marian_q,17,void,,,,,,,,,,
event_lastkingdom2_06_e_120,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_120,True,indivilia,1,angry,,13,idle,,1517,1517,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_121,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_121,True,,1,angry,,13,idle,,1517,1517,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_122,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_122,True,,1,angry,,13,idle,,1517,1517,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_123,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_123,True,,1,angry,,13,idle,,1517,1517,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_124,40046,event_lastkingdom2_06_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_e_124,True,,1,angry,,13,idle,,1517,1517,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_125,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_125,True,,1,angry,,13,idle,,1517,XXS_150,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_126,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_126,True,,1,angry,,13,idle,,XXS_150,XXS_150,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_127,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_127,True,,1,angry,,13,idle,,XXS_150,XXS_150,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_128,40046,event_lastkingdom2_06_e,Speech,crown_n,crown_n,Locale_MainScenario:event_lastkingdom2_06_e_128,True,,1,angry,,13,idle,,XXS_150,1315,1.0,,,,15,smile,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_129,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_129,True,,1,angry,,13,idle,,1315,1315,1.0,,,,15,idle,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_130,40046,event_lastkingdom2_06_e,Speech,crown_n,crown_n,Locale_MainScenario:event_lastkingdom2_06_e_130,True,,1,angry,,13,idle,,1315,1315,1.0,,,,15,idle,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_131,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_131,False,,1,angry,,13,idle,,1315,1315,1.0,,,,15,angry_03,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_132,40046,event_lastkingdom2_06_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_e_132,True,,1,angry,,13,idle,,1315,1315,1.0,,,,15,angry_03,,17,void,,,,,,,,,,
event_lastkingdom2_06_e_133,40046,event_lastkingdom2_06_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_e_133,True,,1,angry,,13,idle,,L_10,L_10,1.0,,,,15,angry_03,,17,void,,,,,,,,,,
