id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lifeagain_02_s_39,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_39,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_40,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_40,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_41,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_41,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_42,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_42,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_43,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_43,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_44,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_44,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_45,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_45,True,,3,angry,,XS_30,4,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_46,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_46,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_47,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_47,False,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_48,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_48,False,,3,angry,,black,black,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_49,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_49,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_50,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_50,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_51,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_51,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_52,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_52,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_53,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_53,False,,3,angry,Park,black,black,1.0,none,rumani,,,,5,idle,black,,,,
event_lifeagain_02_s_54,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_54,False,,3,angry,,black,black,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_55,40060,event_lifeagain_02_s,Speech,swiftgang,Locale_SubScenario:event_lifeagain_02_s_55,True,,3,angry,,17,17,1.0,bgm_story_leisuretime,swiftgang,,,,5,idle,,,,,
event_lifeagain_02_s_56,40060,event_lifeagain_02_s,Speech,youngwoman,Locale_SubScenario:event_lifeagain_02_s_56,True,,3,angry,,17,19,1.0,,youngwoman,,,,5,idle,,,,,
event_lifeagain_02_s_57,40060,event_lifeagain_02_s,Speech,boy01,Locale_SubScenario:event_lifeagain_02_s_57,True,,3,angry,,19,17,1.0,,boy01,,,,5,idle,,,,,
event_lifeagain_02_s_58,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_58,False,,3,angry,,black,black,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_59,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_59,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_60,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_60,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_61,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_61,True,,3,angry,,4,4,1.0,,rumani,,,,5,delight,,,,,
event_lifeagain_02_s_62,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_62,True,,3,angry,,4,4,1.0,,nadia,,,,5,delight,,,,,
event_lifeagain_02_s_63,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_63,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_64,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_64,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_65,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_65,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_66,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_66,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_67,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_67,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_68,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_68,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_69,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_69,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_70,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_70,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_71,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_71,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_72,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_72,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_73,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_73,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_74,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_74,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_75,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_75,True,,3,angry,,4,4,1.0,none,rumani,,,,5,think,,,,,
event_lifeagain_02_s_76,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_76,False,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_77,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_77,True,,3,angry,,4,4,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_78,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_78,True,,3,angry,,4,XS_30,1.0,bgm_risk,nadia,,,,5,think,,,,,
event_lifeagain_02_s_79,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_79,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_80,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_80,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_81,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_81,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_82,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_82,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_83,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_83,True,,3,angry,,XS_30,4,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_84,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_84,True,,3,angry,,4,4,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_85,40060,event_lifeagain_02_s,Choice,,Locale_SubScenario:event_lifeagain_02_s_85,False,,3,angry,,4,4,1.0,,rumani,event_lifeagain_02_s_87,,,5,think,,,,,
event_lifeagain_02_s_86,40060,event_lifeagain_02_s,Choice,,Locale_SubScenario:event_lifeagain_02_s_86,False,,3,angry,,4,4,1.0,,rumani,event_lifeagain_02_s_89,,,5,think,,,,,
event_lifeagain_02_s_87,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_87,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_88,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_88,True,,3,angry,,4,4,1.0,,nadia,event_lifeagain_02_s_91,,,5,think,,,,,
event_lifeagain_02_s_89,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_89,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_90,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_90,True,,3,angry,,4,4,1.0,,nadia,event_lifeagain_02_s_91,,,5,think,,,,,
event_lifeagain_02_s_91,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_91,True,,3,angry,,4,L_50,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_92,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_92,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_93,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_93,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_94,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_94,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_95,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_95,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_96,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_96,False,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_97,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_97,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_98,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_98,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_99,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_99,True,,3,angry,,L_50,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_100,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_100,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,,
event_lifeagain_02_s_101,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_101,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_102,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_102,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,,
event_lifeagain_02_s_103,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_103,True,,3,angry,,4,4,1.0,,rumani,,,,5,think,,,,,
event_lifeagain_02_s_104,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_104,True,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_105,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_105,False,,3,angry,,4,4,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_106,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_106,True,,3,angry,,4,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_107,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_107,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_108,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_108,True,,3,angry,,XS_30,XS_30,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_109,40060,event_lifeagain_02_s,Narration,Narration,Locale_SubScenario:event_lifeagain_02_s_109,False,,3,angry,,17,170,0.3,none,nadia,,sfx_scn_ball,,5,think,,Low_2,,,
event_lifeagain_02_s_110,40060,event_lifeagain_02_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_s_110,False,,3,angry,,170,170,1.0,,nadia,,,,5,think,,,,,
event_lifeagain_02_s_111,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_111,True,,3,angry,,170,13,1.0,bgm_story_orangepop,tove_n,,,,5,idle,,,tove_n,13,idle
event_lifeagain_02_s_112,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_112,False,,3,angry,,13,13,1.0,,,,,,5,idle,,,,13,idle
event_lifeagain_02_s_113,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_113,True,,3,angry,,13,S_130,1.0,,tove_n,,,,5,idle,,,,13,delight
event_lifeagain_02_s_114,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_114,False,,3,angry,,S_130,S_130,1.0,,,,,,5,idle,,,,13,delight
event_lifeagain_02_s_115,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_115,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_116,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_116,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_117,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_117,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_118,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_118,False,,3,angry,,S_130,S_130,1.0,,,,,,5,idle,,,,13,idle
event_lifeagain_02_s_119,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_119,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,delight
event_lifeagain_02_s_120,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_120,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,delight
event_lifeagain_02_s_121,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_121,False,,3,angry,,S_130,S_130,1.0,,,,,,5,idle,,,,13,delight
event_lifeagain_02_s_122,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_122,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_123,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_123,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_124,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_124,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_125,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_125,False,,3,angry,,S_130,S_130,1.0,,,,,,5,idle,,,,13,idle
event_lifeagain_02_s_126,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_126,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,idle
event_lifeagain_02_s_127,40060,event_lifeagain_02_s,Self,Self,Locale_SubScenario:event_lifeagain_02_s_127,False,,3,angry,,S_130,S_130,1.0,,,,,,5,idle,,,,13,idle
event_lifeagain_02_s_128,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_128,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,think,,,,13,idle
event_lifeagain_02_s_129,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_129,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_130,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_130,True,,3,angry,,L_50,L_50,1.0,,rumani,,,,5,idle,,,,13,idle
event_lifeagain_02_s_131,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_131,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,surprise
event_lifeagain_02_s_132,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_132,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,special
event_lifeagain_02_s_133,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_133,True,,3,angry,,S_130,S_130,1.0,,rumani,,,,5,idle,,,,13,special
event_lifeagain_02_s_134,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_134,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,delight
event_lifeagain_02_s_135,40060,event_lifeagain_02_s,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_s_135,True,,3,angry,,S_130,S_130,1.0,,tove_n,,,,5,idle,,,,13,delight
event_lifeagain_02_s_136,40060,event_lifeagain_02_s,Speech,nadia,Locale_SubScenario:event_lifeagain_02_s_136,True,,3,angry,,4,4,1.0,,nadia,,,,5,idle,,,,13,idle
event_lifeagain_02_s_137,40060,event_lifeagain_02_s,Speech,rumani,Locale_SubScenario:event_lifeagain_02_s_137,True,,3,angry,,4,4,1.0,,rumani,,,,5,idle,,,,13,idle
