id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/show_char_id,characters/8/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
event_exnii1_06_e_11,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_11,False,,13,13,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_12,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_12,True,,13,13,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_13,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_13,False,,13,13,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_14,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_14,True,,13,13,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,no,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_15,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_15,True,,13,13,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_16,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_16,True,,13,13,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_17,40070,event_exnii1_06_e,Self,rapi,,Locale_SubScenario:event_exnii1_06_e_17,False,,13,1,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_18,40070,event_exnii1_06_e,Self,rapi,,Locale_SubScenario:event_exnii1_06_e_18,False,,1,event_exnii_talk_01,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_19,40070,event_exnii1_06_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_06_e_19,True,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,,5,delight,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_20,40070,event_exnii1_06_e,Narration,,,Locale_SubScenario:event_exnii1_06_e_20,False,,black,black,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_21,40070,event_exnii1_06_e,Narration,,,Locale_SubScenario:event_exnii1_06_e_21,False,,black,black,1.0,,sfx_scn_takeoffwunder,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_22,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_22,True,BattleShipBridge,event_exnii_talk_02,event_exnii_talk_02,1.0,,,black,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_23,40070,event_exnii1_06_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_06_e_23,True,,5,5,1.0,,,,,,,,,,,,,5,delight,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_24,40070,event_exnii1_06_e,Narration,neon,,Locale_SubScenario:event_exnii1_06_e_24,False,,5,5,1.0,,sfx_scn_heavywaterfall,,Low_2,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_25,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_25,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_26,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_26,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,Low_2,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_27,40070,event_exnii1_06_e,Speech,helm_op_l,helm_op_l,Locale_SubScenario:event_exnii1_06_e_27,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,helm_op_l,OP_leftup,idle,
event_exnii1_06_e_28,40070,event_exnii1_06_e,Speech,helm_op_l,helm_op_l,Locale_SubScenario:event_exnii1_06_e_28,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_29,40070,event_exnii1_06_e,Self,ce005_01,,Locale_SubScenario:event_exnii1_06_e_29,False,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,helm_op_l
event_exnii1_06_e_30,40070,event_exnii1_06_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_06_e_30,False,,event_exnii_talk_02,15,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_31,40070,event_exnii1_06_e,Narration,ce005_01,,Locale_SubScenario:event_exnii1_06_e_31,False,,15,15,1.0,,sfx_scn_down,,,Grey,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,ce005_01,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_32,40070,event_exnii1_06_e,Narration,ce005_01,,Locale_SubScenario:event_exnii1_06_e_32,False,,15,15,1.0,,,,,Grey,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_33,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_33,True,,black,black,1.0,,,,,,,,,,,,,5,idle,neon,,3,idle,anis,,1,idle,rapi,,13,idle,ce005_02,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_34,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_34,False,,black,black,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,ce005_03,19,idle,ce005_02,,,,,
event_exnii1_06_e_35,40070,event_exnii1_06_e,Narration,,,Locale_SubScenario:event_exnii1_06_e_35,False,Hospital,event_exnii_talk_08,event_exnii_talk_08,1.0,,,black,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,pepper,13,idle,,ce005_01,15,sad,,ce005_03,17,sad,,19,idle,,,,,,
event_exnii1_06_e_36,40070,event_exnii1_06_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_06_e_36,False,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,sad,,,17,sad,,19,idle,,,,,,
event_exnii1_06_e_37,40070,event_exnii1_06_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_06_e_37,True,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,sad,,,17,sad,,19,idle,,,,,,
event_exnii1_06_e_38,40070,event_exnii1_06_e,Self,ce005_01,,Locale_SubScenario:event_exnii1_06_e_38,False,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,sad,,19,idle,,,,,,
event_exnii1_06_e_39,40070,event_exnii1_06_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_06_e_39,True,,event_exnii_talk_08,16,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,sad,,19,idle,,,,,,
event_exnii1_06_e_40,40070,event_exnii1_06_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_06_e_40,True,,16,16,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,sad,,19,idle,,,,,,
event_exnii1_06_e_41,40070,event_exnii1_06_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_06_e_41,True,,16,14,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,good,,,15,idle,,,17,sad,,19,idle,,,,,,
event_exnii1_06_e_42,40070,event_exnii1_06_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_06_e_42,True,,14,12,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,mast,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_43,40070,event_exnii1_06_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_06_e_43,True,,12,12,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_44,40070,event_exnii1_06_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_06_e_44,True,,12,15,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_45,40070,event_exnii1_06_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_06_e_45,True,,15,16,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_46,40070,event_exnii1_06_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_06_e_46,True,,16,16,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_47,40070,event_exnii1_06_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_06_e_47,True,,16,16,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_48,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_48,True,,16,19,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,no,,,,,,
event_exnii1_06_e_49,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_49,True,,19,19,1.0,,,,,,,,,,,,,5,idle,,,3,idle,,,1,idle,mast,,13,idle,,,15,idle,,,17,idle,,19,no,,,,,,
event_exnii1_06_e_50,40070,event_exnii1_06_e,Narration,,,Locale_SubScenario:event_exnii1_06_e_50,False,BriefingRoom,black,black,1.0,,,,,,mast,9,idle,helm,7,idle,neon,5,idle,,anis,3,idle,,rapi,1,idle,,,13,idle,pepper,,15,idle,,,17,idle,,19,idle,,ce005_02,,,,
event_exnii1_06_e_51,40070,event_exnii1_06_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii1_06_e_51,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,black,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,shifty,OP_leftup,idle,
event_exnii1_06_e_52,40070,event_exnii1_06_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii1_06_e_52,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_53,40070,event_exnii1_06_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii1_06_e_53,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_54,40070,event_exnii1_06_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii1_06_e_54,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_55,40070,event_exnii1_06_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_06_e_55,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_56,40070,event_exnii1_06_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii1_06_e_56,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_57,40070,event_exnii1_06_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii1_06_e_57,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_58,40070,event_exnii1_06_e,Self,shifty,,Locale_SubScenario:event_exnii1_06_e_58,False,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,
event_exnii1_06_e_59,40070,event_exnii1_06_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_06_e_59,True,,event_exnii_talk_04,5,1.0,,,,,,,9,idle,,7,idle,,5,worry,,,3,idle,,,1,idle,,ce005_02,13,idle,,,15,idle,,,17,idle,,19,idle,,,,OP_leftup,idle,shifty
event_exnii1_06_e_60,40070,event_exnii1_06_e,Self,neon,,Locale_SubScenario:event_exnii1_06_e_60,False,,5,5,1.0,,,,,,,9,idle,,7,idle,,5,worry,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_61,40070,event_exnii1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_e_61,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_62,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_62,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_63,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_63,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_64,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_64,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_65,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_65,False,,event_exnii_talk_02,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_66,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_66,True,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_67,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_67,False,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_68,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_68,True,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_69,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_69,False,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_70,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_70,False,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_71,40070,event_exnii1_06_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_e_71,True,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,delight,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_72,40070,event_exnii1_06_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_06_e_72,False,,13,13,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_73,40070,event_exnii1_06_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_06_e_73,True,,event_exnii_talk_07,event_exnii_talk_07,1.0,,,,,,,9,delight,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_74,40070,event_exnii1_06_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_06_e_74,True,,event_exnii_talk_07,event_exnii_talk_07,1.0,,,,,,,9,idle,,7,delight,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_75,40070,event_exnii1_06_e,Self,ce005_03,,Locale_SubScenario:event_exnii1_06_e_75,False,,17,17,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,idle,,,,,,
event_exnii1_06_e_76,40070,event_exnii1_06_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_06_e_76,True,,17,17,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,think,,,,,,
event_exnii1_06_e_77,40070,event_exnii1_06_e,Self,ce005_03,,Locale_SubScenario:event_exnii1_06_e_77,False,,17,17,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,think,,,,,,
event_exnii1_06_e_78,40070,event_exnii1_06_e,Self,,,Locale_SubScenario:event_exnii1_06_e_78,False,,black,black,1.0,,,,,,,9,idle,,7,idle,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,idle,,19,think,,,,,,
