id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/7/hide_char_id,characters/8/hide_char_id,characters/9/hide_char_id
event_ce003_2_05_s_11,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_11,False,,7,idle,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_12,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_12,True,,7,idle,,3,idle,,1,idle,,13,idle,,S_10,30,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_13,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_13,True,,7,idle,,3,idle,,1,idle,,13,idle,,30,30,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_14,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_14,True,clara,5,idle,,3,idle,,1,idle,,13,idle,,5,XS_50,1.0,,clara,clara,epicurean,black,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_15,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_15,False,,5,idle,,3,idle,,1,idle,,13,idle,,XS_50,XS_50,1.0,,clara,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_16,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_16,True,,5,idle,,3,idle,,1,idle,,13,idle,,XS_50,XS_50,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_17,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_17,False,,5,idle,,3,idle,,1,idle,,13,idle,,XS_50,XS_50,1.0,,clara,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_18,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_18,True,,5,idle,,3,idle,,1,idle,,13,idle,,XS_50,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_19,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_19,True,,5,idle,,3,idle,,1,idle,,13,idle,,53,53,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_20,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_20,True,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_21,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_21,True,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_22,40042,event_ce003_2_05_s,Monologue,Locale_SubScenario:event_ce003_2_05_s_22,False,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,clara,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_23,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_23,True,,5,idle,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_24,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_24,True,,5,idle,,3,idle,,1,idle,,13,idle,,53,53,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_25,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_25,True,,5,idle,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_26,40042,event_ce003_2_05_s,Monologue,Locale_SubScenario:event_ce003_2_05_s_26,False,,5,idle,,3,idle,,1,idle,,13,idle,,black,black,1.0,,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_27,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_27,True,,5,idle,,3,no,,1,angry,,13,idle,,30,30,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_28,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_28,True,,5,idle,,3,no,,1,angry,,13,idle,,130,130,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_29,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_29,True,,5,idle,,3,no,,1,angry,,13,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_30,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_30,True,,5,idle,,3,no,,1,angry,,13,idle,,XS_50,XS_50,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_31,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_31,True,,5,idle,,3,idle,,1,idle,,13,idle,,XS_50,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_32,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_32,True,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_33,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_33,True,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_34,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_34,True,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_35,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_35,True,,5,idle,,3,delight,,1,idle,,13,idle,,53,53,1.0,,clara,clara,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_36,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_36,True,,5,idle,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_37,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_37,True,,5,idle,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_38,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_38,True,,5,idle,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_39,40042,event_ce003_2_05_s,Monologue,Locale_SubScenario:event_ce003_2_05_s_39,False,,5,idle,,3,idle,,1,idle,,13,idle,,black,black,1.0,,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_40,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_40,False,,5,idle,,3,idle,,1,idle,,13,idle,,13,13,1.0,,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_41,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_41,True,,5,idle,,3,idle,,1,idle,,13,idle,,13,130,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_42,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_42,False,,5,idle,,3,idle,,1,idle,,13,idle,,130,130,1.0,,ce_003_03,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_43,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_43,True,,5,idle,,3,idle,,1,idle,,13,idle,,130,130,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_44,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_44,True,,5,idle,,3,idle,,1,smile,,13,idle,,130,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_45,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_45,True,,5,idle,,3,idle,,1,smile,,13,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_46,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_46,True,,5,idle,,3,idle,,1,smile,,13,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_47,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_47,False,,5,idle,,3,idle,,1,smile,,13,idle,,S_10,S_10,1.0,,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_48,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_48,True,,5,idle,,3,idle,,1,idle,,13,idle,,S_10,1,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_49,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_49,False,,5,idle,,3,idle,,1,idle,,13,idle,,1,1,1.0,,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_50,40042,event_ce003_2_05_s,Monologue,Locale_SubScenario:event_ce003_2_05_s_50,False,,5,idle,,3,idle,,1,idle,,13,idle,,black,black,1.0,,ce_003_01,,clara,black,ade,5,idle,soda,7,idle,cocoa,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_51,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_51,True,,,,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_52,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_52,True,,,,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ade,ade,,,,5,delight,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_53,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_53,True,,,,,3,idle,,1,idle,,13,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,5,delight,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_54,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_54,True,,,,,3,idle,,1,idle,,13,idle,,S_70,S_70,1.0,,soda,soda,,,,5,idle,,7,think,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_55,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_55,True,,,,,3,idle,,1,idle,,13,idle,,S_70,XS_90,1.0,,cocoa,cocoa,,,,5,idle,,7,think,,9,"expression_0,delight",,,,,,,,,,,,,,,
event_ce003_2_05_s_56,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_56,True,,,,,3,idle,,1,idle,,13,idle,,XS_90,XS_90,1.0,,cocoa,cocoa,,,,5,idle,,7,think,,9,delight,,,,,,,,,,,,,,,
event_ce003_2_05_s_57,40042,event_ce003_2_05_s,Monologue,Locale_SubScenario:event_ce003_2_05_s_57,False,,,,,3,idle,,1,idle,,13,idle,,black,black,1.0,,cocoa,,,,,5,idle,,7,idle,,9,delight,,,,,,,,,,,,,,,
event_ce003_2_05_s_58,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_58,True,,,,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ade,ade,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_59,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_59,True,,,,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_60,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_60,True,,,,,3,idle,,1,idle,,13,idle,,53,53,1.0,,ade,ade,,,,5,delight,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_61,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_61,True,,,,,3,delight,,1,idle,,13,idle,,53,53,1.0,,ce_003_02,ce_003_02,,,,5,delight,,7,idle,,9,idle,,,,,,,,,,,,,,,
event_ce003_2_05_s_62,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_62,True,,,,,3,surprise,,1,idle,,13,idle,,53,3,1.0,,ce_003_02,ce_003_02,,,,5,delight,,7,idle,,9,idle,ade,soda,cocoa,drake,15,idle,laplace,17,idle,maxwell,19,angry,,,
event_ce003_2_05_s_63,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_63,False,,,,,3,surprise,,1,idle,,13,idle,,3,1719,2.0,,maxwell,,,,,,,,,,,,,,,,,15,idle,,17,idle,,19,angry,,,
event_ce003_2_05_s_64,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_64,True,,,,,3,surprise,,1,idle,,13,idle,,1719,1517,1.0,,drake,drake,,,,,,,,,,,,,,,,15,idle,,17,idle,,19,angry,,,
event_ce003_2_05_s_65,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_65,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,laplace,laplace,,,,,,,,,,,,,,,,15,idle,,17,think,,19,angry,,,
event_ce003_2_05_s_66,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_66,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,laplace,laplace,,,,,,,,,,,,,,,,15,idle,,17,think,,19,angry,,,
event_ce003_2_05_s_67,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_67,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,drake,drake,,,,,,,,,,,,,,,,15,idle,,17,think,,19,angry,,,
event_ce003_2_05_s_68,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_68,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,laplace,laplace,,,,,,,,,,,,,,,,15,idle,,17,angry,,19,angry,,,
event_ce003_2_05_s_69,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_69,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,drake,drake,,,,,,,,,,,,,,,,15,idle,,17,angry,,19,angry,,,
event_ce003_2_05_s_70,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_70,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,laplace,laplace,,,,,,,,,,,,,,,,15,idle,,17,angry,,19,angry,,,
event_ce003_2_05_s_71,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_71,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,laplace,laplace,,,,,,,,,,,,,,,,15,idle,,17,no,,19,angry,,,
event_ce003_2_05_s_72,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_72,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,laplace,laplace,,,,,,,,,,,,,,,,15,idle,,17,no,,19,angry,,,
event_ce003_2_05_s_73,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_73,True,,,,,3,idle,,1,idle,,13,idle,,1517,1517,1.0,,drake,drake,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_74,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_74,True,,,,,3,idle,,1,idle,,13,idle,,1517,19,1.0,,maxwell,maxwell,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_75,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_75,True,,,,,3,idle,,1,idle,,13,idle,,19,19,1.0,,maxwell,maxwell,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_76,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_76,True,,,,,3,idle,,1,idle,,13,idle,,19,190,1.0,,maxwell,maxwell,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_77,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_77,False,,,,,3,surprise,,1,idle,,13,idle,,190,190,1.0,,maxwell,,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_78,40042,event_ce003_2_05_s,Self,Locale_SubScenario:event_ce003_2_05_s_78,False,,,,,3,surprise,,1,idle,,13,idle,,30,30,1.0,,maxwell,,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_79,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_79,True,,,,,3,surprise,,1,idle,,13,idle,,30,30,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,,,
event_ce003_2_05_s_80,40042,event_ce003_2_05_s,Narration,Locale_SubScenario:event_ce003_2_05_s_80,False,epicurean,7,idle,,3,worry,,1,worry,,13,idle,BuildingLobby,black,black,1.0,,ce_003_02,,,black,,,,,,,,,,,,,,15,delight,,17,no,,19,angry,drake,laplace,maxwell
event_ce003_2_05_s_81,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_81,True,,7,idle,,3,worry,,1,worry,,13,idle,,130,130,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_82,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_82,True,,7,idle,,3,worry,,1,worry,,13,idle,,130,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_83,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_83,True,,7,idle,,3,worry,,1,worry,,13,idle,,S_10,30,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_84,40042,event_ce003_2_05_s,Monologue,Locale_SubScenario:event_ce003_2_05_s_84,False,,7,idle,,3,worry,,1,worry,,13,idle,,30,L_70,2.0,,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_85,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_85,True,,7,idle,,3,worry,,1,worry,,13,idle,,L_70,L_70,1.0,,epicurean,epicurean,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_86,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_86,True,,7,idle,,3,worry,,1,worry,,13,idle,,L_70,L_70,1.0,,epicurean,epicurean,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_87,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_87,True,,7,idle,,3,worry,,1,worry,,13,idle,,L_70,L_700,1.0,,epicurean,epicurean,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_88,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_88,True,,7,idle,,3,surprise,,1,worry,,13,idle,,L_700,L_700,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_89,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_89,True,,7,idle,,3,surprise,,1,worry,,13,idle,,L_700,L_70,1.0,,epicurean,epicurean,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_90,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_90,True,,7,idle,,3,surprise,,1,worry,,13,idle,,L_70,L_70,1.0,,epicurean,epicurean,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce003_2_05_s_91,40042,event_ce003_2_05_s,Speech,Locale_SubScenario:event_ce003_2_05_s_91,True,,7,idle,,3,surprise,,1,worry,,13,idle,,L_70,L_70,1.0,,epicurean,epicurean,,,,,,,,,,,,,,,,,,,,,,,,,,
