id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_seayouagain_12_19,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_19,True,,2,2,1.0,,,,,,1,idle2,,5,idle,,3,idle
d_ex_seayouagain_12_20,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_20,True,,2,2,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_21,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_21,True,,2,2,1.0,,,,,,1,idle,,5,idle,,3,sad
d_ex_seayouagain_12_22,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_22,True,,2,2,1.0,,,,,,1,idle,,5,idle,,3,sad
d_ex_seayouagain_12_23,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_23,True,,2,2,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_24,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_24,True,,2,5,1.0,,,,,,1,idle,,5,sad,,3,idle
d_ex_seayouagain_12_25,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_25,True,,5,5,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_26,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_26,True,,5,5,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_27,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_27,True,,5,2,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_28,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_28,True,,2,2,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_29,80600,d_ex_seayouagain_12,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_12_29,False,,black,black,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_30,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_30,True,,1,S_10,1.0,,,,,,1,delight,,5,idle,,3,idle
d_ex_seayouagain_12_31,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_31,True,,3,S_30,1.0,,,,,,1,delight,,5,idle,,3,surprise
d_ex_seayouagain_12_32,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_32,True,,5,50,1.0,,,,,,1,delight,,5,delight,,3,surprise
d_ex_seayouagain_12_33,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_33,True,,50,50,1.0,,,,,,1,idle,,5,idle,,3,idle
d_ex_seayouagain_12_34,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_34,True,,50,4,1.0,,,,,,1,idle,,5,idle,,3,surprise
d_ex_seayouagain_12_35,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_35,True,,4,4,1.0,,,,,,1,idle,,5,idle,,3,surprise
d_ex_seayouagain_12_36,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_36,True,,4,4,1.0,,,,,,1,idle,,5,idle,,3,surprise
d_ex_seayouagain_12_37,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_37,True,,4,4,1.0,none,,,,,1,idle,,5,idle,,3,surprise
d_ex_seayouagain_12_38,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_38,True,,4,4,1.0,bgm_story_whosdumber,,,,,1,idle,,5,idle,,3,surprise
d_ex_seayouagain_12_39,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_39,False,,1,S_10,0.3,,Low_2,,,,1,surprise,,5,idle,,3,surprise
d_ex_seayouagain_12_40,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_40,True,,3,S_30,0.5,,,,,,1,surprise,,5,idle,,3,angry
d_ex_seayouagain_12_41,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_41,True,,S_30,S_30,1.0,,,,,,1,surprise,,5,idle,,3,angry
d_ex_seayouagain_12_42,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_42,True,,S_30,S_300,0.7,,,,,,1,surprise,,5,idle,,3,angry
d_ex_seayouagain_12_43,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_43,False,,5,50,0.3,,Low_2,,,,1,surprise,,5,shy,,3,angry
d_ex_seayouagain_12_44,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_44,True,,S_300,S_300,1.0,,,,,,1,surprise,,5,shy,,3,angry
d_ex_seayouagain_12_45,80600,d_ex_seayouagain_12,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_12_45,False,,black,black,1.0,,,,,,1,surprise,,5,shy,,3,angry
d_ex_seayouagain_12_46,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_46,True,,50,500,0.5,,,,,,1,surprise,,5,angry,,3,angry
d_ex_seayouagain_12_47,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_47,True,,500,500,1.0,,,,,,1,surprise,,5,angry,,3,angry
d_ex_seayouagain_12_48,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_48,True,,500,500,0.5,,,,,,1,surprise,,5,shy,,3,angry
d_ex_seayouagain_12_49,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_49,True,,S_10,S_10,1.0,,,,,,1,surprise2,,5,shy,,3,angry
d_ex_seayouagain_12_50,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_50,True,,S_10,S_100,0.5,,,,,,1,surprise2,,5,shy,,3,angry
d_ex_seayouagain_12_51,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_51,True,,S_300,S_30,0.5,,,,,,1,surprise2,,5,shy,,3,angry
d_ex_seayouagain_12_52,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_52,True,,S_30,S_30,1.0,,,,,,1,surprise2,,5,sad,,3,angry
d_ex_seayouagain_12_53,80600,d_ex_seayouagain_12,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_12_53,False,,17,170,0.5,,,sfx_scn_slapstarfish,Vignetting,,1,surprise2,,5,sad,,3,angry
d_ex_seayouagain_12_54,80600,d_ex_seayouagain_12,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_12_54,False,,170,1700,0.3,,Low_2,sfx_scn_slapstarfish,Vignetting,,1,surprise2,,5,pain,,3,angry
d_ex_seayouagain_12_55,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_55,True,,5,500,0.3,,Low_2,,Vignetting,,1,surprise2,,5,pain,,3,angry
d_ex_seayouagain_12_56,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_56,True,,1,S_10,0.3,,Low_2,,Vignetting,,1,special,,5,pain,,3,angry
d_ex_seayouagain_12_57,80600,d_ex_seayouagain_12,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_12_57,True,,S_10,S_30,0.5,,,,,,1,special,,5,pain,,3,angry
d_ex_seayouagain_12_58,80600,d_ex_seayouagain_12,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_12_58,False,,S_30,S_30,1.0,,,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_59,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_59,True,,S_30,50,1.0,,,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_60,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_60,True,,50,50,1.0,,,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_61,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_61,True,,50,S_10,1.0,,,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_62,80600,d_ex_seayouagain_12,Speech,mast_s,mast_s,Locale_SuddenStory:d_ex_seayouagain_12_62,True,,S_10,S_10,1.0,,,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_63,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_63,False,,50,500,0.5,,,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_64,80600,d_ex_seayouagain_12,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_12_64,False,,500,500,1.0,,Low_2,,,,1,special,,5,pain,,19,angry
d_ex_seayouagain_12_65,80600,d_ex_seayouagain_12,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_12_65,False,,black,black,1.0,,,,,,1,special,,5,pain,,19,angry
