id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound
event_BunnyX777_06_s_16,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_16,True,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_17,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_17,True,,1,think,,3,surprise,,13,idle,,1300,130,1.0,,,,,
event_BunnyX777_06_s_18,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_18,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_19,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_19,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_20,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_20,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_21,40014,event_BunnyX777_06_s,Self,,,Locale_SubScenario:event_BunnyX777_06_s_21,False,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_22,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_22,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_23,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_23,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_24,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_24,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_25,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_25,True,,1,think,,3,surprise,,13,idle,,130,L_10,1.0,,,,,
event_BunnyX777_06_s_26,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_26,True,,1,think,,3,surprise,,13,idle,,L_10,L_10,1.0,,,,,
event_BunnyX777_06_s_27,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_27,True,,1,think,,3,surprise,,13,idle,,L_10,L_10,1.0,,,,,
event_BunnyX777_06_s_28,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_28,True,,1,think,,3,surprise,,13,idle,,L_10,L_30,1.0,,,,,
event_BunnyX777_06_s_29,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_29,True,,1,think,,3,surprise,,13,idle,,L_30,L_30,1.0,,,,,
event_BunnyX777_06_s_30,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_30,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_31,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_31,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_32,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_32,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_33,40014,event_BunnyX777_06_s,Self,,,Locale_SubScenario:event_BunnyX777_06_s_33,False,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_34,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_34,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_35,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_35,True,,1,think,,3,surprise,,13,idle,,130,1300,1.0,,,,,
event_BunnyX777_06_s_36,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_36,True,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_37,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_37,True,,1,think,,3,surprise,,13,idle,,1300,31,1.0,,,,,
event_BunnyX777_06_s_38,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_38,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_39,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_39,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_40,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_40,True,,1,think,,3,surprise,,13,idle,,31,13,1.0,none,,,,
event_BunnyX777_06_s_41,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_41,True,,1,think,,3,surprise,,13,idle,,13,13,1.0,,,,,
event_BunnyX777_06_s_42,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_42,True,,1,think,,3,surprise,,13,idle,,13,130,1.0,,,,,
event_BunnyX777_06_s_43,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_43,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,bgm_story_weare,,,,
event_BunnyX777_06_s_44,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_44,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_45,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_45,True,,1,think,,3,surprise,,13,idle,,130,1300,1.0,,,,,
event_BunnyX777_06_s_46,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_46,True,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_47,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_47,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_48,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_48,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_49,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_49,True,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_50,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_50,True,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_51,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_51,True,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_52,40014,event_BunnyX777_06_s,Self,,,Locale_SubScenario:event_BunnyX777_06_s_52,False,,1,think,,3,surprise,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_53,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_53,True,,1,think,,3,surprise,,13,idle,,1300,130,1.0,,,,,
event_BunnyX777_06_s_54,40014,event_BunnyX777_06_s,Self,,,Locale_SubScenario:event_BunnyX777_06_s_54,False,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_55,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_55,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_56,40014,event_BunnyX777_06_s,Self,,,Locale_SubScenario:event_BunnyX777_06_s_56,False,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_57,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_57,True,,1,think,,3,surprise,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_58,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_58,True,,1,think,,3,surprise,,13,idle,,130,31,1.0,,,,,
event_BunnyX777_06_s_59,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_59,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_60,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_60,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_61,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_61,True,,1,think,,3,surprise,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_62,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_62,True,,1,think,,3,surprise,,13,idle,,31,113,1.0,none,,,,
event_BunnyX777_06_s_63,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_63,True,,1,think,,3,surprise,,13,idle,,113,113,1.0,,,,,
event_BunnyX777_06_s_64,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_64,True,,1,think,,3,surprise,,13,idle,,113,113,1.0,bgm_story_impression,,,,
event_BunnyX777_06_s_65,40014,event_BunnyX777_06_s,Narration,,,Locale_SubScenario:event_BunnyX777_06_s_65,False,,1,think,,3,surprise,,13,idle,,black,black,1.0,,,,,
event_BunnyX777_06_s_66,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_66,True,,1,think,,3,surprise,,13,idle,,L_10,L_10,1.0,,,,,
event_BunnyX777_06_s_67,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_67,True,,1,think,,3,surprise,,13,idle,,L_10,L_10,1.0,,,,,
event_BunnyX777_06_s_68,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_68,True,,1,idle,,3,surprise,,13,idle,,L_10,L_10,1.0,,,,,
event_BunnyX777_06_s_69,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_69,True,,1,idle,,3,idle,,13,idle,,L_10,L_30,1.0,,,,,
event_BunnyX777_06_s_70,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_70,True,,1,idle,,3,idle,,13,idle,,L_30,L_30,1.0,,,,,
event_BunnyX777_06_s_71,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_71,True,,1,idle,,3,idle,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_72,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_72,True,,1,idle,,3,idle,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_73,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_73,True,,1,idle,,3,idle,,13,idle,,130,31,1.0,,,,,
event_BunnyX777_06_s_74,40014,event_BunnyX777_06_s,Speech,blanc,blanc,Locale_SubScenario:event_BunnyX777_06_s_74,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_75,40014,event_BunnyX777_06_s,Speech,noir,noir,Locale_SubScenario:event_BunnyX777_06_s_75,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,,,,
event_BunnyX777_06_s_76,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_76,True,,1,idle,,3,idle,,13,idle,,31,130,2.0,,,,,
event_BunnyX777_06_s_77,40014,event_BunnyX777_06_s,Narration,,,Locale_SubScenario:event_BunnyX777_06_s_77,False,,1,idle,,3,idle,,13,idle,,130,130,1.0,,,,,
event_BunnyX777_06_s_78,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_78,True,,1,idle,,3,idle,,13,idle,,130,1300,2.0,,,,,
event_BunnyX777_06_s_79,40014,event_BunnyX777_06_s,Monologue,,,Locale_SubScenario:event_BunnyX777_06_s_79,False,,1,idle,,3,idle,,13,idle,,1300,1300,1.0,,,,,
event_BunnyX777_06_s_80,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_80,True,,1,idle,,3,idle,,13,idle,,1300,L_1500,2.0,,mustang,15,idle,
event_BunnyX777_06_s_81,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_81,True,,1,idle,,3,idle,,13,idle,,L_1500,L_1500,1.0,,,15,idle,
event_BunnyX777_06_s_82,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_82,True,,1,idle,,3,idle,,13,idle,,L_1500,L_1500,1.0,,,15,idle,
event_BunnyX777_06_s_83,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_83,True,,1,idle,,3,idle,,13,idle,,L_1500,L_1500,1.0,,,15,idle,
event_BunnyX777_06_s_84,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_84,True,,1,idle,,3,idle,,13,idle,,L_1500,L_1500,1.0,,,15,idle,
event_BunnyX777_06_s_85,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_85,True,,1,idle,,3,idle,,13,idle,,L_1500,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_86,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_86,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_87,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_87,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_88,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_88,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_89,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_89,True,,1,idle,,3,idle,,13,idle,,L_150,1315,2.0,,,15,idle,
event_BunnyX777_06_s_90,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_90,True,,1,idle,,3,idle,,13,idle,,1315,1315,1.0,,,15,idle,
event_BunnyX777_06_s_91,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_91,True,,1,idle,,3,idle,,13,idle,,1315,1315,1.0,,,15,idle,
event_BunnyX777_06_s_92,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_92,True,,1,idle,,3,idle,,13,idle,,1315,1315,1.0,,,15,idle,
event_BunnyX777_06_s_93,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_93,True,,1,idle,,3,idle,,13,idle,,1315,1315,1.0,,,15,idle,
event_BunnyX777_06_s_94,40014,event_BunnyX777_06_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_06_s_94,True,,1,idle,,3,idle,,13,idle,,1315,1315,1.0,,,15,idle,
event_BunnyX777_06_s_95,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_95,True,,1,idle,,3,idle,,13,idle,,1315,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_96,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_96,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_97,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_97,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,idle,
event_BunnyX777_06_s_98,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_98,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,delight,
event_BunnyX777_06_s_99,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_99,True,,1,idle,,3,idle,,13,idle,,L_150,L_1500,0.5,,,15,delight,
event_BunnyX777_06_s_100,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_100,True,,1,idle,,3,idle,,13,idle,,L_1500,L_1500,1.0,,,15,delight,
event_BunnyX777_06_s_101,40014,event_BunnyX777_06_s,Speech,participants,participants,Locale_SubScenario:event_BunnyX777_06_s_101,True,,1,idle,,3,idle,,13,idle,,L_1500,L_1500,1.0,,,15,delight,sfx_scn_crowdcheer
event_BunnyX777_06_s_102,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_102,True,,1,idle,,3,idle,,13,idle,,L_1500,L_150,1.0,,,15,surprise,
event_BunnyX777_06_s_103,40014,event_BunnyX777_06_s,Speech,mustang,mustang,Locale_SubScenario:event_BunnyX777_06_s_103,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,surprise,
event_BunnyX777_06_s_104,40014,event_BunnyX777_06_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_06_s_104,True,,1,idle,,3,idle,,13,idle,,L_150,L_150,1.0,,,15,surprise,
event_BunnyX777_06_s_105,40014,event_BunnyX777_06_s,Narration,,,Locale_SubScenario:event_BunnyX777_06_s_105,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,15,surprise,
