id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_ce003_2_05_e_11,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_11,True,,XS_50,30,1.0,,ade,ade,,,,,1,idle,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_12,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_12,True,,30,30,1.0,,ade,ade,,,,,1,idle,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_13,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_13,True,,30,10,1.0,,ce_003_02,ce_003_02,,,,,1,idle,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_14,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_14,True,,10,10,1.0,,ce_003_02,ce_003_02,,,,,1,idle,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_15,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_15,True,,10,10,1.0,,ce_003_02,ce_003_02,,,,,1,worry,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_16,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_16,False,,10,10,1.0,,ce_003_02,,,,,,1,worry,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_17,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_17,False,,10,150,2.0,,ce_003_02,,,,,,1,worry,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_18,40042,event_ce003_2_05_e,Self,Locale_SubScenario:event_ce003_2_05_e_18,False,,150,150,1.0,,ce_003_02,,,,,,1,worry,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_19,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_19,True,,150,150,1.0,,ce_003_03,ce_003_03,,,,,1,worry,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_20,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_20,True,,150,150,1.0,,ce_003_03,ce_003_03,,,,,1,worry,,,13,idle,,,15,no,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_21,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_21,True,,150,15,1.0,,ce_003_03,ce_003_03,,,,,1,worry,,,13,idle,,,15,no,,7,idle,,,5,idle,,,3,idle,,,,,,,,,
event_ce003_2_05_e_22,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_22,True,,15,1517,1.0,none,epicurean,epicurean,,,,,1,worry,,,13,idle,,,15,no,,7,idle,,,5,idle,,,3,idle,,epicurean,17,idle,,,,,
event_ce003_2_05_e_23,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_23,True,,1517,1517,1.0,,epicurean,epicurean,,,,,1,worry,,,13,idle,,,15,no,,7,idle,,,5,idle,,,3,idle,,,17,idle,,,,,
event_ce003_2_05_e_24,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_24,True,,1517,1517,1.0,,ce_003_03,ce_003_03,,,,,1,surprise,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,17,idle,,,,,
event_ce003_2_05_e_25,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_25,True,,1517,1517,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,idle,,,15,idle,,7,idle,,,5,idle,,,3,idle,,,17,idle,,,,,
event_ce003_2_05_e_26,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_26,False,Hotel,black,black,1.0,bgm_story_inwonderland,epicurean,,black,,,,1,surprise,,,13,idle,,,15,idle,,7,idle,soda,,5,idle,cocoa,,3,idle,ade,,3,idle,,clara,5,idle,
event_ce003_2_05_e_27,40042,event_ce003_2_05_e,Self,Locale_SubScenario:event_ce003_2_05_e_27,False,,5,XS_50,1.0,,epicurean,,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_28,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_28,True,,XS_50,XS_50,1.0,,clara,clara,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_29,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_29,False,,XS_50,XS_50,1.0,,clara,,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_30,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_30,True,,XS_50,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_31,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_31,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_32,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_32,True,,L_30,31,1.0,,ce_003_02,ce_003_02,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_33,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_33,True,,31,31,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_34,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_34,True,,31,31,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_35,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_35,True,,31,31,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_36,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_36,True,,31,31,1.0,,ce_003_02,ce_003_02,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_37,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_37,True,,31,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_38,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_38,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_39,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_39,True,,S_130,S_130,1.0,,ce_003_01,ce_003_01,,,,,1,idle,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_40,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_40,True,,XS_50,XS_50,1.0,,clara,clara,,,,,1,idle,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_41,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_41,True,,XS_50,XS_50,1.0,,clara,clara,,,,,1,idle,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_42,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_42,True,,XS_50,53,1.0,,epicurean,epicurean,,,,,1,idle,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_43,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_43,True,,53,53,1.0,,clara,clara,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_44,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_44,True,,53,53,1.0,,clara,clara,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_45,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_45,True,,53,53,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_46,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_46,True,,53,53,1.0,,clara,clara,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_47,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_47,True,,53,53,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_48,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_48,True,,53,53,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_49,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_49,True,,53,53,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_50,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_50,True,,53,53,1.0,,clara,clara,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_51,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_51,True,,53,3,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,
event_ce003_2_05_e_52,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_52,True,Corridor,3,L_30,1.0,,epicurean,epicurean,black,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,5,idle,clara
event_ce003_2_05_e_53,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_53,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_54,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_54,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_55,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_55,True,,L_30,31,1.0,,ce_003_02,ce_003_02,,,,,1,worry,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_56,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_56,True,,31,31,1.0,,epicurean,epicurean,,,,,1,worry,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_57,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_57,True,,31,31,1.0,,epicurean,epicurean,,,,,1,worry,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_58,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_58,True,,31,31,1.0,,ce_003_02,ce_003_02,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_59,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_59,True,,31,31,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_60,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_60,True,,31,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_61,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_61,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_62,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_62,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_63,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_63,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_64,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_64,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_65,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_65,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_66,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_66,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_67,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_67,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_68,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_68,True,,L_30,L_300,1.0,,epicurean,epicurean,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_69,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_69,False,,L_300,L_300,1.0,,epicurean,,,sfx_scn_papercatch,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_70,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_70,False,,L_300,L_300,1.0,,epicurean,,,,,,1,idle,,,13,idle,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_71,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_71,True,,13,S_130,1.0,,ce_003_01,ce_003_01,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_72,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_72,True,,S_130,S_130,1.0,,ce_003_01,ce_003_01,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_73,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_73,True,,150,150,1.0,,ce_003_03,ce_003_03,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_74,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_74,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_75,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_75,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_76,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_76,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_77,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_77,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_78,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_78,True,,L_30,L_30,1.0,,epicurean,epicurean,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_79,40042,event_ce003_2_05_e,Monologue,Locale_SubScenario:event_ce003_2_05_e_79,False,,L_30,3,1.0,,epicurean,,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_80,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_80,True,,15,15,1.0,,ce_003_03,ce_003_03,,,,,1,surprise,,,13,surprise,,,15,idle,,,,,,,,,,,,,,3,idle,,,,,
event_ce003_2_05_e_81,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_81,True,LivingRoom,black,black,1.0,,epicurean,epicurean,black,,,,1,u,ce_003_02,,13,surprise,ce_003_01,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_82,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_82,True,,L_130,L_130,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_83,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_83,True,,L_130,L_130,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_84,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_84,True,,L_130,L_130,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_85,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_85,True,,L_130,13,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_86,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_86,True,,13,13,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_87,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_87,True,,13,13,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_88,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_88,True,,13,13,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_89,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_89,True,LivingRoom,13,L_1300,1.5,,epicurean,epicurean,black,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_90,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_90,True,,L_1300,L_1300,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_91,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_91,True,,L_1300,L_1300,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_92,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_92,True,,L_1300,L_1300,1.0,,epicurean,epicurean,,,Grey,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_93,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_93,True,Corridor,113,113,1.0,,ce_003_03,ce_003_03,black,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_94,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_94,True,,113,113,1.0,,epicurean,epicurean,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_95,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_95,True,,113,113,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,1,smile,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_96,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_96,True,,113,113,1.0,,epicurean,epicurean,,,,,,,,,,,,,1,smile,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_97,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_97,True,,113,113,1.0,,epicurean,epicurean,,,,,,,,,,,,,1,smile,,,,,,,,,,,,,,13,idle,,,,,
event_ce003_2_05_e_98,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_98,True,Hotel,black,black,1.0,,ce_003_02,ce_003_02,black,,,ce_003_02,1,idle,,ce_003_01,15,idle,,,13,idle,,,,,,,,,,,,,,13,idle,epicurean,clara,3,idle,
event_ce003_2_05_e_99,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_99,True,,XS_30,XS_30,1.0,,clara,clara,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
event_ce003_2_05_e_100,40042,event_ce003_2_05_e,Speech,Locale_SubScenario:event_ce003_2_05_e_100,True,,XS_30,XS_30,1.0,,clara,clara,,,,,1,idle,,,15,idle,,,13,idle,,,,,,,,,,,,,,,,,,3,idle,
