id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id,fade,play_sound,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_camera_shake,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_boomtheghost2_01_e_38,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_38,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_39,40085,event_boomtheghost2_01_e,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost2_01_e_39,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,300,S_500,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_40,40085,event_boomtheghost2_01_e,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_40,False,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,chefghost,5,delight,Kitchen,black,black,1.0,none,alfred,centi_s,yan_s,black,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_41,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_41,True,,,,,13,idle,,15,idle,,,,,3,delight,,5,delight,,S_500,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_42,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_42,True,,,,,13,idle,,15,idle,,,,,3,delight,,5,delight,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_43,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_43,True,,,,,13,idle,,15,idle,,,,,3,idle,,5,delight,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_44,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_44,True,,,,,13,idle,,15,idle,,,,,3,good,,5,delight,,S_50,53,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_45,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_45,True,,,,,13,idle,,15,idle,,,,,3,good,,5,delight,,53,53,1.0,bgm_story_spookaboo,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_46,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_46,False,,,,,13,idle,,15,idle,,,,,3,good,,5,delight,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_47,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_47,True,,,,,13,idle,,15,idle,,,,,3,good,,5,delight,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_48,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_48,True,,,,,13,idle,,15,idle,,,,,3,good,,5,delight,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_49,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_49,True,,,,,13,idle,,15,idle,,,,,3,good,,5,delight,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_50,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_50,True,,,,,13,idle,,15,idle,,,,,3,think,,5,delight,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_51,40085,event_boomtheghost2_01_e,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_51,False,alfred,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,30,31,1.0,,,,,,sfx_scn_beamprojector,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_52,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_52,True,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_53,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_53,True,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_54,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_54,True,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_55,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_55,True,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,S_130,S_1300,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_56,40085,event_boomtheghost2_01_e,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_56,False,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,black,black,1.0,,,,,,sfx_scn_runaway2,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_57,40085,event_boomtheghost2_01_e,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_57,False,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,black,black,1.0,,,,,,,ghost_01,7,idle,lowhologram,8,idle,ghost_02,9,idle,,,,,,
event_boomtheghost2_01_e_58,40085,event_boomtheghost2_01_e,Speech,lowhologram,lowhologram,Locale_MainScenario:event_boomtheghost2_01_e_58,True,,1,idle,,13,idle,,15,idle,,,,,3,think,,5,delight,,S_800,S_80,0.7,,,,,,,,7,idle,,8,idle,,9,idle,,,,,,
event_boomtheghost2_01_e_59,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_59,True,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,S_130,S_130,1.0,,,,,,,,7,idle,,8,idle,,9,idle,Low_2,,,,,
event_boomtheghost2_01_e_60,40085,event_boomtheghost2_01_e,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_60,False,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,black,black,1.0,,,,,,sfx_scn_tyrantcry,,7,idle,,8,idle,,9,idle,,,,,,
event_boomtheghost2_01_e_61,40085,event_boomtheghost2_01_e,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_61,False,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,black,black,1.0,,,,,,,,6,idle,,8,idle,,4,idle,,ghost_01,lowhologram,ghost_02,,
event_boomtheghost2_01_e_62,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_62,True,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_63,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_63,True,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_64,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_64,True,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,S_130,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_65,40085,event_boomtheghost2_01_e,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_65,False,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_66,40085,event_boomtheghost2_01_e,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_66,False,,1,idle,,13,idle,,15,idle,,,,,3,delight,,5,delight,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_67,40085,event_boomtheghost2_01_e,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_67,False,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_68,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_68,True,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_69,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_69,False,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,300,S_100,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_70,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_70,True,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,S_100,S_10,0.7,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_71,40085,event_boomtheghost2_01_e,Narration,alfred,,Locale_MainScenario:event_boomtheghost2_01_e_71,False,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,black,black,1.0,,,,,,sfx_scn_touchprocess,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_72,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_72,False,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_73,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_73,True,,1,idle,,13,idle,,15,idle,,,,,3,angry,,5,delight,,S_10,S_100,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_74,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_74,True,,1,idle,,13,no,,15,idle,,,,,3,angry,,5,idle,,S_50,S_500,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_75,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_75,True,,1,idle,,13,no,,15,idle,,,,,3,angry,,5,idle,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_76,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_76,True,,1,idle,,13,no,,15,idle,,,,,3,angry,,5,idle,,300,30,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_77,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_77,False,,1,idle,,13,no,,15,idle,,,,,3,angry,,5,idle,,30,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_78,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_78,True,,1,sad,,13,no,,15,idle,,,,,3,angry,,5,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_79,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_79,True,,1,sad,,13,no,,15,idle,,,,,3,angry,,5,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_80,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_80,True,,1,sad,,13,no,,15,idle,,,,,3,angry,,5,angry,,S_50,S_500,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_81,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_81,False,,1,sad,,13,no,,15,idle,,,,,3,angry,,5,angry,,S_1300,S_130,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_82,40085,event_boomtheghost2_01_e,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost2_01_e_82,False,,1,sad,,13,no,,15,idle,,,,,3,angry,,5,angry,,black,black,1.0,,,,,,sfx_scn_electricshock,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_83,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_83,True,,1,sad,,13,pain,,15,idle,,,,,3,angry,,5,angry,,S_130,S_130,1.0,,,,,,,,,,,,,,,,Low_2,,,,,
event_boomtheghost2_01_e_84,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_84,True,,1,sad,,13,pain,,15,idle,,,,,3,angry,,5,angry,,30,300,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_85,40085,event_boomtheghost2_01_e,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_85,False,,1,sad,,13,pain,,15,idle,,,,,3,angry,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_86,40085,event_boomtheghost2_01_e,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_86,False,,1,sad,,13,pain,,15,idle,,,,,13,angry,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,elegg_s,tove_s
event_boomtheghost2_01_e_87,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_87,True,,1,sad,,,,,,,,,,,13,angry,,5,angry,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_88,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_88,False,,1,sad,,,,,,,,,,,13,angry,,5,angry,,1300,130,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_89,40085,event_boomtheghost2_01_e,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_01_e_89,True,,1,sad,,,,,,,,,,,13,angry,,5,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_90,40085,event_boomtheghost2_01_e,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_01_e_90,False,,1,sad,,,,,,,,,,,13,angry,,5,angry,,S_50,S_50,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_91,40085,event_boomtheghost2_01_e,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_01_e_91,False,,1,sad,,,,,,,,,,,13,angry,,5,angry,,S_50,5,1.0,,,,,,,ghost_01,6,idle,ghost_02,4,idle,,,,,,,,,
