id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
event_ce003_2_02_e_13,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_13,True,,1,angry,,13,idle,,15,no,,150,15,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_14,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_14,False,,1,angry,,13,idle,,15,no,,15,15,1.0,,ce_003_03,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_15,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_15,True,,1,angry,,13,idle,,15,smile,,15,15,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_16,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_16,True,,1,angry,,13,idle,,15,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_17,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_17,True,,1,angry,,13,idle,,15,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_18,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_18,True,,1,angry,,13,surprise,,15,idle,,130,130,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_19,40042,event_ce003_2_02_e,Narration,Locale_SubScenario:event_ce003_2_02_e_19,False,,1,angry,,13,surprise,,15,idle,,black,black,1.0,none,ce_003_02,,maxwell,5,idle,drake,7,delight,laplace,9,angry,black,,,,,,,
event_ce003_2_02_e_20,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_20,True,,1,surprise,,13,surprise,,15,idle,,70,70,1.0,bgm_story_herecomestrouble,drake,drake,,5,idle,,7,delight,,9,angry,,,,,,,,
event_ce003_2_02_e_21,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_21,True,,1,surprise,,13,surprise,,15,idle,,70,70,1.0,,drake,drake,,5,idle,,7,delight,,9,angry,,,,,,,,
event_ce003_2_02_e_22,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_22,False,,1,surprise,,13,surprise,,15,idle,,70,97,1.0,,drake,,,5,idle,,7,delight,,9,angry,,,,,,,,
event_ce003_2_02_e_23,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_23,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,delight,,9,angry,,,,,,,,
event_ce003_2_02_e_24,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_24,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,idle,,9,angry,,,,,,,,
event_ce003_2_02_e_25,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_25,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,idle,,9,angry,,,,,,,,
event_ce003_2_02_e_26,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_26,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,idle,,9,angry,,,,,,,,
event_ce003_2_02_e_27,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_27,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,idle,,9,angry,,,,,,,,
event_ce003_2_02_e_28,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_28,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,no,,9,angry,,,,,,,,
event_ce003_2_02_e_29,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_29,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,no,,9,angry,,,,,,,,
event_ce003_2_02_e_30,40042,event_ce003_2_02_e,Narration,Locale_SubScenario:event_ce003_2_02_e_30,False,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,,,5,idle,,7,no,,9,angry,,sfx_scn_weakhit,,,,,,
event_ce003_2_02_e_31,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_31,False,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,,,5,idle,,7,no,,9,angry,,,,,,,,
event_ce003_2_02_e_32,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_32,True,,1,surprise,,13,surprise,,15,idle,,97,70,1.0,,drake,drake,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_33,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_33,False,,1,surprise,,13,surprise,,15,idle,,70,70,1.0,,drake,,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_34,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_34,True,,1,surprise,,13,surprise,,15,idle,,70,S_90,1.0,,laplace,laplace,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_35,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_35,False,,1,surprise,,13,surprise,,15,idle,,S_90,S_90,1.0,,laplace,,,5,idle,,7,idle,,9,idle,,sfx_scn_grab,,,,,,
event_ce003_2_02_e_36,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_36,True,,1,surprise,,13,surprise,,15,idle,,S_90,97,1.0,,drake,drake,,5,idle,,7,angry,,9,idle,,,,,,,,
event_ce003_2_02_e_37,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_37,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,angry,,9,idle,,,,,,,,
event_ce003_2_02_e_38,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_38,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,angry,,9,idle,,,,,,,,
event_ce003_2_02_e_39,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_39,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,angry,,9,idle,,,,,,,,
event_ce003_2_02_e_40,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_40,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_41,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_41,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_42,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_42,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_43,40042,event_ce003_2_02_e,Narration,Locale_SubScenario:event_ce003_2_02_e_43,False,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,,,5,idle,,7,idle,,9,idle,,sfx_scn_weakhit,,,,,,
event_ce003_2_02_e_44,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_44,False,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_45,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_45,True,,1,surprise,,13,surprise,,15,idle,,97,S_90,1.0,,laplace,laplace,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_46,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_46,False,,1,surprise,,13,surprise,,15,idle,,S_90,S_90,1.0,,laplace,,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_47,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_47,False,,1,surprise,,13,surprise,,15,idle,,S_90,S_90,1.0,,laplace,,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_48,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_48,False,,1,surprise,,13,surprise,,15,idle,,S_90,S_90,1.0,,laplace,,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_49,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_49,True,,1,surprise,,13,surprise,,15,idle,,S_90,50,1.0,,maxwell,maxwell,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_50,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_50,True,,1,surprise,,13,surprise,,15,idle,,50,50,1.0,,maxwell,maxwell,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_51,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_51,True,,1,surprise,,13,surprise,,15,idle,,50,50,1.0,,maxwell,maxwell,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_52,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_52,True,,1,surprise,,13,surprise,,15,idle,,50,97,1.0,,drake,drake,,5,idle,,7,angry,,9,idle,,,,,,,,
event_ce003_2_02_e_53,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_53,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,laplace,laplace,,5,idle,,7,angry,,9,idle,,,,,,,,
event_ce003_2_02_e_54,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_54,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,no,,9,idle,,,,,,,,
event_ce003_2_02_e_55,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_55,True,,1,surprise,,13,surprise,,15,idle,,97,97,1.0,,drake,drake,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_56,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_56,True,,1,surprise,,13,worry,,15,idle,,130,130,1.0,,ce_003_02,ce_003_02,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_57,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_57,True,,1,surprise,,13,worry,,15,idle,,50,50,1.0,,maxwell,maxwell,,5,idle,,7,idle,,9,idle,,,,,,,,
event_ce003_2_02_e_58,40042,event_ce003_2_02_e,Narration,Locale_SubScenario:event_ce003_2_02_e_58,False,,1,surprise,,13,worry,,15,idle,EventScene_ce_03_02,black,black,1.0,none,maxwell,,,5,idle,,7,idle,,9,idle,,,ce_003_01,ce_003_02,ce_003_03,maxwell,drake,laplace
event_ce003_2_02_e_59,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_59,True,,,,,,,,,,,ce003_02_01,ce003_02_02,1.0,,laplace,laplace,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_60,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_60,True,,,,,,,,,,,ce003_02_02,ce003_02_02,1.0,,drake,drake,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_61,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_61,True,,,,,,,,,,,ce003_02_02,ce003_02_01,1.0,,laplace,laplace,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_62,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_62,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,,drake,drake,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_63,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_63,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,event_bgm_ce003_minigame,laplace,laplace,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_64,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_64,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,,laplace,laplace,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_65,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_65,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,,drake,drake,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_66,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_66,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,,drake,drake,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_67,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_67,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,,laplace,laplace,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_68,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_68,True,,,,,,,,,,,ce003_02_01,ce003_02_01,1.0,,drake,drake,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_69,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_69,True,,,,,,,,,,,ce003_02_01,ce003_02_02,0.5,,laplace,laplace,,,,,,,,,,,sfx_scn_runaway,,,,,,
event_ce003_2_02_e_70,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_70,True,,,,,,,,,,,ce003_02_02,ce003_02_02,1.0,,drake,drake,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_71,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_71,True,,,,,,,,,,,ce003_02_02,ce003_02_03,2.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_72,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_72,True,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_73,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_73,True,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_74,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_74,True,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_75,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_75,True,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,maxwell,maxwell,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_76,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_76,True,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,maxwell,maxwell,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_77,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_77,False,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,maxwell,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_78,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_78,False,,,,,,,,,,,ce003_02_03,ce003_02_03,1.0,,maxwell,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_79,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_79,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_80,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_80,False,ce_003_01,1,worry,ce_003_02,13,idle,ce_003_03,15,idle,land_d,15,15,1.0,none,,,,,,,,,,,,black,,,,,,,
event_ce003_2_02_e_81,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_81,True,,1,worry,,13,idle,,15,idle,,15,15,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_82,40042,event_ce003_2_02_e,Monologue,Locale_SubScenario:event_ce003_2_02_e_82,False,,1,worry,,13,idle,,15,idle,,15,150,1.0,,ce_003_03,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_83,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_83,True,,1,worry,,13,idle,,15,idle,,150,150,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_84,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_84,False,,1,worry,,13,idle,,15,idle,,150,150,1.0,,ce_003_03,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_85,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_85,True,,1,worry,,13,idle,,15,idle,,150,130,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_86,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_86,False,,1,worry,,13,idle,,15,idle,,130,130,1.0,,ce_003_02,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_87,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_87,False,,1,worry,,13,idle,,15,idle,,130,130,1.0,,ce_003_02,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_88,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_88,True,,1,worry,,13,worry,,15,idle,,130,13,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_89,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_89,True,,1,worry,,13,worry,,15,idle,,13,13,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_90,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_90,True,,1,worry,,13,worry,,15,idle,,13,13,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_91,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_91,True,,1,worry,,13,surprise,,15,idle,,13,113,1.0,event_bgm_ce003_story_1,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_92,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_92,True,,1,worry,,13,surprise,,15,idle,,113,113,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_93,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_93,True,,1,worry,,13,surprise,,15,idle,,113,113,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_94,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_94,False,,1,worry,,13,surprise,,15,idle,,113,113,1.0,,ce_003_01,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_95,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_95,True,,1,idle,,13,surprise,,15,idle,,113,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_96,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_96,True,,1,idle,,13,surprise,,15,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_97,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_97,True,,1,idle,,13,surprise,,15,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_98,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_98,True,,1,idle,,13,surprise,,15,idle,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_99,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_99,True,,1,idle,,13,surprise,,15,idle,,S_10,130,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_100,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_100,True,,1,idle,,13,delight,,15,idle,,130,130,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_101,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_101,True,,1,idle,,13,delight,,15,smile,,130,150,1.0,,ce_003_03,ce_003_03,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_102,40042,event_ce003_2_02_e,Self,Locale_SubScenario:event_ce003_2_02_e_102,False,,1,idle,,13,delight,,15,smile,,150,150,1.0,,ce_003_03,,,,,,,,,,,,,,,,,,
event_ce003_2_02_e_103,40042,event_ce003_2_02_e,Speech,Locale_SubScenario:event_ce003_2_02_e_103,True,,1,idle,,13,idle,,15,smile,,13,130,1.0,,ce_003_02,ce_003_02,,,,,,,,,,,,,,,,,
