id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,characters/2/hide_char_id,fade
event_coinsinrush2_02_s_24,40089,event_coinsinrush2_02_s,Monologue,Locale_MainScenario:event_coinsinrush2_02_s_24,False,,black,black,1.0,,,,,,,,,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_25,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_25,True,,7,7,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_26,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_26,True,,7,7,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_27,40089,event_coinsinrush2_02_s,Monologue,Locale_MainScenario:event_coinsinrush2_02_s_27,False,,7,1,1.0,,,,,,,,,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_28,40089,event_coinsinrush2_02_s,Monologue,Locale_MainScenario:event_coinsinrush2_02_s_28,False,,black,black,1.0,none,,,,,,,,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_29,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_29,False,,1,1,1.0,,,,,,,,,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_30,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_30,True,,1,1,1.0,event_bgm_cir_smoothoperation,,,,,,,exia_b_op,exia_b_op,,OP_leftup,good,,,,,
event_coinsinrush2_02_s_31,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_31,True,,1,1,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,good,,,,,
event_coinsinrush2_02_s_32,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_32,False,,1,1,1.0,,,,,,,,exia_b_op,,,OP_leftup,good,,,,,
event_coinsinrush2_02_s_33,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_33,True,,1,1,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_34,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_34,True,,1,1,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_35,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_35,False,,1,1,1.0,,,,,,,,exia_b_op,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_36,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_36,True,,1,1,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_37,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_37,True,,1,1,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_38,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_38,False,,1,1,1.0,,,,,,,,exia_b_op,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_39,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_39,True,,1,1,1.0,,,,,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_40,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_40,False,,1,1,1.0,,,,,,,,exia_b_op,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_41,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_41,False,,1,1,1.0,,,,,,,,exia_b_op,,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_42,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_42,True,,1,1,1.0,,milk_b_op_r,OP_rightup,good,,,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_43,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_43,True,,1,1,1.0,,,OP_rightup,good,,,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_44,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_44,True,,1,1,1.0,,,OP_rightup,good,,,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_45,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_45,True,,1,1,1.0,,,OP_rightup,good,,,,exia_b_op,exia_b_op,,OP_leftup,sad,,,,,
event_coinsinrush2_02_s_46,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_46,True,,1,1,1.0,,,OP_rightup,good,,,,exia_b_op,exia_b_op,,OP_leftup,sad,,,,,
event_coinsinrush2_02_s_47,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_47,True,,1,1,1.0,,,OP_rightup,good,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_48,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_48,True,,1,1,1.0,,,OP_rightup,good,,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_49,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_49,True,,1,1,1.0,,,OP_rightup,good,,,,milk_b_op_r,milk_b_op_r,,OP_leftup,idle,,,,,
event_coinsinrush2_02_s_50,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_50,True,,1,1,1.0,,,OP_rightup,good,,,,exia_b_op,exia_b_op,,OP_leftup,sad,,,,,
event_coinsinrush2_02_s_51,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_51,True,,1,1,1.0,,bay_b_op_r,OP_rightup,idle,,,,bay_b_op_r,bay_b_op_r,,OP_leftup,sad,milk_b_op_r,,,,
event_coinsinrush2_02_s_52,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_52,True,,1,1,1.0,,,OP_rightup,idle,,,,bay_b_op_r,bay_b_op_r,,OP_leftup,sad,,,,,
event_coinsinrush2_02_s_53,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_53,False,,1,1,1.0,,,OP_rightup,idle,,,,bay_b_op_r,,,OP_leftup,sad,,,,,
event_coinsinrush2_02_s_54,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_54,True,,1,1,1.0,,,OP_rightup,idle,rouge_b_op,OP_leftup,idle,rouge_b_op,rouge_b_op,,OP_leftup,sad,,,,exia_b_op,
event_coinsinrush2_02_s_55,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_55,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,no,rouge_b_op,rouge_b_op,,,,,,,,
event_coinsinrush2_02_s_56,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_56,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,no,rouge_b_op,,,,,,,,,
event_coinsinrush2_02_s_57,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_57,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,no,rouge_b_op,rouge_b_op,,,,,,,,
event_coinsinrush2_02_s_58,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_58,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,no,rouge_b_op,rouge_b_op,,,,,,,,
event_coinsinrush2_02_s_59,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_59,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,pain,rouge_b_op,rouge_b_op,,,,,,,,
event_coinsinrush2_02_s_60,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_60,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,pain,rouge_b_op,,,,,,,,,
event_coinsinrush2_02_s_61,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_61,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,pain,milk_b_op,milk_b_op,milk_b_op,OP_leftup,delight2,,rouge_b_op,,,
event_coinsinrush2_02_s_62,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_62,True,,1,1,1.0,,,OP_rightup,idle,,,,milk_b_op,milk_b_op,,OP_leftup,delight2,,,,,
event_coinsinrush2_02_s_63,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_63,True,,1,1,1.0,,,OP_rightup,idle,ade_b_op,OP_leftup,surprise,ade_b_op,ade_b_op,,OP_leftup,delight2,,,,milk_b_op,
event_coinsinrush2_02_s_64,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_64,True,,1,1,1.0,,,OP_rightup,worry,,OP_leftup,surprise,bay_b_op_r,bay_b_op_r,,,,,,,,
event_coinsinrush2_02_s_65,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_65,True,,1,1,1.0,,,OP_rightup,worry,,OP_leftup,surprise,rouge_b_op_r,rouge_b_op_r,rouge_b_op_r,OP_rightup,think,bay_b_op_r,,,,
event_coinsinrush2_02_s_66,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_66,True,,1,1,1.0,,,,,,OP_leftup,surprise,rouge_b_op_r,rouge_b_op_r,,OP_rightup,think,,,,,
event_coinsinrush2_02_s_67,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_67,False,,1,1,1.0,,,,,,OP_leftup,surprise,rouge_b_op_r,,,OP_rightup,think,,,,,
event_coinsinrush2_02_s_68,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_68,False,,1,1,1.0,,,,,,OP_leftup,surprise,rouge_b_op_r,,,OP_rightup,think,,,,,
event_coinsinrush2_02_s_69,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_69,True,,1,1,1.0,,milk_b_op_r,OP_rightup,good,,OP_leftup,surprise,milk_b_op_r,milk_b_op_r,,OP_rightup,think,,,,rouge_b_op_r,
event_coinsinrush2_02_s_70,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_70,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,surprise,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_71,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_71,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,surprise,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_72,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_72,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,surprise,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_73,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_73,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_74,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_74,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_75,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_75,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,,,,,,,,,
event_coinsinrush2_02_s_76,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_76,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_77,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_77,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_78,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_78,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,,,,,,,,,
event_coinsinrush2_02_s_79,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_79,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_80,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_80,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_81,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_81,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_82,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_82,False,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_83,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_83,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,exia_b_op_r,exia_b_op_r,exia_b_op_r,OP_rightup,idle,milk_b_op_r,,,,
event_coinsinrush2_02_s_84,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_84,True,,1,1,1.0,,,,,,OP_leftup,angry,exia_b_op_r,exia_b_op_r,,OP_rightup,idle,,,,,
event_coinsinrush2_02_s_85,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_85,True,,1,1,1.0,,,,,,OP_leftup,surprise2,ade_b_op,ade_b_op,,OP_rightup,idle,,,,,
event_coinsinrush2_02_s_86,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_86,False,,1,1,1.0,,,,,,OP_leftup,surprise2,ade_b_op,,,OP_rightup,idle,,,,,
event_coinsinrush2_02_s_87,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_87,False,,1,1,1.0,,,,,,OP_leftup,surprise2,ade_b_op,,,OP_rightup,idle,,,,,
event_coinsinrush2_02_s_88,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_88,True,,1,1,1.0,,milk_b_op_r,OP_rightup,idle,,OP_leftup,angry,milk_b_op_r,milk_b_op_r,,OP_rightup,idle,,,,exia_b_op_r,
event_coinsinrush2_02_s_89,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_89,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_90,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_90,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_91,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_91,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_92,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_92,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_93,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_93,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_94,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_94,True,,1,1,1.0,,,OP_rightup,idle,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_95,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_95,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,angry,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_96,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_96,False,,1,1,1.0,,,OP_rightup,good,,OP_leftup,angry,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_97,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_97,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_98,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_98,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_99,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_99,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,angry,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_100,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_100,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,ade_b_op,ade_b_op,,,,,,,,
event_coinsinrush2_02_s_101,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_101,False,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,ade_b_op,,,,,,,,,
event_coinsinrush2_02_s_102,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_102,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,rouge_b_op_r,rouge_b_op_r,rouge_b_op_r,OP_rightup,think,milk_b_op_r,,,,
event_coinsinrush2_02_s_103,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_103,True,,1,1,1.0,,,,,,OP_leftup,idle,rouge_b_op_r,rouge_b_op_r,,OP_rightup,think,,,,,
event_coinsinrush2_02_s_104,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_104,True,,1,1,1.0,,,,,,OP_leftup,idle,rouge_b_op_r,rouge_b_op_r,,OP_rightup,think,,,,,
event_coinsinrush2_02_s_105,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_105,True,,1,1,1.0,,,,,,OP_leftup,idle,bay_b_op_r,bay_b_op_r,bay_b_op_r,OP_rightup,idle,,,,rouge_b_op_r,
event_coinsinrush2_02_s_106,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_106,True,,1,1,1.0,,,,,,OP_leftup,idle,ade_b_op,ade_b_op,,OP_rightup,idle,,,,,
event_coinsinrush2_02_s_107,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_107,True,,1,1,1.0,,,,,,OP_leftup,idle,ade_b_op,ade_b_op,,OP_rightup,idle,,,,,
event_coinsinrush2_02_s_108,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_108,True,,1,1,1.0,,milk_b_op_r,OP_rightup,good,,OP_leftup,idle,milk_b_op_r,milk_b_op_r,,OP_rightup,idle,,,,bay_b_op_r,
event_coinsinrush2_02_s_109,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_109,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_110,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_110,False,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_111,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_111,False,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_112,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_112,True,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,milk_b_op_r,milk_b_op_r,,,,,,,,
event_coinsinrush2_02_s_113,40089,event_coinsinrush2_02_s,Self,Locale_MainScenario:event_coinsinrush2_02_s_113,False,,1,1,1.0,,,OP_rightup,good,,OP_leftup,idle,milk_b_op_r,,,,,,,,,
event_coinsinrush2_02_s_114,40089,event_coinsinrush2_02_s,Speech,Locale_MainScenario:event_coinsinrush2_02_s_114,True,,1,1,1.0,,,OP_rightup,surprise3,,OP_leftup,idle,milk_b_op_r,milk_b_op_r,,,,,,,,
