id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake,jump_target
event_romanticvalentine_03_e_38,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_38,False,,70,70,1.0,,sin_m,,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_39,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_39,True,,70,70,1.0,,sin_m,sin_m,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_40,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_40,False,,70,70,1.0,,sin_m,,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_41,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_41,True,,70,700,1.5,,sin_m,sin_m,,,,,,7,delight,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_42,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_42,True,,700,700,1.0,,sin_m,sin_m,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_43,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_43,False,,700,700,1.0,,sin_m,,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_44,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_44,False,,700,700,1.0,,sin_m,,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_45,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_45,True,,700,700,1.0,,sin_m,sin_m,,,,,,7,smile,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_46,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_46,True,,700,700,1.0,,sin_m,sin_m,,,,,,7,delight,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_47,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_47,False,,700,70,1.0,,sin_m,,,,,,,7,delight,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_48,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_48,True,,70,6,1.0,,mast_m,mast_m,,,,,,7,delight,mast_m,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_49,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_49,False,,6,6,1.0,,mast_m,,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_50,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_50,False,,black,black,1.0,,,,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_51,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_51,False,,6,6,1.0,,mast_m,,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_52,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_52,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,surprise,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_53,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_53,False,,6,6,1.0,,mast_m,,,,,,,7,surprise,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_54,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_54,False,,6,S_500,0.5,,mast_m,,,,,,,7,surprise,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_55,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_55,True,,S_500,S_500,1.0,,mast_m,mast_m,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_56,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_56,False,,S_500,S_500,1.0,none,mast_m,,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_57,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_57,False,,S_500,S_500,1.0,,mast_m,,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_58,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_58,True,,S_500,6,1.0,,sin_m,sin_m,,,,,,7,surprise,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_59,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_59,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,surprise,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_60,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_60,False,,6,6,1.0,,mast_m,mast_m,,,,,,7,surprise,,5,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_61,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_61,False,,6,6,1.0,,mast_m,,,,,,,7,surprise,,5,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_62,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_62,True,,6,S_500,0.5,bgm_story_whosdumber,mast_m,mast_m,,,,,,7,smile,,5,surprise2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_63,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_63,True,,S_500,S_500,1.0,,mast_m,mast_m,,,,,,7,smile,,5,surprise2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_64,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_64,True,,S_500,6,1.0,,mast_m,sin_m,,,,,,7,smile,,5,surprise2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_65,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_65,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,smile,,5,surprise2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_66,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_66,False,,6,6,1.0,,mast_m,,,,,,,7,smile,,5,surprise2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_67,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_67,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,smile,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_68,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_68,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,smile,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_69,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_69,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,smile,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_70,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_70,False,,6,6,1.0,,mast_m,,,,,,,7,smile,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_71,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_71,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,smile,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_72,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_72,True,,6,6,1.0,,sin_m,sin_m,,,,,,7,delight,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_73,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_73,True,,6,6,1.0,,sin_m,sin_m,,,,,,7,delight,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_74,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_74,True,,6,6,1.0,,sin_m,sin_m,,,,,,7,delight,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_75,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_75,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,delight,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_76,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_76,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,delight,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_77,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_77,False,,6,6,1.0,,mast_m,,,,,,,7,delight,,5,delight,,,,,,,,,,,,,,
event_romanticvalentine_03_e_78,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_78,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,delight,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_79,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_79,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,delight,,5,shy1,,,,,,,,,,,,,,
event_romanticvalentine_03_e_80,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_80,True,,6,6,1.0,,mast_m,mast_m,,,,,,7,delight,,5,shy1,,,,,,,,,,,,,,
event_romanticvalentine_03_e_81,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_81,False,,6,6,1.0,,mast_m,,,,,,,7,delight,,5,shy1,,,,,,,,,,,,,,
event_romanticvalentine_03_e_82,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_82,True,,6,S_50,1.0,,mast_m,mast_m,,,,,,7,delight,,5,shy2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_83,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_83,False,,S_50,S_50,1.0,,mast_m,,,,,,,7,delight,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_84,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_84,True,,S_50,S_50,1.0,,mast_m,mast_m,,,,,,7,delight,,5,idle2,,,,,,,,,,,,,,
event_romanticvalentine_03_e_85,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_85,True,,S_50,S_50,1.0,,mast_m,mast_m,,,,,,7,delight,,5,shy3,,,,,,,,,,,,,,
event_romanticvalentine_03_e_86,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_86,True,,S_50,S_500,1.5,,mast_m,mast_m,,,,,,7,delight,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_87,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_87,False,,S_500,S_500,1.0,,mast_m,mast_m,,,,,,7,delight,,5,surprise,,,,,,,,,,,,,,
event_romanticvalentine_03_e_88,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_88,False,,S_500,S_500,1.0,,mast_m,,,,,,,7,delight,,5,surprise,,maleguest,1,idle,,,,,,,,,,
event_romanticvalentine_03_e_89,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_89,True,,S_500,S_50,1.0,,mast_m,mast_m,,,,,,7,delight,,5,surprise,,,1,idle,,,,,,,,,,
event_romanticvalentine_03_e_90,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_90,True,,10,10,1.0,,maleguest,maleguest,,,,,,7,delight,,5,surprise,,,1,idle,,,,,,,,,,
event_romanticvalentine_03_e_91,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_91,True,,S_50,S_50,1.0,,mast_m,mast_m,,,,,,7,delight,,5,delight,,,1,idle,,,,,,,,,,
event_romanticvalentine_03_e_92,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_92,True,,S_50,S_50,1.0,,mast_m,mast_m,,,,,,7,delight,,5,idle,,,1,idle,,,,,,maleguest,,,,
event_romanticvalentine_03_e_93,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_93,False,,black,black,1.0,,,,,,,,,7,delight,,5,idle,,,,,,,,sin_m,mast_m,,,,,
event_romanticvalentine_03_e_94,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_94,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_95,40069,event_romanticvalentine_03_e,Narration,Locale_SubScenario:event_romanticvalentine_03_e_95,False,,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_dishbreak,,
event_romanticvalentine_03_e_96,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_96,False,,black,black,1.0,,,,mast_m,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_97,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_97,False,,S_10,S_100,0.7,,mast_m,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_98,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_98,False,,S_100,S_100,1.0,,mast_m,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_99,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_99,True,,S_100,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_100,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_100,False,,S_10,S_10,1.0,,mast_m,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_101,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_101,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_102,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_102,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_103,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_103,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_104,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_104,False,,S_10,S_10,1.0,,mast_m,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_105,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_105,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_106,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_106,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_107,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_107,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_108,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_108,False,,S_10,S_10,1.0,,mast_m,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_109,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_109,True,,S_10,S_100,1.5,bgm_story_tepidappleade,mast_m,mast_m,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_110,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_110,False,,S_100,S_100,1.0,,mast_m,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_111,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_111,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,angry,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_112,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_112,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,angry,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_113,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_113,True,,S_100,S_10,0.5,,mast_m,mast_m,,1,angry,,,,,,,,,,,,,,,,,,,,Low_2,
event_romanticvalentine_03_e_114,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_114,False,,S_10,S_10,1.0,,mast_m,,,1,angry,,,,,,,,,,,,,,,,,,,,,
