id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,set_filter_01,set_filter_02,characters/1/show_char_id,characters/1/set_char_position,characters/2/show_char_id,characters/2/set_char_position,characters/1/hide_char_id,characters/2/hide_char_id
event_cherryblossom_01_s_41,40011,event_cherryblossom_01_s,Monologue,sakura,,Locale_SubScenario:event_cherryblossom_01_s_41,False,,,,CherryBlossom,1,1,1.0,,,,Vignetting,,glassesman,12,hairpinwoman,2,,
event_cherryblossom_01_s_42,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_42,False,,,,,1,1,1.0,,,,Vignetting,,,12,,2,,
event_cherryblossom_01_s_43,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_43,False,,,,,1,1,1.0,,,,Vignetting,,,12,,2,,
event_cherryblossom_01_s_44,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_44,False,,,,,1,1,1.0,,,,Vignetting,,,12,,2,,
event_cherryblossom_01_s_45,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_45,False,,,,,1,1,1.0,,,,Vignetting,,,12,,2,,
event_cherryblossom_01_s_46,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_46,True,sakura,1,idle,CommanderRoom,10,10,1.0,,,,,,,12,,2,glassesman,hairpinwoman
event_cherryblossom_01_s_47,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_47,False,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_48,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_48,True,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_49,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_49,False,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_50,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_50,True,,1,delight,,10,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_51,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_51,True,,1,delight,,100,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_52,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_52,True,,1,delight,,100,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_53,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_53,True,,1,delight,,100,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_54,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_54,True,,1,delight,,100,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_55,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_55,False,,1,delight,,100,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_56,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_56,True,,1,idle,,100,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_57,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_57,True,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_58,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_58,True,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_59,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_59,False,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_60,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_60,True,,1,shy,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_61,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_61,True,,1,shy,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_62,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_62,True,,1,shy,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_63,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_63,False,,1,shy,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_64,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_64,True,,1,delight,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_65,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_65,False,,1,delight,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_66,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_66,True,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_67,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_67,True,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_68,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_68,True,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_69,40011,event_cherryblossom_01_s,Self,sakura,,Locale_SubScenario:event_cherryblossom_01_s_69,False,,1,idle,,10,10,1.0,,,,,,,,,,,
event_cherryblossom_01_s_70,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_70,True,,1,delight,,10,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_71,40011,event_cherryblossom_01_s,Monologue,sakura,,Locale_SubScenario:event_cherryblossom_01_s_71,False,,1,delight,,100,100,1.0,,,,,,,,,,,
event_cherryblossom_01_s_72,40011,event_cherryblossom_01_s,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_01_s_72,True,,1,delight,,100,100,1.0,,,,,,,,,,,
