id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_bowwowparadise_03_e_28,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_28,True,,12,12,1.0,,,,,1,delight,,,13,idle,
event_bowwowparadise_03_e_29,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_29,True,,12,XS_10,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_30,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_30,True,,XS_10,XS_10,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_31,40010,event_bowwowparadise_03_e,Self,,Self,Locale_SubScenario:event_bowwowparadise_03_e_31,False,,XS_10,XS_10,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_32,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_32,True,,XS_10,XS_10,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_33,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_33,False,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_34,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_34,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_35,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_35,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_36,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_36,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_37,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_37,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_38,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_38,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_39,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_39,True,,XS_10,XS_10,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_40,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_40,True,Park,XS_10,XS_10,1.0,,,,,1,idle,biscuit,,13,idle,puppies
event_bowwowparadise_03_e_41,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_41,True,,XS_10,XS_10,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_42,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_42,True,ShoppingMall,XS_10,XS_10,1.0,,,,biscuit,1,sad,,puppies,13,idle,
event_bowwowparadise_03_e_43,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_43,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_44,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_44,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_45,40010,event_bowwowparadise_03_e,Choice,,,Locale_SubScenario:event_bowwowparadise_03_e_45,False,,XS_10,XS_10,1.0,,,event_bowwowparadise_03_e_47,,1,sad,,,13,idle,
event_bowwowparadise_03_e_46,40010,event_bowwowparadise_03_e,Choice,,,Locale_SubScenario:event_bowwowparadise_03_e_46,False,,XS_10,XS_10,1.0,,,event_bowwowparadise_03_e_47,,1,sad,,,13,idle,
event_bowwowparadise_03_e_47,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_47,True,,XS_10,XS_10,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_48,40010,event_bowwowparadise_03_e,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_03_e_48,False,,black,black,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_49,40010,event_bowwowparadise_03_e,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_03_e_49,False,,black,black,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_50,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_50,True,,XS_10,1,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_51,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_51,True,,1,1,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_52,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_52,True,,1,1,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_53,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_53,True,,1,1,1.0,,,,,1,delight,,,13,idle,
event_bowwowparadise_03_e_54,40010,event_bowwowparadise_03_e,Choice,,,Locale_SubScenario:event_bowwowparadise_03_e_54,False,,1,1,1.0,,,event_bowwowparadise_03_e_56,,1,delight,,,13,idle,
event_bowwowparadise_03_e_55,40010,event_bowwowparadise_03_e,Choice,,,Locale_SubScenario:event_bowwowparadise_03_e_55,False,,1,1,1.0,,,event_bowwowparadise_03_e_56,,1,delight,,,13,idle,
event_bowwowparadise_03_e_56,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_56,False,,1,1,1.0,,,,,1,idle,,,13,idle,
event_bowwowparadise_03_e_57,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_57,True,,1,1,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_58,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_58,True,,1,1,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_59,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_59,True,,1,1,1.0,,,,,1,sad,,,13,idle,
event_bowwowparadise_03_e_60,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_60,True,,1,1,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_61,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_61,True,,1,XS_10,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_62,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_62,True,,XS_10,XS_10,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_63,40010,event_bowwowparadise_03_e,Self,,Self,Locale_SubScenario:event_bowwowparadise_03_e_63,False,,XS_10,XS_10,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_64,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_64,True,,XS_10,XS_10,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_65,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_65,True,,XS_10,XS_10,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_66,40010,event_bowwowparadise_03_e,Monologue,,Monologue,Locale_SubScenario:event_bowwowparadise_03_e_66,False,,XS_10,XS_10,1.0,,,,,1,angry,,,13,idle,
event_bowwowparadise_03_e_67,40010,event_bowwowparadise_03_e,Narration,,Narration,Locale_SubScenario:event_bowwowparadise_03_e_67,False,,black,black,1.0,none,,,,1,idle,,,13,idle,puppies
event_bowwowparadise_03_e_68,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_68,True,,XS_10,XS_10,1.0,bgm_story_leisuretime,,,,1,idle,,,,,
event_bowwowparadise_03_e_69,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_69,True,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
event_bowwowparadise_03_e_70,40010,event_bowwowparadise_03_e,Self,,Self,Locale_SubScenario:event_bowwowparadise_03_e_70,False,,XS_10,XS_10,1.0,,,,,1,idle,,,,,
event_bowwowparadise_03_e_71,40010,event_bowwowparadise_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_03_e_71,True,,XS_10,XS_10,1.0,,,,,1,delight,,,,,
