id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_01,play_ambient,characters/0/hide_char_id,set_camera_shake,fade,play_movie
event_oldtales2_06_e_11,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_11,True,,1,sad_02,,13,angry,,15,surprise,,17,surprise,,19,special,,S_10,113,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_12,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_12,False,,1,sad_02,,13,angry,,15,surprise,,17,surprise,,19,special,,black,black,1.0,,cinderella,,,abe,hansel,gretel,,,,,,,
event_oldtales2_06_e_13,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_13,False,,1,sad_02,,,,,,,,,,,19,special,CinderellaSky_1,black,black,1.0,none,cinderella,,,,,,littlemermaid,Vignetting,,,,,
event_oldtales2_06_e_14,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_14,True,,1,sad_blue,,,,,,,,,,,,,,S_10,S_10,1.0,event_bgm_oldtales_mirror,mirror,mirror,,,,,,Vignetting,ambient_scn_mirrorwall,,,,
event_oldtales2_06_e_15,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_15,True,,1,sad_blue,,,,,,,,,,,,,,S_10,S_10,1.0,,mirror,mirror,,,,,,Vignetting,,,,,
event_oldtales2_06_e_16,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_16,False,,1,idle_blue,,,,,,,,,,,,,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,Vignetting,,,,,
event_oldtales2_06_e_17,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_17,True,,1,idle_blue,,,,,,,,,,,,,,S_10,S_10,1.0,,mirror,mirror,,,,,,Vignetting,,,,,
event_oldtales2_06_e_18,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_18,True,,1,idle_blue,,,,,,,,,,,,,,S_10,S_10,1.0,,mirror,mirror,,,,,,Vignetting,,,,,
event_oldtales2_06_e_19,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_19,True,,1,idle_blue,,,,,,,,,,,,,,S_10,S_10,1.0,,mirror,mirror,,,,,,Vignetting,,,,,
event_oldtales2_06_e_20,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_20,True,,1,idle_blue,,,,,,,,,,,,,,S_10,S_100,1.0,,mirror,mirror,,,,,,Vignetting,,,,,
event_oldtales2_06_e_21,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_21,False,,1,idle_blue,,,,,,,,,,,,,,black,black,1.0,,cinderella,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_22,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_22,False,,1,idle_blue,abe,13,angry,hansel,15,surprise,gretel,17,surprise,littlemermaid,19,special,SpaceElevator,black,black,1.0,,cinderella,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_23,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_23,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,1517,1517,1.0,,hansel,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_24,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_24,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,1517,19,1.0,,littlemermaid,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_25,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_25,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,113,113,1.0,,abe,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_26,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_26,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,113,113,1.0,,abe,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_27,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_27,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,113,S_10,1.0,,cinderella,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_28,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_28,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,S_10,S_100,1.0,,cinderella,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_29,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_29,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,,S_100,1300,1.0,,abe,,,,,,,Vignetting,,,,,
event_oldtales2_06_e_30,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_30,False,,1,idle,,13,angry,,15,surprise,,17,surprise,,19,special,EventScene_oldtales_17_1,black,black,1.0,,cinderella,,,abe,hansel,gretel,littlemermaid,Vignetting,,cinderella,,,
event_oldtales2_06_e_31,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_31,True,,,,,,,,,,,,,,,,,15,1,1.0,,cinderella,cinderella,,,,,,Vignetting,,,,,
event_oldtales2_06_e_32,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_32,True,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,cinderella,,,,,,Vignetting,,,,,
event_oldtales2_06_e_33,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_33,True,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,cinderella,,,,,,Vignetting,,,,,
event_oldtales2_06_e_34,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_34,False,,,,,,,,,,,,,,,,EventScene_oldtales_17_2,1,1,1.0,none,,,sfx_scn_glassstress,,,,,,none,,,,
event_oldtales2_06_e_35,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_35,True,,,,,,,,,,,,,,,,,1,1,1.0,event_bgm_oldtales_starseeker,mirror,mirror,,,,,,,,,,,
event_oldtales2_06_e_36,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_36,True,,,,,,,,,,,,,,,,,1,100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_37,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_37,True,,,,,,,,,,,,,,,,,100,100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_38,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_38,True,,,,,,,,,,,,,,,,,100,100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_39,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_39,True,,,,,,,,,,,,,,,,,100,1,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_40,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_40,True,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_41,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_41,True,,,,,,,,,,,,,,,,,1,1,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_42,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_42,True,,,,,,,,,,,,,,,,,1,1,1.0,,mirror,mirror,,,,,,,,,,,
event_oldtales2_06_e_43,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_43,False,,,,,,,,,,,,,,,,EventScene_oldtales_17_3,1,1,1.0,,,,sfx_scn_talesglassbreak,,,,,,,,Low_2,,
event_oldtales2_06_e_44,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_44,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_45,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_45,True,cinderella,1,idle_alt,abe,13,rage,hansel,15,surprise,gretel,17,surprise,littlemermaid,19,rage,SpaceElevator,1300,1300,1.0,,abe,abe,,,,,,,,,,white,
event_oldtales2_06_e_46,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_46,True,,1,idle_alt,,13,rage,,15,surprise,,17,surprise,,19,rage,,1300,1300,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_47,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_47,True,,1,idle_alt,,13,rage,,15,surprise,,17,surprise,,19,rage,,1300,1300,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_48,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_48,True,,1,idle_alt,,13,rage,,15,surprise,,17,surprise,,19,rage,,1300,13,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_49,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_49,True,,1,idle_alt,,13,rage,,15,surprise,,17,surprise,,19,rage,,13,113,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_50,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_50,False,,1,idle_alt,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_51,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_51,True,,1,idle_alt,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_52,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_52,True,,1,idle_alt,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_53,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_53,True,,1,idle_alt,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_54,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_54,False,,1,idle_alt,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_55,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_55,True,,1,smile_02,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_56,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_56,True,,1,smile_02,,13,surprise,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_57,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_57,True,,1,smile_02,,13,think,,15,surprise,,17,surprise,,19,rage,,113,113,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_58,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_58,True,,1,idle_alt,,13,think,,15,surprise,,17,surprise,,19,rage,,113,1517,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_59,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_59,True,,1,idle_alt,,13,think,,15,surprise,,17,surprise,,19,rage,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_60,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_60,True,,1,idle_alt,,13,think,,15,idle,,17,idle,,19,rage,,L_1900,L_1900,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,
event_oldtales2_06_e_61,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_61,True,,1,idle_alt,,13,think,,15,idle,,17,idle,,19,rage,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_62,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_62,True,,1,idle_alt,,13,think,,15,idle,,17,idle,,19,rage,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_63,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_63,True,,1,idle_alt,,13,think,,15,idle,,17,idle,,19,rage,,S_100,S_10,0.7,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_64,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_64,False,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,,S_10,130,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_65,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_65,True,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,,130,130,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_66,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_66,True,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,,130,130,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_67,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_67,True,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,,130,1300,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_68,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_68,True,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,,1300,1300,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_69,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_69,True,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,,1300,1300,1.0,none,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_70,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_70,True,,1,idle_alt,,13,idle,,15,idle,,17,idle,,19,rage,EventScene_oldtales_18_1,black,black,1.0,event_bgm_oldtales_totheend,hansel,hansel,,abe,hansel,gretel,littlemermaid,,,cinderella,,black,
event_oldtales2_06_e_71,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_71,True,,,,,,,,,,,,,,,,,orbitalelevatorin_01,orbitalelevatorin_02,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,
event_oldtales2_06_e_72,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_72,True,,,,,,,,,,,,,,,,,orbitalelevatorin_02,orbitalelevatorin_02,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_73,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_73,True,,,,,,,,,,,,,,,,,orbitalelevatorin_02,orbitalelevatorin_02,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_74,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_74,True,,,,,,,,,,,,,,,,,orbitalelevatorin_02,orbitalelevatorin_02,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_75,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_75,True,,,,,,,,,,,,,,,,,orbitalelevatorin_02,orbitalelevatorin_02,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_76,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_76,True,,,,,,,,,,,,,,,,,orbitalelevatorin_02,orbitalelevatorin_02,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_77,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_77,True,,,,,,,,,,,,,,,,,orbitalelevatorin_02,orbitalelevatorin_03,1.5,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_78,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_78,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_79,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_79,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_80,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_80,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_81,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_81,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_82,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_82,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_83,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_83,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_84,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_84,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_85,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_85,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_86,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_86,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_87,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_87,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_88,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_88,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_89,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_89,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_90,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_90,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_91,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_91,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_03,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_92,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_92,True,,,,,,,,,,,,,,,,,orbitalelevatorin_03,orbitalelevatorin_04,2.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_93,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_93,True,,,,,,,,,,,,,,,,,orbitalelevatorin_04,orbitalelevatorin_04,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_94,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_94,True,,,,,,,,,,,,,,,,,orbitalelevatorin_04,orbitalelevatorin_04,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,
event_oldtales2_06_e_95,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_95,True,,,,,,,,,,,,,,,,,orbitalelevatorin_04,1,1.5,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_96,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_96,True,,,,,,,,,,,,,,,,,1,1,1.0,,abe,abe,,,,,,,,,,,
event_oldtales2_06_e_97,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_97,False,,,,,,,,,,,,,,,,EventScene_oldtales_18_2,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_98,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_98,True,,,,,,,,,,,,,,,,,1,1,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_99,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_99,True,,,,,,,,,,,,,,,,,1,1,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_100,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_100,True,,,,,,,,,,,,,,,,,1,100,1.0,,hansel,hansel,,,,,,,,,,,
event_oldtales2_06_e_101,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_101,True,,,,,,,,,,,,,,,,,100,100,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,
event_oldtales2_06_e_102,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_102,True,,,,,,,,,,,,,,,,,100,100,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,
event_oldtales2_06_e_103,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_103,True,,,,,,,,,,,,,,,,,100,100,1.0,,cinderella,cinderella,,,,,,,,,,,
event_oldtales2_06_e_104,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_104,False,,,,,,,,,,,,,,,,EventScene_oldtales_18_3,100,100,1.0,event_bgm_oldtales_starseeker,,,sfx_scn_cannonbeam,,,,,,,,Low_2,,
event_oldtales2_06_e_105,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_105,False,,,,,,,,,,,,,,,,,100,1,1.0,,,,sfx_scn_explosions,,,,,,ambient_scn_earthquake,,,,
event_oldtales2_06_e_106,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_106,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_107,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_107,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_108,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_108,False,,,,,,,,,,,,,,,,EventScene_oldtales_18_4,9,1,1.0,,,,,,,,,,,,,,
event_oldtales2_06_e_109,40062,event_oldtales2_06_e,Narration,Locale_MainScenario:event_oldtales2_06_e_109,False,,,,,,,,,,,,,,,,,1,orbitalelevatorin_06,2.5,,,,,,,,,,,,,,
event_oldtales2_06_e_110,40062,event_oldtales2_06_e,Speech,Locale_MainScenario:event_oldtales2_06_e_110,True,,,,,,,,,,,,,,,,,orbitalelevatorin_06,orbitalelevatorin_06,1.0,,abe,abe,,,,,,,,,,,
