id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,fade,play_movie,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere2_06_e_11,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_11,True,,13,1315,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,surprise,,,15,think,
event_unbreakablesphere2_06_e_12,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_12,True,,1315,1315,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere2_06_e_13,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_13,True,,1315,1315,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere2_06_e_14,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_14,True,,1315,113,1.5,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,surprise,,,15,idle,
event_unbreakablesphere2_06_e_15,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_15,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_16,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_16,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_17,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_17,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_18,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_18,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_19,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_19,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_20,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_20,True,,L_30,L_300,0.5,,,yuni_n,yuni_n,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_21,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_21,True,,S_150,S_1500,0.5,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_22,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_22,False,,black,black,1.0,sfx_scn_gunfire,,mori,,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_23,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_23,False,,black,black,1.0,,,mori,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_24,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_24,False,,black,black,1.0,,,mori,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_25,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_25,False,,black,black,1.0,sfx_scn_bonescrew,,mori,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_26,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_26,True,,L_300,L_30,1.0,,,yuni_n,yuni_n,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_27,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_27,False,,L_30,L_30,1.0,,,yuni_n,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_28,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_28,True,,L_30,10,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_29,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_29,False,,10,10,1.0,,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_30,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_30,False,,10,100,0.5,sfx_scn_whiphit,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_31,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_31,False,,100,100,1.0,,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_32,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_32,False,,black,black,1.0,sfx_scn_mutateimpact_2,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_33,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_33,False,,black,black,1.0,,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_34,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_34,False,,100,10,0.5,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_35,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_35,True,,10,10,1.0,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_36,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_36,True,,L_130,L_1300,1.0,,,littlemermaid,littlemermaid,,,,,1,angry,,,3,idle,,,13,special,,,15,idle,
event_unbreakablesphere2_06_e_37,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_37,False,,L_1300,L_1300,1.0,,,littlemermaid,,,,,,1,angry,,,3,idle,,,13,special,,,15,idle,
event_unbreakablesphere2_06_e_38,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_38,True,,L_1300,100,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,special,,,15,idle,
event_unbreakablesphere2_06_e_39,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_39,False,,100,100,1.0,,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_40,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_40,True,,100,10,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_41,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_41,False,,10,10,1.0,sfx_scn_toothbite,,mihara_b,,Low_2,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_42,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_42,False,,10,10,1.0,,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_43,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_43,False,,10,10,1.0,sfx_scn_mutatescream_1,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_44,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_44,False,,10,10,1.0,,,mihara_b,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_45,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_45,True,,10,113,1.0,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_46,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_46,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,angry,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_47,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_47,True,EventScene_unbreakablesphere_09,black,black,1.0,,,littlemermaid,littlemermaid,,,,,1,angry,mihara_b,,3,idle,yuni_n,,13,idle,littlemermaid,,15,idle,mori
event_unbreakablesphere2_06_e_48,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_48,False,,bubblesblooming_01,bubblesblooming_01,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_49,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_49,False,,bubblesblooming_01,1,1.5,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_50,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_50,True,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_51,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_51,True,,1,1,1.0,,,yuni_n,yuni_n,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_52,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_52,True,,1,1,1.0,,,mihara_b,mihara_b,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_53,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_53,True,,1,1,1.0,,,mori,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_54,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_54,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_55,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_55,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_56,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_56,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_57,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_57,False,,1,1,1.0,sfx_scn_gluttonyrush,,,,Low_2,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_58,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_58,True,,1,100,1.0,,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_59,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_59,False,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_60,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_60,False,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_61,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_61,True,,100,100,1.0,,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_62,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_62,False,,black,black,1.0,sfx_scn_mutateimpact_2,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_63,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_63,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_64,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_64,False,EventScene_unbreakablesphere_10_2,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_65,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_65,False,,1,1,1.0,sfx_scn_crystalgrowuplarge,,,,Low_2,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_66,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_66,False,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_67,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_67,False,,100,100,1.0,sfx_scn_icecrack,,,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_68,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_68,True,,100,100,1.0,,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_69,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_69,False,,100,100,1.0,sfx_scn_explosionhuge,,,,Low_2,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_e_70,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_70,False,SilentBeach,black,black,1.0,,,,,,,,mihara_b,1,idle,,yuni_n,3,idle,,littlemermaid,13,idle,,mori,15,idle,
event_unbreakablesphere2_06_e_71,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_71,False,,black,black,1.0,sfx_scn_fragment,none,,,,black,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_72,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_72,False,,black,black,1.0,,,,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_73,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_73,False,,black,black,1.0,sfx_scn_crystalbreak,,,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_74,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_74,False,,black,black,1.0,,,,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_75,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_75,True,,S_150,S_1500,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_76,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_76,False,,black,black,1.0,sfx_scn_earthquake,,mori,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_77,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_77,False,,black,black,1.0,,,mori,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_78,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_78,False,,100,100,1.0,,,mihara_b,mihara_b,,,,,1,think,,,3,idle,,,13,idle,,,15,idle,
event_unbreakablesphere2_06_e_79,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_79,True,,S_1500,S_150,1.0,,,mori,mori,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_80,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_80,True,,S_150,1315,1.0,,,littlemermaid,littlemermaid,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_81,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_81,True,,1315,1315,1.0,,,mori,mori,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_82,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_82,True,,1315,113,1.5,,,mihara_b,mihara_b,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_83,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_83,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_84,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_84,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_85,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_85,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_86,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_86,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,think,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_87,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_87,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,surprise,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_88,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_88,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,surprise,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_89,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_89,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,surprise,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_90,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_90,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,surprise,,,3,idle,,,13,idle,,,15,angry,
event_unbreakablesphere2_06_e_91,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_91,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,surprise,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_92,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_92,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_93,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_93,True,,S_150,S_1500,0.5,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_94,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_94,True,,S_1500,S_1500,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_95,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_95,True,,S_1500,L_1300,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_96,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_96,True,,L_1300,L_1300,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_97,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_97,True,,L_1300,L_130,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,angry,
event_unbreakablesphere2_06_e_98,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_98,True,,L_130,1315,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_99,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_99,True,,1315,1315,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_100,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_100,True,,1315,1315,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_101,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_101,True,,1315,113,1.5,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_102,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_102,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_103,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_103,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_104,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_104,True,,113,113,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,idle,
event_unbreakablesphere2_06_e_105,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_105,True,,113,1315,1.5,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,think,
event_unbreakablesphere2_06_e_106,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_106,True,,1315,1315,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,think,
event_unbreakablesphere2_06_e_107,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_107,True,,1315,1315,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,think,
event_unbreakablesphere2_06_e_108,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_108,True,,1315,1315,1.0,,,littlemermaid,littlemermaid,,,,,1,idle,,,3,idle,,,13,delight,,,15,think,
event_unbreakablesphere2_06_e_109,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_109,True,,1315,1315,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,delight,,,15,shy_02,
