id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,play_sound
event_wisdomspring_06_s_26,40068,event_wisdomspring_06_s,Speech,jien,jien_unknown,Locale_SubScenario:event_wisdomspring_06_s_26,True,,2,surprise,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_27,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_27,True,,2,idle,,12,idle,,20,200,1.5,,,,
event_wisdomspring_06_s_28,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_28,True,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_29,40068,event_wisdomspring_06_s,Choice,jien,,Locale_SubScenario:event_wisdomspring_06_s_29,False,,2,idle,,12,idle,,200,200,1.0,,event_wisdomspring_06_s_31,,
event_wisdomspring_06_s_30,40068,event_wisdomspring_06_s,Choice,jien,,Locale_SubScenario:event_wisdomspring_06_s_30,False,,2,idle,,12,idle,,200,200,1.0,,event_wisdomspring_06_s_34,,
event_wisdomspring_06_s_31,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_31,True,,2,delight,,12,idle,,200,20,1.0,,,,
event_wisdomspring_06_s_32,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_32,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_33,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_33,True,,2,delight,,12,idle,,20,20,1.0,,event_wisdomspring_06_s_40,,
event_wisdomspring_06_s_34,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_34,True,,2,surprise,,12,idle,,200,20,1.0,,,,
event_wisdomspring_06_s_35,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_35,True,,2,surprise,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_36,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_36,True,,2,smile,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_37,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_37,False,,2,smile,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_38,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_38,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_39,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_39,True,,2,delight,,12,idle,,20,20,1.0,,event_wisdomspring_06_s_40,,
event_wisdomspring_06_s_40,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_40,False,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_41,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_41,False,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_42,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_42,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_43,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_43,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_44,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_44,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_45,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_45,True,,2,delight,,12,idle,,20,200,1.0,,,,
event_wisdomspring_06_s_46,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_46,True,,2,delight,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_47,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_47,False,,2,delight,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_48,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_48,True,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_49,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_49,True,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_50,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_50,True,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_51,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_51,False,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_52,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_52,True,,2,surprise,,12,idle,,200,20,1.0,,,,
event_wisdomspring_06_s_53,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_53,True,,2,surprise,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_54,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_54,False,,2,surprise,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_55,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_55,True,,2,surprise,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_56,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_56,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_57,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_57,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_58,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_58,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_59,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_59,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_60,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_60,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_61,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_61,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_62,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_62,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_63,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_63,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_64,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_64,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_65,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_65,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_66,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_66,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_67,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_67,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_68,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_68,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_69,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_69,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_70,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_70,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_71,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_71,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_72,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_72,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_73,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_73,True,,2,surprise,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_74,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_74,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_75,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_75,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_76,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_76,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_77,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_77,True,,2,smile,,12,idle,,20,200,1.5,,,,
event_wisdomspring_06_s_78,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_78,False,,2,smile,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_79,40068,event_wisdomspring_06_s,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_06_s_79,True,,2,smile,,12,idle,,120,120,1.0,,,,
event_wisdomspring_06_s_80,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_80,True,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_81,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_81,True,,2,idle,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_82,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_82,True,,2,idle,,12,idle,,200,20,1.0,,,,
event_wisdomspring_06_s_83,40068,event_wisdomspring_06_s,Monologue,jien,,Locale_SubScenario:event_wisdomspring_06_s_83,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_84,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_84,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_85,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_85,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_86,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_86,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_87,40068,event_wisdomspring_06_s,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_06_s_87,True,,2,idle,,12,idle,,20,1,1.0,,,,
event_wisdomspring_06_s_88,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_88,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_89,40068,event_wisdomspring_06_s,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_06_s_89,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_90,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_90,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_91,40068,event_wisdomspring_06_s,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_06_s_91,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_92,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_92,False,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_93,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_93,False,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_94,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_94,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_95,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_95,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_96,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_96,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_97,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_97,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_98,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_98,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_99,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_99,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_100,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_100,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_101,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_101,False,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_102,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_102,True,,2,delight,,12,idle,,1,20,1.0,,,,
event_wisdomspring_06_s_103,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_103,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_104,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_104,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_105,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_105,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_106,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_106,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_107,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_107,False,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_108,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_108,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_109,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_109,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_110,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_110,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_111,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_111,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_112,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_112,True,,2,delight,,12,idle,,20,20,1.0,,,,
event_wisdomspring_06_s_113,40068,event_wisdomspring_06_s,Monologue,jien,,Locale_SubScenario:event_wisdomspring_06_s_113,False,,2,delight,,12,idle,,20,200,1.5,,,,
event_wisdomspring_06_s_114,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_114,True,,2,smile,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_115,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_115,False,,2,smile,,12,idle,,200,200,1.0,,,,
event_wisdomspring_06_s_116,40068,event_wisdomspring_06_s,Monologue,jien,,Locale_SubScenario:event_wisdomspring_06_s_116,False,,2,idle,,12,idle,,200,1,1.0,,,,
event_wisdomspring_06_s_117,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_117,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_118,40068,event_wisdomspring_06_s,Monologue,jien,,Locale_SubScenario:event_wisdomspring_06_s_118,False,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_119,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_119,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_120,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_120,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_121,40068,event_wisdomspring_06_s,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_06_s_121,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_122,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_122,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_123,40068,event_wisdomspring_06_s,Speech,jien,jien,Locale_SubScenario:event_wisdomspring_06_s_123,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_124,40068,event_wisdomspring_06_s,Monologue,jien,,Locale_SubScenario:event_wisdomspring_06_s_124,False,,2,delight,,12,idle,,1,1,1.0,,,jien,sfx_scn_walkaway
event_wisdomspring_06_s_125,40068,event_wisdomspring_06_s,Self,jien,,Locale_SubScenario:event_wisdomspring_06_s_125,False,,,,,12,idle,,1,1,1.0,,,,
event_wisdomspring_06_s_126,40068,event_wisdomspring_06_s,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_06_s_126,True,,,,,12,idle,,1,120,1.0,,,,
event_wisdomspring_06_s_127,40068,event_wisdomspring_06_s,Self,mana,,Locale_SubScenario:event_wisdomspring_06_s_127,False,,,,,12,idle,,120,120,1.0,,,,
