id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,fade,characters/0/hide_char_id
event_forrest_04_s_18,40072,event_forrest_04_s,Narration,Locale_SubScenario:event_forrest_04_s_18,False,,6,6,1.0,,Vignetting,linne,,,1,idle,,,,,,
event_forrest_04_s_19,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_19,True,,6,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_20,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_20,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_21,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_21,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_22,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_22,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_23,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_23,True,,1,1,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_24,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_24,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_25,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_25,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_26,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_26,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_27,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_27,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_28,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_28,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_29,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_29,True,,1,1,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_30,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_30,True,,1,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_31,40072,event_forrest_04_s,Narration,Locale_SubScenario:event_forrest_04_s_31,False,,10,10,1.0,,Vignetting,linne,,,1,idle,,,,,,
event_forrest_04_s_32,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_32,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_33,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_33,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_34,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_34,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_35,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_35,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_36,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_36,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_37,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_37,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_38,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_38,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_39,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_39,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_40,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_40,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_41,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_41,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_42,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_42,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_43,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_43,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_44,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_44,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_45,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_45,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_46,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_46,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_47,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_47,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_48,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_48,True,,10,100,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_49,40072,event_forrest_04_s,Narration,Locale_SubScenario:event_forrest_04_s_49,False,,100,100,1.0,,Vignetting,linne,,,1,idle,,,,,,
event_forrest_04_s_50,40072,event_forrest_04_s,Narration,Locale_SubScenario:event_forrest_04_s_50,False,,100,100,1.0,,Vignetting,linne,,,1,idle,,,,,,
event_forrest_04_s_51,40072,event_forrest_04_s,Narration,Locale_SubScenario:event_forrest_04_s_51,False,,100,100,1.0,,Vignetting,linne,,,1,idle,,,,,,
event_forrest_04_s_52,40072,event_forrest_04_s,Narration,Locale_SubScenario:event_forrest_04_s_52,False,,100,100,1.0,,Vignetting,linne,,,1,idle,,,,,,
event_forrest_04_s_53,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_53,True,,100,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_54,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_54,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_55,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_55,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_56,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_56,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_57,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_57,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_58,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_58,True,,10,10,1.0,,Vignetting,trina,trina,,1,idle,,,,,,
event_forrest_04_s_59,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_59,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_60,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_60,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_61,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_61,True,,10,10,1.0,,Vignetting,linne,linne,,1,idle,,,,,,
event_forrest_04_s_62,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_62,True,Park,L_130,L_130,1.0,,,trina,trina,liter_c,1,idle,trina,13,think1,linne,black,
event_forrest_04_s_63,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_63,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_64,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_64,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_65,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_65,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_66,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_66,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_67,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_67,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_68,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_68,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_69,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_69,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_70,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_70,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_71,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_71,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_72,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_72,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_73,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_73,True,,L_130,12,1.0,,,liter_c,liter_c,,1,idle,,13,think1,,,
event_forrest_04_s_74,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_74,True,,12,12,1.0,,,trina,trina,,1,idle,,13,idle,,,
event_forrest_04_s_75,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_75,True,,12,12,1.0,,,trina,trina,,1,idle,,13,idle,,,
event_forrest_04_s_76,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_76,True,,12,12,1.0,,,liter_c,liter_c,,1,idle,,13,idle,,,
event_forrest_04_s_77,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_77,True,,12,12,1.0,,,liter_c,liter_c,,1,idle,,13,idle,,,
event_forrest_04_s_78,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_78,True,,12,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_79,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_79,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_80,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_80,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_81,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_81,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_82,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_82,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_83,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_83,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_84,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_84,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_85,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_85,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_86,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_86,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_87,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_87,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_88,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_88,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,think1,,,
event_forrest_04_s_89,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_89,True,,L_130,L_130,1.0,,,trina,trina,,1,idle,,13,idle,,,
event_forrest_04_s_90,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_90,True,,XS_10,1,1.0,,,liter_c,liter_c,,1,sorrow,,13,idle,,,
event_forrest_04_s_91,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_91,True,,1,13,1.0,none,,trina,trina,,1,sorrow,,13,sad,,,
event_forrest_04_s_92,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_92,True,,13,13,1.0,,,trina,trina,,1,sorrow,,13,sad,,,
event_forrest_04_s_93,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_93,True,,13,13,1.0,,,trina,trina,,1,sorrow,,13,think2,,,
event_forrest_04_s_94,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_94,True,,13,13,1.0,,,trina,trina,,1,sorrow,,13,think2,,,
event_forrest_04_s_95,40072,event_forrest_04_s,Monologue,Locale_SubScenario:event_forrest_04_s_95,False,SecretGarden,black,black,1.0,bgm_inark,,trina,,,1,no,,13,think2,liter_c,black,trina
event_forrest_04_s_96,40072,event_forrest_04_s,Monologue,Locale_SubScenario:event_forrest_04_s_96,False,,6,12,1.0,,,trina,,,,,,,,,,
event_forrest_04_s_97,40072,event_forrest_04_s,Monologue,Locale_SubScenario:event_forrest_04_s_97,False,,12,12,1.0,,,trina,,,,,,,,,,
event_forrest_04_s_98,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_98,True,,12,12,1.0,,,liter_c,liter_c,liter_c,1,no,trina,13,think2,,,
event_forrest_04_s_99,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_99,True,,12,12,1.0,,,trina,trina,,1,no,,13,think2,,,
event_forrest_04_s_100,40072,event_forrest_04_s,Self,Locale_SubScenario:event_forrest_04_s_100,False,,12,12,1.0,,,trina,,,1,no,,13,think2,,,
event_forrest_04_s_101,40072,event_forrest_04_s,Speech,Locale_SubScenario:event_forrest_04_s_101,True,,12,12,1.0,,,trina,trina,,1,no,,13,think2,,,
event_forrest_04_s_102,40072,event_forrest_04_s,Self,Locale_SubScenario:event_forrest_04_s_102,False,,12,6,1.0,,,trina,,,1,no,,13,think2,,,
event_forrest_04_s_103,40072,event_forrest_04_s,Monologue,Locale_SubScenario:event_forrest_04_s_103,False,,6,60,1.0,,,trina,,,1,no,,13,think2,,,
event_forrest_04_s_104,40072,event_forrest_04_s,Monologue,Locale_SubScenario:event_forrest_04_s_104,False,,60,60,1.0,,,trina,,,1,no,,13,think2,,,
