id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id
event_jinxplayer_03_s_26,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_26,True,,3,think,,7,surprise,,5,idle,,L_50,L_50,1.0,,,
event_jinxplayer_03_s_27,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_27,True,,3,think,,7,surprise,,5,idle,,L_50,L_50,1.0,,,
event_jinxplayer_03_s_28,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_28,True,,3,think,,7,idle,,5,idle,,L_50,L_70,1.0,,,
event_jinxplayer_03_s_29,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_29,True,,3,think,,7,idle,,5,idle,,L_70,L_70,1.0,,,
event_jinxplayer_03_s_30,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_30,True,,3,think,,7,idle,,5,idle,,L_70,L_70,1.0,,,
event_jinxplayer_03_s_31,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_31,True,,3,think,,7,idle,,5,idle,,L_70,L_70,1.0,,,
event_jinxplayer_03_s_32,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_32,True,,3,think,,7,idle,,5,idle,,L_70,L_50,1.0,,,
event_jinxplayer_03_s_33,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_33,True,,3,think,,7,idle,,5,no,,L_50,L_50,1.0,,,
event_jinxplayer_03_s_34,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_34,True,,3,think,,7,idle,,5,no,,L_50,L_50,1.0,,,
event_jinxplayer_03_s_35,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_35,True,,3,think,,7,idle,,5,think,,L_50,L_50,1.0,,,
event_jinxplayer_03_s_36,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_36,True,,3,sad,,7,idle,,5,think,,30,30,1.0,,,
event_jinxplayer_03_s_37,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_37,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_38,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_38,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_39,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_39,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_40,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_40,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_41,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_41,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_42,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_42,False,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_43,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_43,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_44,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_44,True,,3,idle,,7,idle,,5,delight,,6,6,1.0,,,
event_jinxplayer_03_s_45,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_45,True,,3,idle,,7,delight,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_46,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_46,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_47,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_47,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_48,40058,event_jinxplayer_03_s,Monologue,noir,Monologue,Locale_SubScenario:event_jinxplayer_03_s_48,False,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_49,40058,event_jinxplayer_03_s,Self,noir,Self,Locale_SubScenario:event_jinxplayer_03_s_49,False,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_50,40058,event_jinxplayer_03_s,Self,noir,Self,Locale_SubScenario:event_jinxplayer_03_s_50,False,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_51,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_51,True,,3,surprise,,7,idle,,5,idle,,6,3,1.0,,,
event_jinxplayer_03_s_52,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_52,False,,3,surprise,,7,idle,,5,idle,,3,3,1.0,,,
event_jinxplayer_03_s_53,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_53,False,,3,think,,7,idle,,5,idle,,3,30,1.0,,,
event_jinxplayer_03_s_54,40058,event_jinxplayer_03_s,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_03_s_54,False,,3,think,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_55,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_55,True,,3,surprise,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_56,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_56,True,,3,surprise,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_57,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_57,False,,3,surprise,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_58,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_58,False,,3,surprise,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_59,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_59,True,,3,surprise,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_60,40058,event_jinxplayer_03_s,Self,blanc,Self,Locale_SubScenario:event_jinxplayer_03_s_60,False,,3,surprise,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_61,40058,event_jinxplayer_03_s,Monologue,blanc,Monologue,Locale_SubScenario:event_jinxplayer_03_s_61,False,,3,idle,,7,idle,,5,think,,6,6,1.0,,,
event_jinxplayer_03_s_62,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_62,True,,3,idle,,7,idle,,5,think,,6,6,1.0,,,
event_jinxplayer_03_s_63,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_63,True,,3,idle,,7,idle,,5,think,,6,6,1.0,,,
event_jinxplayer_03_s_64,40058,event_jinxplayer_03_s,Monologue,noir,Monologue,Locale_SubScenario:event_jinxplayer_03_s_64,False,,3,idle,,7,idle,,5,think,,6,6,1.0,,,
event_jinxplayer_03_s_65,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_65,True,,3,idle,,7,delight,,5,delight,,6,6,1.0,,,
event_jinxplayer_03_s_66,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_66,True,,3,idle,,7,delight,,5,delight,,6,6,1.0,,,
event_jinxplayer_03_s_67,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_67,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_68,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_68,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_69,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_69,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_70,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_70,True,,3,idle,,7,idle,,5,delight,,6,6,1.0,,,
event_jinxplayer_03_s_71,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_71,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_72,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_72,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_73,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_73,False,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_74,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_74,False,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_75,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_75,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_76,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_76,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_77,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_77,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_78,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_78,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_79,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_79,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_80,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_80,True,,3,idle,,7,idle,,5,no,,6,6,1.0,,,
event_jinxplayer_03_s_81,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_81,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_82,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_82,True,,3,idle,,7,surprise,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_83,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_83,True,,3,think,,7,surprise,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_84,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_84,True,,3,think,,7,surprise,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_85,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_85,True,,3,think,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_86,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_86,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,,
event_jinxplayer_03_s_87,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_87,False,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_88,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_88,False,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_89,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_89,True,,3,idle,,7,idle,,5,delight,,6,6,1.0,,,
event_jinxplayer_03_s_90,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_90,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_91,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_91,True,,3,idle,,7,delight,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_92,40058,event_jinxplayer_03_s,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_03_s_92,True,,3,idle,,7,delight,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_93,40058,event_jinxplayer_03_s,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_03_s_93,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,,
event_jinxplayer_03_s_94,40058,event_jinxplayer_03_s,Monologue,noir,Monologue,Locale_SubScenario:event_jinxplayer_03_s_94,False,,3,idle,,7,idle,,5,idle,,6,6,1.0,,noir,blanc
event_jinxplayer_03_s_95,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_95,False,,3,idle,,,,,,,,6,3,1.0,,,
event_jinxplayer_03_s_96,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_96,True,,3,surprise,,,,,,,,3,3,1.0,,,
event_jinxplayer_03_s_97,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_97,True,,3,surprise,,,,,,,,3,3,1.0,,,
event_jinxplayer_03_s_98,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_98,True,,3,sad,,,,,,,,3,30,1.0,,,
event_jinxplayer_03_s_99,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_99,True,,3,sad,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_100,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_100,True,,3,idle,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_101,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_101,True,,3,idle,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_102,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_102,True,,3,idle,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_103,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_103,True,,3,idle,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_104,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_104,True,,3,idle,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_105,40058,event_jinxplayer_03_s,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_03_s_105,False,,3,idle,,,,,,,,30,30,1.0,,,
event_jinxplayer_03_s_106,40058,event_jinxplayer_03_s,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_03_s_106,True,,3,idle,,,,,,,,30,30,1.0,,,
