id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_absolute1_02_e_87,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_87,True,,2,20,1.3,,,emma_t,,,,2,worry,,,,,,,,,
event_absolute1_02_e_88,40086,event_absolute1_02_e,Speech,fellowcommanders,Locale_MainScenario:event_absolute1_02_e_88,True,EventScene_absolute_02_1,black,black,1.0,,none,fellowcommanders,black,,,2,worry,emma_t,,,,,,,,
event_absolute1_02_e_89,40086,event_absolute1_02_e,Speech,fellowcommanders,Locale_MainScenario:event_absolute1_02_e_89,True,,black,black,1.0,,,fellowcommanders,,,,,,,,,,,,,,
event_absolute1_02_e_90,40086,event_absolute1_02_e,Speech,fellowcommanders,Locale_MainScenario:event_absolute1_02_e_90,True,,black,black,1.0,,,fellowcommanders,,,,,,,,,,,,,,
event_absolute1_02_e_91,40086,event_absolute1_02_e,Narration,fellowcommanders,Locale_MainScenario:event_absolute1_02_e_91,False,,black,black,1.0,,,,,,,,,,,,,,,,,
event_absolute1_02_e_92,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_92,True,,absolute_13,absolute_14,1.75,,bgm_story_enormousgap,eunhwa_t,,,,,,,,,,,,,,
event_absolute1_02_e_93,40086,event_absolute1_02_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_93,False,,absolute_14,absolute_15,1.5,,,,,,,,,,,,,,,,,
event_absolute1_02_e_94,40086,event_absolute1_02_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_94,False,,absolute_15,absolute_15,1.0,sfx_scn_swingrustle,,,,,,,,,,,,,,,,
event_absolute1_02_e_95,40086,event_absolute1_02_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_95,False,,absolute_15,absolute_15,1.0,,,,,,,,,,,,,,,,,
event_absolute1_02_e_96,40086,event_absolute1_02_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_96,False,,absolute_15,absolute_15,1.0,sfx_scn_swingrustle,,,,,,,,,,,,,,,,
event_absolute1_02_e_97,40086,event_absolute1_02_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_97,False,,absolute_15,absolute_15,1.0,,,,,,,,,,,,,,,,,
event_absolute1_02_e_98,40086,event_absolute1_02_e,Speech,maddog,Locale_MainScenario:event_absolute1_02_e_98,True,,black,black,1.0,,,maddog,,,,,,,,,,,,,,
event_absolute1_02_e_99,40086,event_absolute1_02_e,Speech,maddog,Locale_MainScenario:event_absolute1_02_e_99,True,,black,black,1.0,,,maddog,,,,,,,,,,,,,,
event_absolute1_02_e_100,40086,event_absolute1_02_e,Speech,maddog,Locale_MainScenario:event_absolute1_02_e_100,True,,black,black,1.0,,,maddog,,,,,,,,,,,,,,
event_absolute1_02_e_101,40086,event_absolute1_02_e,Speech,maddog,Locale_MainScenario:event_absolute1_02_e_101,True,,black,black,1.0,,,maddog,,,,,,,,,,,,,,
event_absolute1_02_e_102,40086,event_absolute1_02_e,Narration,maddog,Locale_MainScenario:event_absolute1_02_e_102,False,,absolute_15,absolute_15,1.0,sfx_scn_swingrustle2,,,,,,,,,,,,,,,,
event_absolute1_02_e_103,40086,event_absolute1_02_e,Speech,fellowcommander,Locale_MainScenario:event_absolute1_02_e_103,True,,black,black,1.0,,,fellowcommander,,,,,,,,,,,,,,
event_absolute1_02_e_104,40086,event_absolute1_02_e,Speech,fellowcommander,Locale_MainScenario:event_absolute1_02_e_104,True,,black,black,1.0,,,fellowcommander,,,,,,,,,,,,,,
event_absolute1_02_e_105,40086,event_absolute1_02_e,Speech,fellowcommander,Locale_MainScenario:event_absolute1_02_e_105,True,,black,black,1.0,,,fellowcommander,,,,,,,,,,,,,,
event_absolute1_02_e_106,40086,event_absolute1_02_e,Speech,fellowcommander,Locale_MainScenario:event_absolute1_02_e_106,True,,black,black,1.0,,,fellowcommander,,Grey,,,,,,,,,,,,
event_absolute1_02_e_107,40086,event_absolute1_02_e,Narration,fellowcommander,Locale_MainScenario:event_absolute1_02_e_107,False,City_d,black,black,1.0,sfx_scn_swingrustle2,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_108,40086,event_absolute1_02_e,Speech,newsanchor,Locale_MainScenario:event_absolute1_02_e_108,True,,1,1,1.0,,,newsanchor,,Grey,,,,,,,,,,,,
event_absolute1_02_e_109,40086,event_absolute1_02_e,Speech,newsanchor,Locale_MainScenario:event_absolute1_02_e_109,True,,1,1,1.0,,,newsanchor,,Grey,,,,,,,,,,,,
event_absolute1_02_e_110,40086,event_absolute1_02_e,Speech,newsanchor,Locale_MainScenario:event_absolute1_02_e_110,True,,1,1,1.0,,,newsanchor,,Grey,,,,,,,,,,,,
event_absolute1_02_e_111,40086,event_absolute1_02_e,Speech,newsanchor,Locale_MainScenario:event_absolute1_02_e_111,True,,1,1,1.0,,,newsanchor,,Grey,,,,,,,,,,,,
event_absolute1_02_e_112,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_112,False,Sky2,black,black,1.0,sfx_scn_swingrustle2,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_113,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_113,False,,1,1,1.0,,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_114,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_114,False,,1,100,1.5,,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_115,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_115,False,,100,100,1.0,,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_116,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_116,False,,100,100,1.0,,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_117,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_117,False,Armory,black,black,1.0,sfx_scn_swingrustle,,,,Grey,vesti_t,1,sad,,,,,,,,,
event_absolute1_02_e_118,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_118,True,,1,XS_10,1.5,,,vesti_t,,Grey,,1,sad,,,,,,,,,
event_absolute1_02_e_119,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_119,True,,XS_10,XS_10,1.0,,,vesti_t,,Grey,,1,sad,,,,,,,,,
event_absolute1_02_e_120,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_120,True,,XS_10,XS_10,1.0,,,vesti_t,,Grey,,1,sad,,,,,,,,,
event_absolute1_02_e_121,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_121,True,,XS_10,XS_10,1.0,,,vesti_t,,Grey,,1,sad,,,,,,,,,
event_absolute1_02_e_122,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_122,True,,XS_10,XS_10,1.0,,,vesti_t,,Grey,,1,sad,,,,,,,,,
event_absolute1_02_e_123,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_123,True,,XS_10,XS_10,1.0,,,vesti_t,,Grey,,1,sad,,,,,,,,,
event_absolute1_02_e_124,40086,event_absolute1_02_e,Speech,ingrid,Locale_MainScenario:event_absolute1_02_e_124,True,City,black,black,1.0,,,ingrid,,Grey,ingrid,1,idle,vesti_t,,,,,,,,
event_absolute1_02_e_125,40086,event_absolute1_02_e,Speech,ingrid,Locale_MainScenario:event_absolute1_02_e_125,True,,1,L_10,1.3,,,ingrid,,Grey,,1,idle,,,,,,,,,
event_absolute1_02_e_126,40086,event_absolute1_02_e,Speech,ingrid,Locale_MainScenario:event_absolute1_02_e_126,True,,L_10,L_10,1.0,,,ingrid,,Grey,,1,idle,,,,,,,,,
event_absolute1_02_e_127,40086,event_absolute1_02_e,Speech,ingrid,Locale_MainScenario:event_absolute1_02_e_127,True,,L_10,L_10,1.0,,,ingrid,,Grey,,1,idle,,,,,,,,,
event_absolute1_02_e_128,40086,event_absolute1_02_e,Speech,ingrid,Locale_MainScenario:event_absolute1_02_e_128,True,,L_10,L_10,1.0,,,ingrid,,Grey,,1,idle,,,,,,,,,
event_absolute1_02_e_129,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_129,False,FlowerRoad,black,black,1.0,sfx_scn_swingrustle,,,,Grey,,1,idle,ingrid,,,,,,,,
event_absolute1_02_e_130,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_130,False,,black,black,1.0,,,,,Grey,,,,,,,,,,,,
event_absolute1_02_e_131,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_131,True,,10,1,1.3,,,vesti_t,,Grey,,,,,,,,,,,,
event_absolute1_02_e_132,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_132,True,,1,1,1.0,,,vesti_t,,Grey,,,,,,,,,,,,
event_absolute1_02_e_133,40086,event_absolute1_02_e,Narration,,Locale_MainScenario:event_absolute1_02_e_133,False,Park_n,black,black,1.0,,,,,Grey,eunhwa_t,12,angry,,emma_t,2,idle,,,,,
