id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_newflavor_05_e_27,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_27,True,,1,1,1.0,,,,,2,no,,12,think
event_newflavor_05_e_28,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_28,True,,1,1,1.0,,,,,2,no,,12,think
event_newflavor_05_e_29,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_29,True,,1,1,1.0,,,,,2,no,,12,think
event_newflavor_05_e_30,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_30,True,,1,1,1.0,,,,,2,no,,12,think
event_newflavor_05_e_31,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_31,True,,1,1,1.0,,,,,2,no,,12,think
event_newflavor_05_e_32,40073,event_newflavor_05_e,Self,bready,,Locale_SubScenario:event_newflavor_05_e_32,False,,1,1,1.0,,,,,2,no,,12,think
event_newflavor_05_e_33,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_33,True,,1,XS_120,1.3,,,,,2,no,,12,delight
event_newflavor_05_e_34,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_34,True,,XS_120,XS_120,1.0,,,,,2,no,,12,delight
event_newflavor_05_e_35,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_35,True,,XS_120,XS_120,1.0,,,,,2,no,,12,idle
event_newflavor_05_e_36,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_36,True,,XS_120,XS_120,1.0,,,,,2,no,,12,idle
event_newflavor_05_e_37,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_37,False,,XS_120,XS_120,1.0,,,,,2,no,,12,idle
event_newflavor_05_e_38,40073,event_newflavor_05_e,Monologue,crust,,Locale_SubScenario:event_newflavor_05_e_38,False,,black,black,1.0,none,,,,2,no,,12,idle
event_newflavor_05_e_39,40073,event_newflavor_05_e,Monologue,crust,,Locale_SubScenario:event_newflavor_05_e_39,False,,black,black,1.0,,,,,2,no,,12,idle
event_newflavor_05_e_40,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_40,False,,1,1,1.0,bgm_floraltribute,,,,2,no,,12,idle
event_newflavor_05_e_41,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_41,False,,1,1,1.0,,,,,2,no,,12,idle
event_newflavor_05_e_42,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_42,True,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_43,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_43,False,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_44,40073,event_newflavor_05_e,Self,bready,,Locale_SubScenario:event_newflavor_05_e_44,False,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_45,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_45,True,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_46,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_46,False,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_47,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_47,True,Park,black,black,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_48,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_48,False,,1,1,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_49,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_49,True,,1,S_20,1.3,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_50,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_50,True,,S_20,S_20,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_51,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_51,True,,S_20,S_20,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_52,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_52,True,,S_20,S_20,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_53,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_53,True,,S_20,S_20,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_54,40073,event_newflavor_05_e,Self,bready,,Locale_SubScenario:event_newflavor_05_e_54,False,,S_20,S_20,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_55,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_55,True,,S_20,S_20,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_56,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_56,True,,S_20,1,1.3,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_57,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_57,True,,1,1,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_58,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_58,True,CityForest_03_d,black,black,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_59,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_59,True,,1,1,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_60,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_60,True,,1,1,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_61,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_61,True,,1,1,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_62,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_62,True,,1,1,1.0,,Grey,,,2,idle,,12,idle
event_newflavor_05_e_63,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_63,False,CityForest_03_d,1,1,1.0,,,black,,2,no,,12,sad
event_newflavor_05_e_64,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_64,False,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_65,40073,event_newflavor_05_e,Self,crust,,Locale_SubScenario:event_newflavor_05_e_65,False,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_66,40073,event_newflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_e_66,True,,1,1,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_67,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_67,False,,1,S_20,1.3,,,,,2,no,,12,sad
event_newflavor_05_e_68,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_68,True,,S_20,S_20,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_69,40073,event_newflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_e_69,True,,S_20,S_20,1.0,,,,,2,no,,12,sad
event_newflavor_05_e_70,40073,event_newflavor_05_e,Self,bready,,Locale_SubScenario:event_newflavor_05_e_70,False,,S_20,S_20,1.0,,,,,2,no,,12,sad
