id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_hightechtoy_06_e_18,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_18,True,,S_10,S_10,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_19,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_19,True,,S_10,S_100,0.5,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_20,40002,event_hightechtoy_06_e,Monologue,,,Locale_SubScenario:event_hightechtoy_06_e_20,False,,S_100,1,1.0,,,,,,,1,idle,laplace,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_21,40002,event_hightechtoy_06_e,Self,,,Locale_SubScenario:event_hightechtoy_06_e_21,False,,1,1,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_22,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_22,True,,1,53,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_23,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_23,True,,53,53,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_24,40002,event_hightechtoy_06_e,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_24,False,,53,53,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_25,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_25,True,,53,53,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_26,40002,event_hightechtoy_06_e,Speech,drake,drake,Locale_SubScenario:event_hightechtoy_06_e_26,True,,53,53,1.0,,,,,,,,,,,3,delight,,5,idle,,13,idle
event_hightechtoy_06_e_27,40002,event_hightechtoy_06_e,Speech,drake,drake,Locale_SubScenario:event_hightechtoy_06_e_27,True,,53,53,1.0,,,,,,,,,,,3,delight,,5,idle,,13,idle
event_hightechtoy_06_e_28,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_28,True,,53,53,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_29,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_29,True,,53,13,2.0,,,,,,,,,,,3,idle,,5,sad,,13,idle
event_hightechtoy_06_e_30,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_30,False,,13,13,1.0,,,,,,,,,,,3,idle,,5,sad,,13,idle
event_hightechtoy_06_e_31,40002,event_hightechtoy_06_e,Monologue,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_31,False,,13,130,2.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_32,40002,event_hightechtoy_06_e,Self,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_32,False,,130,130,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_33,40002,event_hightechtoy_06_e,Narration,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_33,False,,17,17,1.0,none,black,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_34,40002,event_hightechtoy_06_e,Monologue,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_34,False,,17,17,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_35,40002,event_hightechtoy_06_e,Self,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_35,False,,17,17,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_36,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_36,True,,17,13,2.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_37,40002,event_hightechtoy_06_e,Choice,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_37,False,,13,13,1.0,,,event_hightechtoy_06_e_39,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_38,40002,event_hightechtoy_06_e,Choice,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_38,False,,13,13,1.0,,,event_hightechtoy_06_e_40,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_39,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_39,True,,13,13,1.0,,,event_hightechtoy_06_e_41,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_40,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_40,True,,13,13,1.0,,,event_hightechtoy_06_e_41,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_41,40002,event_hightechtoy_06_e,Monologue,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_41,False,,13,1300,2.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_42,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_42,True,,1300,1300,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_43,40002,event_hightechtoy_06_e,Narration,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_43,False,,1300,13,1.0,,,,sfx_scn_distantexplosion,Low_2,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_44,40002,event_hightechtoy_06_e,Monologue,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_44,False,,13,13,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_45,40002,event_hightechtoy_06_e,Self,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_45,False,,13,13,1.0,bgm_story_armageddon,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_46,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_46,False,,13,13,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_47,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_47,True,,13,130,2.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_48,40002,event_hightechtoy_06_e,Self,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_48,False,,130,130,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_49,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_49,True,,130,53,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_50,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_50,True,,53,53,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_51,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_51,False,,53,53,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_52,40002,event_hightechtoy_06_e,Self,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_52,False,,53,53,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_53,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_53,True,,53,50,2.0,,,,,,,,,,,3,idle,,5,sad,,13,idle
event_hightechtoy_06_e_54,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_54,True,,50,50,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_55,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_55,True,,50,50,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_56,40002,event_hightechtoy_06_e,Choice,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_56,False,,50,50,1.0,,,event_hightechtoy_06_e_59,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_57,40002,event_hightechtoy_06_e,Choice,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_57,False,,50,50,1.0,,,event_hightechtoy_06_e_60,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_58,40002,event_hightechtoy_06_e,Choice,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_58,False,,50,50,1.0,,,event_hightechtoy_06_e_60,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_59,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_59,True,,50,50,1.0,,,event_hightechtoy_06_e_61,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_60,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_60,True,,50,50,1.0,,,event_hightechtoy_06_e_61,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_61,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_61,True,,50,50,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_62,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_62,True,,50,500,2.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_63,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_63,True,,500,500,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_64,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_64,True,,500,500,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_65,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_65,True,,500,500,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_66,40002,event_hightechtoy_06_e,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_66,False,,500,500,1.0,,,,,,,,,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_67,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_67,True,,500,5,2.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_68,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_68,True,,5,5,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_69,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_69,True,,5,5,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_70,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_70,True,,5,5,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_71,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_71,True,,5,5,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_72,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_72,True,,5,5,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_73,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_73,True,,5,500,1.0,none,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_74,40002,event_hightechtoy_06_e,Narration,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_74,False,none,black,black,1.0,,,,sfx_scn_heavyboxclose,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_75,40002,event_hightechtoy_06_e,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_75,False,CityForest_03_d,black,black,1.0,,,,,,,,,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_76,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_76,True,,1,S_100,0.5,bgm_spot_bulletstorm_b,,,,,laplace,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_77,40002,event_hightechtoy_06_e,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_77,True,,50,50,1.0,,,,,,,1,idle,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_78,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_78,True,,S_10,S_10,1.0,,,,,,,1,delight,,,3,idle,,5,delight,,13,idle
event_hightechtoy_06_e_79,40002,event_hightechtoy_06_e,Speech,drake,drake,Locale_SubScenario:event_hightechtoy_06_e_79,True,,30,30,1.0,,,,,,,1,delight,,,3,angry,,5,delight,,13,idle
event_hightechtoy_06_e_80,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_80,True,,130,130,1.0,,,,,,,1,delight,,,3,angry,,5,idle,,13,idle
event_hightechtoy_06_e_81,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_81,True,,S_10,S_10,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_81_1,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_81_1,True,,S_10,S_10,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_82,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_82,True,,S_10,S_100,0.5,,,,,,,1,delight,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_83,40002,event_hightechtoy_06_e,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_83,True,,S_100,S_100,1.0,,,,,,,1,delight,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_84,40002,event_hightechtoy_06_e,Self,massproduction01,,Locale_SubScenario:event_hightechtoy_06_e_84,False,,S_100,1,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_85,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_85,True,,1,1,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_86,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_86,True,,1,1,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_87,40002,event_hightechtoy_06_e,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_87,True,,1,S_100,0.5,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
event_hightechtoy_06_e_88,40002,event_hightechtoy_06_e,Narration,,,Locale_SubScenario:event_hightechtoy_06_e_88,False,,black,black,1.0,,,,,,,1,idle,,,3,idle,,5,idle,,13,idle
