id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,fade,play_sound,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_alonesurvivor_06_s_17,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_17,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_18,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_18,True,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_19,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_19,True,,1,sad,,black,black,1.0,,Low_2,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_20,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_20,True,,1,special,,S_10,S_10,1.0,,,black,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_21,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_21,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_22,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_22,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_23,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_23,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_24,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_24,False,,1,special,,S_10,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_25,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_25,False,,1,special,,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_26,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_26,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_27,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_27,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_28,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_28,True,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_29,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_29,True,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_30,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_30,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_31,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_31,True,,1,sad,,1,S_10,1.0,,Low_2,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_32,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_32,True,,1,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_33,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_33,False,,1,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_34,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_34,True,,1,surprise,,S_10,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_35,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_35,True,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_36,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_36,True,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_37,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_37,True,,1,delight,,1,S_10,1.0,,,black,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_38,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_38,True,,1,worry,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_39,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_39,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_40,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_40,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_41,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_41,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_42,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_42,False,,1,special,,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_43,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_43,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_44,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_44,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_45,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_45,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_46,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_46,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_47,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_47,False,,1,delight,,17,170,0.3,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_48,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_48,False,,1,special,,170,170,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_49,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_49,False,,1,special,,170,170,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_50,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_50,True,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_51,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_51,True,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_52,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_52,True,,1,sad,,1,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_53,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_53,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_54,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_54,False,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_55,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_55,False,,1,special,,S_10,1,1.0,,Low_2,,sfx_scn_smashcan,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_56,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_56,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_57,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_57,False,,1,special,,1,S_10,0.7,,Low_2,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_58,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_58,False,,1,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_59,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_59,False,,1,sad,,S_10,S_10,1.0,,Low_2,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_60,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_60,True,,1,sad,,S_10,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_61,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_61,True,,1,sad,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_62,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_62,False,,1,sad,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_63,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_63,True,,1,think,,1,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_64,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_64,True,,1,think,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_65,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_65,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_66,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_66,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_67,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_67,False,,1,special,,S_10,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_68,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_68,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_69,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_69,True,,1,shy,,1,S_10,0.5,,Low_2,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_70,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_70,True,,1,shy,,S_10,S_10,1.0,,Low_2,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_71,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_71,False,,1,shy,,S_10,S_10,1.0,none,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_72,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_72,False,,1,idle,,17,17,1.0,bgm_story_fairytalesend_if,,black,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_73,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_73,False,,1,think,,17,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_74,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_74,False,,1,think,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_75,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_75,True,,1,think,,1,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_76,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_76,True,,1,think,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_77,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_77,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_78,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_78,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_79,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_79,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_80,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_80,True,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_81,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_81,False,,1,special,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_82,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_82,True,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_83,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_83,True,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_84,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_84,False,,1,delight,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_85,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_85,True,,1,idle,,S_10,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_86,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_86,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_87,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_87,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_88,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_88,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_89,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_89,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_90,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_90,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_91,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_91,False,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_92,40033,event_alonesurvivor_06_s,Self,,Self,Locale_SubScenario:event_alonesurvivor_06_s_92,False,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_93,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_93,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_94,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_94,True,,1,special,,1,S_10,0.7,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_95,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_95,False,,1,special,IceLand_05,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_alonesurvivor_06_s_96,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_96,False,,1,special,,17,17,1.0,,,black,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_97,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_97,False,,1,special,,17,17,0.7,,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_98,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_98,False,,1,special,,17,17,1.0,,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_99,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_99,False,,1,special,,17,17,1.0,,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_100,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_100,False,,1,special,,17,17,1.0,none,Low_2,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_101,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_101,False,,1,special,,17,17,1.0,bgm_story_lastbullet,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_102,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_102,False,,1,special,,17,17,1.0,,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_103,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_103,False,,1,special,,17,17,1.0,,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_104,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_104,False,,1,special,,17,17,1.0,,,,,Vignetting,,,,,,,,,,,,,,
event_alonesurvivor_06_s_105,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_105,False,,1,special,,black,black,1.0,,Low_2,,sfx_scn_fire,Vignetting,tove,alone_event,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_106,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_106,True,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_107,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_107,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_108,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_108,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_109,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_109,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_110,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_110,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_111,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_111,False,,,,,alone_01,alone_01,1.0,,Low_2,,sfx_scn_fire,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_112,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_112,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_113,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_113,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_114,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_114,False,,,,,alone_01,alone_01,1.0,,,,,Vignetting,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_115,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_115,True,,,,,alone_01,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_116,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_116,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_117,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_117,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_118,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_118,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_119,40033,event_alonesurvivor_06_s,Narration,,Narration,Locale_SubScenario:event_alonesurvivor_06_s_119,False,,,,,alone_02,alone_02,1.0,,,,sfx_scn_corrosion,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_120,40033,event_alonesurvivor_06_s,Speech,tove,tove,Locale_SubScenario:event_alonesurvivor_06_s_120,True,,,,,alone_02,alone_02,1.0,,Low_2,,sfx_scn_fire,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_121,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_121,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_122,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_122,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
event_alonesurvivor_06_s_123,40033,event_alonesurvivor_06_s,Monologue,,Monologue,Locale_SubScenario:event_alonesurvivor_06_s_123,False,,,,,alone_02,alone_02,1.0,,,,,,,,1,idle,,,,,,,,,,
