id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,play_sound,fade,characters/0/hide_char_id,characters/2/hide_char_id
event_colorless_02_e_33,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_33,True,,12,10,1.0,,ein,ein,,1,no,,3,idle,,13,idle,,,,,
event_colorless_02_e_34,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_34,True,,10,10,1.0,,ein,ein,,1,no,,3,idle,,13,idle,,,,,
event_colorless_02_e_35,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_35,False,,10,10,1.0,,ein,rei,,1,no,,3,idle,,13,idle,,,,,
event_colorless_02_e_36,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_36,False,,10,10,1.0,none,,,,1,delight,,3,idle,,13,idle,privaty,sfx_scn_schoolbell,black,,
event_colorless_02_e_37,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_37,False,,10,10,1.0,bgm_story_orangepop,ein,,,1,delight,,,,,13,idle,,,,,
event_colorless_02_e_38,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_38,False,,10,10,1.0,,ein,,,1,delight,,,,,13,idle,,,,,
event_colorless_02_e_39,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_39,True,,10,10,1.0,,ein,ein,,1,surprise,,,,,13,idle,,,,,
event_colorless_02_e_40,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_40,True,,130,130,1.0,,zwei,zwei,,1,surprise,,,,,13,idle,,,,,
event_colorless_02_e_41,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_41,False,,130,130,1.0,,zwei,ein,,1,idle,,,,,13,idle,,,,,
event_colorless_02_e_42,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_42,True,,130,130,1.0,,zwei,zwei,,1,idle,,,,,13,idle,,,,,
event_colorless_02_e_43,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_43,False,,130,130,1.0,,zwei,,,1,idle,,,,,13,idle,,,,,
event_colorless_02_e_44,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_44,True,,130,10,1.0,,ein,ein,,1,no,,,,,13,idle,,,,,
event_colorless_02_e_45,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_45,True,,10,10,1.0,,ein,ein,,1,no,,,,,13,idle,,,,,
event_colorless_02_e_46,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_46,False,,10,5,1.0,,ein,rei,,1,no,,,,,13,idle,,,,,
event_colorless_02_e_47,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_47,False,,5,5,1.0,,ein,privaty,,1,no,,,,,13,idle,,,,,
event_colorless_02_e_48,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_48,False,SimulationRoom,black,black,1.0,none,,,,1,no,,,,,13,idle,,,black,ein,zwei
event_colorless_02_e_49,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_49,False,,S_10,S_10,1.0,,,,,,,,,,,,,,sfx_scn_1shot,,,
event_colorless_02_e_50,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_50,False,,S_10,S_10,1.0,,,,,,,,,,,,,,sfx_scngunfire,,,
event_colorless_02_e_51,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_51,False,,S_10,S_10,1.0,bgm_story_breakaway,,,,,,,,,,,,,,,,
event_colorless_02_e_52,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_52,False,,S_10,S_10,1.0,,,,,,,privaty,1,idle,,,,,,,,
event_colorless_02_e_53,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_53,True,,130,130,1.0,,zwei,zwei,,,,,1,idle,zwei,13,idle,,,,,
event_colorless_02_e_54,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_54,True,,130,12,1.0,,privaty,privaty,,,,,1,shy,,13,idle,,,,,
event_colorless_02_e_55,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_55,True,,12,12,1.0,,privaty,privaty,,,,,1,shy,,13,idle,,,,,
event_colorless_02_e_56,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_56,True,,12,12,1.0,,zwei,zwei,,,,,1,shy,,13,idle,,,,,
event_colorless_02_e_57,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_57,True,,12,12,1.0,,privaty,privaty,,,,,1,shy,,13,idle,,,,,
event_colorless_02_e_58,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_58,True,,12,12,1.0,,privaty,privaty,,,,,1,shy,,13,idle,,,,,
event_colorless_02_e_59,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_59,True,,12,12,1.0,,zwei,zwei,,,,,1,shy,,13,idle,,,,,
event_colorless_02_e_60,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_60,True,,12,12,1.0,,privaty,privaty,,,,,1,idle,,13,idle,,,,,
event_colorless_02_e_61,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_61,True,,12,12,1.0,,zwei,zwei,,,,,1,idle,,13,idle,,,,,
event_colorless_02_e_62,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_62,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,idle,,,,,
event_colorless_02_e_63,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_63,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,idle,,,,,
event_colorless_02_e_64,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_64,False,,black,black,1.0,,,,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_65,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_65,False,,black,black,1.0,,,,,,,,1,sad,,13,angry,,sfx_scn_3shotgun,,,
event_colorless_02_e_66,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_66,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_67,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_67,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_68,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_68,True,,S_10,12,1.0,,zwei,zwei,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_69,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_69,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_70,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_70,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_71,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_71,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_72,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_72,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_73,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_73,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_74,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_74,False,,12,12,1.0,,privaty,,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_75,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_75,True,,12,12,1.0,,privaty,privaty,,,,,1,sad,,13,angry,,,,,
event_colorless_02_e_76,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_76,True,,12,12,1.0,,privaty,privaty,,,,,1,shy,,13,angry,,,,,
event_colorless_02_e_77,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_77,True,,12,12,1.0,,zwei,zwei,,,,,1,shy,,13,angry,,,,,
event_colorless_02_e_78,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_78,False,,12,S_10,1.0,,privaty,,,,,,1,shy,,13,angry,,,,,
event_colorless_02_e_79,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_79,False,,S_10,S_10,1.0,,privaty,,,,,,1,shy,,13,angry,,,,,
event_colorless_02_e_80,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_80,False,,S_10,S_10,1.0,,privaty,,,,,,1,shy,,13,angry,,,,,
event_colorless_02_e_81,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_81,False,,S_10,S_10,1.0,,privaty,,,,,,1,shy,,13,angry,,,,,
event_colorless_02_e_82,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_82,False,SchoolCorridor_e,black,black,1.0,none,,,,,,,1,idle,,13,angry,,,black,,zwei
event_colorless_02_e_83,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_83,False,,S_10,S_10,1.0,bgm_story_backtonormal,,,,,,,1,idle,,,,,,,,
event_colorless_02_e_84,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_84,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,,sfx_scn_distantshot,,,
event_colorless_02_e_85,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_85,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,,,,,
event_colorless_02_e_86,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_86,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,idle,,,,,,,,
event_colorless_02_e_87,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_87,False,,S_10,S_10,1.0,,privaty,,,,,,1,idle,,,,,,,,
event_colorless_02_e_88,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_88,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,idle,,,,,,,,
event_colorless_02_e_89,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_89,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,idle,,,,,,,,
event_colorless_02_e_90,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_90,False,,S_10,S_10,1.0,,privaty,,,,,,1,idle,,,,,,,,
event_colorless_02_e_91,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_91,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_92,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_92,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_93,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_93,False,,S_10,S_10,1.0,,privaty,,,,,,1,shy,,,,,,,,
event_colorless_02_e_94,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_94,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_95,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_95,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_96,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_96,False,,S_10,S_10,1.0,,privaty,,,,,,1,shy,,,,,sfx_scn_distantshot,,,
event_colorless_02_e_97,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_97,False,,S_10,S_100,0.7,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_98,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_98,True,,S_100,S_100,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_99,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_99,True,,S_100,S_100,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_100,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_100,True,,S_100,S_100,1.0,,privaty,privaty,,,,,1,shy,,,,,,,,
event_colorless_02_e_101,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_101,True,SimulationRoom,black,black,1.0,,zwei,,,,,,1,sad,zwei,15,angry,,,,,
event_colorless_02_e_102,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_102,False,,150,150,1.0,,zwei,,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_103,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_103,False,,150,150,1.0,,zwei,zwei,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_104,40054,event_colorless_02_e,Narration,Locale_SubScenario:event_colorless_02_e_104,False,,150,150,1.0,,zwei,,,,,,1,sad,,15,angry,,sfx_scn_3shotgun,,,
event_colorless_02_e_105,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_105,False,,150,150,1.0,,zwei,,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_106,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_106,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_107,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_107,False,,S_10,S_10,1.0,,privaty,,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_108,40054,event_colorless_02_e,Speech,Locale_SubScenario:event_colorless_02_e_108,True,,S_10,S_10,1.0,,privaty,privaty,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_109,40054,event_colorless_02_e,Self,Locale_SubScenario:event_colorless_02_e_109,False,,S_10,S_10,1.0,,privaty,,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_110,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_110,False,,black,black,1.0,,,,,,,,1,sad,,15,angry,,,,,
event_colorless_02_e_111,40054,event_colorless_02_e,Monologue,Locale_SubScenario:event_colorless_02_e_111,False,,black,black,1.0,,,,,,,,1,sad,,15,angry,,,,,
