id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade
event_outofuniform_01_48,130006,event_outofuniform_01,Narration,Locale_SubScenario:event_outofuniform_01_48,False,ShowerRoom,10,1,1.0,,sfx_scn_shower,,,,2,shy,,12,shy,ein,zwei,black
event_outofuniform_01_49,130006,event_outofuniform_01,Narration,Locale_SubScenario:event_outofuniform_01_49,False,,1,1,1.0,,sfx_scn_showerlever,,,,,,,,,,,
event_outofuniform_01_50,130006,event_outofuniform_01,Narration,Locale_SubScenario:event_outofuniform_01_50,False,,1,1,1.0,,sfx_scn_clothweak,,,,,,,,,,,
event_outofuniform_01_51,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_51,False,,1,1,1.0,,,,,,,,,,,,,
event_outofuniform_01_52,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_52,True,,1,1,1.0,,,ein,,,,,,,,,,
event_outofuniform_01_53,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_53,True,,1,1,1.0,,,ein,,,,,,,,,,
event_outofuniform_01_54,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_54,False,,1,1,1.0,,,,,,,,,,,,,
event_outofuniform_01_55,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_55,True,,1,1,1.0,,,ein,,,,,,,,,,
event_outofuniform_01_56,130006,event_outofuniform_01,Narration,Locale_SubScenario:event_outofuniform_01_56,False,,1,10,1.0,,sfx_scn_dooropenlittle,,,,,,,,,,,
event_outofuniform_01_57,130006,event_outofuniform_01,Monologue,Locale_SubScenario:event_outofuniform_01_57,False,,10,10,1.0,,,,,,,,,,,,,
event_outofuniform_01_58,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_58,False,,10,10,1.0,,,,,,,,,,,,,
event_outofuniform_01_59,130006,event_outofuniform_01,Monologue,Locale_SubScenario:event_outofuniform_01_59,False,CommanderRoom,black,black,1.0,,,,ein_k,ein_k,2,delight,zwei_k,12,idle,,,
event_outofuniform_01_60,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_60,True,,1,1,1.0,,,ein_k,ein_k,,2,delight,,12,idle,,,
event_outofuniform_01_61,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_61,True,,1,1,1.0,,,ein_k,ein_k,,2,surprise,,12,idle,,,
event_outofuniform_01_62,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_62,True,,1,1,1.0,,,ein_k,ein_k,,2,surprise,,12,idle,,,
event_outofuniform_01_63,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_63,True,,1,1,1.0,,,zwei_k,zwei_k,,2,surprise,,12,good,,,
event_outofuniform_01_64,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_64,False,,1,1,1.0,,,,zwei_k,,2,surprise,,12,good,,,
event_outofuniform_01_65,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_65,False,,1,1,1.0,,,,zwei_k,,2,surprise,,12,good,,,
event_outofuniform_01_66,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_66,True,,1,20,1.0,,,ein_k,ein_k,,2,shy,,12,good,,,
event_outofuniform_01_67,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_67,True,,20,20,1.0,,,ein_k,ein_k,,2,shy,,12,good,,,
event_outofuniform_01_68,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_68,True,,20,20,1.0,,,ein_k,ein_k,,2,shy,,12,good,,,
event_outofuniform_01_69,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_69,False,,20,20,1.0,,,,ein_k,,2,shy,,12,good,,,
event_outofuniform_01_70,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_70,True,,20,20,1.0,,,ein_k,ein_k,,2,shy,,12,idle,,,
event_outofuniform_01_71,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_71,True,,20,20,1.0,,,ein_k,ein_k,,2,delight,,12,idle,,,
event_outofuniform_01_72,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_72,True,,20,20,1.0,,,ein_k,ein_k,,2,delight,,12,idle,,,
event_outofuniform_01_73,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_73,True,,20,20,1.0,,,ein_k,ein_k,,2,delight,,12,idle,,,
event_outofuniform_01_74,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_74,True,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,angry,,,
event_outofuniform_01_75,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_75,True,,20,20,1.0,,,ein_k,ein_k,,2,delight,,12,angry,,,
event_outofuniform_01_76,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_76,False,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,surprise,,,
event_outofuniform_01_77,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_77,False,,120,120,1.0,,,,zwei_k,,2,delight,,12,surprise,,,
event_outofuniform_01_78,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_78,True,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_79,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_79,True,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_80,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_80,True,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_81,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_81,True,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_82,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_82,True,,120,120,1.0,,,zwei_k,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_83,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_83,False,,120,120,1.0,,,,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_84,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_84,False,,120,120,1.0,,,,zwei_k,,2,delight,,12,shy,,,
event_outofuniform_01_85,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_85,True,,120,120,1.0,,,zwei_k,zwei_k,,2,idle,,12,idle,,,
event_outofuniform_01_86,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_86,True,,120,1,1.3,,,ein_k,ein_k,,2,idle,,12,idle,,,
event_outofuniform_01_87,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_87,True,,1,1,1.0,,,zwei_k,zwei_k,,2,idle,,12,idle,,,
event_outofuniform_01_88,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_88,True,,1,1,1.0,,,ein_k,ein_k,,2,idle,,12,idle,,,
event_outofuniform_01_89,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_89,False,,1,1,1.0,,,zwei_k,zwei_k,,2,idle,,12,idle,,,
event_outofuniform_01_90,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_90,True,,1,1,1.0,,,ein_k,ein_k,,2,idle,,12,idle,,,
event_outofuniform_01_91,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_91,True,,1,1,1.0,,,ein_k,ein_k,,2,idle,,12,idle,,,
event_outofuniform_01_92,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_92,True,,1,1,1.0,,,zwei_k,zwei_k,,2,idle,,12,idle,,,
event_outofuniform_01_93,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_93,True,,1,1,1.0,,,ein_k,ein_k,,2,surprise,,12,idle,,,
event_outofuniform_01_94,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_94,False,,1,1,1.0,,,,ein_k,,2,surprise,,12,idle,,,
event_outofuniform_01_95,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_95,False,,1,1,1.0,,,,ein_k,,2,surprise,,12,idle,,,
event_outofuniform_01_96,130006,event_outofuniform_01,Self,Locale_SubScenario:event_outofuniform_01_96,False,,1,1,1.0,,,,ein_k,,2,surprise,,12,idle,,,
event_outofuniform_01_97,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_97,True,,1,20,1.3,,,ein_k,ein_k,,2,shy,,12,idle,,,
event_outofuniform_01_98,130006,event_outofuniform_01,Speech,Locale_SubScenario:event_outofuniform_01_98,True,,20,120,1.3,,,zwei_k,zwei_k,,2,shy,,12,good,,,
